clade_name	SAMN19291048	SAMN19291049	SAMN19291051	SAMN19291050	SAMN19291019	SAMN19291044	SAMN19291037	SAMN19291040	SAMN19291030	SAMN19291039	SAMN19291023	SAMN19291034	SAMN19291029	SAMN19291028	SAMN19291032	SAMN19291035	SAMN19291026	SAMN19291041	SAMN19291021	SAMN19290998	SAMN19291000	SAMN19291002	SAMN19291011	SAMN19291054	SAMN19291056	SAMN19291060	SAMN19291061	SAMN19290994	SAMN19291013	SAMN19290981	SAMN19290990	SAMN19290979	SAMN19291004	SAMN19290988	SAMN19290996	SAMN19290999	SAMN19291006	SAMN19291053	SAMN19290989	SAMN19290993	SAMN19290980	SAMN19291059	SAMN19291062	SAMN19290991	SAMN19291017	SAMN19291018	SAMN19291055	SAMN19291058	SAMN19291008	SAMN19291052	SAMN19290986	SAMN19290978	SAMN19290997	SAMN19291001	SAMN19291009	SAMN19290987	SAMN19290992	SAMN19290995	SAMN19291005	SAMN19291012	SAMN19291014	SAMN19291027	SAMN19291007	SAMN19291010	SAMN19291016	SAMN19291015	SAMN19290982	SAMN19290983	SAMN19290984	SAMN19291063	SAMN19291003	SAMN19291020	SAMN19291025	SAMN19291033	SAMN19291036	SAMN19291043	SAMN19291024	SAMN19291046	SAMN19291022	SAMN19291031	SAMN19291042	SAMN19290985	SAMN19291038	SAMN19291045	SAMN19291047	SAMN19290917	SAMN19290937	SAMN19290944	SAMN19290951	SAMN19290913	SAMN19290936	SAMN19290933	SAMN19290908	SAMN19290902	SAMN19290947	SAMN19290955	SAMN19290898	SAMN19290931	SAMN19290971	SAMN19290973	SAMN19290977	SAMN19290946	SAMN19290953	SAMN19290969	SAMN19290899	SAMN19290905	SAMN19290934	SAMN19290920	SAMN19290926	SAMN19290941	SAMN19290961	SAMN19290965	SAMN19290935	SAMN19290950	SAMN19290956	SAMN19290911	SAMN19290912	SAMN19290918	SAMN19290923	SAMN19290930	SAMN19290903	SAMN19290916	SAMN19290919	SAMN19290921	SAMN19290914	SAMN19290922	SAMN19290943	SAMN19290959	SAMN19290963	SAMN19290976	SAMN19290938	SAMN19290957	SAMN19290960	SAMN19290975	SAMN19290929	SAMN19290932	SAMN19290970	SAMN19290909	SAMN19290910	SAMN19290949	SAMN19290962	SAMN19290964	SAMN19290900	SAMN19290940	SAMN19290968	SAMN19290972	SAMN19290915	SAMN19290924	SAMN19290925	SAMN19290927	SAMN19290967	SAMN19290942	SAMN19290948	SAMN19290928	SAMN19290939	SAMN19290954	SAMN19290958	SAMN19290974	SAMN19290906	SAMN19290907	SAMN19290904	SAMN19290901	SAMN19290952
k__Bacteria|p__Firmicutes|c__CFGB1340	0.0	0.27614	0.26895	0.0	0.00179	0.0	0.0	0.0	0.90662	0.0	0.0	0.0	0.08176	0.65942	0.0	0.0	0.0	0.0	0.0	0.72119	2.80124	0.0	0.0	0.0	0.0	4.02044	1.89774	1.29543	0.26486	0.24776	0.31977	3.08019	2.62007	0.0	0.0	0.0	0.0	0.0	5.65983	0.0	0.0	0.20468	0.0	0.0	0.0	11.56826	0.0	1.94501	0.09328	0.16051	0.0	1.30102	0.83251	0.0	4.37692	0.26859	0.33792	0.65269	0.0	0.29858	14.11733	0.0	1.79333	0.00754	0.0	13.48274	1.92711	0.0	0.00275	4.43998	0.0	8.953	1.09107	0.0	0.13351	4.34048	1.01801	0.0	0.0	0.0	0.1441	0.0	0.0	0.0	0.00054	0.54338	0.0469	0.0	0.0	0.04868	0.14859	0.15359	1.83385	0.0	0.0	0.0	0.0	0.04335	0.0	0.0	0.18222	0.07454	0.0	0.0	0.0	0.0	0.00587	0.26655	0.0	0.0	0.0	0.0	0.14321	0.3883	0.59545	0.0	0.23204	0.77084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.1564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01706	0.0	0.0	0.0	0.0	0.0	0.3463	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.63565	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.25765	0.94618	0.09427	0.34183	0.68288	0.03908	3.08141	0.63478	0.37614	0.68783	0.07112	0.67569	1.73289	5.7496	0.21272	0.4558	0.07506	31.10157	1.3359	0.13543	1.07253	0.21907	0.37536	0.00649	0.19016	1.79918	1.78327	0.19498	0.54381	0.65981	0.50432	3.18454	0.18183	0.06748	0.1156	0.03925	0.10144	0.47632	1.16706	1.07347	0.9387	0.06832	0.57837	0.0	0.29225	0.75427	0.34655	0.52687	0.04667	0.43097	0.57828	0.27739	0.14426	0.00073	0.26596	0.09683	0.66336	0.01427	0.05017	0.40521	0.40507	0.01245	1.83142	0.30777	0.53572	0.6705	0.75234	1.95718	0.00047	0.03706	0.01902	0.27746	0.29308	0.8978940499626316	0.53398	1.17073	0.11526	0.13115	0.07375	0.10095	8.24751	0.15562	1.14109	5.63356	0.18908	0.05504	0.47727	0.12997	0.39428	0.54948	0.08264	0.25235	0.34294	0.01136	0.15159	0.31992	0.52667	0.13335	1.74623	0.29365	0.23197	0.35057	0.01814	0.05846	1.03322	0.25919	0.26009	0.04412	0.58277	0.32638	0.03856	0.31993	0.3397	0.34098	0.27244	0.06458	0.08344	0.22384	0.09732	0.05898	0.12804	0.1614733651959438	0.10926	0.03079	0.04394	0.10651	0.48278	0.29147	0.02677	0.04845	0.05773	0.18255	0.13167	0.3389	0.04689	0.14551	0.06922	0.075	0.28866	0.20952	0.0	1.809599993273867	0.46586	0.05914	0.16856	0.1049	0.02019	0.01635	0.59232	0.1751	0.18911	1.29368	1.60452	0.21251	0.13338	0.16645	0.0325	0.0597	0.07238	0.72117	0.50028	0.13607	1.16021
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	23.06745	3.0435	0.1493	0.48794	0.0	0.0	0.0	2.14012	0.0	0.24485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1007	0.0	0.09792	11.16021	0.0	0.0	0.0	0.0	0.0	0.2188	0.0	0.0	0.0	0.0	26.5094	0.00228	0.0	0.0	0.0	0.0	0.0	3.21242	0.61289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1555	0.03581	0.0	0.0	0.17116	0.0	0.65449	0.0	0.0	0.0	0.0	1.35076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0877	0.0	0.0	0.92926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30731	0.0	0.03238	0.0	0.0	0.0	0.0	0.16597	0.0	0.0	0.0	0.00082	0.0	0.0	0.00729	0.11917	0.0	0.13187	0.01299	3.94578	3.5631	2.16745	0.0	7e-05	0.0	0.0	4.52466	0.0	0.60813	4.19146	0.00135	0.0	0.0	0.04893	0.0	0.0	0.0	0.0	0.0	0.07617	0.0	0.2855813236175274	1.08518	0.0	1.34402	0.37715	0.97837	0.0	0.0	0.0	0.0	8.60309	0.0	3.43762	3.53144	0.0	0.41055	0.16079	0.63722	0.0	0.0	0.0	0.0	2.69106	4.81625	0.0	0.0	0.0	0.01442	0.0	0.0	0.0	0.06009	0.01966	0.0	0.0	0.0	0.0	1.80019	2.24171	0.0	0.0	0.38935
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.02396	0.0	0.00612	0.0	0.0	0.0	1.24114	0.0	0.0	0.20402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19118	0.0	4.03045	0.0	0.0	0.0	0.0	0.0	0.0	0.16725	0.0	0.08276	0.11584	0.0	0.0	0.0	0.19204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10566	0.0	0.0	0.0	0.0262	0.0	0.0	0.0	0.0	0.0	0.0	0.01453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06734	0.0	0.0	0.0	0.0	0.0	0.0	0.80051	0.0	0.0	0.01011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24192	0.0	0.23329	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295	0.0	0.0	0.0	0.0	2.22216	0.51972	0.0	0.0	0.0	0.0	0.0	0.0	0.97547	0.00205	5e-05	0.0	0.0	0.0	0.0	0.0	0.81646	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.96241	6.33108	3.36514	3.5017	4.33446	0.18193	0.15152	0.02609	14.8668	2.41438	0.90594	0.08204	5.45881	0.68119	0.38835	6.72112	4.1184	0.13862	11.89262	4.15785	1.1325	14.96052	4.53153	3.06973	5.28084	0.15441	2.11765	4.1925	0.23483	0.00562	2.16417	0.09734	0.22678	1.32267	0.75051	1.61674	9.97807	4.62995	4.18683	0.17513	0.37596	0.95109	4.56668	0.00864	0.9772	0.09512	8.57543	2.75249	9.21679	7.4027	16.82972	13.91759	25.49253	0.01517	26.52418	0.82551	1.77146	3.91687	5.02019	0.75877	0.21635	3.4772	1.85502	2.16228	34.9943	0.08005	0.09173	0.00397	0.16566	0.08449	0.3443	0.00454	2.05089	3.9522963837649008	0.12732	9.7801	3.55266	2.06255	4.29394	5.93681	1.26717	19.62283	2.56468	0.36109	25.28346	5.48243	6.51907	3.37978	6.72936	5.16017	7.49373	2.76476	4.55837	1.52371	1.86261	5.84147	3.18259	17.05974	11.25282	1.47377	13.48475	1.47376	1.30965	2.06005	6.21733	2.94972	2.79063	2.62444	4.06465	4.36732	4.35684	2.4951	3.16602	5.26188	4.4981	3.27619	2.30807	1.18303	0.71609	4.16481	0.96273	6.942024510946733	3.55184	7.59306	2.29231	1.49043	2.45473	1.37111	16.30907	10.62882	47.9813	5.79531	0.74518	10.88851	1.31063	12.12757	4.16034	0.4522	2.13568	8.15521	2.00465	5.004182813889703	7.24859	3.18561	5.16543	9.33618	2.53892	1.87894	4.27046	3.78369	2.76259	3.06706	2.28242	0.4756	2.5293	4.29925	2.1672	0.7955	1.46011	10.47046	5.39966	6.35546	6.21818
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.20437	0.53866	0.11751	0.25145	0.39392	1.8529	5.23132	0.81485	5.43084	0.24798	0.47939	1.07037	5.43588	1.21258	0.64878	0.35546	7.72436	29.70448	1.28466	0.06952	0.07953	0.00332	0.15557	0.20363	0.01026	0.71685	0.11803	0.0907	0.06018	0.08742	0.66874	1.53906	0.16169	0.34344	1.12187	0.15906	5.89018	0.16554	0.16616	0.34591	0.66104	0.15118	0.16645	0.10185	2.41834	6.24275	0.08605	0.67187	0.07197	0.03618	0.59898	0.10766	0.09327	0.07534	0.03454	0.1807	0.40067	0.05964	0.0361	0.05401	2.751	1.53946	0.12151	0.01992	3.17065	2.21447	0.34004	3.53918	0.01768	0.09028	0.0	5.23856	0.35041	1.1453933724681238	2.34342	1.93172	0.61697	0.12802	1.4382	8.51641	0.70566	0.46965	1.07561	0.61564	0.34364	0.21411	0.41476	0.18044	0.3811	1.05511	1.06513	0.46646	1.02237	0.29208	0.74101	0.5492	0.15392	0.12415	0.22972	0.286	0.17314	0.4224	1.04926	0.20965	0.30805	0.24439	0.6244	0.40589	0.46352	0.22714	3.30983	0.24626	0.61521	0.21783	0.2554	0.30863	0.64384	0.84329	0.23116	0.29368	0.19766	0.2424450818033369	0.43475	0.02105	0.36898	0.44767	0.62102	1.03876	0.12523	0.20442	1.46248	0.15029	1.13239	0.71131	2.40844	0.06265	0.72956	0.35903	0.66564	0.54456	0.21397	0.32504637728681	0.98613	0.55848	0.19659	0.18869	0.58683	0.49379	0.16322	0.47228	0.31469	3.02428	0.66541	0.48474	0.19476	0.73927	0.14971	0.01642	0.34596	0.22318	0.21713	0.07689	0.24409
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.01402	0.0	0.02296	0.0	0.0	0.0	0.0	0.00027	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903	0.0	0.25121	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.90101	0.2949	0.0	0.0	0.0	0.0	0.0	1.20854	0.00612	0.0	0.01692	0.00199	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.00823	0.0	0.0	0.02355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.00322	0.0	0.0	0.01521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04274	0.0	0.00208	0.0	0.0	0.0	0.0	0.01457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02667	0.09402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00397	0.0	0.0	0.30761	0.0	0.0	0.22805	0.0	0.0	0.00436	0.78697	0.02732	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035	0.11907	0.00326	0.00038	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.1216	0.00165	0.0	0.0	0.0	0.16901	0.0	0.0	0.0	0.0	0.01815	0.04372	0.0	0.0	0.0	0.00202	0.0	0.08136	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10445	0.0	0.0	0.0	0.03972	0.0	0.0	0.0	0.0	0.02592	0.0	0.0001	0.0	0.0	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03316	0.0	0.0	0.0	0.0482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07551	0.0	0.0	0.00059	0.00418	0.0	0.0	0.0	1.77229	0.0	0.0	0.01713	0.0	0.03374	0.0	0.0	0.0	0.0	0.0	0.0	0.15321	0.0	0.0	0.0	0.0	0.07393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2043	0.0	1.88147	0.0	0.00481	0.09351	0.0	0.0366	0.0	0.0	0.0	0.0	0.0	0.0	0.77898	0.0	0.0	0.0	0.0	0.0	0.06424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.49958	0.15367	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.01418	0.44726	0.02216	0.02761	0.0	0.0	0.0	0.0736	0.0	0.00137	0.01656	0.00431	0.06595	0.0046	0.0	0.01763	0.00199	0.0	0.0	0.00389	0.0532	0.07994	0.0	0.0	0.0	0.0	0.0213	0.1508	0.17474	0.01362	0.00034	0.03775	0.00593	0.0	0.0	0.07933	0.0	0.24315	0.0	0.04063	0.23052	0.01097	0.24529	0.0	0.05759	0.12121	0.01773	0.0	0.02169	0.01904	0.0	0.0	0.09451	0.0	0.00229	0.01585	0.04629	0.0009	0.0674	0.02422	0.12134	0.0	0.0179	0.0	0.0	0.0	0.01973	0.00285	0.0	0.0043	0.0	0.00315	0.03707	0.0	0.0	0.00207	0.2108	0.0	0.18922	0.0	0.02266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141	0.0	0.0054	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.00099	0.01054	0.0	0.0	0.0	0.0	0.00903	0.00265	0.00497	0.0	0.0	0.0	0.01319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00552	0.0	0.00204	0.0	0.0	0.0	0.03458	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.03084	0.0	0.0	0.0	0.00016	0.0	0.00229	0.0	0.0	0.0	0.0118	0.0	0.02633	0.09199	0.0005	0.0	0.0	0.0	0.0	0.0	0.00058	0.01215	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.10454	0.06782	0.32099	0.08032	0.13467	0.0	0.05526	0.58732	0.40439	0.09278	0.28879	0.00432	0.04628	0.01338	0.0031	0.05555	0.13483	0.0181	3.61718	0.38368	0.82742	0.35458	0.00947	0.23932	0.42397	0.0	0.14406	0.17604	0.24955	0.00642	0.30953	0.03681	0.11197	0.32563	1.2851	0.19089	4.40024	1.24881	0.7591	0.06292	0.05391	0.18401	1.37983	0.0	0.01565	0.04422	0.17618	0.32655	0.23418	0.1079	0.15022	0.54549	0.2199	0.0	0.01067	0.16271	0.00755	0.21445	0.5176	0.0504	0.09498	0.49033	0.14499	0.19081	0.79713	0.07515	0.03549	0.0	0.0	0.06514	0.00634	0.00677	0.31592	0.0018306606854413	0.01542	0.27687	0.13804	0.33549	0.21033	0.04786	0.21638	2.14518	0.09635	0.00545	0.0	4.94902	0.98087	0.19908	0.34674	0.70454	0.28823	0.38855	0.53981	1.51579	0.0566	1.13117	0.3066	0.23794	3.03713	0.25502	1.20571	0.17216	0.63236	0.20834	0.28848	0.96525	2.72695	0.5352	0.48168	0.09685	0.00546	0.52254	0.34556	1.98396	0.0	0.13309	0.2323	0.71003	0.09133	0.9394	0.97802	0.7171237678092018	1.07342	0.0	0.67648	2.31209	0.22545	0.40771	0.82234	1.01973	0.0021	0.028	1.30641	0.31103	1.82559	0.51806	0.33236	0.0372	0.20192	0.41043	1.06517	0.0041037417917657	0.11902	0.00303	1.0144	11.83774	0.0	0.66033	0.10093	1.05877	1.22366	0.09761	0.49806	46.13721	1.15003	0.62563	0.17715	0.0	0.25181	0.13466	2.75167	0.0	0.26733
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01452	0.31519	0.32451	0.12146	0.04175	0.0	0.0	0.23101	0.0	0.67933	0.31531	0.0307	0.0	0.0	0.01074	0.1376	0.0	0.00256	0.20155	0.30348	0.26388	0.51969	0.48785	0.98122	0.0	0.0003	0.23749	0.78867	0.83277	0.0054	0.53963	0.06883	0.02277	0.51028	0.0	0.0	0.08564	0.98946	0.29434	0.01546	0.0	0.07387	1.07698	0.0	0.07172	0.04093	0.27202	0.10204	0.02318	0.17377	0.04818	0.12793	0.17336	0.0	0.0074	0.08142	0.16056	0.26992	0.159	0.3215	0.07486	0.0	0.20039	0.0117	0.09088	0.0	0.00495	0.01358	0.0	0.14052	0.29176	0.00709	0.66795	0.4855552368849917	0.02368	0.14982	0.08654	0.0512	0.42961	0.0	0.36912	0.23876	0.03402	0.01129	0.02022	0.40378	0.8203	1.23259	1.57005	0.59667	0.73912	0.27389	0.77998	0.47282	0.64648	0.68009	2.8344	0.50505	0.05717	0.88264	0.23531	0.66718	0.0	0.02765	0.01697	0.57964	1.04076	0.0	0.38878	1.3524	0.0	0.48352	0.2851	0.52438	1.37194	1.08869	0.66038	0.18478	0.47555	0.51143	0.05551	1.1884119632110766	1.83096	0.0	0.20067	0.28218	1.17609	1.67188	1.27838	1.31685	0.35528	0.6457	0.0	1.1094	0.00176	0.59692	0.53408	0.06464	0.38686	1.8551	0.0	0.8505054909066084	1.484	0.22197	1.5408	0.89498	0.83506	0.35256	0.17182	1.26579	0.51616	0.16846	1.54872	0.02233	1.45034	0.40199	0.83278	0.0	0.73162	1.13926	0.61036	0.0	0.26325
k__Bacteria|p__Firmicutes|c__CFGB2916	0.05274	0.03351	0.0097	0.02014	0.0	0.0	0.0	0.00271	0.0	0.0461	0.03345	0.0	0.01904	0.0	0.0	0.03509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.01048	0.0	0.0	0.0	0.00907	0.006	0.0	0.0	0.0	0.0	0.0	0.00886	0.00923	0.0157	0.00076	0.0	0.0	0.0	0.06395	0.0	0.0	0.0	0.01594	0.0	0.0	0.0	0.0	0.0	0.00127	0.03664	0.00936	0.0	0.03318	0.0	0.0	0.00341	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.00237	0.01218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.01666	0.00371	0.0	0.0	0.00938	0.05802	0.0	0.0	0.0	0.0	0.04036	0.09466	0.0	0.0	0.0	0.0	0.00219	0.03412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00532	0.0167	0.00648	0.0	0.0	0.0	0.0	0.0	0.04897	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0012	0.01777	0.0	0.0	0.0	0.0	0.00752	0.02525	0.0	0.0	0.0	0.02419	0.0	0.0	0.03063	0.00136	0.0	0.0	0.0	0.0	0.0	0.32574	0.01065	0.0	0.0	0.08236
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.0	4.23208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217	0.0	0.01454	0.03141	0.0	0.0	0.0	0.0	0.00656	0.0	0.0	0.0	0.0	0.06957	0.0	0.0	0.0	0.0	0.0	0.0	0.08606	0.0	0.0	0.0	0.0	0.0	0.02104	0.02604	0.0	0.0	0.0	0.0	0.0	0.0387	0.0	0.0	0.02702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0361	0.02406	0.0	0.0	0.06143	0.0	0.0184	0.0	0.0	0.005	0.02034	0.0	0.0	0.0	0.03134	0.00911	0.0	0.0	0.01796	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.31606	0.03151	0.07647	0.0	0.0	0.0	0.0	0.0	0.0	0.01313	0.0	0.00165	0.0	0.0	0.0	0.02888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0207	0.0	0.05083	0.0	0.0	0.0	0.0	0.00034	0.02764	0.0	0.18349	0.0	0.03742	0.0	0.0307	0.0	0.0	0.05531	0.02975	0.07901	0.0	0.00648	0.0	0.0	0.0	0.0	0.02016	0.12132	0.0	0.00392	0.0	0.0	0.06075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01011	0.0	0.0	0.18009	0.0	0.0	0.0	0.0	0.01526	0.02428	0.0	0.08139	0.0	0.02081	0.00053	0.0	0.0	0.0	0.0	0.05359	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691	0.0	0.00735	0.0	0.01238	0.00229	0.0	0.0	0.00224	0.0	0.00956	0.04342	0.1917	0.02523	0.0	0.0	0.02777	0.14056	0.00545	0.0314	0.00083	0.00684	0.0	0.00505	0.00158	0.0	0.0098	6e-05	0.00652	0.03893	0.00162	0.0	0.00139	0.01095	0.0	0.0	0.0	0.0	0.0	0.02796	0.00078	0.0	0.00292	0.0	0.0	0.03218	0.02012	0.00031	0.01013	0.0	0.00023	0.00391	0.00246	0.0	0.0	0.0	0.00299	0.0	0.0	0.00361	0.0	0.09041	0.0	4e-05	0.00254	0.0	0.0	0.00963	0.00291	0.0	0.00839	0.0	0.00038	0.00168	0.0	0.00695	0.03685	0.00801	0.00046	0.00465	0.0	0.00407	0.0	0.02583	0.0	0.00446	0.0	0.0	0.01608	0.0	0.0	0.00222	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.00316	0.0	0.0	0.0	0.0	0.00174	0.00993	0.0	0.06347	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.00043	0.00494	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.00683	0.01127	0.0	0.0	0.0	0.00195	0.0	0.00087	0.0	0.0	0.0	0.0012	0.0	0.00449	0.00749	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0
