clade_name	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified|s__Acidaminococcaceae_unclassified_SGB5785|t__SGB5785	0.84932	0.0	2.18782	0.0	0.0	0.0	0.0	0.96662	0.0	0.0	0.41685	0.0	0.0	0.0	0.35707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07935	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14861	0.0	0.24616	0.35815	0.0	0.0	0.15878	0.17791	0.0	0.13429	0.03056	0.11684	0.0	0.0	0.0	0.11693	0.0	0.07878	0.11572	0.00333	0.31668	0.18984	0.02892	1.61487	0.19184	0.08493	0.0	0.02132	0.0	0.0	0.11303	0.17693	0.42576	0.08585	0.07425	0.16241	0.02203	0.02732	0.0	0.14052	0.54977	0.61572	0.04532	0.0	0.0	0.13741	0.04787	0.01307	0.28791	0.53415	0.91884	0.01273	0.01465	0.0	0.14379	0.23798	0.0	0.0	0.0	0.02877	0.25741
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_vulgatus|t__SGB1814	1.18236	0.5899	0.44722	0.0	1.95554	1.27213	6.69259	0.48936	2.82304	0.95154	4.83437	0.04094	6.34048	0.00259	2.45243	2.65408	0.002	0.79497	15.89066	0.77667	4.50736	3.3919	1.09195	0.05692	6.05616	4.661	1.05062	1.64455	0.00576	0.83877	1.36129	1.73503	0.18329	0.91226	0.2575	1.07483	0.00477	0.00079	0.51665	2.66137	1.79478	1.85285	1.55802	2.35001	1.26492	3.06526	1.65454	0.5169	13.11452	4.28063	3.64601	2.00208	0.00113	7.62017	3.7241	4.81674	3.5528	0.01571	1.37742	2.51149
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15053|t__SGB15053_group	0.08673	0.32459	0.0	0.0	0.0	0.0	0.0026	0.02129	0.76745	0.17411	0.07952	0.0	0.41465	0.0	0.0	0.52905	0.10409	0.11705	0.23965	0.0987	0.25578	0.06041	0.22597	0.18983	0.15294	0.0	0.25144	0.08023	0.05001	0.29338	0.25835	0.05577	0.14693	0.05211	0.11897	0.01638	0.04451	0.10802	0.37762	0.40748	0.0	0.23925	0.0	0.19437	0.2983	0.06484	0.32439	0.07589	0.0	0.01018	0.18465	0.09907	0.0	0.32942	0.0	0.0	0.0	0.0	0.26175	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens|t__SGB5082_group	0.0	0.0	0.0	0.97962	0.0	0.33405	0.03255	0.38259	0.07995	6.81839	2.54526	0.00278	0.0	2.94106	1.97858	0.0	2.23358	2.35783	0.0	1.14713	4.79175	1.39801	0.46906	4.14121	4.0297	0.0	1.24902	2.3494	0.10313	0.00627	0.33982	2.50391	0.65152	0.55399	0.24221	0.0	1.52503	0.70962	5.03617	0.34382	0.43682	2.47576	0.0	0.0	0.0	0.37175	0.55659	0.0	0.0	1.2084	4.13597	0.41514	0.24725	0.0	0.70066	0.72157	0.44625	0.11228	0.27475	0.68911
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4782	0.0	0.0101	0.0	0.05968	0.0	0.0	0.0	0.00448	0.01031	0.13832	0.02311	0.0	0.0	0.0	0.0	0.0	0.012	0.02979	0.0	0.0406	0.10785	0.0	0.00397	0.03827	0.12197	0.0	0.08192	0.15401	0.0	0.03234	0.01028	0.0	0.0208	0.08007	0.02297	0.0	0.0	0.00348	0.08013	0.0	0.0	0.09301	0.0	0.0	0.06009	0.01285	0.01272	0.29558	0.04301	0.02974	0.0	0.0	0.0	0.0	0.0	0.00687	0.0	0.0	0.13993	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4367|t__SGB4367	0.0	2.21818	0.0	0.0	0.0	0.0	4.07353	0.0	5.83142	1.52469	0.11549	0.0	2.4382	0.0	0.0	0.0	0.0	1.04143	0.0	3.64786	0.0	0.0	4.60114	0.10003	0.0	0.0	0.0	0.0	0.0	0.30029	0.00026	0.0	0.40745	0.00107	1.02057	2.23092	0.40058	0.0	0.37616	0.22981	1.81086	0.0	0.0	0.0	0.00124	0.01269	0.0	0.0	0.0	0.01011	0.0	2.17261	0.0	0.12543	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090_group	0.0	0.10037	0.2406	0.99992	0.44002	0.35382	0.00132	0.34761	0.09502	1.0731	0.71304	0.0	0.08368	0.29772	0.22123	0.10399	0.29213	0.74229	0.2381	0.0185	0.63838	0.1117	0.14008	0.49173	1.30908	0.20458	0.72302	0.20554	0.46074	0.20337	0.35096	1.10271	0.23711	0.34796	0.03011	0.45133	0.1533	0.27758	0.63315	0.09898	0.31525	0.93485	0.0	0.0	0.20447	0.61518	0.11474	0.36508	0.0	0.9735	0.32627	0.0	3.16847	0.14733	0.03044	0.1171	0.0	0.8055	0.18986	0.14693
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis|t__SGB4925	0.47384	0.0	1.69163	1.80826	0.0	4.05242	0.40643	0.36718	0.0	0.0	3.17586	0.00129	2.78386	0.0	0.0	1.25189	0.2728	0.73922	0.0	0.06724	0.26731	1.84878	0.0764	1.57473	0.3994	2.30628	2.0506	2.8902	0.69615	2.06044	0.17109	0.30009	0.41756	0.53627	0.3288	0.19001	0.93152	2.03817	4.31345	0.01789	1.47963	0.00024	0.07134	0.33102	6.10114	8.65237	3.80147	0.0	0.98739	3.26697	2.61338	4.22564	0.0	8.26713	0.00028	0.23164	0.00088	4.27649	2.27451	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15234|t__SGB15234	0.0	3.15689	0.0	0.13239	0.0	0.0	0.08494	0.18421	0.0	0.1213	0.08259	0.0	0.02959	0.0	0.79356	0.0	0.04085	0.55376	0.0	0.0055	0.11548	0.0	0.30989	0.69852	0.11766	0.0	0.0	0.0	0.38071	0.21715	0.57842	0.54795	0.48198	0.08054	0.55089	0.0	0.0	0.80847	0.02647	1.6794	0.0	0.0	0.0	0.0202	0.0404	0.09869	0.57082	1.43608	0.0	0.14083	0.14076	1.71567	1.01994	0.01213	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15101|t__SGB15101	0.0	0.61339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02525	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120	0.0	0.24947	0.13813	0.0	0.28228	0.24614	0.0	0.0	0.36134	0.0	0.14969	0.02142	0.0	0.0	0.11325	0.34071	0.0	0.0	0.26689	0.0	0.0	0.15254	0.0	0.0	0.0	0.41273	0.0	0.16543	0.27438	0.0	0.00193	0.11545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58115	0.0	0.30561	0.0	0.26669	0.0	0.0	0.0	0.42006	0.40417	0.15206	0.12981	0.23817	0.0	0.22725	0.56036	0.0	0.0	0.0	0.09935	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15249	0.00697	1.34716	0.0	0.03177	0.0	1.13848	0.03032	0.87495	0.00615	0.25872	0.05044	0.0	0.0	0.0	0.24948	0.0	0.01706	0.60159	0.0	0.03447	0.1926	0.0	0.00076	0.05138	0.47252	0.0	0.03643	0.0	0.0	0.05894	0.22434	0.0	0.07392	0.51782	0.1126	0.0	1.35617	0.10112	0.23039	0.21213	0.30573	0.04706	0.0	0.0	1.43847	0.00299	0.17175	0.3349	0.0	0.0582	0.02548	0.0	0.00425	0.00546	0.0	0.0	0.0	0.0	0.00472	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB4629	0.0	0.0806	0.0	0.0	0.0	0.0	0.0	0.02276	0.0	0.0	0.0	0.0	0.0	0.0	0.02319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02665	0.01695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4581	2.69213	0.0	2.62276	0.27854	2.54707	2.19623	0.11329	0.44704	0.0	0.88319	1.63652	0.95388	0.97406	0.0	1.1309	0.0	0.50999	0.79249	1.88046	0.34706	0.0	0.12033	1.43569	2.91362	0.29872	0.51634	1.34313	1.24006	1.4466	0.90633	1.55772	0.89042	1.50693	1.3179	0.90002	0.0	0.4754	1.66646	0.58428	0.48006	0.0	2.79373	1.06599	0.2163	0.16257	1.57293	1.3288	0.0	0.0	1.65241	0.0	0.0	0.0	1.49961	0.0	2.63575	0.0	0.0	1.37795	2.99514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_SGB15295|t__SGB15295_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01844	0.0	0.0	0.19456	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.13266	0.0	0.30359	0.04867	0.15757	0.0	0.0	0.0	0.00037	0.08696	0.0	0.0	0.06062	0.0	0.06343	0.0	0.0	0.00017	0.04227	0.0	0.0	0.11412	0.0	0.0	0.0	0.04254	0.55163	0.0	0.0	0.0	0.00677	0.0	0.0	0.0213	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4|t__SGB15254	1.08099	0.33891	0.0	0.92508	0.0	0.0	0.5577	0.47381	1.5686	0.10026	0.8592	0.0	1.16026	0.0	0.12556	0.35583	0.86224	0.10744	0.0	0.22864	0.6224	0.62974	0.15793	0.70063	0.12192	0.22808	0.53371	0.61587	0.0	0.70039	0.5397	0.00649	0.40476	0.20854	0.87767	2.03349	0.02027	0.01428	0.48721	0.06607	0.3533	1.04269	0.0	0.0	0.0	0.165	0.59093	0.08196	0.0	0.33536	0.48552	0.0	0.0	0.30651	0.0	0.20978	0.0	0.0	0.40197	0.65734
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4811_group	0.12706	1.23232	4.44062	2.71396	0.00327	2.88646	0.58355	0.20465	0.27834	0.3174	1.95136	0.29932	0.53683	0.48709	1.65236	1.16049	0.16552	0.4589	0.48031	0.29923	0.28129	1.29428	0.49105	0.31057	0.28063	4.26351	0.65181	0.03575	0.00048	0.39565	0.01983	1.15194	0.29881	0.01947	0.12062	0.5987	0.25639	0.81402	0.14744	0.04846	3.20204	0.97125	7.61986	0.80124	1.02503	0.27892	0.37522	0.97589	2.1097	0.55709	0.88698	2.8024	0.0	0.03408	0.49113	1.1105	0.0	0.17686	0.47164	0.51999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4959	0.0	0.09653	0.0	0.97295	0.0	0.1125	0.01367	0.18627	0.0	0.14171	0.45188	0.0	0.17369	0.30336	0.09043	0.0	0.0	0.08747	0.70211	0.01433	0.47492	0.26425	0.2198	0.14417	0.17188	0.0283	0.17567	0.21438	0.0	0.04823	0.00456	0.28639	0.08603	0.04127	0.02527	0.17692	0.09893	0.0	0.36101	0.34598	0.0	0.36379	1.16514	0.00075	0.21347	0.131	0.06546	0.08251	0.0	0.24528	0.0	0.0	0.0	0.2569	0.0	0.0	0.05729	0.01321	0.15951	0.69488
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena|t__SGB4871_group	0.25225	0.47035	0.0	0.35556	0.0	0.0	0.00091	0.0	0.01516	0.25158	0.27221	0.0	0.0	0.01803	0.0	0.23817	0.0	0.36312	2.70195	0.00318	1.13651	0.0	0.0	0.1577	0.42039	0.24352	0.17799	0.22332	0.0	0.14825	0.07522	0.14195	0.33304	0.43061	0.0071	0.0	0.01186	0.44796	0.03883	0.00096	0.0	1.03623	0.10431	0.0	1.03158	0.36906	0.13793	0.00732	0.0	0.43339	0.10393	0.0	0.0	0.53131	0.0	0.0	0.0	0.0	1.08773	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9705|s__GGB9705_SGB15224|t__SGB15224	0.0	0.06678	0.0	0.0	0.0	0.0	0.01462	0.01069	0.0	0.1264	0.03393	0.0	0.0	0.0	0.0	0.0	0.0948	0.02722	0.0	0.0	0.05342	0.0	0.16436	0.25348	0.04716	0.0	0.0	0.0	0.0	0.08204	0.05164	0.0	0.0	0.09026	0.18453	0.0	0.0	0.38433	0.10402	0.03358	0.43209	0.0	0.0	0.0	0.12614	0.00861	0.25273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9608|s__GGB9608_SGB15041|t__SGB15041	0.0	0.28756	0.0	0.0	0.0	0.0	0.0	0.08284	0.0	0.0	0.01538	0.0	0.0	0.2918	0.0	0.0	0.0	0.43841	0.0	0.18011	0.0	0.0	0.0	0.29303	0.33272	0.0	0.0	0.00124	0.0	0.15138	0.21767	0.25398	0.0	0.06406	0.01293	0.0	0.0	0.1489	0.33691	0.00141	0.22168	0.0	0.0	0.0	0.1878	0.15434	0.10185	0.0	0.0	0.26841	0.09292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09505	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB1871	0.16714	0.1867	0.09188	0.0	1.20993	0.04115	0.31975	0.03412	0.00903	0.0	0.40282	0.0	0.54734	0.0	0.03909	0.17198	0.15727	0.10492	0.41111	0.0383	0.32582	0.08271	0.16105	0.0	0.66069	0.0	0.0466	0.16781	2.18036	0.01197	0.47722	1.07833	0.03711	0.01442	0.01834	0.12347	0.11576	0.01144	0.01095	0.10553	0.19773	0.00071	0.00062	0.0	0.04431	0.0026	0.04073	0.2251	0.023	0.25036	0.09689	0.54665	0.0	0.80894	0.02716	1.31875	2.93684	1.61134	0.05024	0.2418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4648	0.0	0.0	0.0	0.0	0.0	0.0	0.04515	0.02687	0.0	0.02952	0.01207	0.0	0.0	0.0	0.0	0.06141	0.0	0.05695	0.14791	0.0	0.22631	0.0	0.0	0.63505	0.18961	0.0	0.0	0.0	0.0	0.0	0.03888	0.0	0.0	0.14741	0.05059	0.0	0.14867	0.0249	0.11954	0.0	0.18415	0.00141	0.0	0.0	0.0	0.01025	0.31015	0.03953	0.0	0.11192	0.17261	0.0	0.0	0.0632	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis|t__SGB2290	0.07362	0.0331	0.06249	0.0279	0.01095	0.06619	0.25754	0.08614	0.0	0.09572	0.06393	0.0	0.12211	0.29209	0.09986	0.1401	0.0	0.11568	0.11827	0.08574	0.06778	0.11952	0.03534	0.00441	0.06181	0.21598	0.16845	0.0	0.0	0.08574	0.20978	0.10773	0.01501	0.03182	0.0293	0.06172	0.07878	0.20406	0.06987	0.10787	0.0539	0.07367	0.05097	0.44792	0.19538	0.02901	0.03603	0.22325	0.03289	0.08269	0.05568	0.25042	0.13708	0.52572	0.33931	0.08312	0.0	0.0	0.01232	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	0.0	0.0	0.0	0.0	0.0	3.56446	1.29785	1.2707	0.65507	0.0	2.21854	0.00064	0.77682	5.61189	0.0	0.0	3.66643	0.0	0.00986	7.61285	0.02761	0.76152	0.18339	0.48469	0.0	9.00288	1.60035	0.9391	0.00541	1.51752	0.01538	4.31094	0.26371	5.08669	0.2602	1.78583	0.0	0.0	0.0	0.0	2.8342	0.00023	0.0	4.0034	1.0711	3.19285	0.80276	5.61819	0.0	0.0	0.71608	9.51065	0.0	0.54965	1.12653	2.71718	16.50753	0.0	0.18745	0.01751
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__GGB1567|s__GGB1567_SGB2154|t__SGB2154	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37532	0.0	0.0	0.0	1.46924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.4377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus|t__SGB1835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1582|s__GGB1582_SGB2173|t__SGB2173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT|t__SGB4552_group	0.19315	0.19513	0.20939	0.42346	0.13429	0.10869	0.04754	0.22621	0.64428	0.22211	0.10217	0.0	0.18847	0.02934	0.04647	0.0	0.14928	0.06946	0.249	0.02698	0.20128	0.2744	0.21687	0.07909	0.27974	0.06786	0.0785	0.12931	0.0	0.03642	0.13114	0.18297	0.0423	0.11389	0.08037	0.0	0.06082	0.10357	0.11	0.07971	0.13808	0.10914	0.26108	0.0	0.21392	0.05708	0.07381	0.1217	0.2528	0.11223	0.09531	0.2516	0.03378	0.0722	0.54237	0.12297	0.0	0.21793	0.08651	0.51796
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4781	0.06381	0.09836	0.0	0.08325	0.0	0.07176	0.01085	0.07862	0.19153	0.04729	0.07656	0.0	0.07706	0.00653	0.02342	0.03826	0.08422	0.0472	0.0	0.06991	0.09215	0.02958	0.05642	0.10555	0.0952	0.0778	0.07242	0.11002	0.0	0.10723	0.0393	0.04896	0.1016	0.03307	0.03955	0.0	0.04822	0.03721	0.16736	0.0	0.07483	0.10086	0.17399	0.0	0.04986	0.0595	0.06237	0.01639	0.0	0.10815	0.08544	0.0	0.0	0.0	0.0	0.02657	0.0	0.02919	0.02701	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836_group	0.39671	0.60252	0.30095	0.0	4.94312	1.41766	7.12001	1.04583	3.91475	0.63862	2.68843	0.00226	4.27602	1.36053	3.94106	3.92283	0.09107	0.37587	2.26285	0.61312	0.50341	2.02865	4.64053	0.77945	1.54358	4.25852	0.0956	0.20626	7.74249	0.31157	2.23469	7.62098	0.51209	0.74844	0.07468	1.34249	2.8662	3.9048	0.44443	1.63592	1.17195	0.4327	3.14196	14.8227	0.25735	0.56257	1.3336	2.94032	9.69302	1.61932	1.41281	2.96564	0.3903	5.78488	1.92527	4.68909	14.04448	5.30151	0.27495	3.99146
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9524|s__GGB9524_SGB14924|t__SGB14924	0.0	0.07153	0.0	0.18993	0.0	0.09196	0.00102	0.04129	0.0	0.0	0.00065	0.0	0.0	0.0	0.0169	0.30944	0.0	0.0	0.0	0.05939	0.0	0.0	0.0	0.15126	0.11172	0.38859	0.0	0.29489	0.0	0.0	0.00494	0.0	0.0	0.12913	0.00448	0.40336	0.0057	0.13805	0.00672	0.88988	0.12995	0.0	0.0	0.0	0.0	0.00173	0.35609	0.0	0.0	0.0	0.0	0.0	0.6026	0.21305	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4780	0.12948	0.0078	0.0	0.168	0.0	0.11674	0.0	0.00248	0.04289	0.16026	0.10512	0.0	0.0167	0.21324	0.0407	0.04239	0.03155	0.03573	0.0	0.06014	0.13748	0.04663	0.02537	0.08326	0.10035	0.04371	0.0781	0.13462	0.0	0.04038	0.02543	0.12211	0.09116	0.03778	0.0256	0.0	0.00515	0.02451	0.043	0.00811	0.02961	0.16771	0.0	0.0	0.07908	0.07306	0.11262	0.0	0.19628	0.29184	0.16769	0.0	0.0	0.05801	0.04261	0.07827	0.0	0.0	0.19951	0.05363
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3957	0.14489	0.05939	0.0974	0.12427	0.06597	0.21661	0.10783	0.06614	0.3236	0.08995	0.07996	0.00968	0.12303	0.0	0.09675	0.28465	0.1537	0.08213	0.0	0.24382	0.0	0.24778	0.19529	0.03928	0.05047	0.28753	0.10442	0.0	0.0	0.04222	0.31367	0.1366	0.04696	0.06997	0.12262	0.35839	0.05053	0.0	0.12274	0.54744	0.12373	0.12719	0.0	0.27599	0.0	0.04208	0.24638	0.59851	0.15478	0.08545	0.04882	0.18712	0.0	0.09913	0.0	0.0	0.28764	0.0	0.06038	0.13066
