clade_name	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
k__Bacteria|p__Lentisphaerae	0.04445	0.0	0.0196	0.0058	0.00656	0.07153	0.0	0.03938	0.00038	0.00651	0.23261	0.07171	0.0	0.50996	0.0	0.00607	0.05009	0.00757	0.03951	0.14645	0.02108	0.0	0.24172	0.0	0.00063	0.0	0.0	0.00018	0.71441	0.12727	0.0	0.0	0.20758	0.0	0.362	0.0	0.00435	0.00484	0.00332	0.0	0.0	0.0	0.31468	0.0	0.0	0.0	0.0	0.0	0.01537	0.01037	0.0	0.19282	0.0	0.00338	0.16745	0.29716	0.0006	0.51907	0.0	0.10589	0.0	0.01645	0.0	0.16036	0.0	0.05843	0.0	6e-05	0.0	0.02519	0.0	0.00549	0.00043	0.0	0.0	0.0	0.03531	0.13092	0.04079	0.0	0.0	0.0	0.0	0.0	0.00903	0.37221	0.00149	0.0	0.15781	0.2544	0.01662	0.0	0.0	0.01226	0.0	0.01177	0.00033	0.0	0.0	0.07857	0.02992	0.05002	0.0	0.0	0.0	0.16613	0.0	0.0	0.0	0.0	0.0099	0.0	0.00063	0.16026	0.00851	0.0	0.02566	0.45413	0.0	0.0206	0.02518	0.0	0.0	0.01744	0.0	0.0	0.0	0.0322	0.0	0.01153	0.0	0.0	0.74319	0.00067	0.18535	0.07688	0.11745	0.00707	0.0	0.06558	0.00538	0.03568	0.43653	0.15611	0.02994	0.00471	0.0	0.03485	0.0	0.06116	0.0	0.00118	0.00944	0.0	0.04254	0.07912
k__Bacteria|p__Candidatus_Saccharibacteria	0.0111	0.00507	0.00836	0.0	0.00639	0.04774	0.00553	0.00478	0.06097	0.00397	0.00437	0.00967	0.0133	0.00337	0.0	0.00096	0.00997	0.0152	0.0043	0.01005	0.0	0.0	0.03743	0.02182	0.02799	0.00809	0.0	0.00221	8e-05	0.01037	0.08006	0.01455	0.0	0.00726	0.01142	0.02106	0.01586	0.0017	0.01117	0.0	0.0	0.0	0.00872	0.0139	0.00534	0.0	0.00265	0.13143	0.0	0.01184	0.0104	0.00893	0.00651	0.00482	0.03471	2.93323	0.0	0.0033	0.04673	0.0341	0.00698	0.01664	0.09299	0.0	0.00297	0.00343	0.00954	0.00303	0.04559	0.0	0.0035	0.00966	0.00546	0.0	0.0031	0.00651	0.00082	0.01402	0.00344	0.0002	0.00071	0.0	0.00788	0.01502	0.00226	0.00315	0.03094	0.01112	0.0	0.0	0.00246	0.01474	0.00673	0.01883	0.0	0.00127	0.00088	0.02867	0.00138	0.02501	0.0117	0.01637	0.0051	0.01645	0.0	0.0066	0.01201	0.0	0.01892	0.00154	0.0109	0.0	0.01657	0.0294	0.0	0.0	0.00775	0.01163	0.0	0.01148	0.02254	0.00438	0.01849	0.00773	0.00622	0.00374	0.02248	0.0044	0.0	0.01067	0.03646	0.01085	0.0003	0.0	0.00812	0.0	0.0	0.00477	0.0	0.00394	0.01609	0.01132	5e-05	0.00047	0.02575	0.00241	0.0	0.00432	0.00302	0.00071	0.00402	0.01448	0.0	0.06915	0.01186	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	71.82483	34.48253	75.59809	46.33347	57.79779	68.73895	52.76043	55.99632	30.33287	64.63107	63.78365	52.77294	58.0223	52.31531	50.51575	71.31375	70.11594	73.85995	65.90843	68.05931	22.45656	35.01345	50.14715	63.5509	39.17925	58.4408	59.1996	46.02526	25.59706	57.75796	70.0499	49.39365	51.82871	73.55081	65.31647	83.9937	59.99831	52.50733	57.2626	81.06873	26.93942	40.56834	52.21745	56.80235	57.55997	74.08624	22.4005	56.2428	75.8372	56.09264	68.08834	55.66813	47.44615	78.85379	79.19796	41.61625	75.07484	54.03298	75.76973	47.69967	37.85307	72.36425	51.60271	64.25718	66.3147	48.32401	37.92602	79.22807	58.12092	49.06103	75.71575	69.49238	40.43502	21.53807879676296	64.24622	52.45889	64.94031	40.52537	53.26762	78.1116	73.33681	41.17479	69.72234	62.53234	44.38678	72.22429	67.18171	63.28511	41.90913	52.20442	55.7211	67.03326	50.70946	52.62163	63.12976	66.8424	34.36984	85.10993	64.8217	42.18795	71.8404	43.1381	45.49893	55.82704	69.52254	61.12435	65.88927	48.68436	64.78269	38.47855	73.54353	16.01047	64.36587	45.99378	48.60106	67.47179179721516	52.08942	39.33013	64.16439	81.5047	64.56137	71.05639	70.54422	25.97524	61.49837	63.67021	80.88086	63.81329	75.20858	63.70393	36.79788	65.31342	39.03409	20.79966	59.34584	65.10827	32.71367	56.13244	39.37811	38.85155	55.55346	55.08131	44.64957	44.48178	48.83876	37.62659	45.12406	48.50232	65.57847	65.7344	61.72314	81.4234	31.0583	68.9935	56.46189	60.22875
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	10.24124	62.26228	12.19243	43.20857	30.29335	13.99836	37.57128	23.64932	24.14275	16.70776	17.9167	25.13171	25.11266	15.45882	28.28786	15.23002	17.99211	15.49769	25.25818	7.81027	70.78934	29.2446	17.83029	31.67716	47.91566	0.09729	18.44256	33.73781	22.48979	30.75404	11.95185	43.43585	7.91923	10.76345	20.30061	1.86166	17.18382	27.05153	31.80011	1.26061	52.166	38.5518	30.04876	16.97539	0.31677	20.62927	51.58716	4.19664	12.1344	31.94217	20.95979	22.45359	9.62739	14.21616	11.65124	35.51452	3.02264	19.68407	18.26707	22.20419	47.34237	17.31902	23.87666	27.59479	16.02034	11.33561	52.1012	7.84093	30.594	20.57776	18.10659	18.36133	37.56371	72.45306390805601	18.75362	39.23494	14.96915	53.78141	35.20853	12.76232	14.79733	45.90492	0.09768	22.71322	49.5466	18.414	14.10905	21.15518	46.08346	37.92297	11.8827	16.66493	27.89155	15.95282	31.79994	14.81137	19.31545	0.47931	19.83574	32.2634	20.00378	33.75079	22.13343	27.34113	13.65474	26.89	9.53187	29.22661	20.85897	56.26942	19.42875	49.05867	14.82643	40.27893	23.06952	17.075427231105852	39.09384	44.48826	21.41233	7.39973	19.57117	23.81564	19.30113	13.20285	19.10467	14.92878	4.51705	30.36786	12.9859	18.71869	58.99274	27.39922	48.44513	70.91264	23.54606	18.14037	56.53906	28.77388	55.82933	36.65712	9.25036	16.0641	36.90968	25.10483	44.62225	45.77864	30.92106	7.05234	17.73868	21.27025	22.67838	5.23011	54.66862	25.73869	33.61178	17.49779
k__Bacteria|p__Firmicutes|c__Bacilli	7.23842	0.20852	0.60876	0.672	3.03526	4.42107	3.7896	0.45505	17.87104	2.22819	5.98753	6.40436	10.64732	13.30375	0.81469	6.95231	0.05079	0.96988	0.58652	6.46774	0.21741	0.35002	3.18266	1.06924	2.76982	1.92978	3.44918	0.54384	9.0689	1.15668	5.9602	3.98548	9.38425	7.67954	4.93528	5.12208	0.03262	1.42888	0.3427	7.33284	0.28854	0.0	0.16457	15.2793	3.03942	0.07148	0.39434	15.94563	2.86019	1.5267	2.82602	4.92054	2.05952	1.36341	3.33098	6.77008	1.53882	0.21594	0.23299	5.67723	1.51273	1.49242	1.07242	0.79015	0.9825	34.48523	0.26467	2.78807	5.87277	0.05129	0.31795	4.77053	1.92553	0.106117135094186	2.78688	0.1913	4.00774	0.58629	5.81483	1.81232	1.22168	2.0944	2.88439	2.80757	0.05832	3.50879	4.40992	4.6385	0.53936	0.25721	22.97013	0.28178	14.53444	21.0737	0.28233	13.81887	2.97317	2.47405	7.44843	5.19125	0.9338	2.09846	24.41433	2.73122	10.31603	3.79851	4.16194	1.82664	9.76504	0.02521	1.54111	8.06313	7.57163	5.01486	9.58073	1.2695013996896165	0.90063	0.58807	0.64945	0.13501	6.51896	1.62602	0.6363	1.90129	2.56992	4.92274	2.33605	2.06839	4.31909	1.18499	0.12817	0.32374	0.29412	0.03788	4.49772	0.02623	0.12098	6.4518	1.22943	2.19976	17.84904	6.09936	0.22065	18.8469	0.53431	6.66822	16.9935	37.82106	1.65567	1.78145	2.8208	3.09744	0.17209	2.86115	2.66838	10.13
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.93452	0.0	2.46984	0.01067	0.44447	1.69701	0.27607	7.34884	0.07557	9.11363	1.57783	2.63462	0.46593	4.35934	0.12111	0.25479	2.23067	3.55182	1.1028	3.66759	0.00043	0.03554	1.05791	0.17199	0.10942	0.30628	4.14395	6.26599	0.36558	0.32368	2.05925	0.0	21.17625	0.36629	0.20799	1.55569	5.14812	0.02982	0.23848	3.69044	0.11751	0.84541	0.06255	0.04038	34.68165	0.0	0.56405	2.93593	0.70065	0.18464	0.24075	0.80352	0.43928	0.05654	1.3222	0.24245	6.5416	3.66023	0.02395	0.18439	0.01687	0.07788	11.83978	2.18995	7.69465	0.43448	0.04212	1.62068	0.25843	3.0895	0.07793	0.48203	0.13357	3.9045031395363887	3.06348	0.1187	0.27329	0.12203	0.02341	0.20145	6.85609	0.06667	0.0	0.04324	0.10153	0.44754	5.24645	0.47428	1.84206	0.94415	1.35887	9.68854	0.74163	0.32074	0.22318	0.01734	0.51877	2.14693	0.56885	0.05992	0.18045	0.26909	3.7814	0.76793	1.0102	0.16405	5.99201	5.32652	0.5672	0.11682	0.60007	0.52381	0.44663	0.04808	0.79926	0.0083647793608038	3.15389	0.21558	5.35242	0.66059	0.0	0.17313	1.43558	23.27652	3.19968	0.58718	1.16367	0.07697	1.70994	0.34832	0.09185	1.17844	1.3608	0.02023	0.1217	0.30318	1.45869	0.05828	0.00111	7.653	6.26652	3.9294	0.02767	0.14748	0.0	0.0041	2.87324	0.33396	6.03601	4.22842	4.16622	2.09145	7.56724	0.02558	0.046	1.03505
k__Bacteria|p__Firmicutes|c__CFGB1340	0.0	0.0	0.0	0.0	1.63776	0.59429	0.48353	0.03782	0.0	0.1173	0.0	2.34276	0.00263	0.0	0.17242	0.00225	0.0	0.00314	0.00199	0.00435	0.1184	0.0	0.0	0.0	0.0	0.0	3.51887	0.0	1.15575	0.0	1.12085	0.0	0.00035	0.00872	0.48344	0.0	7e-05	2.06877	0.97814	0.0001	0.38882	0.0	0.00408	0.33379	7e-05	0.5014	0.0	3.99048	0.96819	0.5928	1.74746	0.04799	0.0023	0.0	0.17861	0.0	0.0	0.0	0.0	0.00046	0.07007	1.88715	0.0	0.07788	1.02786	0.13524	0.01573	0.0	0.05225	0.0	0.07852	0.0	0.0116	0.0	0.02407	0.10709	3.95918	0.05719	0.03587	0.0	0.0	0.0	0.00204	1.1599	0.12701	9e-05	0.0	0.0	0.00027	0.0	0.15353	0.0	0.06378	0.00266	0.0	0.0	0.0	0.0	0.0	0.99682	0.03734	0.0	0.0022	0.80962	0.00627	0.0	0.15938	0.0	0.0032	0.0	0.0	0.034	0.19959	0.00173	0.0	2.3735615728889234	0.08865	1.23153	0.0	0.78331	0.0043	0.0	1.31499	0.00015	7e-05	0.19283	0.0	0.14563	0.0	0.72559	0.21104	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74402	0.90377	0.02365	0.02534	0.10594	0.0821	0.0	0.0	0.00476	0.0	0.0	0.00403	0.53243	0.23035	0.0	0.0	0.00098
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1.11277	0.0096	0.86057	0.0649	0.8338	0.50017	0.9693	0.48252	0.49175	0.95128	0.93887	1.90464	0.08578	0.39905	0.09193	2.69143	1.07392	1.2698	2.64425	2.25232	0.11118	0.91042	2.6124	0.14953	0.32673	0.05817	1.85271	2.94424	1.30152	1.13581	3.0394	0.08252	1.50946	0.40519	0.6942	1.02512	2.05099	1.7238	0.49737	2.70488	1.70691	1.61873	0.2553	0.16264	1.63365	0.48249	0.95255	3.51001	1.54547	0.40656	0.93522	1.74792	0.67291	1.13565	0.69998	0.24221	2.43255	2.08215	0.26921	1.1019	0.02531	1.6204	2.86214	0.09504	1.09942	0.34184	4.00815	1.67142	0.93669	0.54633	0.06265	0.65586	2.18521	0.6249822280297426	1.06305	0.07262	2.19672	0.4211	0.25664	0.63827	0.1707	0.75353	20.99603	1.39667	0.27486	0.27468	1.10472	1.03685	0.82802	0.89579	0.55589	2.09412	2.45672	1.24865	0.36428	0.0496	0.85788	3.6699	0.13336	1.54502	0.57048	1.25623	0.00907	0.68579	0.81406	0.34923	1.99381	1.9593	0.42947	0.06959	0.95529	0.35858	0.97253	0.41251	2.01543	0.6477261859014768	1.08813	1.7346	0.96851	0.47595	0.04832	0.49554	0.36389	13.23747	3.37092	0.62484	1.28872	0.02292	0.89996	0.79808	0.03802	0.23349	1.2542	0.01797	0.83664	2.04389	0.10899	0.46823	1.16162	2.82367	1.35395	0.87949	2.76142	0.50623	0.09668	0.12629	0.33951	0.05412	2.45235	1.24485	2.24661	2.19579	1.62972	0.08403	1.51039	2.41384
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.69399	0.13436	0.32937	0.73202	0.3235	0.9998	0.01247	0.34362	7.55846	0.60925	0.92525	0.0	0.03717	0.57682	0.0	0.0	0.36487	0.01074	0.73898	0.00192	0.0218	0.27423	13.76083	0.0005	0.0	0.0	0.0019	5.63757	0.0	1.45106	0.33652	0.03534	0.05814	0.23534	1.07143	0.22235	0.00233	3.91206	1.84887	0.29729	13.71463	0.00842	5.07138	0.77199	0.31722	0.0	0.67897	0.05911	0.17676	0.32979	0.0016	1.19273	0.00534	0.0047	0.00398	0.0027	0.0	4.63259	0.0	0.42488	0.0	0.6362	0.11227	0.30464	0.0	0.75339	0.03987	0.97629	0.03469	7.60349	0.0	0.0	8.30965	0.0	0.40509	1.52916	0.29307	0.09359	0.14967	0.05998	0.01013	0.0	0.0	0.29396	1.23731	0.05154	0.0	0.0	1.00525	0.0	2.44583	0.95644	0.0	0.007	0.2087	0.36581	4.1172	0.61708	0.0	0.0274	0.0	1.22556	0.0	1.90405	0.52425	0.02921	5.70039	0.0	0.0	0.00911	0.01471	11.81029	0.00564	0.0	0.00267	0.0016326436824701	0.0	0.00264	0.0	0.00351	0.30167	0.06945	0.0	0.09128	0.99828	1.14951	0.0	0.0	0.09022	0.03582	0.02323	0.85932	1.56657	0.0	1.67342	0.85195	0.0	0.02658	0.0	2.10572	0.0	0.30342	1.40502	0.50016	0.72434	0.0246	0.0	0.42847	0.08413	0.0	0.0015	0.0	0.0	0.0	0.0	3.18429
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.03932	0.0	0.01517	0.0	1.74775	0.0	0.56824	8.31055	0.00214	0.73577	0.13047	0.84337	0.19	0.0	0.00836	0.46851	0.11457	0.79179	4.82985	0.0	0.037	3.34954	0.0016	0.0	0.0	0.00139	0.02515	0.0	0.0	0.00319	0.05877	3.09362	0.56813	2.46816	0.00042	0.1033	0.00038	0.02556	0.0	0.00067	0.0	0.06401	1.43572	0.00226	0.79584	0.0	0.04346	1.10682	0.91904	0.23664	5.10544	0.0	0.0	0.0	0.61138	0.0	8.55335	0.0	2.01346	0.0	0.84249	0.0	0.06228	0.0	2.36423	0.00024	0.0	0.02626	0.02351	0.10979	0.25047	4.9675	0.0	1.73239	0.0	0.02305	0.01527	0.66258	0.0	0.0	0.0	0.00017	1.28668	0.0	0.39844	0.31216	1.31565	0.03709	0.77538	1.92964	0.00408	0.0287	1.34228	0.0	0.37286	0.48576	2.53084	0.0	0.05095	0.73628	0.79842	0.00537	0.00052	0.0	0.59294	0.51725	0.0	0.0	0.0	0.42116	0.0	0.00338	0.46963	0.36854	0.0004434340865968	0.0	0.00168	0.0	0.39332	2.58412	0.01407	0.0	11.32047	0.00158	1.18117	0.0	0.44608	0.0218	0.00096	0.0	0.00657	0.03789	0.0	2.4339	0.01483	0.0	0.02219	0.0	0.0	0.77443	0.74091	0.13393	0.0176	0.00089	0.00031	0.0	1.90108	0.0	0.0	0.00434	1.88488	0.0	0.0	0.09531	0.84653
k__Bacteria|p__Firmicutes|c__Negativicutes	0.9605	0.70287	5.5718	2.30543	0.15598	1.67149	1.54216	2.13196	1.43445	2.8079	3.85338	0.81783	2.15088	0.54508	0.61228	0.10574	1.94295	2.46619	0.9418	1.48745	1.02509	1.6473	0.97608	0.68533	5.35485	28.53094	1.27762	1.91468	12.73044	0.8462	2.06124	1.39258	0.97945	1.28115	0.79715	0.75907	0.58669	2.8915	2.01159	0.06719	0.90673	0.03293	2.48756	4.10758	1.96605	1.6374	16.44025	0.31506	0.35124	4.33989	0.66527	0.99027	2.98432	1.30526	0.53144	1.59608	0.22022	0.52431	1.23797	0.28126	1.57713	0.76107	2.99087	0.35595	1.72387	0.79217	2.18099	1.88754	1.80958	0.19241	0.71134	0.90952	0.00411	1.0964146330351854	3.90697	1.71711	0.56206	1.15993	1.76618	2.45419	0.34499	8.35727	0.01958	1.27768	1.84692	0.50892	5.952	1.60862	1.3561	0.7861	0.55587	0.7884	0.63783	1.32382	1.06921	1.38253	1.94649	0.05098	3.6561	2.48142	2.1779	1.22781	0.0	1.14105	1.0791	0.55796	1.46745	1.68739	0.90661	1.01309	0.45374	4.519	0.38971	1.33004	13.83862	4.746931662876817	1.47184	7.0063	3.49346	4.84925	1.29999	0.98927	1.30474	2.80406	0.54169	0.89311	2.45716	0.25015	1.92029	9.57128	1.60049	2.8615	5.29881	4.79777	1.62159	3.36657	4.28032	2.00229	1.20741	1.26553	1.60844	5.65221	1.19132	1.51725	0.63418	5.88649	1.23234	1.07013	4.6039	1.66016	4.44436	0.07806	2.38526	0.61059	0.84332	1.69719
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.65503	0.22261	0.30033	2.16481	0.35916	1.24247	0.28015	0.5082	1.33264	1.77373	0.34597	1.25047	0.12371	1.10777	0.11436	2.00359	0.11366	0.26887	0.40675	1.09263	1.24816	0.00709	3.19895	0.32673	0.71666	4.78814	1.60965	1.55685	3.07235	1.16992	0.99123	0.55687	0.40336	0.70052	0.37047	3.68657	12.33155	0.75512	0.40261	1.68627	0.30626	0.04701	0.1557	0.26857	0.10817	0.1105	2.00732	12.38848	1.20583	0.14307	0.30235	1.56046	0.27745	0.98167	0.45381	1.14265	3.78737	0.95263	0.14739	0.72121	0.27971	1.66295	1.39588	0.04057	3.64663	0.19549	2.3505	3.1292	0.6387	0.12685	1.60035	0.30049	2.13989	0.1803135184485536	0.61299	0.10804	6.18529	0.28162	1.15022	1.69878	2.229	0.27182	4.50141	3.24638	0.0062	1.01796	0.80288	1.39828	2.36611	1.15058	1.2008	1.18142	1.95138	1.4358	0.30052	0.45448	4.77973	2.01645	0.2832	2.23078	0.90326	1.93421	2.84453	0.75963	0.79819	0.92178	3.08364	0.30131	0.82101	2.40439	1.05337	3.4679	5.3699	0.94507	0.54096	3.84688140365432	0.65831	3.24855	1.53701	0.36353	0.50069	0.85209	2.25481	2.45762	6.01279	2.8897	6.88324	0.33158	2.40356	0.38925	0.40709	0.05606	0.66559	0.86565	1.23397	0.01034	0.25921	0.49472	0.23563	0.65236	2.8692	8.74679	0.21079	0.62656	0.12091	1.0331	2.27748	0.63356	0.24407	0.22075	0.59249	1.45605	0.10817	0.76975	1.03797	0.36755
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0	0.00927	0.00036	0.0	0.16469	0.41726	0.0	1.07623	0.08057	0.04699	0.40529	4.69116	0.00592	1.12384	0.0	0.03594	0.40345	0.12578	0.0	0.06458	1.41433	0.0	0.34941	1.45519	1.08766	0.0	4.31751	0.21687	0.76281	1.42462	0.0	0.0	0.41669	0.06296	0.11703	0.0	0.0	0.24822	0.70041	0.0	2.91216	0.0	0.7899	0.04167	0.00183	0.03426	0.99743	0.0	0.21253	0.04091	0.0	0.38404	0.03719	0.10182	0.42909	1.34197	0.0	0.0	0.00586	0.18135	0.0	0.0	0.0041	0.73618	0.0	0.00576	0.00011	0.00325	0.0	0.0	0.04936	0.14907	0.0	0.0	1.43906	0.58224	0.29309	1.31528	0.01165	0.0	0.0	0.0	0.71318	0.77214	0.0	0.56819	0.31195	0.0	0.58523	0.39007	0.01355	0.00274	0.0	1.04185	0.00204	0.20641	0.02262	0.00867	0.0	0.0913	0.06511	0.35918	0.0003	0.30172	0.34451	1.47181	0.14241	1.0323	0.0458	0.0799	0.03753	0.00518	0.27454	1.2814	0.03706	0.0001612487587624	0.05011	0.04679	0.0	0.04738	0.28746	0.0	0.95665	0.80894	0.0	3.66117	0.0	0.4873	0.0	0.25871	0.0	0.00281	0.0	0.0	0.90628	1.58179	0.00509	1.588	0.01962	0.0	0.0	0.22447	2.8404	1.0348	0.298	0.04807	0.0	0.15363	0.0	2.03165	0.00348	0.32936	0.0	0.00855	0.06327	0.11443
k__Bacteria|p__Firmicutes|c__CFGB3035	0.66015	0.0	0.0	0.0258	0.14345	0.01482	0.0	0.0	0.0	0.0	0.01691	0.0	0.0	0.00268	0.0	0.19981	0.05913	0.0	0.0	0.00145	0.00052	0.01975	0.15259	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.11514	0.01313	0.03632	0.00558	0.00044	0.27919	0.0	0.0	0.0	0.00033	0.29999	0.0	0.00044	0.00335	0.0	0.0	0.0	0.00094	0.04066	0.0	0.0	0.00215	0.00557	0.0	0.19876	0.0	0.0	0.0	0.0	0.02494	0.0	0.10244	0.0	0.05747	0.0	0.00054	0.00092	0.00016	0.0	0.0	0.0	0.04327	0.23976	0.0	0.27521	0.15619	0.04282	0.07409	0.0	0.11206	0.0	0.0	0.0	0.2	0.0	0.01839	0.00182	0.0	0.3946	0.38868	0.0	0.0	0.0	0.22387	0.0	0.02781	0.0	0.01355	0.0	0.0	0.19924	0.18113	0.0	0.0	0.0	0.0	0.0	0.0	0.01812	0.0	0.0	0.0	0.00547	0.01152	0.0	0.0	0.05701	0.0	0.0	1.25456	0.06512	0.0	0.0	0.0	0.00075	0.24083	0.0	0.00704	0.07102	0.13575	0.0216	0.04361	0.00908	0.0	0.05452	0.00275	0.0	0.00254	0.0	0.0	0.0184	0.0	0.08217	0.00737	0.02739	0.0	0.0	0.00713	0.0	0.02893	0.0	0.12157	0.0	0.0	0.00321	0.14693
