clade_name	SID31004	SID31009	SID31021	SID31030	SID31071	SID31112	SID31129	SID31137	SID31159	SID31160	SID31188	SID31219	SID31223	SID31233	SID31236	SID31237	SID31256	SID31267	SID31275	SID31276	SID31282	SID31285	SID31300	SID31328	SID31333	SID31337	SID31343	SID31360	SID31367	SID31379	SID31398	SID31416	SID31424	SID31428	SID31431	SID31446	SID31449	SID31450	SID31452	SID31455	SID31477	SID31489	SID31493	SID31501	SID31512	SID31519	SID31537	SID31549	SID31557	SID31582	SID31637	SID31685	SID31700	SID31705	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID31865	SID31866	SID31868	SID31870	SID31871	SID31872	SID31873	SID31874	SID31875	SID31876	SID31877	SID31878	SID31879	SID31880	SID31881	SID31883	SID31884	SID530002	SID530018	SID530026	SID530028	SID530039	SID530041	SID530050	SID530052	SID530054	SID530055	SID530074	SID530075	SID530119	SID530142	SID530154	SID530163	SID530167	SID530168	SID530172	SID530177	SID530185	SID530215	SID530227	SID530251	SID530258	SID530262	SID530295	SID530297	SID530315	SID530323	SID530331	SID530348	SID530364	SID530368	SID530373	SID530394	SID530398	SID530403	SID530444	SID530450	SID530451	SID530558	SID530600	SID530623	SID530697	SID530705	SID530743	SID530756	SID530840	SID530867	SID530890	SID531128	SID531155	SID531248	SID531274	SID531277	SID531281	SID531333	SID531352	SID531361	SID531382	SID531403	SID531414	SID531416	SID531424	SID531469	SID531663	SID531766	SID531775	SID532305	SID532749	SID532779	SID532796	SID532802	SID532826	SID532832	SID532915
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1.66398	2.32861	3.11406	1.04072	4.68868	14.5183	14.50625	1.59242	8.53715	6.09494	3.03636	2.23366	1.31179	6.53055	3.0071	9.31813	10.43087	3.73237	2.42133	1.82907	6.87434	2.37664	3.39728	4.0033	4.78805	0.17899	0.77368	4.67842	2.02392	2.30606	0.86006	2.03451	4.73262	0.67635	2.23119	1.033	3.15558	12.51058	0.93221	8.07122	9.09752	4.27366	7.6884	3.31565	2.72675	1.53807	3.15919	7.15845	17.00849	10.11997	0.87181	3.8702	2.72813	2.26774	0.86073	4.63012	3.51044	7.405690388236705	4.15479	3.78915	5.82693	2.43828	0.90635	4.68227	3.73312	5.37536	4.80435	0.44043	1.46733	1.00133	1.1485	1.85819	5.56684	1.09576	1.76595	0.50966	3.88937	3.13767	5.95074	13.3095	3.16325	5.41533	3.06012	3.9804	8.57742	4.09808	3.30474	1.83199	4.89909	4.7046	2.79497	0.01567	7.12806	0.95484	1.80326	4.97885	4.43196	2.25825	5.14882	0.76057	1.97124	7.35052	14.07082	1.1738	5.93649	13.38224	6.22409	0.35405	16.34262	8.96827	14.98944	1.13298	0.97488	3.60261	3.04359	9.81812	11.977441835136656	1.53694	1.396231336558732	2.95349	1.50996	1.32715	1.00582	0.75536	1.40483	0.70953	1.08597	2.4875	2.12757	2.94149	0.77789	0.057	3.80768	1.24716	1.30545	6.17981	0.229	0.56698	0.0019269406076122	0.46877	1.90729	0.41898	0.30271	1.25568	0.83254	1.84171	0.30603	4.54928	0.3581	0.52632	1.7332	0.7560542811382358	2.52767	1.92731
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00038	0.0131	6.54244	21.57915	0.0817	0.0	0.00528	2.37515	0.02505	0.0	0.00049	0.03747	7.50759	0.0	0.00917	0.0	0.52778	2.4994	1.96811	1.50664	0.4107	1.40869	0.03067	0.60502	0.00791	0.00068	0.0	1.81507	0.42277	0.0	0.32163	0.52284	0.00154	7.13151	2.36807	0.00952	0.26568	0.036	1.54389	0.01169	0.08523	0.06991	0.15264	0.0	0.21691	8.07607	6.58252	0.00811	0.0	0.02147	0.00027	1.06687	0.0	0.0	0.02246	0.0	0.00385	0.3207258450159818	0.68304	0.13131	0.01221	21.46283	1.672	0.00086	0.32355	3.98393	10.64896	0.05082	0.76765	1.07458	0.01325	3.61621	0.00377	0.06923	0.88005	0.01228	8.2651	0.23382	0.00073	0.01292	0.35794	0.00364	13.10141	0.83798	1.45371	1.12847	0.14256	0.47229	0.09708	0.00893	0.00087	0.0	0.0901	4.87805	0.53937	2.03767	2.29528	0.0	0.6875	8.4663	0.0	2.51714	2.21653	0.00109	1.01843	0.0065	0.00614	0.2427	0.06974	5.19972	4.66303	6.69978	3.23937	1.27884	0.02695	0.0	2.379060499178757	0.0	6.500647393354122	0.39335	0.4502	5.20928	0.0299	5.59623	0.00356	0.63384	0.25003	0.17724	0.62557	0.21541	0.28299	0.00956	0.78525	0.05176	14.31047	0.00405	0.02439	0.8425	0.0	1.38589	2.95298	0.00233	0.00299	2.12939	0.17888	0.0063	0.0	2.34096	0.08297	3.25337	0.00361	0.0	0.0	0.10309
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.55801	8e-05	0.0	0.0	0.0	0.0	0.0	0.00966	0.31471	0.0	0.23814	2.84061	0.00024	0.0	0.0	0.0	0.0	0.82492	2.11947	0.0	0.00499	0.30565	0.0	0.26667	0.0	0.0	0.0	0.05273	0.0	0.0	0.0	0.0	0.0	2.11849	0.00108	0.0	0.0	0.0	0.0	0.01279	3.11019	0.03526	0.0	0.0	0.06932	0.0	0.62329	0.0	1.09491	0.00165	14.08729	0.60909	0.0	0.0	0.0	0.0	2.843213711775028	0.0	0.00306	0.00574	4.80349	0.39198	0.02511	0.0	0.0027	0.08551	0.34608	0.0	0.0	0.01374	0.0	0.95106	0.21068	0.00066	0.0307	4.34735	0.0	0.0	1.41025	0.24699	0.0	13.86594	0.0	0.0	1.64257	2.00307	0.00015	0.06154	0.00041	0.00041	0.0	0.0	0.0	0.00528	0.0	0.0	1.91419	2.75226	0.0	0.0	0.0	0.0	2.55049	1.9093	0.00265	0.01563	0.10572	0.07634	0.0	0.00031	2.87486	0.0	0.0066	0.00033	0.0	1.7148649801482432	0.43821	0.0029904312201819	4.6407	0.68101	0.0	0.0	0.00548	8e-05	3.44026	0.28005	0.02184	1.10074	0.00819	0.11189	0.0431	0.07868	0.00047	0.00325	6.03849	0.00951	0.75323	0.0011520861833872	0.0	0.00029	0.0	0.0	1.13333	0.00038	0.0	0.0	0.00102	0.0001	0.0	0.26306	0.0	0.0	3.59474
k__Bacteria|p__Firmicutes|c__Negativicutes	0.5122	0.01035	0.47099	0.24788	0.3781	0.09837	0.16343	0.02997	1.17966	1.13701	0.21783	10.01068	0.44352	0.00282	1.41336	0.026	0.9449	0.05916	0.44359	2.02554	1.37653	0.00599	0.70824	0.5114	2.21951	0.01866	0.10489	5.51679	0.75272	0.32057	0.50957	0.05305	1.18422	0.00122	1.84713	1.82512	0.0953	2.54588	3.14017	4.32065	0.0837	0.96908	0.26022	1.12727	3.95063	0.24009	1.66115	0.64644	0.07952	0.13602	0.02148	0.0307	0.03477	1.12641	0.11795	0.00779	0.03823	1.1873737678345364	0.08323	0.03441	0.16225	0.91038	4.21422	0.04467	0.59349	6.37039	1.97124	0.7472	1.72347	6.6623	0.04444	1.19545	0.04382	14.16591	1.39257	5.79308	0.99099	0.07444	0.00467	0.04243	1.64812	0.0	0.07188	2.33135	0.02023	0.17137	0.11194	0.00207	0.01517	0.18175	0.90434	0.08687	0.03064	1.4754	2.79581	0.00318	0.03645	3.77934	0.24119	0.31666	0.08153	0.06248	1.08026	1.55156	1.8632	0.00753	0.00253	0.49316	0.16079	2.13741	0.60364	0.7272	0.28828	0.05198	0.0107	0.38212	1.688822019063568	1.44495	1.1503658827602938	3.63324	1.08404	2.65006	2.05422	3.43279	0.30124	0.45722	1.81048	0.70865	5.18028	1.71375	5.19349	0.42086	0.00441	0.9632	1.5934	5.27377	5.64393	0.68902	19.96824320315031	0.75166	5.07376	2.80771	1.33685	14.45055	0.11125	4.51378	5.61824	0.80407	0.85328	9.1077	0.23622	20.096873299763157	2.52898	1.31424
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.44937	1.85247	1.5341	1.05309	5.60238	5.7763	1.02305	7.2679	3.88478	0.20081	5.03387	0.25295	0.39797	8.27495	0.75369	10.05463	2.95117	3.17619	5.75269	1.5237	1.03302	0.54511	0.73419	0.39844	1.60788	2.22375	0.08268	1.23911	0.65778	5.29835	0.98716	1.48848	1.54832	1.23012	1.25406	4.59029	1.30702	4.66722	0.56702	0.78382	1.03823	4.20718	2.15213	7.09512	0.98472	3.10125	2.24905	1.75341	3.1821	2.00011	2.33061	0.1955	2.33016	1.04972	1.55354	0.07077	4.34018	1.1045467634505364	5.01542	1.09897	3.61216	1.52279	0.80177	14.49088	8.19293	0.67296	4.66659	0.62305	3.6503	0.82889	1.27647	0.19839	0.28873	0.37789	0.34159	2.02643	0.39543	2.69034	6.64053	4.19418	2.4003	2.85728	0.8801	2.72128	5.26652	1.09625	0.5186	0.51663	1.10416	0.39086	1.24601	2.66355	4.53538	2.48488	0.52308	1.96631	1.75825	0.30877	0.41022	0.79446	1.85995	0.63393	0.39672	0.14193	0.88635	0.38121	1.69536	0.56186	1.17933	1.46256	0.40139	3.08067	0.58513	0.06565	1.0939	3.2491	1.0796227531070284	0.56431	0.7540587352696259	0.31657	1.6253	0.27618	6.86783	0.02487	4.95869	0.96974	0.33807	0.56824	2.68371	1.80871	0.22521	0.36217	3.84138	7.53694	0.44778	0.95142	0.19776	0.17991	1.3539051745390174	0.59898	2.36468	0.01166	0.74578	0.79905	0.22746	4.33574	0.72781	5.42229	0.84316	1.04541	1.32778	3.2624340924552726	0.58103	0.69764
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.00056	0.31245	0.05682	0.03521	0.24213	0.00248	0.0	0.03755	0.00018	0.45123	0.32872	0.0124	0.15074	0.01083	0.2342	0.0	0.0	0.7492	0.36994	0.08151	0.18603	0.0	0.14639	0.08465	0.37915	0.0	0.0	0.2396	0.00571	0.10939	0.03246	0.0674	0.22979	0.0	0.30602	0.00051	0.09652	0.11385	0.11505	0.0	0.14741	0.00066	0.2187	0.01759	0.00153	0.04643	0.05184	0.25985	0.00432	0.0	0.0	0.45062	0.15859	0.0	0.0	0.0	0.0	0.0068414045403521	0.05141	0.0	0.0406	0.02474	0.01791	0.0	0.17308	0.02794	0.16344	0.05661	0.04816	0.1244	0.7403	0.66701	0.00683	0.04322	0.28959	0.02272	0.00024	0.00334	0.0	0.55981	0.00459	0.00355	0.59991	0.0	0.1257	0.63514	0.00903	0.0	0.17581	0.03117	0.05729	0.0	0.0	0.00549	0.15047	0.0	0.00765	0.0	0.0	0.0	0.0	0.0	0.34847	0.23135	0.0	0.0	2.13018	0.61675	0.00111	0.19499	0.0	0.2214	0.72982	0.01984	0.0	0.17545	0.0320636456365088	0.07094	0.0181926233762908	0.10819	0.11151	0.06534	0.0	0.21324	0.0	0.13462	0.9092	0.28808	0.25669	0.04484	0.05911	0.00282	0.23868	0.00305	0.0	0.0	0.0	0.01956	0.0	0.65009	0.03209	0.00041	0.4977	0.0215	0.0	0.00107	0.03858	0.01885	0.15825	0.31346	0.15548	0.0	0.0	0.07196
k__Bacteria|p__Firmicutes|c__CFGB3035	0.0	0.01056	0.0	0.03478	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.00474	0.0	0.5273	0.0	0.0	0.0	0.0	0.0	0.0	0.00845	0.00226	0.0	0.01524	0.0	0.00171	0.00125	0.0	0.0	0.0	0.0	0.01499	0.0	0.0	0.0	0.00916	0.39577	0.00403	0.0	0.01417	0.0	0.00936	0.0	0.0	0.0	0.0	0.00144	0.0080016427372539	0.46675	0.0	0.0021	0.07481	0.00781	0.0	0.0	0.05787	0.00024	0.0	0.03338	0.0003	0.07985	0.4874	0.0	0.0179	0.51236	0.0	0.00647	0.0	0.0	0.00204	0.0	0.0	0.05032	0.28226	0.0	0.00565	0.29953	0.0	0.00192	0.3165	0.0	0.0	0.0	0.00938	0.0	0.0	0.37444	0.00417	0.00389	0.07535	0.0	0.0	0.11833	0.12437	0.0	0.0	0.0	0.0	0.0	0.11296	0.0	0.0	0.26694	0.0	0.0	0.0	0.0	0.0	0.0	0.01187	0.03857	0.14309	0.00239	0.49378	0.0	0.19667	0.2956	0.06165	0.12896	4e-05	0.0	0.0025	0.0	0.0	0.0	0.0	0.01036	0.0	0.0	0.0	0.0	0.0	0.38175	0.0178	0.0	0.0	0.0056	0.0	0.0	0.18614	0.0	0.0	0.0	0.12238
k__Bacteria|p__Firmicutes|c__CFGB3048	0.07936	0.27897	0.13568	0.0	0.09264	0.0	0.0	0.0	0.0	0.33985	0.05354	0.29869	0.0098	0.00493	0.13554	0.0	0.20352	0.28795	0.00822	0.11244	0.37008	0.027	0.08985	0.19355	0.1645	0.0	0.0	0.11855	0.02891	0.0	0.00258	0.0	0.09138	0.0	0.08254	0.0	0.03926	0.0	0.09081	0.0476	0.05591	0.00182	0.00241	0.0	0.03172	0.33909	0.0	0.01517	0.0	0.08061	0.0	0.04751	0.00783	0.0	0.0	0.0	0.0	0.0431188523003772	0.08764	0.06284	0.0	0.26798	0.02387	0.0	0.00634	0.03784	0.01852	0.00687	0.01433	0.0	0.00358	0.18343	0.07118	0.0239	0.27482	0.0	0.02756	0.04279	0.0	0.03679	0.12411	0.0	0.22797	0.0	0.0	0.03503	0.07119	0.0	0.04427	0.02938	0.13703	0.0	0.0	0.10606	0.00726	0.07437	0.09214	0.04597	0.37717	0.0	0.0	0.65131	0.15305	0.01335	0.73865	0.00144	0.04081	0.07516	0.0	0.0	0.0	0.02175	0.11719	0.02332	0.01948	0.05015	0.0	0.06806	0.0	0.01236	0.0	0.0	0.38011	0.05464	0.0	0.02	0.09441	0.13086	0.05713	0.00268	0.06837	0.00024	0.04399	0.0	0.0	0.00174	0.01283	0.00046	0.0	0.13675	0.0	0.0	0.0	0.0	0.0	0.0	0.00904	0.0	0.09516	0.0	0.0352	0.0	0.04145	0.01784
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0984	0.00392	0.02771	0.00072	0.01097	0.00276	0.00297	0.00111	0.00974	0.03077	0.0343	0.01638	0.00195	0.00033	0.01727	0.00115	0.00678	0.00454	0.1342	0.0177	0.05201	0.01371	0.0725	0.01563	0.01036	0.0042	0.0052	0.02509	0.02449	0.0317	0.025	0.00889	0.00131	0.02391	0.13808	0.01815	0.00395	0.09081	0.01833	0.07661	0.00264	0.00362	0.00033	0.00103	0.00044	0.0606	0.00442	0.0154	0.00059	0.01272	0.00255	0.00602	0.00616	0.0	0.0	0.0	0.00521	0.0234048050064678	0.20507	0.0	0.03577	0.01343	0.09315	0.01376	0.00044	0.00658	0.10029	0.17598	0.1034	0.4391	0.55037	0.454	0.00304	0.00354	0.04672	0.15592	0.01513	0.0	0.00037	0.00144	0.05141	0.00023	0.06655	0.10072	0.00718	0.01365	0.03344	0.00044	0.00162	0.00383	0.00747	0.00105	0.00018	0.06341	0.13796	0.00021	0.00248	0.0	0.0037	0.0	0.0	0.01702	0.03297	0.01347	0.0	0.0	0.00892	0.0468	0.00061	0.04314	0.0007	0.06549	0.83268	0.03158	0.00019	0.00044	0.0057506538493426	0.0013	0.127338362191828	0.0364	0.04453	0.00019	0.47962	0.37627	0.01665	0.02045	0.31936	0.11224	0.21788	0.01336	0.16946	0.01609	0.32429	0.03859	0.0	0.00031	0.09499	0.15685	0.0	0.20708	0.05173	0.0059	0.12562	0.10459	0.86045	0.0	1.59084	0.05637	0.23353	0.14493	0.02445	0.0206766806355133	0.00183	0.20714
k__Bacteria|p__Bacteroidetes|c__CFGB602	0.0	0.01252	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.01106	0.0013	0.00076	0.0	0.0	0.0	0.0	0.01146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00847	0.0	0.0	0.0	0.00688	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.03065	0.0	0.0	0.0	0.0	0.0	0.03808	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.00794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00862	0.0	0.0	0.0	0.0	0.01049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05764	0.00223	0.02287	0.0	0.0	0.0	0.0	0.0	0.00204	0.0	0.03986	0.0	0.0	0.0	0.0	0.01321	0.0	0.08381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01196	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0	0.00606	0.01424	0.0	0.00213	0.00776	0.002	0.0	0.0014	0.03671	0.01967	0.00266	0.02895	0.00032	0.0184	0.0	0.0	0.00538	0.54768	0.08732	0.03341	0.09236	0.01953	0.04687	0.04203	0.00021	0.0	0.21808	0.09524	0.00058	0.13548	0.0	0.00334	0.0	0.82549	0.0169	0.00212	0.58689	0.07607	0.02572	0.00048	0.00264	0.02892	0.04329	0.00572	0.00315	4e-05	0.01579	0.0	0.00265	0.0	0.00547	0.0	0.0	0.0	0.0	0.0	0.0849574417627939	0.18573	0.01232	0.0025	0.00776	0.28703	0.0	0.0	0.03482	0.11558	0.03873	0.67393	1.30809	0.33596	0.47077	0.20155	0.45399	0.15234	0.17337	0.10827	0.0	0.0	0.00082	0.63175	0.04233	0.0109	0.00717	0.0	0.00821	0.88642	0.0	0.00282	0.00441	0.00143	0.0	0.0	0.18318	0.01706	0.0	0.00779	0.00327	0.00119	0.02583	0.0	0.01232	0.05027	0.30074	0.0	0.00522	0.02131	0.00558	0.0	0.03003	0.0	0.14536	0.3043	0.00445	0.00962	0.00934	0.0111312656249015	0.07358	0.2554168311070456	0.28682	0.88684	0.09042	0.0	0.43867	0.0	0.10684	0.18581	0.00656	0.28114	0.02468	0.01771	0.00542	0.61463	0.0	0.54114	0.00749	0.24173	0.40347	0.0	0.08259	0.34884	0.0	0.10273	0.44734	0.14725	0.00056	0.6349	0.1799	0.00729	0.22311	0.0	0.0	0.08773	0.1654
k__Bacteria|p__Firmicutes|c__CFGB2916	0.0	0.05703	0.0	0.00597	0.00043	0.0	0.0	0.0	0.0	0.01507	0.02224	0.0136	0.08708	0.0	0.0	0.0	0.0	0.0	0.00452	0.01376	0.00334	0.03242	0.00156	0.0	0.00036	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.00746	0.00822	0.01187	0.00249	0.0	0.0	0.0	0.01955	0.00097	0.0	0.0	0.00107	0.12959	0.0	0.0	0.0	0.0	0.0	0.01291	0.0	0.0	0.0	0.0	0.0	0.0	0.0108	0.0	0.0	0.14475	0.02092	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.14862	0.01432	0.01498	0.00298	0.0	0.00169	0.01067	0.0	0.00127	0.0	0.0	0.01899	0.0	0.0	0.04055	0.00381	0.0	0.0	0.00108	0.0	0.0	0.00519	0.0	0.0022	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.10107	0.0	0.0	0.0	0.01624	0.0	0.00619	0.0	0.0	0.0	0.0	0.0	0.0	0.0419747725316368	0.01089	0.0310144722869037	0.00084	0.0	0.01277	0.0	0.01703	0.0	0.01374	0.0038	0.0	0.0	0.00173	0.00515	0.0	0.00291	0.0	0.0	0.00596	0.03521	0.00135	0.0	0.0	0.0	0.0	0.15855	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.00712
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.0	0.0	0.02724	0.0	0.0	0.0	0.0	0.0	0.0	0.05697	0.0	0.0	0.00502	0.07443	0.0	0.0	0.0	0.00281	0.00455	0.0	0.0	0.0	0.17007	0.02151	0.0	0.0	0.0	0.0	0.00081	0.43403	0.06493	0.09845	0.0	0.0	0.0	0.0	0.0	0.0	0.0362	0.0	0.0	0.0	0.00323	0.0	0.09987	0.08356	0.01156	0.02008	0.0	0.0	0.0	0.01409	0.0	0.0	0.0	0.0	0.0	0.0109322443897732	0.02285	0.0	0.08799	0.04131	0.03262	0.0	0.0	0.01018	0.0	0.0	0.22665	0.00571	0.26089	0.0435	0.02465	0.0	0.0	0.00099	0.0	0.04	0.0	0.0	0.03318	0.0	0.0	0.0	0.02285	0.0	0.0181	0.0	0.03082	0.32942	0.07371	0.0	0.0	0.0	0.0	0.0	0.00814	0.0	0.00746	0.06828	0.0	0.0	0.90843	0.07255	0.03626	0.00588	0.05059	0.32139	0.0	0.16012	0.0	0.0	0.00171	0.0	0.0	0.0	0.4644128037357848	0.0	0.1325591150243865	0.00598	0.06069	0.13918	0.04846	0.12127	0.0	0.00987	0.11248	0.0	0.03146	0.0	0.0	0.0	0.01232	0.00083	0.0	0.42775	0.0	0.0	0.0	0.06631	0.22514	0.0	0.0	0.05005	0.0	0.0	0.0	0.0	0.10498	0.0	0.0	0.0	0.0	0.00637
k__Bacteria|p__Firmicutes|c__CFGB1217	0.0	0.0	0.03422	0.0	0.0	0.0	0.00922	0.00371	0.0	0.0	0.29505	0.07018	0.0	0.0	0.0217	0.0	0.0	0.0016	0.15415	0.0	0.05825	0.09548	0.0	0.18254	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14865	0.0	0.00154	0.0	0.0	0.0	0.0	0.00514	0.0	0.00033	0.0	0.02091	0.02763	0.0	0.0	0.0	0.0	0.02269	0.0	0.0	0.0	0.0	0.0	0.0120824805332534	0.0	0.0	0.0	0.02067	0.0003	0.0	0.0	0.0	0.0	0.10512	0.00048	0.0	0.0	0.0	0.14128	0.0	0.0	0.0	0.0	0.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04755	0.0	0.0	0.0	0.0	0.09649	0.01688	0.0	0.08898	0.0	0.0	0.00818	0.0	0.0	0.0859	0.04286	0.0	0.0	0.0	0.0	0.0	0.01348	0.0	0.0	0.06828	0.07271	0.0	5e-05	0.0002000227425858	0.0	0.1187971305462247	0.0	0.11858	0.0	0.08776	0.0	0.0	0.0	0.0	0.23968	0.04893	0.03511	0.0	0.0001	0.2407	0.02282	0.14393	0.0	0.0	0.0	0.0	0.12036	0.0	0.0	0.0	0.178	0.0	0.0	0.11432	0.06282	0.0	0.15059	0.0	0.0	0.26634	0.17809
k__Bacteria|p__Firmicutes|c__CFGB42691	0.03222	0.11657	0.07847	0.00638	0.038	0.0	0.0	0.0	0.0	0.12424	0.00099	0.0124	0.0	0.09463	0.0	0.0	0.0	0.00089	0.0	0.0931	0.0	0.00505	0.0304	0.01545	0.08764	0.0	0.00928	0.09361	0.0	0.0203	0.00351	0.0	0.01965	0.0	0.02674	0.02739	0.0	0.0	0.0	0.15671	0.02883	0.00457	0.04586	0.0	0.02157	0.00526	0.25397	0.15403	0.0	0.06085	0.0	0.0	0.05011	0.01815	0.0	0.09137	0.0	0.0	0.08989	0.13891	0.0	0.02636	0.0001	0.0	0.03418	0.0	0.02548	0.00841	0.01376	0.0	0.04557	0.0198	0.00669	0.0	0.00073	0.0	0.01712	0.0	0.0	0.01394	0.0	0.0	0.0	0.0	0.0	0.03044	0.01086	0.1247	0.06988	0.03471	0.08252	0.0	0.0	0.0	0.0	0.0	0.0	0.0565	0.00336	0.0	0.0	0.25452	0.01084	0.0031	0.0	0.11709	0.05337	0.01248	0.0	0.0	0.23544	0.0	0.03427	0.01346	0.14101	0.40145	0.0018402092317896	0.0	0.0	0.0065	0.00545	0.0	0.0	0.00443	0.0	0.00648	0.02272	0.01506	0.0	0.0	0.00952	0.0	0.01642	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00772	0.0	0.0	0.0	0.01266	0.00788	0.02494	0.0	0.03431	0.002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.23022	0.01515	0.01304	0.04193	0.00831	0.13439	0.43195	0.00099	17.68499	0.00183	0.0908	4.86862	0.16047	0.0	0.00538	0.00196	0.00313	0.00924	1.04179	0.08075	0.10405	0.07353	0.3612	0.03527	0.00037	5.67867	3.2826	0.05656	61.67569	0.11747	0.11436	0.0031	0.06492	0.0	0.57218	9.86527	0.01933	17.48169	0.26089	2.85632	0.0474	0.02345	22.76316	1.38782	0.0	0.09682	0.00307	0.0302	0.18165	0.01862	19.91998	0.00758	2.65102	41.75396	0.59549	9.38977	0.37907	1.7445581577897944	0.27256	0.0	0.04556	0.63178	9.78208	0.30188	0.0002	0.215	0.00384	0.0998	0.0	11.21504	0.10936	0.00928	17.13665	0.69253	0.03875	6.78499	3.07236	0.0	0.00019	0.14061	0.00022	0.00338	0.00898	0.64715	0.0038	0.27412	0.0	0.00681	34.45748	0.00843	0.03166	0.62748	0.08826	2.19517	0.05059	0.0	0.22672	2.13399	0.16666	0.00081	0.88224	0.0	0.11597	0.01071	0.05452	8.59052	2.50228	0.07078	0.05277	0.84343	0.00846	0.31248	0.02879	0.10367	5.23736	0.00289	0.001750198997626	2.27717	0.0001900274019513	0.10957	0.00761	0.02574	1.37705	0.1613	13.1275	33.94194	0.02842	0.25283	0.06362	1.30106	0.07907	91.11939	0.34591	13.09026	0.28615	1.47364	0.10235	0.00723	3.561210542832423	0.00058	0.77663	0.01282	1.00936	0.08402	0.18483	1.73626	0.14248	0.03398	0.03722	0.06016	0.10719	0.3440711693948315	0.01006	0.17114
