clade_name	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__SGB8028_group	0.0	0.04778	0.0	0.05748	0.0	0.12755	0.0	4.18958	0.00805	0.15155	0.05555	0.02868	0.0	0.0	0.02992	0.03837	0.05383	0.0	0.0	0.00581	0.07938	0.0	0.02672	0.0	0.0	0.13137	0.00797	0.27399	0.00753	0.03208	0.0	0.00263	0.0189	0.0	0.0	0.00239	0.0	0.0	0.0	0.13315	0.0	0.0	0.0	0.16274	0.91454	0.0	0.02525	0.0	0.0	0.00056	0.01905	0.00557	0.05671	0.0	0.0	0.03827	0.02449	0.0	0.0	0.03297	0.01045	0.0	0.00455	0.0039	0.0	0.63639	0.03547	0.00036	0.0	0.0	0.0	0.04963	0.0	0.00051	0.08484	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.02546	0.0	0.00545	0.0	0.0	0.0	0.1451	0.0	0.09205	0.0	0.0	0.00748	0.0	0.19253	0.00025	0.03197	0.0	0.9708	0.0	0.0	0.0	0.00867	0.00418	0.0	0.01264	0.0	0.0	0.0	0.39967	0.01009	0.0	0.03305	0.0	0.00876	0.13337	0.00327	0.0	0.0	1.15302	0.00124	0.0	0.34533	0.0	9e-05	0.02799	0.0	0.00102	0.07824	0.12276	0.0	0.00826	0.0	0.01671	0.00014	0.01363	0.00643	0.0	0.0	0.22254	0.0	0.00149	0.59948	0.0	0.00167	0.0	0.0697	0.00098	9e-05	0.15811	0.0	0.0	0.03127	0.0	1.01516	0.0	0.0	0.04111
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15318_group	0.0	0.0	0.0	0.0	1.30693	0.0	3.83793	0.0	0.0	0.2505	0.2602	0.0	0.0	0.06797	0.5693	0.0	0.26015	0.0	0.0	0.15467	0.34577	0.00211	0.0	2.19646	0.0	0.0	0.38257	1.27325	0.0	0.21023	0.0	0.0	0.63987	0.0	0.0	0.0	0.5696	3.08774	1.15214	0.0	1.17701	0.05627	0.0	0.80618	0.04866	0.08652	2.2396	2.68175	0.0	0.13049	0.41928	0.0	0.0	0.0	0.00535	0.07945	0.11127	0.0	0.0	0.62033	2.19315	0.20738	0.0239	0.45159	0.32508	0.29803	2.39416	0.94397	0.35117	0.0	0.22131	0.48361	3.71211	0.00351	0.0	0.12964	4.1011	0.21877	0.60711	0.02834	0.18892	0.0	0.0	1.13694	1.3842	0.02323	2.45885	1.22731	0.0	1.66295	0.14365	0.0	1.83135	0.0	1.41417	0.0	0.90704	1.02204	0.0	1.86113	0.0	0.04046	0.0	0.0	0.0	0.50925	4.96628	0.14641	0.27291	0.87714	3.87252	0.28422	0.00478	0.0	0.13069	0.00544	2.10928	0.98957	0.97956	0.61832	0.39616	0.41727	0.31066	0.0	1.1903	0.0	4.25111	0.075	0.06168	0.00469	0.28132	0.84036	0.07862	2.11967	0.68822	0.00426	1.33674	0.82931	0.87617	0.14796	0.04231	0.00074	0.58794	0.0598	0.0	0.00491	0.0	0.08559	0.0	1.54957	0.0	0.14498	0.0	1.98066	0.46845	0.0	0.1276	0.0	0.16293	5.45172	0.13285	1.12741	0.06973
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815|t__SGB4815_group	0.202	0.04418	0.0	0.02828	1.36694	0.40822	0.0	0.0	0.0	0.02301	0.0351	0.03978	1.79162	0.0	0.22415	0.0	0.07332	0.0	0.0	0.00264	0.08767	0.60007	0.0	0.19353	1.0431	0.00736	0.03128	0.19999	0.0	0.00269	0.00622	0.0	0.02451	0.0	0.0	0.0	0.01173	0.0	0.17575	0.10268	0.00971	0.24771	0.0	0.12778	0.03456	0.19365	0.38017	0.14312	0.00143	0.01731	0.00895	0.0	0.0	0.0	0.0	0.0	0.01537	0.03269	0.0	0.06875	0.02544	0.0	0.02485	0.12936	0.02776	0.03529	0.03422	0.0	0.14805	0.01199	0.04649	0.25536	0.1813	0.04495	0.0	0.07581	0.0	0.26281	0.38572	0.06811	0.10608	0.11167	0.0	0.52563	0.05507	0.02469	0.0	0.0	2.9734	0.35449	0.06266	0.00201	0.13523	0.0	0.04335	0.0	0.19892	0.05189	0.01153	0.26331	0.50258	0.2368	0.0	0.17487	0.0	0.02465	0.03495	0.02123	1.85275	0.07401	0.93179	0.03933	0.2356	0.0	0.35974	0.18307	0.03629	0.1561	0.23198	0.04558	0.00318	0.07352	1.41799	0.0	0.23845	0.0	0.09145	0.00506	0.0362	0.02479	0.4263	0.05816	0.32083	0.02828	0.43355	0.01342	0.15404	0.08222	0.13638	0.0583	0.02792	0.28451	0.0	0.03634	0.0	0.0	0.0	0.21851	0.16155	0.13389	0.0	0.04139	0.06655	0.51923	0.07723	0.0	0.47484	0.36871	0.18602	0.0055	0.01066	0.07771	0.09244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3111|s__GGB3111_SGB4123|t__SGB4123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05461	0.0	0.15123
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified|s__Acidaminococcaceae_unclassified_SGB5785|t__SGB5785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0	0.0	0.0	0.08141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61203	0.0	0.0	0.0	0.95541	0.0	0.77209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03509	0.0	0.0	0.0	0.0	0.0	0.95158	0.0	0.0	0.0	0.0	0.0	0.0	1.07858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29268	0.0	0.0	0.0	0.0	0.0	0.0	0.43351	0.0	0.0	0.0	0.0	0.87115	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14861	0.05744	0.0	0.0	0.3509	0.09844	0.30879	0.0	0.0	0.0	0.50782	0.0	0.07441	0.0	0.15206	1.62192	0.0	0.0	0.0	0.0	1.15839	0.14518	0.48468	0.0	0.0	0.21898	0.12957	0.12779	0.47013	0.01121	0.00256	0.08332	0.0	0.12617	0.0	0.0	0.0	0.06286	0.0	1.06415	0.0	0.02331	0.04373	0.0	0.03509	0.0	0.0	0.11027	0.30596	0.01924	0.10393	0.0	0.0	0.0	0.0	0.19318	0.0	0.28288	0.0	0.93579	0.28272	0.0068	0.0	0.0	0.27118	0.08427	0.00494	0.56575	0.0	1.2954	0.0	0.27344	0.5721	0.65786	0.16732	0.0	0.16913	1.12884	0.0	0.28406	0.92099	1.6819	0.55996	0.0	0.0	1.27785	0.12961	0.84049	0.26504	0.0	0.30406	0.57682	0.95035	0.02911	0.0	0.23906	0.0	0.07066	0.09528	0.0	0.0	0.0	0.27297	0.0	1.58217	0.0	0.19857	0.0	0.14144	0.41802	0.91179	0.0	0.0	0.1696	0.0	0.0	0.09759	0.01245	0.0	0.14357	0.18513	0.07775	0.0	0.1171	0.0	0.0	0.0	0.17017	0.02093	0.09808	0.0188	1.41699	0.0	0.16519	0.41231	0.46108	0.0	0.19122	0.43021	0.23422	0.0	0.0	0.11839	0.0	0.0	0.22633	0.0	0.14511	0.0	1.57632	1.88622	0.0	0.26676	0.0	0.0	1.45536	0.00427	0.19546	0.0	0.0	0.0	0.23864	0.0	0.07213
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_vulgatus|t__SGB1814	17.57317	1.61727	0.0	0.0	1.71211	7.00318	5.54821	0.0	1.179	0.00401	0.89199	0.0	0.0	1.45882	0.08559	9.53558	2.09054	0.0	31.6686	0.0	1.34652	0.03946	18.69774	0.0	1.15642	1.15832	0.0	6.19919	0.0	1.06106	14.39765	0.15629	0.22245	2.42423	0.0	3.80194	1.746	0.00498	1.21425	3.50556	2.27874	0.43331	5.05523	3.26841	2.00141	0.48248	1.75051	0.22445	0.0	3.70765	2.36744	0.0	0.0	9.27426	0.0	6.53266	1.8859	19.41463	0.0	0.0	2.81859	2.59104	0.90192	6.56632	0.0	0.0	6.86449	1.21243	2.91151	5.0709	2.5936	1.34016	1.47999	0.29245	0.0	0.24566	18.81834	3.54091	0.99048	1.96869	0.91537	0.0	0.0	1.01983	1.92222	1.76521	0.39206	1.757	0.0	0.17979	0.00314	0.0	4.31159	22.50172	0.43484	27.39856	3.24594	1.12552	10.66277	0.0	9.57663	1.61164	0.55505	2.13151	0.00502	0.0	17.69295	1.02671	1.14728	0.10275	0.69961	0.21456	2.937	0.0	0.54841	0.87054	8.40642	3.66178	0.25099	0.00105	0.0	7.25123	0.24363	39.79526	15.69141	0.0	5.48813	0.34527	0.84339	0.0	1.17661	0.4484	0.20842	0.0	0.13914	5.84345	1.55091	5.12512	0.22481	5.36981	1.93387	2.77305	6.70168	4.36743	0.0	0.17177	0.28215	13.69575	1.53444	0.36334	0.16199	3.2622	0.75364	3.07452	0.00208	1.76464	7.19124	2.75195	0.81052	1.2193	2.32676	1.98514	0.04158
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15053|t__SGB15053_group	0.0	0.0	0.0	0.25168	0.54994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53191	0.02138	0.0	0.11806	0.0	0.0	1.2239	0.36815	0.0	0.0	0.0	0.0	0.0	0.00468	0.25645	0.0	0.91433	0.0	0.0	0.32625	0.0	0.0	0.0	0.10993	0.0	0.11975	0.0	1.05513	0.0543	0.0	0.31247	0.0	0.0	0.42594	0.08399	0.0	0.76037	0.0	0.0	0.0	0.0	0.0	0.0	0.36959	0.0	0.0	1.08895	0.44714	0.0	0.17338	0.0	0.0	0.0	0.39953	0.00295	0.71398	0.0	1.19606	0.30133	0.51882	0.19814	0.0	0.03612	0.0	0.23314	0.7706	0.57666	0.0	0.17663	0.0	0.14415	0.02726	0.3127	0.08992	0.01015	0.0	0.0415	0.47709	0.0	0.00366	0.0	1.72889	0.0	0.86617	0.04906	0.0	0.26436	0.0	0.44567	0.0	0.0	0.0	0.01344	0.02029	0.74189	0.12214	1.53453	0.0	0.68635	0.0143	0.0	0.235	0.02998	0.33744	0.0	0.15997	0.30457	0.7357	0.28672	0.00308	0.0	0.0	0.0	0.0	0.0	0.32946	0.0	0.0	0.0	0.73987	0.0	0.6251	0.3528	0.24211	0.0	0.12026	0.0	0.1624	0.00071	0.2333	0.21947	0.0	0.00043	0.0	0.06157	0.23361	0.16854	0.0	0.24411	0.0	1.31663	0.44998	0.0659	0.65029	0.0	0.0	0.0	0.14026	0.20076	0.459
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens|t__SGB5082_group	0.0	0.0	0.0	0.0	1.96369	1.74661	0.0	0.0	0.0	1.20811	0.0	0.0	1.80671	0.00055	0.0	0.42489	0.9957	0.94072	0.0	0.22469	0.73347	1.17084	0.0	0.68058	0.0	0.0	0.24663	2.18586	0.0	0.07593	0.0	0.0	0.64766	0.00564	2.37143	0.15375	0.73125	0.37906	0.36799	0.0	0.14847	2.92153	2.18085	0.0	0.11961	0.0	0.7508	1.06348	0.0	0.00491	0.1242	0.0	0.94496	0.0	0.0	0.0	0.39106	0.0	0.0	0.0	0.39484	0.0	0.34171	0.56282	3.16915	1.66475	0.61391	0.29225	0.3433	0.08814	1.11216	0.32179	1.64463	0.77501	0.0	0.0	0.5476	1.50723	0.37227	0.04293	0.29374	4.7018	0.0	0.63075	0.19742	0.22804	0.2094	0.46847	0.0	0.03141	0.07667	0.14734	0.05999	0.0	0.11873	0.0	1.37061	0.14554	0.0	0.61759	0.91548	0.12551	0.0	0.05152	0.95173	1.09048	0.0	0.13786	0.00417	2.32703	0.0	0.0	0.0	0.0	0.0	0.10624	1.19818	0.75838	0.37071	0.78099	0.0	2.98217	0.3116	0.47766	0.00141	1.40829	0.65773	0.02355	0.18893	0.08308	0.70752	0.0	0.65634	0.0794	0.7473	0.36333	1.9559	1.03205	0.03603	0.11098	0.0	0.04514	0.12639	0.21613	0.0	0.0	0.0	0.0	0.34159	1.23451	0.0	0.1284	0.28546	0.70875	0.3474	0.00183	0.70409	2.89853	1.82329	0.03229	1.69907	0.02988	0.00022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4782	0.0	0.0	0.0	0.0509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03258	0.0	0.00862	0.0	0.0	0.00164	0.0	0.17801	0.0	0.05575	0.0	0.0	0.00313	0.00181	0.0	0.03148	0.0	0.0	0.03452	0.0	0.0	0.0	0.0133	0.0	0.0502	0.0	0.0	0.0	0.0	0.01157	0.0	0.38346	0.25018	0.03357	0.0	0.06189	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00484	0.0	0.0	0.00526	0.09352	0.0083	0.10124	0.01855	0.0	0.01814	0.0	0.0104	0.03586	0.0	0.00645	0.0	0.0	0.0	0.0	0.10255	0.0653	0.19186	0.0047	0.0	0.07472	0.0	0.00772	0.0	0.0	0.0	0.03298	0.02681	0.0	0.0	0.0	0.04882	0.0	0.13589	0.00621	0.0	0.28247	0.0	0.03281	0.0	0.0	0.0	0.00063	0.0	0.0	0.02742	0.00586	0.0	0.0	0.0	0.0	0.25033	0.0	0.06412	0.00391	0.01951	0.01004	0.0	0.01457	0.2259	0.0	0.0	0.0	0.07793	0.0	0.02535	0.0	0.0444	0.0	0.06457	0.0	0.08226	0.0	0.03216	0.0	0.04926	0.01895	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03678	0.0	0.0702	0.0	0.18632	0.0	0.0	0.5559	0.0	0.0	0.0	0.08271	0.15287	0.00405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4367|t__SGB4367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26678	0.57907	0.0	0.0	0.3664	0.95257	0.0	1.23413	0.0	0.0	0.0	0.08791	1.86552	0.0	0.0	0.0	0.0	0.77111	1.08304	0.0	0.0	0.0	0.0	0.0	0.26532	0.0	0.0	0.0	0.0	0.0	0.0	2.8975	0.01884	0.0	3.48985	0.0	0.0	0.90724	0.0	0.0	0.0593	0.0	0.43172	0.0	0.0	2.79868	0.0	1.54893	0.0	0.0	1.74834	0.0	0.0	0.61179	0.0	0.0	0.75327	0.0	0.98574	1.49402	0.0	0.07775	0.0	0.0	1.54688	0.0	1.90631	0.0	0.0	0.0	0.0	0.5991	0.0	0.0	0.0	0.0	0.98959	0.0	0.0	0.0	1.215	1.13286	3.40288	0.00062	0.0	0.01157	0.0	0.57713	0.0	0.0	0.0	0.0	1.30959	0.0	0.0	0.0	0.0	0.0	0.0	1.68965	0.0	1.51756	0.0	0.0	0.0	0.43583	2.32736	0.0	0.0	0.0	0.0	0.0	0.60169	0.24751	0.0	0.0	0.0	0.0	0.64335	0.37498	0.0	1.41206	0.0	0.0458	0.0	0.0	0.0	0.0	0.53978	4.08459	0.0	0.70714	0.00033	0.0	0.2466	0.0	0.0	0.0	0.0	0.58814	0.03012	0.0	0.0	0.0	0.0	0.39168	4.9347	1.20672	0.0	0.09185	0.99413	0.14517	0.95202	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090_group	0.0	0.0	0.0	0.16753	0.85121	0.26671	0.0	0.0	0.0	0.18514	0.0	0.0	0.0	0.0	0.0	0.0	0.21018	0.05489	0.01421	0.0432	0.18088	0.57821	0.0	0.17969	0.0	0.0	0.00192	0.05557	0.0	0.22296	0.0	0.0	0.25617	0.00076	0.80063	0.0	0.24309	0.01092	0.85691	0.15351	0.71779	0.54244	0.0	0.12885	0.0	0.0	0.51689	0.24505	0.03907	0.04843	0.19118	0.0	0.0	0.06311	0.03517	0.63941	0.06353	0.0	0.0	0.10674	0.68163	0.0	0.48034	0.25494	0.10297	0.08963	0.11961	0.37563	0.09861	0.0	0.51346	0.25337	0.34474	0.04667	0.0	0.0	0.0	0.57223	0.32639	0.57667	0.39028	0.75153	0.0	0.80857	0.17441	0.51937	0.21074	0.0	0.08881	0.63548	0.34113	0.0	0.43403	0.0	0.0981	0.0	1.2454	0.30979	0.3094	0.75185	0.0	0.36089	0.0	0.0	0.10712	0.24776	0.0	0.06733	0.03731	1.11595	0.04027	0.01182	0.29667	0.0	0.0	0.0	0.23802	0.77605	0.47097	0.19932	0.28331	0.65161	0.22754	0.00234	1.97144	0.2809	0.31335	0.0	0.10136	0.00752	0.1247	0.0	0.06517	0.71992	0.22111	0.00627	1.23928	0.34558	0.20565	0.10146	0.21752	0.07355	1.56061	0.02077	0.28782	0.00045	0.0	0.05471	0.00216	0.79619	0.0	0.10775	0.0	0.5216	0.39389	0.0	0.01633	0.0	0.51807	0.12562	0.02323	0.30961	0.03803
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis|t__SGB4925	0.0	0.0	0.02753	0.08808	3.9079	0.25814	0.0	0.00619	0.0	0.06421	0.0	0.0	0.16948	0.0	0.0	0.0	0.00047	0.02201	0.0	0.0	0.07583	0.21211	0.0	1.08208	2.73349	0.0	0.0	0.13414	5.82324	0.89854	0.0	0.0	0.18971	0.0	0.39142	7.81229	3.3063	0.0	2.23942	0.0	0.1033	0.00309	0.0	0.0	0.04321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18142	0.0	0.00286	0.0	0.68996	0.0	0.1317	0.12873	0.1751	2.11809	0.2201	1.52238	1.85093	0.0	0.56567	4.8124	0.26545	0.06409	6.91271	0.15511	0.0	8e-05	0.0	0.01242	0.0	0.0	0.70158	2.90519	0.02204	0.0	0.0	1.56015	0.0	4.28946	3.0558	0.45682	0.0	2.23145	0.0	0.0	0.24283	0.71876	1.77295	6.44161	0.4382	0.00317	0.0	7.00776	0.0	0.07233	0.0	0.0	0.04045	0.44406	0.00967	0.0	0.73951	0.47516	1.93908	0.0	0.00012	0.0	0.0142	0.00927	0.0	0.0	1.45011	0.56661	1.49396	0.0	0.32825	1.82216	0.0	0.0	0.20586	0.10154	0.3927	0.0	0.02132	0.0	0.3809	2.51315	1.22474	0.5211	0.0	4.64158	0.6823	0.00397	0.0	0.02667	1.60821	1.40993	0.0	0.0	0.0	0.01555	0.13693	2.44532	0.0	0.0053	0.03224	0.13803	0.00283	0.0	0.0	0.12587	0.01091	0.39692	0.0	1.96114	0.67368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15234|t__SGB15234	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.09075	0.0	0.0	19.5254	0.1695	0.05337	0.0	0.0	0.0	0.0	0.0	0.08988	0.54899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02982	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.09318	0.0	0.45853	0.32168	0.0	0.0	0.0	0.05084	0.05744	0.4568	0.0	1.08153	0.0	0.0	0.0	0.0	3.72731	0.0	0.813	0.0	0.0	0.06184	0.0	0.0	1.13524	0.0	0.08107	3.75716	0.93153	0.0	0.0	0.0	0.0	0.97723	1.41775	4.05776	0.0	0.00112	0.0	0.12082	0.54515	0.29634	2.32371	0.76157	0.0	0.19639	0.23858	0.14382	0.0	0.0	0.0	0.0	0.73485	0.37325	0.0	0.0	0.24606	0.0	0.0464	6.64607	0.0	0.0	0.0	3.86349	0.0	2.21374	0.0	0.12423	0.0	0.0	0.30342	0.03585	0.0	0.0	2.51588	0.0	4.79765	0.18202	0.62065	0.0	0.0	0.0	0.20446	0.0	0.0	0.0	0.0	0.0	0.96107	0.00064	0.53143	0.0	0.0	0.0	1.15285	0.0	1.23096	0.0	0.33272	0.06754	0.25813	0.0	0.0065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00772	0.0	0.0	0.17003	0.0	0.0	0.13706	0.10287	0.02729	0.0	0.0	0.0	0.0	1.1419	0.11313
