clade_name	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07544	0.0	0.18383	0.0	0.0	0.0	0.00549	0.01713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00447	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	0.05878	0.13862	0.0	0.0	0.0	0.0	0.0	0.05151	0.02955	0.0	0.0	0.0	0.05075	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10486	0.0	0.0	0.01996	0.0	0.09441	0.0	0.0	0.02317	0.0	0.0	0.0	0.0	0.02351	0.16254	0.0	0.03158	0.00033	0.0	0.08024	0.0	0.53653	0.02348	0.04094	0.2859	0.0	0.0	0.0	0.0	0.0	0.0	0.93084	0.0	0.20033	0.0	0.01261	0.0	0.48157
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.18012	0.0	0.0	0.18724	0.0	0.02366	1.08777	0.00089	0.0	0.00093	0.24194	0.1512	0.108	1.17085	0.0499	0.0	0.0	0.0	0.233	0.0	0.02988	0.0	0.0	0.0	0.08361	0.14229	0.40241	0.0963	1.63008	0.0	0.00573	0.0	0.28017	0.55112	0.0	0.0	0.0	1.19128	0.31617	0.35643	0.0	0.10074	0.0	0.16546	0.0	0.04883	0.01317	0.07228	0.0	0.32046	0.0	0.0	0.07298	0.00211	0.08751	0.0	0.04739	0.12765	0.0	0.18658
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0.00437	0.0	0.0	0.72872	0.0	0.52514	0.0437	0.0503	0.02557	0.03225	0.0	0.72886	0.0	0.04376	0.32793	0.0	0.0	0.0	1.40694	0.0	0.0	0.0	0.0	0.0	1.61702	0.0	0.0	5.81677	0.05972	0.0	0.0	0.0	0.03748	0.00327	0.08831	0.0	0.01154	0.0	0.0	0.03945	0.0	0.0	0.52151	0.0	0.0	0.0	0.04743	0.0	0.0	0.03078	0.00259	0.0	0.05976	0.0	0.0	0.78642	0.0	0.0	0.16484	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.14664	0.16298	0.03004	0.0967	0.0	0.07763	0.13909	0.0	0.0098	0.16612	0.13453	0.05957	0.25893	0.11474	0.01132	0.10601	0.01018	0.00084	0.0	0.0	0.51997	0.0	0.0	0.0	0.0	0.25022	0.0	0.13729	0.00184	0.0	0.0	0.08953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0393	0.0	0.09454	0.0	0.0	0.3779	0.0	0.13897	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916|f__FGB2916|g__GGB9237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.01955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0.00293	0.0	0.0	0.02606	0.0	0.00795	0.03101	0.0	0.0	0.0	0.04542	0.02618	0.01751	0.02654	0.0	0.01404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01755	0.0	6.12052	0.01598	0.0	0.0	0.0	0.0	0.0	0.01531	0.00116	0.00555	0.0	0.0	0.00084	0.0	0.0	0.0	0.24982	0.0	0.0	0.0	0.06945	2.13991	0.01074	0.0	0.0	0.0	0.0	0.06418	0.0	0.0	0.02556	0.02735	0.24011
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01834	0.0	0.27061	0.0	0.0	0.13599	0.0	0.00542	0.0	0.13257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04358	0.0	0.0	0.0	0.0	0.0	0.0	0.01865	0.0	0.0	0.0	0.02467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02558	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0321	0.0	0.0	0.00648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9631	0.29727	0.23807	0.0	0.13044	0.0	0.21742	0.45148	0.0	0.13	0.43285	0.2091	0.12494	0.71517	0.44084	0.03415	0.32337	0.0	0.04985	0.0	0.0	1.61809	0.0	0.07866	0.0	0.0	0.62951	0.0	0.0	0.33138	0.04673	0.22365	0.0	0.0	0.0	0.26324	0.08772	0.10036	0.0	0.0	0.01403	0.0	0.0	0.0	0.0	0.0	0.00701	0.0	0.01004	0.74709	0.05692	1.21848	0.0	0.06287	0.47269	0.0183	2.05452	0.02325	0.04495	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	0.0	0.0	0.01535	0.0	0.0	0.0	0.0	0.0	0.0	0.02657	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00288	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9709	1.45049	2.5518	0.10051	0.03847	0.0	0.19152	0.06714	0.0905	0.00831	0.3872	0.06272	0.0392	0.05418	0.07489	0.0319	0.29231	0.0	0.01683	0.0	0.0	0.0	0.0	0.06874	0.0	0.0	0.11919	0.0	0.0	0.01182	0.00632	0.11796	0.0	0.0	0.0	0.02539	0.01209	0.02326	0.0	0.0	0.0	0.0	0.00738	0.0	0.02817	0.0	0.0	0.0	0.1191	0.0	0.0	0.21441	0.0	0.0586	0.13713	0.14872	0.35368	0.07185	0.39101	0.0	0.02226
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0.03365	0.0	0.10446	0.83877	0.0	0.03417	0.70174	0.06574	0.10157	0.01076	1.2336	0.70692	0.70456	0.56974	0.63082	0.06098	0.02536	0.03008	0.0	0.0	0.30016	0.0	0.03253	0.02038	0.0	1.27248	0.0	0.90576	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121	0.0	0.08885	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.00846	0.0	0.29856	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.08861	0.16518	0.0	1.93209	0.0	0.01145	1.08405	0.0	0.04547	0.26251	3.52871	1.96297	1.40197	0.93728	0.02422	0.01579	0.60691	0.06174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12075	0.0	0.0	0.00341	0.0	0.03085	0.09332	0.00545	0.0	1.15179	0.0	0.01763	1.47283	0.0	0.0	0.0	0.92409	0.37509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17387	0.0	0.27576	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lacrimispora	0.00886	0.00369	0.01667	0.0	0.16958	0.0	0.00131	0.00286	0.0	0.0	0.0	0.0	0.01558	0.0	0.03018	0.00594	0.02819	0.0	0.0	0.0	0.0	0.01533	0.0	0.0	0.0	0.01197	0.20221	0.0	0.0	0.0	0.08035	0.0	0.1681	0.11015	0.0	0.01693	0.01615	0.13195	0.02707	0.07189	0.11738	0.00154	0.0	0.0	0.0	0.01067	0.06626	0.10053	0.12166	0.08222	0.01709	0.22393	0.02495	0.06206	0.10776	0.0	0.01804	0.05623	0.07563	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9707	0.01689	0.01576	0.00354	0.0	0.0	0.00154	0.0	0.32459	0.0	0.00223	0.0	0.0	0.00249	0.0	0.0	0.00151	0.0	0.02287	0.0	0.0	0.02746	0.0	0.31133	0.0	0.0	0.0	0.0	0.0	0.0	0.01521	0.23451	0.0	0.0033	0.0	0.02583	0.04553	0.00672	0.0	0.0	0.0	0.0	0.0	0.00112	0.00951	0.0	0.01322	0.0	0.01382	0.17849	0.10328	0.09099	0.0	0.08565	0.1599	0.01298	0.15177	0.0089	0.07972	0.04201	0.00483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522	0.0	0.0	0.01093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00785	0.01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0314	0.0	0.0	0.0	0.0	0.08435	0.0	0.03496	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01513	0.00035	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.05784	0.0	0.0	0.15667	0.0	0.0	0.0	0.0	0.0	0.0	0.04383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06319
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.01291	0.01652	0.0	0.0	0.36781	0.00067	0.0	0.00899	0.0	0.0	0.0	0.0	0.0	0.0	0.23043	0.0	3.21747	0.00655	0.0	0.0	0.0	1.21103	0.02701	0.0	0.0	0.0	0.20275	0.0	0.0	0.00461	0.00349	0.0	0.00421	0.19283	0.0194	0.04833	0.27521	0.11806	0.56389	0.30807	0.00843	0.05319	0.0	0.0	1.08623	0.08176	0.0	0.07085	0.0	0.03053	0.0	0.10908	0.0	0.0033	0.05425	0.0	0.09008	0.03172	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.2216	0.00814	0.0	1.71962	0.24881	1.00112	1.40067	0.0512	0.0	0.15689	1.77573	1.79685	1.38297	1.18615	1.41812	0.5144	10.15855	0.05442	1.34924	0.0	0.0	7.52892	0.01781	0.0	1.91109	2.07614	0.15791	0.0	0.30346	0.0	0.0	0.0	0.00632	0.25204	0.0	0.02071	0.18459	0.46121	0.08408	0.10279	0.10677	0.0231	0.01651	0.0	0.00611	0.02236	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3571	0.00331	0.00492	0.01075	0.0	0.0	0.0	0.0	0.00133	0.0	0.01239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.00956	0.0	0.0	0.0	0.00142	0.00316	0.00631	0.00103	0.0	0.0	0.0	0.00118	0.0	0.0	0.00946	0.0	0.00167
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	0.02936	0.02058	0.1522	0.10716	2.02402	0.06548	0.08667	0.08146	0.14038	0.17639	0.09592	0.10552	0.02701	0.10217	0.66893	0.01967	0.0	0.0	0.14916	0.01375	0.0	2.01456	0.00061	0.02257	0.15762	0.04847	0.0	0.73532	0.09267	0.0	0.02369	0.0	0.01791	0.0	0.00193	0.0	0.01341	0.0	0.2151	0.0	0.0	0.0	0.13164	0.11633	0.32972	0.0	0.01763	0.13891	0.08974	0.04694	0.10467	0.0	0.06204	0.0268	0.13342	0.22888	0.0	0.00437	0.0078	0.09147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified|f__Lentisphaeria_unclassified|g__Lentisphaeria_unclassified	0.07772	0.05109	0.0	0.04826	0.0	0.03329	0.02724	0.0	0.0	0.02329	0.10171	0.05833	0.33617	0.00967	0.0228	0.06749	0.0	0.32133	0.0	0.0	0.00869	0.0	0.23304	0.0	0.0	0.21881	0.0	0.0	0.0	0.27898	0.1091	0.0	0.0	0.0	0.0	0.09759	0.74071	0.0	0.0	0.0	0.0	0.71071	0.0	0.0	0.0	0.0	0.0	0.0	0.03707	0.06974	0.05608	0.0	0.06169	0.0	0.0	0.0	0.02942	0.01763	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster	0.0	0.0	0.00219	0.19781	0.0	0.0	0.14944	0.0	0.0	0.00684	0.37479	0.20413	0.16025	0.12347	0.62767	0.0	0.0	0.0	0.0	0.0	0.05714	0.16521	0.00029	0.00175	0.0	0.27295	0.0	0.27699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00494	0.0	0.0	0.00778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.05798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	0.2777	0.0376	0.03488	0.18573	0.0	0.38034	0.11969	0.0	0.02278	0.33561	0.34014	0.16121	0.32838	0.11279	0.02747	0.58677	0.0	0.0	0.0	0.0	0.44919	0.0	0.03614	0.0	0.0	0.28251	0.0	0.56918	0.02499	0.0	0.00971	0.0086	0.0	0.00292	0.12602	0.01671	0.20115	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.07017	0.05148	0.0	0.0	0.00315	0.0	0.0	0.01184	0.0	0.0197	0.13969	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter	0.0	0.0	0.0	0.03166	0.0	0.0	0.00962	0.0	0.0	0.0	0.02285	0.01477	0.0098	0.00958	0.0	0.0	0.0	0.0	0.0	0.0	0.49665	0.0	0.0	0.0	0.0	0.01292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB3486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0253	0.0	0.0	0.0	0.0	0.0	0.0	0.02118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.00961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.16023	0.02056	0.01936	0.03635	0.8621	0.24354	0.07576	0.03224	0.02615	0.06476	0.04235	0.02461	0.15965	0.07006	0.14479	0.34179	0.0	0.03541	0.0	0.0	0.42391	0.01449	0.28947	0.0	0.0	0.12089	0.0	0.20957	0.05345	0.02104	0.01538	0.0	0.0	0.0	0.0	0.0	0.17877	0.0	0.0	0.00376	0.0	0.0	0.10091	0.07022	0.00921	0.0	0.03745	0.00311	0.20476	0.09868	0.07666	0.0	0.05609	0.0	0.00424	0.61495	0.0	0.04598	0.0639	0.08117
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04977	0.0	0.0	0.0	0.006	0.0	0.0709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00682	0.07539	0.0	0.06219	0.0	0.0	0.00091	0.00874	0.01451	0.0	0.00564	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01682	0.0	0.0	0.0	0.0	0.0	0.28846	0.01395	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9646	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07334	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.0	0.0	0.0	0.0	6.31458	0.0	0.0	8.87519	0.02962	0.0	0.0	0.0	0.0	0.0	1.82803	0.0	29.68832	0.0	0.0	0.41018	0.0	2.77048	0.0	0.50818	0.0	0.0	2.80944	0.01489	0.0	0.0	0.26866	0.0	0.0	0.14303	0.0	0.33513	0.15633	0.0	0.53998	0.38196	0.0	1.24688	0.0	0.00899	0.0	0.04584	6.47471	0.0	0.19553	0.02591	0.45797	1.97575	0.13689	0.0	0.0	0.0	0.00739	0.09919	0.36189	0.01483
