clade_name	VF421	LILT_VF378	VF399	LILT_VF334	VF419	LILT_VF300_T016	LILT_VF73_16	VF417	LILT_VF318	LILT_VF270_T017	LILT_VF360	LILT_VF234_T017	VF403	VF425	LILT_VF106_16	LILT_VF120_16	LILT_VF155_T017	LILT_VF207_T017	LILT_VF379	LILT_VF100_T016	LILT_VF176_T017	LILT_VF394	LILT_VF174_T017	LILT_VF363	LILT_VF71_16	LILT_VF142_T017	LILT_VF145_T017	VF401	VF402	LILT_VF65_16	LILT_VF232_T017	VF412	LILT_VF77_16	LILT_VF95_16	LILT_VF385	LILT_VF392	LILT_VF377	LILT_VF29_16	LILT_VF208_T017	LILT_VF348	LILT_GF15_16	LILT_VF281_T017	LILT_VF114_T017	LILT_VF154_T017	LILT_VF240_T017	VF400	LILT_VF107_16	LILT_VF264_T017	LILT_VF313	LILT_VF222	VF406	LILT_VF328	LILT_VF217_T017	VF423	LILT_VF166_T017	LILT_VF251_T017	LILT_VF315	VF404	LILT_VF167_T017	LILT_VF273_T017	LILT_VF138_T017	LILT_VF109_16	LILT_VF63_16	LILT_GF11_16	LILT_VF311	LILT_VF110_16	LILT_GF04_16	LILT_VF05_16	LILT_VF306	LILT_VF75_16	LILT_VF74_16	LILT_VF303	LILT_VF337	LILT_VF12_16	LILT_VF41_16	LILT_VF76_16	LILT_VF78_16_A	LILT_VF243	LILT_VF01_16	LILT_VF14_16	LILT_VF34_16	LILT_VF298	LILT_VF81_16	LILT_VF39_16	LILT_VF84_16	LILT_VF31_16	LILT_VF10_T016	LILT_VF43_16	LILT_VF339	LILT_VF380	LILT_VF82_T016	LILT_VF279_T016	LILT_VF326	LILT_VF370	LILT_VF28_T016	LILT_VF18_T016	LILT_VF262_T016	LILT_VF265_T016	LILT_VF189_T016	LILT_VF40_16	LILT_VF140_T016	LILT_VF255_T016	LILT_VF261_T016	LILT_VF06_16	LILT_VF170_T016	LILT_VF259_T016	LILT_VF00TL_16	LILT_VF335	LILT_VF171_T016	LILT_GF06_16	LILT_VF293	LILT_VF206_T016	LILT_VF212_T016	LILT_VF263_T016	LILT_VF351	LILT_VF192_T017	LILT_VF314	VF416	LILT_VF02_T016	LILT_VF04_16	LILT_VF07_16	LILT_VF30_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF62_T017	LILT_VF66_T017	LILT_VF67_16	LILT_VF69_16	LILT_VF70_16	LILT_VF90_16	LILT_VF97_16	LILT_VF102_T017	LILT_VF172_T017	LILT_VF197_T017	LILT_VF214_T016	LILT_VF301_T016	VF397	LILT_VF382	LILT_GF12_16	LILT_VF236_T017	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF216_T017	LILT_VF346	LILT_VF362	LILT_VF390	LILT_VF391	VF359	VF388	VF458	VF444	VF446	VF440	VF453	VF445	VF449	VF465	VF459	VF439	VF450	VF452	VF448	VF463	VF461	VF462	VF455	VF464	VF469	VF443	VF347	VF442	VF274	VF322
k__Bacteria|p__Firmicutes|c__Bacilli	1.15452	0.18567	0.05171	0.06386	59.34393	2.49834	0.11126	75.13757	0.04164	0.00877	0.20143	0.00348	47.01148	69.58699	0.00648	0.00513	1.27596	0.01629	7.16329	0.62598	0.0	0.09579	0.0	0.01766	0.13254	0.0	0.0116	65.01038	0.71395	0.13783	0.03961	2.24044	0.88757	0.16153	0.12915	0.25385	0.0700447683673233	0.18906	1.38916	0.00245	0.20314	0.0	0.0	2.5929	10.6306	0.18824	1.79249	0.0571	0.08527	0.01082	31.59038	0.00275	2.48701	0.49877	0.1469895930366497	0.0	0.1826	40.55059	0.09049	0.0	0.07614	0.11332	18.93628	0.63147	0.19974	0.01277	0.11737	0.53042	0.0	0.10289	0.0	0.01059	0.00449	0.13889	0.18965	0.1322	0.00649	0.00947	0.0	0.17384	0.06209	0.0	0.1665	0.00811	0.45747	0.44776	1.8499	0.0	0.25068	0.02667	0.07432	0.00016	5.62895	0.0059	0.06901	4e-05	0.02079	0.0	0.03012	0.05143	0.10291	0.06343	0.0	0.1584	0.08205	0.04146	0.01666	0.64853	1.8340739141019973	0.0103	0.0	3.05797	0.04271	0.02236	3.01777	0.9874	0.21172	3.93387	0.13778	1.05045	0.05718	0.01821	0.21504	0.01511	0.0108	0.48443	0.04624	0.01204	0.00378	0.01181	0.0	0.04721	0.0	1.11845	0.0506	0.21669	0.0952	1.57322	2.82837	0.0	0.15835	0.10002	1.38669	8.75291	0.91688	0.00444	0.0004	0.08937	0.00204	1.94923	0.53307	1.4008	0.00869	2.0874	1.96293	21.2076	22.619	6.99812	0.02896	0.99729	0.93768	2.99219	0.26147	69.40439	0.8046	8.35021	0.12613	0.22075	1.38838	0.06433	0.43439	1.66688	0.14788	0.77475	11.49247	0.07179	0.92649	78.67587	0.06698	0.42403	0.70754
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.5733	4.06718	0.73023	0.0071	29.01397	2.37276	0.88862	0.38068	1.99336	0.52413	0.21882	0.6855	47.67009	0.2617	0.44768	7.32757	0.02808	0.04879	13.50701	1.12444	0.0	0.63531	0.91314	0.02714	0.08793	0.00243	0.22153	0.00577	0.9264	0.30625	0.0065	0.02099	0.46504	0.07213	0.26951	0.41473	0.0660770685198182	0.4385	0.11339	1.94824	0.32129	0.06823	0.21366	36.44486	11.51454	0.93744	0.81227	0.1407	0.00559	2.10823	8.4531	1.04171	0.31474	0.95762	0.128589601049711	0.50997	0.11051	19.94613	0.16246	0.90078	3.73487	12.14804	40.40424	1.52791	0.64024	0.00628	1.11128	0.32577	0.00505	0.19661	0.00977	2.81832	0.01069	0.10863	0.06973	0.05922	0.14608	0.05899	4.1817	0.50778	4.99586	0.2911318192554792	0.11119	0.02711	0.0389	15.42613	1.70147	0.0089	2.12043	1.61133	0.17336	0.01196	7.07662	3.1483	0.5422	3.46608	4.01802	0.21817	5.42205	0.00456	1.08135	1.7936	1.1369551499946666	3.19031	0.00042	0.2319	1.67145	0.6363	1.7957887752187671	0.01394	0.30845	0.45072	0.71946	6.88923	0.17712	1.04718	0.67793	4.08193	2.96303	28.29833	0.56989	3.08997	0.22924	3.43514	0.03619	6.28046	0.90734	0.04562	0.56861	0.55583	0.0	0.81055	0.03319	0.1633	2.55362	0.0	0.09239	0.36977	0.01338	0.10942	0.46104	24.2983	1.95301	0.33253	0.15993	1.59065	0.88594	1.42707	0.64383	2.64031	0.18313	2.23737	0.73339	4.17902	3.25751	28.56476	73.65718	0.23648	0.22578	0.56934	1.09355	0.11658	0.17131	0.46271	0.44702	0.01676	0.18874	0.01686	0.1316	2.65496	4.24668	0.02858	4.20951	0.6216	0.16441	0.93538	0.40428	0.45777	11.9345	5.07889	1.33256
k__Bacteria|p__Firmicutes|c__CFGB1340	0.0	0.0	0.0	0.0	0.0	0.03774	1.52824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26455	0.13944	0.0	1.01793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34288	0.1444	0.18662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.0	1.08374	0.0	0.15147	0.0	0.0	0.0	0.0	0.0	0.0	0.93319	0.0	0.08888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12745	0.0	0.0	0.0	0.09273	0.0	0.0	0.0	5.18798	0.24657	0.0	0.06096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25554	0.50297	0.0	0.0619	0.94164	0.90491	0.0	0.0	0.52686	0.0	0.69977	0.0	0.0008128692659348	5.01675	0.0	0.0	0.0	3.59526	0.0	0.0	1.00329	0.1553	0.3254	0.0	0.02053	0.7804	0.0	0.18019	0.00116	0.0	0.0	0.0768	0.0	0.0	0.00066	1.06744	0.0	0.10479	0.0	0.0	0.0	0.0	0.00461	0.0	0.20523	0.0	0.03024	0.0	0.0	0.0	0.0	2.3597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01242	0.0	0.0	0.0	0.31377	0.29131	0.0	0.00352	0.0	0.0	0.0	0.11272	0.0	0.0	0.0	0.0	0.06211	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.42507	0.00017	0.64602	0.44711	0.0	0.41901	0.45596	0.00517	0.46365	0.38868	1.42547	0.43109	0.0	0.0003	0.09309	0.33995	0.09568	0.57713	0.0	0.41942	0.31725	0.95103	0.22889	0.04613	0.10646	1.01927	0.35596	0.00604	1.01913	0.26115	0.08191	0.32954	0.1459	0.47375	0.38787	0.03989	0.2482529305102994	0.28355	0.0	0.36932	0.33843	0.24072	0.05375	0.00095	0.0	0.06503	2.0329	0.30173	0.30492	0.33366	0.55586	2.91633	0.0	0.48465	1.4031070645151598	0.13953	1.09834	0.0	0.07367	0.10058	0.0	0.54031	19.65015	0.12138	0.20756	0.23675	0.20473	0.04924	0.09395	0.04409	0.07161	0.25361	1.19976	1.08356	0.12367	0.09132	0.77466	0.39175	0.62176	0.30166	0.6789	0.2974264482534965	0.21789	2.12769	0.07561	1.02928	0.51209	0.01703	0.15908	0.40444	0.25523	0.24575	1.46464	0.36821	0.35353	0.69871	3.02682	0.78683	1.91331	0.16632	0.13276	0.40126	0.276636438720616	0.82682	0.07968	0.33996	0.95498	0.22358	1.999246941855361	1.70681	0.09315	0.00267	0.13626	3.79728	0.47615	0.29554	0.80808	3.40218	0.9747	1.9726	0.89846	1.07706	0.91625	0.78842	1.68715	1.02395	1.54364	0.31721	0.50444	0.21508	0.2129	0.11535	1.08973	0.01919	0.52258	0.017	0.2744	0.029	0.06779	0.09018	0.11038	0.0	0.43139	0.0	0.18639	0.14992	0.58958	0.1933	0.35798	52.04582	0.0	0.0	0.07666	0.31182	0.0	0.0	0.0	0.32106	0.29862	0.47122	0.8043	0.528	0.76956	0.00772	0.33714	0.65258	0.30284	1.06907	0.72291	0.27709	0.24238	0.1995	1.84419	0.4029	0.85054	0.37665	0.38712	0.00366	2.65533	0.24954	0.43295
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	18.6126	0.0	0.0	0.00765	0.0	0.0	3.2186	0.0	2.87076	0.0013	0.00698	2.62769	0.0	0.0002	0.09855	1.45774	0.0	0.03068	0.0	1.5169	0.0	6.97783	3.17821	0.0	0.0	0.0	0.0	0.73199	0.0	9.19664	0.0	4.85876	4.97218	0.35333	1.08953	0.0	17.645837575286336	3.31202	0.0	54.64407	2.0154	0.0	1.46696	0.0	0.0	0.0	0.24952	0.00576	0.0	0.0	0.0	2.00854	0.0	0.95976	0.0	0.0	0.0	0.0	0.06811	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.00531	0.00036	7.24471	0.55303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06697	11.38069	0.00011	6e-05	0.0	0.00076	0.00052	0.37048	2.8653	6.95586	0.0	0.0	1.90754	1.25873	0.0	0.0	0.0	3.86302	0.0389	0.0	0.24179	0.0	0.0	0.0	0.0	0.0	9.84989	0.19769	1.1587	0.0067	0.47644	0.0361576291995485	36.47854	0.00102	0.0	3.22268	0.0	3.39712	4.4695	0.0	3.05734	0.0	0.0	0.0	0.00035	0.0	0.0	30.49682	0.0	0.0	1.45977	0.0	0.90889	0.0	1.40022	0.0	0.0	0.0	0.48005	0.0	0.0	0.07116	0.0002	0.0	0.0	0.0	5e-05	0.022	0.34415	0.00603	0.24533	0.00012	0.01674	0.0	0.0	0.0056	0.0	0.0	0.0	0.0	1.14832	0.21412	0.0	0.0	0.0	0.2429	0.0	1.20556	0.45954	0.52664	0.28726	0.0	0.0	5.91784	0.0	2.97779	0.0	0.08909	0.0	5.21882	0.27004	0.00176	0.0	16.76615
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03629	0.0	0.05192	0.0	0.0	0.0	0.0	9e-05	0.00976	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.05191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18607	0.0	0.0	0.0	0.0	0.26941	0.0	0.09962	0.0	0.03522	0.00135	0.03903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.26	3.79726	4.16582	0.04591	0.00292	1.52144	1.26577	0.01137	1.21549	2.93107	0.28138	0.22224	0.00151	0.0001	1.42217	2.24767	9.65032	0.29571	0.0	1.85988	1.6919	1.35174	1.68144	1.8455	1.01291	0.00688	0.52741	0.0	1.59139	0.02401	0.46342	1.32224	0.69148	0.01869	1.37991	0.00128	5.303246070593069	0.68997	0.0	0.52225	4.25065	1.56	2.92329	0.00452	0.0	0.30865	0.34359	0.77519	3.16876	0.54199	0.77695	1.07461	0.0	2.54845	5.450904975109429	0.95618	10.42794	0.0	0.12859	3.3843	10.90314	0.17833	1.64193	16.93105	4.40664	1.36121	2.24859	0.73932	5.23774	0.88914	0.6954	0.89555	2.65688	0.37071	3.10819	2.12344	1.09134	0.96836	9.90387	0.24725	12.35497	2.2159708121608466	0.9758	1.47995	1.44049	5.28389	1.87757	1.58196	0.75946	0.85152	0.77483	5.46276	0.38771	5.39411	0.70775	2.50938	4.19864	1.8291	0.8721	0.97662	0.13285	3.21191	3.610182574445982	0.96558	2.53641	8.76377	2.59101	0.46986	4.3454786706115245	0.00389	2.4897	1.61994	2.14385	4.21654	0.27041	1.60478	0.79281	1.10199	0.88974	5.7553	1.83863	1.63187	1.82988	1.40346	0.03183	1.60816	2.30911	0.53086	1.0144	11.32134	2.24493	1.38154	17.64721	1.0093	2.64537	2.48707	0.80535	0.38759	0.35598	2.61266	0.68213	0.78275	1.41231	0.0	2.43471	1.06972	8.41173	5.20247	2.292	0.33945	0.0	0.0	1.34532	0.42303	0.00613	0.00041	0.0	0.20045	3.70151	1.48206	2.84004	1.12392	1.48228	0.00175	1.42351	0.15668	1.10293	1.26573	1.67247	0.74281	0.40821	1.07858	0.6658	0.8883	2.36427	1.13842	0.01506	0.10642	1.20728	4.01316	2.97959
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0719	0.27258	0.09681	0.08216	0.0	0.01976	0.03303	0.0	0.4934	0.14058	0.00659	0.28035	0.26754	0.0	0.0436	0.02113	0.80272	0.12694	0.0	0.0093	0.06517	0.04145	0.11661	0.08759	0.55885	0.0	0.02415	0.0	2.2187	0.8131	0.01469	0.37072	0.03014	0.05095	0.41783	0.6236	0.0721055116989731	0.20014	0.0	0.00614	0.0652	0.00944	0.37485	0.0	0.0	0.87586	0.24214	0.24907	0.83103	0.03099	1.21352	0.09593	0.12222	0.64058	0.1716397728297124	0.01481	0.00579	3.26858	0.03731	0.38545	0.00635	0.06676	0.27843	0.00195	0.05226	0.02453	0.05986	0.0089	0.15172	0.00182	0.00854	0.02627	0.02071	0.00034	0.00024	0.01345	0.10077	0.16914	0.09279	0.05449	0.06254	0.031860024180995	0.01826	0.17763	0.0	0.00734	0.03397	0.00543	0.12608	0.21889	0.01062	0.0	0.02329	0.21833	0.21287	0.023	0.02977	0.02882	0.0242	0.07944	0.281	0.05338	0.1017849184209688	0.02653	0.04646	0.17978	0.09986	0.01915	0.0329864355200988	0.0682	0.02529	0.06444	0.01101	0.02721	0.02842	1.22708	0.0432	1.52977	0.03936	0.07949	0.01193	0.49745	0.17438	0.02332	0.21051	0.00739	0.18509	0.06865	0.24876	0.02964	0.05411	0.00255	0.13883	0.00042	0.01685	0.00048	0.52096	0.04917	0.01979	0.00234	0.03453	0.0	0.00516	0.09386	0.02302	0.21917	0.05926	0.01367	0.33252	0.55685	0.0	0.0	0.14782	0.24389	0.0	2.20102	1.14056	0.50904	0.13124	0.45067	2.27157	0.53167	0.36169	0.99437	0.50882	0.32073	0.66199	0.59316	0.70363	0.20944	0.17667	0.32193	0.1123	0.08372	0.04719	0.73829	1.62676	0.02361	0.91238	0.1048	0.19308
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.11438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.10684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	1.81053	0.0	0.0	0.05308	0.0	0.25742	3.24912	0.0	4.62976	0.01186	1.15637	5.25999	0.52969	0.0	1.15177	0.00952	0.0	1.64033	0.0	1.66679	2.00206	5.09591	0.01295	0.0015	0.0	0.00152	0.0	0.08683	0.0	0.02759	0.00245	4.94883	0.27511	0.02411	0.00483	0.0	23.663003054616254	0.29653	0.0	0.86839	0.15455	0.0	0.0	0.0	0.0	0.04637	0.0	0.02229	0.0	0.0	0.0	0.04279	0.0	0.0	0.0	0.0	0.02809	0.0	0.00996	0.0	0.0	0.0	0.0	0.0	0.00246	0.95258	0.00915	0.0	35.52947	0.0	0.0	0.0	1.4925	0.0	0.00785	0.02317	6e-05	1.65399	0.3887	0.02171	0.07839	0.0	0.0	0.0	0.00191	0.0764	0.21555	0.0	0.14815	0.0	0.0	1.63024	0.03629	0.0	0.42199	0.87643	0.0	14.74009	0.69939	0.0	0.0	0.0	0.0	0.07824	3.4528	0.0	0.06535	0.0	0.0	0.0	0.72994	0.00167	3.38611	0.0	0.27468	0.41426	0.02229	5.83211	0.15771	0.0	0.08626	0.00864	1.86875	0.0	0.00223	0.0	0.0	0.0	0.86492	0.00663	2.30556	1.45161	37.21371	0.0	0.0	0.08163	0.0	0.0	2.99782	0.0	0.01096	0.0	0.14288	0.00052	0.63391	0.0	1.73991	0.0	2.53766	7.95152	0.0	0.0	0.0	0.24501	0.0	0.0	0.0	1.66182	0.0	0.0	0.0	1.19199	0.13721	0.0	1.99951	0.0	2.85475	0.00302	2.77298	4.17183	0.0	0.25275	0.0	0.03225	0.0	0.00779	0.0	0.15047	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035	0.05924	0.0	0.0	0.0	0.0	0.0	0.53501	0.0	0.15169	0.17364	0.0	0.6669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2087	0.0	0.13594	0.00635	0.0	0.0	0.0	0.0	0.0	0.0	0.76114	0.0	0.45356	0.0	0.0	0.01726	0.0	0.020679200497203	0.05985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.13996	0.0	0.12136	0.0	0.04151	0.0	0.0	0.0	0.06376	0.0	0.0	0.15652	0.00259	0.0	0.0	0.0	0.0	0.0	0.02148	0.0	0.0	0.0	0.0	0.0	0.0	0.31834	0.0	0.0	0.0	0.0	0.03269	0.0	0.0	0.0	0.0	0.0061	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.03512	0.0	0.0	0.0	0.056	0.0	0.0269	0.0	0.00236	0.02081	0.11291	0.00123	0.0	0.0	0.13791	0.0	0.00355	0.01407	0.0	0.15352	0.00187	0.0	0.01313	0.02475	0.0	0.0	0.0	0.0	0.0	0.0	0.05875	0.0	0.00723	0.0	1.09638	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.65575	0.02917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35958	0.0	0.0	0.0	0.08814	0.00387	0.0	0.0	0.0	0.53647	0.01687	0.07805	0.0	0.11027	0.00048	0.00839	0.0	0.0008	0.0	1.00623	0.0	0.3177	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.0	0.0	0.0	0.0	0.0	0.00702	0.02404	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.01068	0.0	0.12832	0.0	0.0	0.0	0.18225	0.0	0.0	0.0	0.0	0.0	0.0	0.00135	0.0	0.0	0.0042	0.0572	0.0	0.0	0.0	0.0	0.08365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06474	0.0	0.11243	0.0	0.0	0.0	0.0	0.0	0.00756	0.0	0.0	0.00855	0.0	0.0	0.0	0.0	0.0	0.00911	0.01149	0.02613	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.00027	0.0	0.0	0.02728	0.0	0.0	0.0	0.0	0.00138	0.00141	0.13099	0.01098	0.07474	0.0	0.0	0.0	0.00443	0.0	0.0	0.0	0.09679	0.0	0.01617	0.37362	0.0	0.06462	0.05312	0.01608	0.0	0.0	0.01839	0.0	0.00316	0.0	0.0	0.0	0.10813	0.0	0.00226	0.0134	0.00286	0.0	0.00717	0.05769	0.00479	0.0	0.01786	0.0	0.12776	0.0	0.19377	0.0	0.0	0.0	0.0002	0.0	0.0	0.01474	0.0	0.0	0.04414	0.0	0.0	0.0	0.05619	0.0	0.00418	0.0	0.00468	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02896	0.0	0.0	0.0	0.0	0.10333	0.0	0.0042	0.0	0.00952	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.45343	14.59599	0.47488	8.85077	0.0	1.65698	0.77315	0.0	0.04886	1.27074	4.3872	0.43252	1.47865	0.44094	2.78398	1.14744	0.08595	2.66637	12.42456	3.35282	1.30014	1.65442	0.25372	0.08632	1.64139	0.91971	3.81982	0.16672	0.026	0.3584	2.18719	0.73761	0.12643	1.65183	1.30049	0.0	0.0088991304073238	0.35931	0.00779	2.6944	5.23688	1.7546	4.1119	3.06888	6.53526	0.0	2.55776	1.60134	1.81864	5.52792	0.62109	15.60161	13.64057	1.93637	0.0795296333022827	6.53442	4.86274	3.38994	0.6585	0.01149	0.0	1.15296	0.02645	8.06244	0.59028	0.01915	0.29579	0.08316	1.0874	0.00094	3.00118	0.0	1.00904	3.804	1.59689	0.86914	0.61803	1.39519	0.07343	3.32236	1.03191	0.0	0.55084	6.23917	0.35025	4.01126	0.57401	0.74859	9.3435	2.08018	3.1155	17.04072	0.0	0.0	0.47173	2.08833	5.94304	3.10409	1.4422	0.56201	2.53372	6.29104	3.418670427998977	2.51503	0.66901	3.56222	7.10566	1.15647	0.0024185369517322	0.0	1.30869	0.00616	0.73468	7.16907	1.24582	0.39559	0.42231	0.20951	0.34461	5.82569	0.01581	0.93334	1.49552	1.81079	0.11892	1.98522	4.49484	2.45569	4.74433	11.55285	0.98391	1.79457	0.0	4.14297	2.05051	0.93878	5.36241	0.23895	1.75291	8.2046	0.2427	0.05855	2.50542	0.0	2.82946	0.67279	1.53695	1.2986	1.79162	0.21149	0.0	0.00634	4.92744	1.74511	15.99123	9.24711	0.0	1.38891	3.09031	0.0	5.98095	0.40169	0.06162	0.99902	1.27678	1.11331	1.13861	5.58433	1.67696	5.88258	0.95112	2.80714	1.22861	5.97084	1.24127	2.11775	0.05392	0.07934	3.68569	3.54611	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB602	0.14136	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.00194	0.02555	0.0	0.0	0.0	0.0	0.00905	0.0	0.0	0.0	0.0	0.0	0.14136	0.08118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00614	0.0	0.74314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06173	0.0	0.06898	0.21827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26331	0.0	0.0	0.0	0.0	0.0	0.00476	0.21873	0.0158	0.01306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02584	0.12336	0.0	0.0	0.0	0.0	0.02149	0.0	0.48809	0.0	0.29822	0.0	0.19732	0.26471	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0853	0.0	0.0	0.00046	0.0	0.0	0.0	0.04055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35478	0.0	0.0	0.0	0.0	0.0	0.03311	0.0	0.05939	0.0	0.0	0.5599	0.0	0.18595	0.29006	0.0	0.00683	0.00265	0.02697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.03623	0.0	0.0	0.00219	0.03494	0.00253	0.0	0.00601	0.1308	0.0	0.0	0.0	0.0	0.0	0.0	0.03499	0.0
