Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR279470,AMPLICON,450,33048900,PRJDB11246,SAMD00285165,MIMS.me.human-gut,17974777,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269053,Japan,Asia,Japan,Homo sapiens,Subject0239,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285165,Subject0239,DRP007554
DRR279471,AMPLICON,450,14080050,PRJDB11246,SAMD00285166,MIMS.me.human-gut,8723201,GIRC,missing,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269054,Japan,Asia,Japan,Homo sapiens,Subject0240,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:52:00Z,1,SAMD00285166,Subject0240,DRP007554
DRR279472,AMPLICON,450,22515300,PRJDB11246,SAMD00285167,MIMS.me.human-gut,13609877,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269055,Japan,Asia,Japan,Homo sapiens,Subject0241,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:13:00Z,1,SAMD00285167,Subject0241,DRP007554
DRR279473,AMPLICON,450,10833750,PRJDB11246,SAMD00285168,MIMS.me.human-gut,6616033,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269056,Japan,Asia,Japan,Homo sapiens,Subject0242,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:14:00Z,1,SAMD00285168,Subject0242,DRP007554
DRR279474,AMPLICON,450,34960950,PRJDB11246,SAMD00285169,MIMS.me.human-gut,17623986,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269057,Japan,Asia,Japan,Homo sapiens,Subject0243,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:36:00Z,1,SAMD00285169,Subject0243,DRP007554
DRR279475,AMPLICON,450,25928100,PRJDB11246,SAMD00285170,MIMS.me.human-gut,12792457,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269058,Japan,Asia,Japan,Homo sapiens,Subject0244,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285170,Subject0244,DRP007554
DRR279476,AMPLICON,450,26931600,PRJDB11246,SAMD00285171,MIMS.me.human-gut,16206820,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269059,Japan,Asia,Japan,Homo sapiens,Subject0245,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:36:00Z,1,SAMD00285171,Subject0245,DRP007554
DRR279477,AMPLICON,450,24925500,PRJDB11246,SAMD00285172,MIMS.me.human-gut,12548962,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269060,Japan,Asia,Japan,Homo sapiens,Subject0246,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:19:00Z,1,SAMD00285172,Subject0246,DRP007554
DRR279478,AMPLICON,450,22450500,PRJDB11246,SAMD00285173,MIMS.me.human-gut,13662450,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269061,Japan,Asia,Japan,Homo sapiens,Subject0247,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:20:00Z,1,SAMD00285173,Subject0247,DRP007554
DRR279479,AMPLICON,450,16488000,PRJDB11246,SAMD00285174,MIMS.me.human-gut,9989142,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269062,Japan,Asia,Japan,Homo sapiens,Subject0248,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:35:00Z,1,SAMD00285174,Subject0248,DRP007554
DRR279480,AMPLICON,450,19664100,PRJDB11246,SAMD00285175,MIMS.me.human-gut,12208279,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269063,Japan,Asia,Japan,Homo sapiens,Subject0249,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:14:00Z,1,SAMD00285175,Subject0249,DRP007554
DRR279481,AMPLICON,450,17775900,PRJDB11246,SAMD00285176,MIMS.me.human-gut,10594024,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269064,Japan,Asia,Japan,Homo sapiens,Subject0250,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:17:00Z,1,SAMD00285176,Subject0250,DRP007554
DRR279482,AMPLICON,450,26091900,PRJDB11246,SAMD00285177,MIMS.me.human-gut,15998370,GIRC,missing,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269065,Japan,Asia,Japan,Homo sapiens,Subject0251,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:10:00Z,1,SAMD00285177,Subject0251,DRP007554
DRR279483,AMPLICON,450,28686150,PRJDB11246,SAMD00285178,MIMS.me.human-gut,18472110,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269066,Japan,Asia,Japan,Homo sapiens,Subject0252,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:02:00Z,1,SAMD00285178,Subject0252,DRP007554
DRR279484,AMPLICON,450,21091950,PRJDB11246,SAMD00285179,MIMS.me.human-gut,13776925,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269067,Japan,Asia,Japan,Homo sapiens,Subject0253,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:03:00Z,1,SAMD00285179,Subject0253,DRP007554
DRR279485,AMPLICON,450,35649450,PRJDB11246,SAMD00285180,MIMS.me.human-gut,19252764,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269068,Japan,Asia,Japan,Homo sapiens,Subject0254,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:28:00Z,1,SAMD00285180,Subject0254,DRP007554
DRR279486,AMPLICON,450,27960750,PRJDB11246,SAMD00285181,MIMS.me.human-gut,15010018,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269069,Japan,Asia,Japan,Homo sapiens,Subject0255,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285181,Subject0255,DRP007554
DRR279487,AMPLICON,450,17374050,PRJDB11246,SAMD00285182,MIMS.me.human-gut,10854920,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269070,Japan,Asia,Japan,Homo sapiens,Subject0256,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:36:00Z,1,SAMD00285182,Subject0256,DRP007554
DRR279488,AMPLICON,450,24331500,PRJDB11246,SAMD00285183,MIMS.me.human-gut,12219712,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269071,Japan,Asia,Japan,Homo sapiens,Subject0257,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285183,Subject0257,DRP007554
DRR279489,AMPLICON,450,31199400,PRJDB11246,SAMD00285184,MIMS.me.human-gut,17587350,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269072,Japan,Asia,Japan,Homo sapiens,Subject0258,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:53:00Z,1,SAMD00285184,Subject0258,DRP007554
DRR279490,AMPLICON,450,16812900,PRJDB11246,SAMD00285185,MIMS.me.human-gut,10579186,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269073,Japan,Asia,Japan,Homo sapiens,Subject0259,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:26:00Z,1,SAMD00285185,Subject0259,DRP007554
DRR279491,AMPLICON,450,27350100,PRJDB11246,SAMD00285186,MIMS.me.human-gut,16861499,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269074,Japan,Asia,Japan,Homo sapiens,Subject0260,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:37:00Z,1,SAMD00285186,Subject0260,DRP007554
DRR279492,AMPLICON,450,34955550,PRJDB11246,SAMD00285187,MIMS.me.human-gut,23390351,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269075,Japan,Asia,Japan,Homo sapiens,Subject0261,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285187,Subject0261,DRP007554
DRR279493,AMPLICON,450,25479450,PRJDB11246,SAMD00285188,MIMS.me.human-gut,14985457,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269076,Japan,Asia,Japan,Homo sapiens,Subject0262,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:01:00Z,1,SAMD00285188,Subject0262,DRP007554
DRR279494,AMPLICON,450,17877600,PRJDB11246,SAMD00285189,MIMS.me.human-gut,11609929,GIRC,missing,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269077,Japan,Asia,Japan,Homo sapiens,Subject0263,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285189,Subject0263,DRP007554
DRR279495,AMPLICON,450,44814600,PRJDB11246,SAMD00285190,MIMS.me.human-gut,24929075,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269078,Japan,Asia,Japan,Homo sapiens,Subject0264,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:26:00Z,1,SAMD00285190,Subject0264,DRP007554
DRR279496,AMPLICON,450,114951150,PRJDB11246,SAMD00285191,MIMS.me.human-gut,78000235,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269079,Japan,Asia,Japan,Homo sapiens,Subject0265,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:26:00Z,1,SAMD00285191,Subject0265,DRP007554
DRR279497,AMPLICON,450,22816350,PRJDB11246,SAMD00285192,MIMS.me.human-gut,12150933,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269080,Japan,Asia,Japan,Homo sapiens,Subject0266,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:19:00Z,1,SAMD00285192,Subject0266,DRP007554
DRR279498,AMPLICON,450,21125700,PRJDB11246,SAMD00285193,MIMS.me.human-gut,13055806,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,feces,DRX269081,Japan,Asia,Japan,Homo sapiens,Subject0267,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:22:00Z,1,SAMD00285193,Subject0267,DRP007554
DRR279499,AMPLICON,450,32855850,PRJDB11246,SAMD00285194,MIMS.me.human-gut,21686786,GIRC,missing,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269082,Japan,Asia,Japan,Homo sapiens,Subject0268,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285194,Subject0268,DRP007554
DRR279500,AMPLICON,450,17394300,PRJDB11246,SAMD00285195,MIMS.me.human-gut,9872639,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269083,Japan,Asia,Japan,Homo sapiens,Subject0269,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:01:00Z,1,SAMD00285195,Subject0269,DRP007554
DRR279501,AMPLICON,450,23249250,PRJDB11246,SAMD00285196,MIMS.me.human-gut,13258229,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269084,Japan,Asia,Japan,Homo sapiens,Subject0270,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:04:00Z,1,SAMD00285196,Subject0270,DRP007554
DRR279502,AMPLICON,450,31856850,PRJDB11246,SAMD00285197,MIMS.me.human-gut,16644036,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269085,Japan,Asia,Japan,Homo sapiens,Subject0271,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T16:01:00Z,1,SAMD00285197,Subject0271,DRP007554
DRR279503,AMPLICON,450,31075650,PRJDB11246,SAMD00285198,MIMS.me.human-gut,18746778,GIRC,missing,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269086,Japan,Asia,Japan,Homo sapiens,Subject0272,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:18:00Z,1,SAMD00285198,Subject0272,DRP007554
DRR279504,AMPLICON,450,27704700,PRJDB11246,SAMD00285199,MIMS.me.human-gut,17021116,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269087,Japan,Asia,Japan,Homo sapiens,Subject0273,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:53:00Z,1,SAMD00285199,Subject0273,DRP007554
DRR279505,AMPLICON,450,24682050,PRJDB11246,SAMD00285200,MIMS.me.human-gut,13353835,GIRC,missing,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269088,Japan,Asia,Japan,Homo sapiens,Subject0274,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285200,Subject0274,DRP007554
DRR279506,AMPLICON,450,39970800,PRJDB11246,SAMD00285201,MIMS.me.human-gut,27621137,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269089,Japan,Asia,Japan,Homo sapiens,Subject0275,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285201,Subject0275,DRP007554
DRR279507,AMPLICON,450,27001350,PRJDB11246,SAMD00285202,MIMS.me.human-gut,14890409,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269090,Japan,Asia,Japan,Homo sapiens,Subject0276,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:30:00Z,1,SAMD00285202,Subject0276,DRP007554
DRR279508,AMPLICON,450,25275600,PRJDB11246,SAMD00285203,MIMS.me.human-gut,13598143,GIRC,missing,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269091,Japan,Asia,Japan,Homo sapiens,Subject0277,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:19:00Z,1,SAMD00285203,Subject0277,DRP007554
DRR279509,AMPLICON,450,24923250,PRJDB11246,SAMD00285204,MIMS.me.human-gut,12963672,GIRC,missing,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269092,Japan,Asia,Japan,Homo sapiens,Subject0278,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:29:00Z,1,SAMD00285204,Subject0278,DRP007554
DRR279510,AMPLICON,450,26816850,PRJDB11246,SAMD00285205,MIMS.me.human-gut,16699580,GIRC,missing,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,feces,DRX269093,Japan,Asia,Japan,Homo sapiens,Subject0279,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:16:00Z,1,SAMD00285205,Subject0279,DRP007554
DRR279511,AMPLICON,450,36307350,PRJDB11246,SAMD00285206,MIMS.me.human-gut,18974946,GIRC,missing,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,feces,DRX269094,Japan,Asia,Japan,Homo sapiens,Subject0280,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:16:00Z,1,SAMD00285206,Subject0280,DRP007554
DRR279512,AMPLICON,450,26357850,PRJDB11246,SAMD00285207,MIMS.me.human-gut,14158625,GIRC,missing,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,feces,DRX269095,Japan,Asia,Japan,Homo sapiens,Subject0281,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:17:00Z,1,SAMD00285207,Subject0281,DRP007554
DRR279513,AMPLICON,450,30061350,PRJDB11246,SAMD00285208,MIMS.me.human-gut,15882763,GIRC,missing,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269096,Japan,Asia,Japan,Homo sapiens,Subject0282,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:27:00Z,1,SAMD00285208,Subject0282,DRP007554
DRR279514,AMPLICON,450,20348550,PRJDB11246,SAMD00285209,MIMS.me.human-gut,12258950,GIRC,missing,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,feces,DRX269097,Japan,Asia,Japan,Homo sapiens,Subject0283,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:30:00Z,1,SAMD00285209,Subject0283,DRP007554
DRR279515,AMPLICON,450,37821600,PRJDB11246,SAMD00285210,MIMS.me.human-gut,19860755,GIRC,missing,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,feces,DRX269098,Japan,Asia,Japan,Homo sapiens,Subject0284,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human feces metagenome,ILLUMINA,Identification of gut bacteria enriched in colorectal cancer patients with the ability to promote tumorigenesis via butyrate secretion,2021-07-29T00:00:00Z,2021-07-29T15:11:00Z,1,SAMD00285210,Subject0284,DRP007554
