# Pathway	SID31004	SID31009	SID31021	SID31030	SID31071	SID31112	SID31129	SID31137	SID31159	SID31160	SID31188	SID31219	SID31223	SID31233	SID31236	SID31237	SID31256	SID31267	SID31275	SID31276	SID31282	SID31285	SID31300	SID31328	SID31333	SID31337	SID31343	SID31360	SID31367	SID31379	SID31398	SID31416	SID31424	SID31428	SID31431	SID31446	SID31449	SID31450	SID31452	SID31455	SID31477	SID31489	SID31493	SID31501	SID31512	SID31519	SID31537	SID31549	SID31557	SID31582	SID31637	SID31685	SID31700	SID31705	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID31865	SID31866	SID31868	SID31870	SID31871	SID31872	SID31873	SID31874	SID31875	SID31876	SID31877	SID31878	SID31879	SID31880	SID31881	SID31883	SID31884	SID530002	SID530018	SID530026	SID530028	SID530039	SID530041	SID530050	SID530052	SID530054	SID530055	SID530074	SID530075	SID530119	SID530142	SID530154	SID530163	SID530167	SID530168	SID530172	SID530177	SID530185	SID530215	SID530227	SID530251	SID530258	SID530262	SID530295	SID530297	SID530315	SID530323	SID530331	SID530348	SID530364	SID530368	SID530373	SID530394	SID530398	SID530403	SID530444	SID530450	SID530451	SID530558	SID530600	SID530623	SID530697	SID530705	SID530743	SID530756	SID530840	SID530867	SID530890	SID531128	SID531155	SID531248	SID531274	SID531277	SID531281	SID531333	SID531352	SID531361	SID531382	SID531403	SID531414	SID531416	SID531424	SID531469	SID531663	SID531766	SID531775	SID532305	SID532749	SID532779	SID532796	SID532802	SID532826	SID532832	SID532915
P163-PWY: L-lysine fermentation to acetate and butanoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.45666e-05	0.0	0.0	0.0	0.0	0.0	8.62642e-05	0.0	0.0	2.38998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51968e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34183e-05	0.0	0.0	0.0	5.02965e-05	0.0	0.0	2.6039e-05	2.66503e-05	4.38055e-05	0.0	0.0	1.58104e-05	0.0	4.47983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269319	4.50971e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.90522e-05	0.0	0.0	0.0	0.0	1.52425e-05	0.0	0.0	0.0	0.000103764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45745e-05	0.0	3.63062e-05	4.20091e-05	3.97641e-05	0.0	0.0	0.0	0.0	6.58628e-05	0.0	0.0	0.0	0.0
P164-PWY: purine nucleobases degradation I (anaerobic)	0.00201985	0.00163177	0.00176124	0.0011795	0.00194081	0.000854342	0.00364951	0.0010903	0.0018491	0.00152818	0.00102954	0.00126521	0.00088559	0.00287475	0.00101325	0.00306373	0.00466737	0.00189732	0.00101633	0.00189901	0.00204202	0.0012057	0.00110574	0.00111774	0.00102714	0.00298347	0.000972229	0.00144439	0.00079742	0.00205209	0.00284626	0.00475896	0.0029267	0.00166762	0.000876567	0.00181259	0.00126755	0.0019084	0.000891782	0.00160623	0.00244162	0.0019406	0.00221818	0.00530284	0.00316842	0.00152473	0.00157438	0.00302296	0.00104529	0.00208161	0.00156923	0.000807044	0.00123218	0.00121414	0.0	0.00218413	0.00113584	0.00166504	0.00152889	0.00269867	0.00276391	0.00114967	0.00134662	0.0022949	0.00322726	0.00140152	0.00111636	0.000811247	0.00108137	0.00150044	0.00125873	0.000981823	0.0010496	0.00133364	0.00119673	0.00181977	0.00113952	0.00301407	0.00176365	0.00202866	0.00152866	0.00282314	0.000605243	0.00109349	0.00247541	0.00135566	0.00136043	0.00178619	0.00191211	0.00268432	0.00105847	0.0006984	0.00326115	0.00120517	0.00188353	0.00391469	0.0021291	0.000954351	0.00105113	0.000251113	0.0014919	0.0025563	0.00270038	0.00115255	0.0010681	0.00176019	0.00203572	0.00146281	0.00143525	0.00184261	0.00248489	0.00097401	0.00109039	0.00168711	0.00351981	0.00345318	0.00169899	0.00163547	0.00148918	0.000869347	0.001043	0.00170803	0.00182809	0.000752084	0.00307225	0.000985874	0.000678679	0.00192554	0.00066021	0.00183032	0.000378054	0.000464722	0.00130176	0.00131608	0.00403833	0.00107307	0.000634046	0.000662182	0.00264912	0.00108446	0.00178223	0.000213513	0.0011803	0.000861327	0.000719834	0.00148909	0.000878491	0.00359844	0.000447946	0.00114983	0.000887028	0.00289849	0.000883421	0.00103127
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.00144359	0.00170846	0.00105477	0.000451587	0.000599146	0.00103439	0.000529874	0.000819894	0.000107899	0.00196155	0.000646792	0.000149835	0.000549174	0.000951554	0.000526086	0.00132155	0.00109596	0.000372113	0.00110572	0.00106335	0.000592636	0.000397043	0.000557256	0.000579974	0.000494591	0.00205473	0.00142354	0.00197087	0.000219932	0.000894411	0.00251551	0.00100383	0.000634631	0.000899531	0.000231756	0.00143329	0.00200284	0.00257141	0.000549687	0.000372323	0.000876088	0.000814542	0.000193954	0.00121388	0.000972694	0.000541383	0.00213739	0.00146912	0.000982899	0.000505853	0.00102206	0.000808414	0.00050353	2.57097e-05	0.001892	0.000709668	0.00213309	0.000841068	0.00123133	0.000822828	0.00114943	0.000414907	0.00050164	0.00269554	0.00131175	0.00101158	0.000579492	7.3031e-05	0.000567042	0.000222124	0.000466835	0.000172047	0.000161222	0.0002989	0.000798805	0.00015918	0.000226339	0.00121428	0.00103139	0.00108458	0.000338748	0.00100091	0.00034501	0.000502004	0.00188173	0.000975725	0.000390917	0.00101361	9.69293e-05	0.000969124	0.000902141	0.00151434	0.0029002	0.0008616	0.00046292	0.000746623	0.00231945	0.000210038	0.000836571	0.00358029	0.00114394	0.000855235	0.00128143	0.000470013	0.000417919	0.000864968	0.000599346	0.000939527	0.00126417	0.000514873	0.002311	0.00100027	0.000135275	0.000859072	0.00248141	0.00117017	0.00140916	0.000249152	0.000633398	0.000359389	5.24541e-05	0.000825624	0.000838618	0.000243611	0.000444585	9.1923e-05	0.000131468	0.000455848	0.000234076	0.00110604	0.000281383	0.000841287	0.000320276	0.00202666	0.00134853	0.000231433	0.00040735	8.34174e-05	0.000446754	0.000738101	0.00110299	0.000196246	0.000593928	0.000140678	0.000659923	0.00115047	0.000167838	0.000932506	0.000111035	0.000942565	0.000428852	0.00161045	0.000322353	0.00029381
P221-PWY: octane oxidation	0.0	0.0	0.0	0.0	0.0	1.36842e-06	4.84854e-06	0.0	0.000396953	0.0	0.0	0.000239546	4.09876e-06	0.0	0.0	0.0	0.0	0.0	3.46242e-05	2.13998e-05	1.10572e-05	0.0	1.45528e-05	0.0	1.13017e-05	0.000337718	0.000272322	0.0	0.000527587	0.0	1.19473e-05	0.0	0.0	0.0	4.24835e-05	0.00047473	0.0	0.00104803	5.22353e-05	7.53693e-05	1.39922e-05	0.0	0.000535832	3.98144e-05	0.0	0.0	0.0	0.0	1.35553e-06	3.75165e-06	0.000603733	0.0	0.000303136	6.83187e-05	3.81523e-06	0.000346215	5.6564e-05	0.000104998	0.0	0.0	1.62108e-05	2.31139e-05	0.000198547	4.98338e-06	0.0	1.97136e-05	0.0	0.0	0.0	0.000260629	1.93699e-06	0.0	0.000296376	5.65972e-05	0.0	0.000224493	5.16539e-05	0.0	0.0	9.09683e-06	0.0	0.0	0.0	3.7174e-05	0.0	1.34032e-05	0.0	9.56061e-06	0.000198265	0.0	2.77501e-06	9.02116e-06	1.82016e-06	0.000154456	0.0	0.0	0.0	2.17703e-05	3.42161e-05	0.0	4.64574e-06	0.0	2.51322e-06	0.0	1.43732e-06	0.000170934	0.000142766	3.62263e-05	0.0	9.83082e-05	0.0	0.0	0.0	0.0	0.000381038	1.92593e-05	3.08079e-05	0.000172215	0.0	2.46361e-06	0.0	4.0418e-06	0.000139353	0.0	0.000165817	0.000662223	0.0	3.05955e-05	6.84745e-06	0.0	0.0	3.27174e-05	2.05445e-06	0.000832795	1.84424e-05	0.000131355	0.0	0.0	0.000119997	0.0	9.45081e-05	0.0	0.0	0.0	1.89651e-06	4.75706e-05	0.0	0.0	0.0	0.0	1.56145e-05	1.97276e-06	0.0	1.92784e-05
P23-PWY: reductive TCA cycle I	7.95919e-05	0.000589434	3.49018e-05	2.18664e-05	0.0	9.4566e-06	9.20138e-05	5.04722e-05	0.0	7.54028e-05	5.18766e-05	0.00027126	4.54374e-05	4.36867e-05	0.0	0.0	0.0	3.71936e-05	0.000216825	1.71937e-05	1.76643e-05	1.62872e-05	0.000164157	0.0	0.0	0.0	0.000290143	9.29396e-06	5.29063e-05	4.43585e-05	4.75736e-06	0.0	2.6595e-05	0.0	0.000112131	0.000156304	0.0	3.72885e-05	0.0	0.00039582	9.37154e-06	0.0	0.0	0.000219064	0.000333162	0.0	0.0	0.000200626	1.58496e-05	0.000105289	1.70604e-05	0.0	0.000304294	1.39081e-05	5.45773e-05	0.0	0.000103771	0.000284906	0.000132272	8.05229e-05	0.0	0.000152	0.000448825	0.0	0.0	7.4091e-05	0.0	3.28941e-05	0.0	0.00064228	5.16803e-05	0.0	0.000223913	0.000234949	0.0	0.000632383	0.000129695	0.0	0.0	2.03359e-05	0.0	0.0	0.0	0.00013943	0.0	1.12352e-05	0.0	0.0	0.000105619	2.21294e-05	0.0	6.61234e-05	0.000334543	0.000398696	0.0	0.0	0.000157683	0.000202158	9.39066e-05	0.0	0.0	0.0	0.00013271	0.0	1.99393e-05	0.000113667	0.00034917	3.01325e-05	0.0	0.000593121	8.5721e-05	0.00165446	0.0	0.0	9.75633e-05	0.0	3.14725e-05	0.000298459	6.40066e-05	1.82186e-05	0.0	0.0	6.23939e-05	0.000686498	1.44739e-05	0.000191539	0.0	7.03796e-05	0.0	0.000129131	6.42475e-05	7.4858e-06	5.93717e-05	0.000144772	0.000107231	0.000975768	1.14104e-05	3.20999e-05	0.0	0.0	0.000316283	0.0	0.000403601	3.82441e-05	5.11871e-05	0.000105048	0.0	0.000112634	2.83966e-05	1.17212e-05	0.000209503	0.0	0.0	2.05999e-05
P241-PWY: coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39366e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75236e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.496e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.89569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.53013e-05	0.0	0.0	0.0	0.0	4.74557e-06	0.0	0.0	3.5899e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY: coenzyme M biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77077e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72598e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39834e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.56262e-05	0.0	0.0	0.0	0.0	0.0	5.38284e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.000768585	0.000838788	0.0	0.000237373	0.00105288	0.000279786	0.000544666	0.0	0.00372278	0.0	0.000262014	0.0023238	0.000678016	0.000485704	0.000209515	0.0004199	0.000304226	9.13577e-05	0.000806639	0.00033352	0.000259323	0.000109244	0.000348613	0.000729525	0.00023594	0.00216468	0.00297616	0.000390839	0.00334609	0.0005854	0.000848804	0.0	0.000337817	6.71526e-05	0.00109093	0.00211151	0.000394478	0.00284601	0.000502452	0.00235953	0.000547889	8.89247e-05	0.00251892	0.00124361	0.000175036	0.000580141	0.000530608	0.000494132	0.00205707	0.000478754	0.00296	0.0	0.00165501	0.00352086	0.00111886	0.00341446	0.000474855	0.00212775	0.00131302	0.000108637	0.000987415	0.000783966	0.00223623	0.000643963	0.000672191	0.000610244	0.000205957	0.000239239	0.0	0.00220791	0.000196736	0.00030364	0.00362598	0.000653648	0.000483458	0.0014909	0.00275881	0.00074676	0.000658173	0.000717634	0.00015527	0.000134243	5.18649e-05	0.00138118	0.0	0.000174059	0.000206073	0.000150796	0.00306743	0.000329149	0.000223193	0.0016658	0.000599047	0.00157102	0.00043432	0.0	0.00039329	0.00149787	0.00026256	0.0	0.000731615	0.000301337	0.000688998	0.000433938	0.000733637	0.00284255	0.00233382	0.000631458	0.000392976	0.00180326	0.000188243	0.000658297	0.000111104	0.000244507	0.00239321	0.000376666	0.000158236	0.00111668	0.0	0.000433926	0.0	0.000252018	0.0010243	0.000539237	0.00272498	0.00259888	0.000185463	0.000588494	0.000443485	0.000973099	0.000169965	0.00359966	0.000566784	0.00351518	0.000459155	0.00119054	0.00010738	0.0	0.00119568	0.0	0.00104144	0.000121158	0.000381642	0.000240517	0.000427815	0.00128899	0.0	0.0	0.0	0.000252995	0.000647104	0.0008661	0.000225341	0.000571766
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.00733206	0.00696678	0.00746771	0.00553328	0.00792694	0.00922515	0.00882777	0.00833062	0.00394098	0.00796468	0.00672563	0.00536247	0.00355843	0.00953995	0.00691051	0.00838493	0.00915228	0.00841623	0.00613694	0.00700625	0.00916044	0.0054777	0.00554297	0.00610496	0.00804477	0.00674332	0.00730836	0.00797617	0.00141238	0.00920874	0.00875361	0.00973793	0.00887428	0.00841593	0.00771716	0.0041509	0.00826057	0.00489386	0.00623104	0.00549781	0.00893531	0.00745966	0.00441991	0.00724096	0.00909859	0.00725642	0.00813703	0.00858392	0.00930433	0.00833209	0.00458295	0.00499478	0.00571069	0.00315368	0.00884442	0.00607126	0.00704789	0.00694309	0.00882267	0.00891322	0.00843357	0.00379341	0.00338097	0.00822199	0.00889621	0.0076462	0.00652495	0.0046932	0.00766177	0.00307291	0.0036236799999999	0.00489964	0.00473271	0.00369145	0.00609968	0.00277564	0.00547969	0.0101738	0.00981267	0.00983055	0.00570433	0.00997929	0.00455716	0.0058927	0.00892859	0.00878602	0.00675493	0.00949192	0.00311303	0.00841842	0.00872837	0.00954778	0.0086836	0.00609163	0.00715237	0.00873846	0.00895316	0.00334193	0.00859898	0.00751237	0.00847581	0.00845203	0.00822882	0.00627786	0.00779746	0.00608212	0.00694188	0.00636056	0.00968006	0.00696557	0.00868743	0.00592864	0.00528503	0.008517	0.00770648	0.0100221	0.00744723	0.00502515	0.00624989	0.00535853	0.00529382	0.00790512	0.00499537	0.00359439	0.00335623	0.001885	0.00422026	0.00642538	0.00507927	0.00826915	0.00396085	0.00257777	0.00571312	0.00529428	0.00743326	0.00411092	0.00274091	0.00183391	0.00495482	0.00495071	0.00691518	0.000580559	0.00615247	0.00405984	0.00311969	0.00603663	0.00391402	0.00864693	0.00461258	0.00464973	0.00542373	0.00700126	0.00717175	0.00495893
P42-PWY: incomplete reductive TCA cycle	0.000124192	0.00095642	0.00165341	0.000396727	0.000233708	3.16253e-05	0.000225508	0.000312353	0.000457328	0.000492297	0.000703495	0.000583752	0.000781397	0.000296029	0.00039063	0.000323477	0.000422337	0.000423405	0.00128405	0.000506046	0.000619935	0.0011249	0.000273867	0.000907814	0.000692607	0.000434834	0.000734246	6.05161e-05	0.000410126	0.000448003	5.41434e-05	0.000276965	0.000108123	9.70807e-05	0.00106062	0.000799086	0.000398819	0.000632211	0.00146792	0.000999528	0.000175393	0.000638618	0.000536047	0.00031972	0.000406086	0.000851699	0.000639969	0.000463115	0.000104983	0.000177978	0.000936044	0.00129014	0.000745837	0.00111096	0.000110712	0.000662114	0.000204775	0.000431576	0.000668872	0.000153012	0.000202924	0.00101083	0.000950983	1.8908e-05	0.0	0.00168878	0.00133436	0.00169707	0.000175916	0.00115637	0.00141734	0.00139578	0.000680645	0.000635561	0.000305898	0.0017527	0.000460675	0.000480007	3.75556e-05	0.000105456	0.000619833	0.000200944	0.0013663	0.00134739	2.92378e-05	0.000268148	0.000208911	0.000264054	0.000398439	0.00126998	0.000520407	0.000145849	0.00066314	0.00114913	5.75371e-05	0.00026036	0.000817655	0.000405615	0.000515229	6.51435e-05	0.000216907	0.000240847	0.000779467	0.000479431	0.00119439	0.000655832	0.000462266	0.00104783	1.09226e-05	0.000719665	0.000217912	0.00192111	0.000456897	0.000221642	0.00107629	0.000151568	0.000938317	0.000443276	0.00149951	0.000804751	0.00137153	0.000920866	0.000434013	0.00241922	0.000289052	0.000602059	0.000710166	0.000844184	0.00151707	0.000361841	0.000168917	0.000158612	0.00024875	0.000783308	0.000853014	0.00151124	0.000629701	0.00163229	0.000490728	0.000642522	0.000624369	0.0	0.000770795	0.000861569	0.000453063	0.000293432	0.000320651	0.000189313	0.000777462	0.000260975	0.000341134	6.25275e-05	0.000683739	0.00088067
P441-PWY: superpathway of N-acetylneuraminate degradation	0.00163583	0.00265634	0.000771171	0.00185436	0.00102844	0.000752862	0.0023248	0.001154	0.00393011	0.00160007	0.00167832	0.00358227	0.00092876	0.00137901	0.000956167	0.0010765	0.00134961	0.00168513	0.00244105	0.00219423	0.00146108	0.0014651	0.00118773	0.00108027	0.00143187	0.00253892	0.00315811	0.000778791	0.00427072	0.00154323	0.00155034	0.0005066	0.00140572	0.000402793	0.00189839	0.00406399	0.00104929	0.00356906	0.000915526	0.00276766	0.000618031	0.00196088	0.00429661	0.0021809	0.00233597	0.001197	0.00087587	0.00203985	0.000655445	0.00198041	0.00421401	0.000967168	0.00297835	0.00381603	0.00072213	0.00379613	0.000942307	0.00287881	0.00155702	0.00087787	0.000462319	0.00205457	0.0035937	0.0017495	0.000680088	0.00165396	0.00174414	0.00266372	0.00147565	0.0038683	0.000545503	0.00193079	0.00420006	0.00196505	0.000902915	0.00346317	0.0028844	0.000352501	0.00048742	0.00132554	0.00129928	0.00018348	0.000816235	0.00206183	0.000480427	0.0017318	0.00166035	0.000529026	0.00447946	0.00153162	0.00133807	0.00131744	0.00194714	0.00317724	0.000562062	0.00127779	0.000999267	0.00242375	0.00194285	0.000248272	0.00151876	0.00167914	0.00180333	0.0010796	0.00124215	0.00381543	0.00294148	0.00183586	0.000324716	0.0024839	0.00121999	0.00192886	0.000825757	0.000590086	0.00306664	0.000675946	0.000763519	0.00326557	9.35851e-05	0.00139494	0.00038133	0.00123471	0.00211126	0.0012776	0.00383296	0.00224643	0.000782019	0.00175771	0.00219621	0.00225063	0.000519436	0.00378627	0.00169815	0.0039997	0.00236709	0.00218903	0.00111587	0.000791161	0.00416062	0.00141261	0.00227364	0.00061057	0.00200171	0.000917603	0.000546848	0.00290191	0.000629518	0.00191587	0.000373103	0.000854666	0.0012881	0.00107342	0.0011357	0.00126024
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.00384004	0.00196217	0.00233819	0.000410003	0.000828338	0.00221106	0.000722174	0.00169351	0.00440379	0.00341258	0.00153938	0.00328435	0.00134312	0.00156367	0.000938306	0.00171996	0.0011032	0.000975065	0.00228514	0.00156961	0.0013809	0.000677918	0.00162084	0.000966111	0.000639835	0.00406104	0.00187455	0.00232054	0.00659312	0.00117547	0.00280694	0.00245086	0.000651506	0.0111123	0.000951059	0.0032574	0.00451601	0.00244085	0.000456039	0.00206114	0.00157773	0.00111743	0.00447688	0.00479729	0.00075121	0.000982797	0.00361966	0.000724563	0.00150745	0.0012538	0.00547478	0.00156793	0.0022598	0.00432187	0.00907435	0.00432105	0.0108726	0.00247546	0.00140764	0.001278	0.00221991	0.00131946	0.00384789	0.00555461	0.00138972	0.00060818	0.000876935	0.000586283	0.000571002	0.00434921	0.00089672	0.00111418	0.00401195	0.00110577	0.00197136	0.0034051	0.00255287	0.00322278	0.00119984	0.0016375	0.000662499	0.00182976	0.000837256	0.00138435	0.00349455	0.00199049	0.000620191	0.00188704	0.00510768	0.00140121	0.00137812	0.00204009	0.0040779	0.00254692	0.00143662	0.00103846	0.0034377	0.00187393	0.000776398	0.0117482	0.00258805	0.00120734	0.00168084	0.00220103	0.00235487	0.00359774	0.00178175	0.00124041	0.0025685	0.00197405	0.00210119	0.000721934	0.000481212	0.00111294	0.00298354	0.000905113	0.0022728	0.00239749	0.00112277	0.00054981	0.000354264	0.00157024	0.00160979	0.000871026	0.00372223	0.00558392	0.00027291	0.000971815	0.00065741	0.00195496	0.000201596	0.00616137	0.000892474	0.00322592	0.00224656	0.00126799	0.000203278	7.98128e-05	0.00208387	0.000712518	0.00184378	0.000404441	0.00102014	0.000432853	0.000971502	0.00319657	0.000199621	0.000957446	0.000254665	0.00111343	0.000365644	0.0027898	0.000262993	0.00100427
P562-PWY: myo-inositol degradation I	2.40692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147399	2.24802e-05	4.44413e-05	0.0	0.0	0.0	0.0	4.90026e-05	4.87131e-05	0.0	0.0	0.0	0.0	0.0	1.5935e-05	0.0	0.0	0.0	7.3029e-05	0.0	3.14614e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66678e-05	0.0	0.000135782	0.0	0.0	4.71567e-05	0.000235004	0.0	0.0	1.5979e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21944e-05	0.0	0.0	0.0	1.70798e-05	0.0	0.0	0.0	0.0	0.0	6.66142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43297e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55411e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54755e-05	0.0	0.0	0.0
P621-PWY: nylon-6 oligomer degradation	0.000746308	0.0012105	0.00035521	0.0	0.0	2.65996e-05	0.00132774	0.000268166	5.31082e-05	1.87302e-05	0.0	0.0	0.0	0.00157242	0.0	0.0	0.000138511	0.0	0.0	0.0	0.0	0.0	7.07731e-05	0.000267612	0.0	0.000512878	4.00446e-05	3.53287e-05	0.000157858	0.000764524	0.000626151	0.0	7.38495e-05	0.0	0.000267782	3.06508e-05	0.000222801	0.0	6.58969e-05	5.47165e-05	4.60871e-05	0.0	0.0	0.0	0.0	0.000142358	0.000693678	0.0	0.00145767	0.000734857	6.21102e-06	0.0	9.38196e-05	2.97332e-05	5.85529e-05	1.35525e-05	0.000274211	1.85361e-05	0.000132054	0.00061303	0.000443103	0.00021157	0.000313121	0.0	0.0	3.23478e-05	0.0	0.0	0.0	0.000132613	0.0	0.0	0.0	0.000254062	2.119e-05	2.54579e-05	0.0	0.0	1.18812e-05	0.000495829	6.72299e-05	0.0	0.000376065	0.000584276	0.00085579	9.40104e-05	0.0	0.0	0.0	6.56321e-05	0.0	0.000974556	0.00112664	0.000185583	2.767e-05	0.00157649	0.00086857	0.0	3.98254e-05	0.0	0.000627058	0.000359579	0.000624009	0.0	0.000108813	0.000149562	0.0	0.0	2.78894e-05	0.0	0.000392599	0.000805465	2.27629e-05	0.0	0.000227706	4.03779e-05	0.000187776	3.01325e-05	0.000182688	0.0	0.0	0.0	0.000176998	2.52498e-05	0.0	9.21105e-05	0.0	0.000147084	0.000136245	0.00052567	7.57618e-05	2.09913e-06	0.0	0.000595443	0.0	7.8891e-05	0.0	0.0	0.0	0.0	0.0	1.70268e-05	0.000868475	0.0	0.0	1.84533e-05	2.0427e-05	0.000324458	0.000228396	0.0	0.0	6.33745e-05	3.7328e-05	0.000272989
PANTO-PWY: phosphopantothenate biosynthesis I	0.00587563	0.00594054	0.00633281	0.00894661	0.00736191	0.0055165	0.00514039	0.0076685	0.00368859	0.00678503	0.00766532	0.0046692	0.00719157	0.00719098	0.00549295	0.0068834	0.0063054	0.00616136	0.00527108	0.00547189	0.00743923	0.00631086	0.00706319	0.00617935	0.00601105	0.00592292	0.00319858	0.00646669	0.0033903	0.00635779	0.00738397	0.00769375	0.0069642	0.00954258	0.0060254	0.0053952	0.00883282	0.00553019	0.00600286	0.00531639	0.00517906	0.00546131	0.00489397	0.00668641	0.00622076	0.00638219	0.00567682	0.00660798	0.00386723	0.00521514	0.00497196	0.00492043	0.00631415	0.00272886	0.0096873	0.00472123	0.00926173	0.00583456	0.00652773	0.00782154	0.00745418	0.00776083	0.00443482	0.00553521	0.00591538	0.00590616	0.00678656	0.00780043	0.00685234	0.00518751	0.00769532	0.00833324	0.00414214	0.00575146	0.00520552	0.00530985	0.00485948	0.00738415	0.00646573	0.00496937	0.00705155	0.00806955	0.00625022	0.00589598	0.00533833	0.00541875	0.00584309	0.00533417	0.00381881	0.00477266	0.00770708	0.00667895	0.00601177	0.00547659	0.00714546	0.00716291	0.00673961	0.00516507	0.00451649	0.00925998	0.00655971	0.00552596	0.00787884	0.00552624	0.00729381	0.00493652	0.00477905	0.00643115	0.00477098	0.00578048	0.00645782	0.0064949	0.00728596	0.00685068	0.00517732	0.00680827	0.00597817	0.0055374	0.00762863	0.00536503	0.00737722	0.0069639	0.0063819	0.00721107	0.00496044	0.00370396	0.00809523	0.00675071	0.00576687	0.00663694	0.00818075	0.00342298	0.00760467	0.00371449	0.00870674	0.00500241	0.00837799	0.0102966	0.00433012	0.00594871	0.00647076	0.0110107	0.00658135	0.00661085	0.00766916	0.006206	0.0085216	0.00782481	0.0083648	0.00699055	0.00561214	0.00627812	0.0079552	0.00596314
