# Pathway	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231315	0.0	3.78571e-05	0.0	0.0	0.000747542	0.0	5.95784e-05	0.0	0.000696446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000404368	0.0	0.0	0.0	0.0	0.0	0.0	0.000480917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000526006
FERMENTATION-PWY: mixed acid fermentation	0.00249363	0.00235505	0.00207284	0.00116011	0.00395553	0.0013367	0.00192509	0.00330753	0.00175658	0.0033867	0.00150186	0.0012136	0.00225568	0.00155617	0.00350669	0.00237049	0.00513002	0.000340344	0.00169264	0.00466224	0.0	0.00332412	0.00225314	0.00453903	0.000579328	0.00216939	0.00482935	0.00104887	0.000421539	0.0	0.00226242	0.000462774	0.000149337	0.000866391	0.000610867	0.003847	0.00229042	0.00145393	0.00152648	0.000953704	0.000348878	0.00370763	0.00057152	0.000389309	0.00264653	0.00043066	0.00270312	0.0	0.000997664	0.000814354	0.00119415	0.00141382	0.00150489	0.00143127	0.00046164	0.00259601	0.00110421	0.00434137	0.000705048	0.0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0.000537943	0.000695809	0.0	0.000810921	0.000783375	0.000313757	0.00132937	0.000639097	0.00112025	0.00114753	0.00130191	0.000723893	0.00142586	0.000907453	0.00192844	0.000454642	0.00134665	0.0	0.00111192	0.00211339	0.0	0.00307843	0.00094192	0.002005	0.0	0.00164745	0.0	0.0	7.89398e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107882	0.0	0.000551985	0.000246088	0.0	0.0	0.0	0.0	0.0015196	0.0	0.000754765	0.0	0.0	0.0	0.0	0.0	0.000712645	0.0	0.0	0.00030013	0.0	0.000136289	0.0	0.0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.00156266	0.00211129	0.000317518	0.00111936	0.00217978	0.000186002	0.00150211	0.00195037	0.000893226	0.00218223	0.00119275	0.0014926	0.00147853	0.00148719	0.0024687	0.000526714	0.00293276	0.0	0.00136573	0.00261951	0.0	0.00248991	0.000816137	0.00262794	0.000401284	0.00207592	0.000849903	0.0	0.000847192	0.0	0.0	0.0	0.0	0.0	0.0	0.000609035	0.00138905	0.000935727	0.000370984	0.000692091	0.0	0.00138953	0.00273066	0.0	0.00190689	0.0	0.00168548	0.0	0.000968801	0.000894732	0.0	0.00067025	0.000342303	0.00086875	0.0	0.00148944	0.0	0.000129571	0.000259687	0.0
FUCCAT-PWY: fucose degradation	0.00105225	0.00177357	0.000270865	0.00062362	0.00166238	8.61438e-05	0.000944563	0.00162722	0.000660969	0.00283034	0.000665603	0.000917096	0.000956149	0.000938664	0.00235957	0.000267673	0.00242675	0.00153005	0.000952597	0.0022819	0.0	0.00278848	0.000471159	0.00222087	0.000192867	0.00185309	0.000463858	0.000686457	0.00044277	0.00181337	0.000101284	0.0	0.0	0.0	0.0	0.000487977	0.00113897	0.00048874	0.000184875	0.000440648	0.0	0.000933689	0.00154777	0.0	0.00143555	0.0	0.00160818	0.0	0.000657034	0.000486648	0.000250886	0.00061221	0.000195706	0.000577641	0.0	0.000949197	0.0	5.99705e-05	0.000125698	0.0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.000826837	0.00104246	0.0	0.000569097	0.00136285	0.000340218	0.0011028	0.000954263	0.000390667	0.000821606	0.0	0.000613022	0.000520279	0.00086909	0.00160747	0.0	0.000229224	0.0	0.00126233	0.0016423	0.0	0.000928825	0.000566035	0.00163622	0.000544584	0.00046113	0.000220551	0.000992068	0.000543774	0.0	0.000762609	0.0	0.000414696	0.00029595	0.0	0.0	0.0013079	0.000904807	0.000350944	0.000389845	0.0	0.000288516	0.0	0.0	0.00104287	0.000331748	0.00100458	0.000572539	0.000861504	0.000431856	0.0	0.0	0.000825645	0.000685184	0.0	0.00103458	0.0	0.000202037	0.0	0.0
GALACTARDEG-PWY: D-galactarate degradation I	0.00113291	0.00254005	5.24871e-05	0.000405509	0.00288384	0.000292351	0.000890144	0.00239568	0.000337457	0.00243717	0.000604541	0.000391715	0.000859672	0.000803941	0.00326628	0.000245823	0.00268939	7.58567e-05	0.00132266	0.0055928	0.000245712	0.0037234	0.000366281	0.0057084	0.00030103	0.000838615	0.00155702	0.0	0.0006943849999999	0.0	0.000194913	0.0	0.0	5.99484e-05	0.0	0.000669574	0.00204736	0.0	0.000546825	0.000179766	0.0	0.00147375	0.000209005	0.0	0.00185059	0.0	0.00183622	0.0	0.000211316	0.000410296	0.000242443	0.000567443	0.000923467	0.000670152	0.0	0.000879378	0.0	0.000120188	9.81089e-05	0.0
GALACTITOLCAT-PWY: galactitol degradation	0.000432127	0.000881564	0.0	0.00053285	0.00056153	0.000170867	0.000413919	0.000375694	0.000313286	0.00133835	6.53093e-05	0.000386388	0.000580365	0.000401013	0.00156371	0.0	0.000131523	0.000170676	0.000619807	0.00219932	0.0	0.001698	0.000433989	0.00248027	0.000205861	0.000587619	0.000386936	0.0	0.000233321	0.0	0.0	0.0	0.0	0.0	0.000325766	0.000281069	0.000856422	0.0	7.61362e-05	0.000120346	0.0	0.000499065	0.0	0.0	0.0014475	0.0	0.000107543	0.0	0.0	0.00034655	0.0	0.0	0.000366872	0.0	0.0	0.0	0.000200104	0.000133445	0.000170719	0.0
GALACTUROCAT-PWY: D-galacturonate degradation I	0.000798633	0.00108338	0.000657394	0.000511928	0.00173423	0.000393153	0.000954813	0.00135156	0.000324817	0.000608815	0.000857897	0.000533616	0.00071097	0.000852328	0.00147873	0.00034709	0.000829331	0.000133934	0.00152915	0.00200879	0.000174054	0.00148743	0.00056596	0.0020799	0.000854005	0.000848331	0.000999615	0.00131914	0.000891197	0.0	0.000661791	0.00251376	0.000572217	0.000685729	0.00043782	0.000658461	0.00115471	0.000912152	0.000922448	0.000442641	0.0	0.000353781	0.00116015	0.0	0.00192177	0.000398031	0.00142685	0.00108349	0.00107956	0.000511013	0.000225453	0.000386175	0.000973017	0.00061571	0.00111525	0.000945176	0.000805662	0.000339264	0.000101754	0.000974964
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.00144668	0.0016165	0.00215778	0.00141947	0.00279167	0.00217827	0.00152017	0.0018666	0.00135619	0.00216687	0.00181078	0.000750642	0.00208609	0.00157297	0.00354591	0.00202559	0.00248039	0.0	0.00209416	0.0037124	0.00152977	0.0035228	0.00140196	0.00354621	0.0018705	0.00178932	0.003133	0.00176271	0.00206254	0.0	0.000527661	0.00305726	0.000616219	0.000820138	0.000380114	0.000889313	0.00201074	0.00166787	0.000917071	0.000555773	0.0	0.000370129	0.000471647	0.000940211	0.00218748	0.0	0.00130763	0.000677823	0.00086586	0.00111327	0.000220354	0.00025859	0.00126041	0.00264332	0.00134545	0.0013122	0.0	0.000146235	0.00124668	0.00138432
GLUCARDEG-PWY: D-glucarate degradation I	0.000760875	0.00130228	0.0	0.000277334	0.00220749	0.000207054	0.000381722	0.00207136	0.000300807	0.00193457	0.00030238	0.000359872	0.000708714	0.000476954	0.0022046	0.000192762	0.00251104	0.00010544	0.001054	0.00367443	0.0	0.00293533	0.000181576	0.00366871	0.000231516	0.000681233	0.00170356	0.0	0.000403438	0.0	0.0	0.0	0.0	5.2502e-05	0.0	0.000577005	0.00113368	0.0	0.000238165	0.000166516	0.0	0.000794593	0.00014531	0.0	0.00151578	0.0	0.00155081	0.0	0.000170749	0.000228533	0.000229615	0.000546226	0.000711392	0.0	0.0	0.000673418	0.0	9.4274e-05	9.44343e-05	0.0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.00113291	0.00254005	5.24871e-05	0.000405509	0.00288384	0.000292351	0.000890144	0.00239568	0.000337457	0.00243717	0.000604541	0.000391715	0.000859672	0.000803941	0.00326628	0.000245823	0.00268939	7.58567e-05	0.00132266	0.0055928	0.000245712	0.0037234	0.000366281	0.0057084	0.00030103	0.000838615	0.00155702	0.0	0.0006943849999999	0.0	0.000194913	0.0	0.0	5.99484e-05	0.0	0.000669574	0.00204736	0.0	0.000546825	0.000179766	0.0	0.00147375	0.000209005	0.0	0.00185059	0.0	0.00183622	0.0	0.000211316	0.000410296	0.000242443	0.000567443	0.000923467	0.000670152	0.0	0.000879378	0.0	0.000120188	9.81089e-05	0.0
GLUCONEO-PWY: gluconeogenesis I	0.0066749	0.00579852	0.00616988	0.00479692	0.00481458	0.00543013	0.00564147	0.00460542	0.0047335	0.00578298	0.00573453	0.00486977	0.00570163	0.00562451	0.00423499	0.00791258	0.00441474	0.00735102	0.00455705	0.00378134	0.00294116	0.00380005	0.00465996	0.00376221	0.00406501	0.00587472	0.00429164	0.0062817	0.00662681	0.00818545	0.00680774	0.00463103	0.00514899	0.00620041	0.00847755	0.00739373	0.00617989	0.00372258	0.00318388	0.00931485	0.00485859	0.0094203	0.00295169	0.00749432	0.00702992	0.00617761	0.00426259	0.00154209	0.00537494	0.00404905	0.00551554	0.00315754	0.00497931	0.00598205	0.00165685	0.00443284	0.00751518	0.00256234	0.00357737	0.00628509
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.00223556	0.00251515	0.0	0.00190398	0.00294823	0.00173978	0.00194854	0.00495427	0.000497965	0.00233101	0.00269906	0.00191826	0.00180655	0.00254947	0.0028896	0.00177415	0.00407468	0.0	0.00190005	0.0036468	0.0	0.00362529	0.00375777	0.00392576	0.00184769	0.00206965	0.00325256	0.0	0.00385055	0.0	0.00674606	0.0	0.00707153	0.0156035	0.0145897	0.00708036	0.00331031	0.00468792	0.0055956	0.014336	0.0	0.00539297	0.00430747	0.0	0.00441498	0.0	0.003883	0.00664569	0.00304031	0.00548171	0.00546898	0.0105167	0.0140958	0.00368078	0.0	0.00182902	0.00531829	0.00732957	0.0149126	0.012155
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	0.00109662	0.00120327	0.00200478	0.00118105	0.00133139	0.000608425	0.00128745	0.00104127	0.000511459	0.000715623	0.00160743	0.00139583	0.000887357	0.00129796	0.00162264	0.0	0.000636909	0.000230503	0.00161602	0.00192545	0.000389955	0.00157528	0.000534481	0.00218609	0.000960127	0.00104417	0.000594848	0.00255548	0.00113032	0.0	0.00115488	0.00278449	0.000517916	0.000953103	0.00112816	0.000808093	0.00143372	0.00124599	0.001192	0.000908682	0.0	0.000419891	0.00192678	0.00107063	0.00183936	0.000469876	0.00127183	0.00118732	0.0013048	0.00141961	0.000402322	4.34423e-05	0.00148152	0.00106367	0.00124085	0.00107274	0.000369649	0.00030253	0.0	0.00132348
GLUDEG-I-PWY: GABA shunt	0.000623801	0.000239509	0.000200442	0.000530393	0.000526994	0.000408305	0.000816179	0.000548743	0.000600577	0.00115602	0.000804274	0.000377803	0.00127146	0.000932855	0.00123717	0.0004843	0.000740525	0.000514383	0.00149068	0.000960667	0.000284656	0.000406052	0.000470569	0.000884658	0.0001722	0.00138374	0.000365285	0.0	0.000608535	0.000527624	4.62307e-05	0.00181654	0.000197378	0.000230659	0.0	0.000164317	0.000782181	0.00233959	0.00043289	9.44519e-05	0.0	0.000656418	0.000771471	0.000444809	0.00167842	0.0	0.000637541	0.000165815	0.00148775	0.000234151	0.0	0.000290022	0.000285486	0.000505022	0.0	0.00159536	0.0	3.27678e-05	0.00042153	0.000542186
GLUTORN-PWY: L-ornithine biosynthesis I	0.00466533	0.0049001	0.00769632	0.00205171	0.0048648	0.00384241	0.00354519	0.00439278	0.00339524	0.0024692	0.00243827	0.00218202	0.00314673	0.00341661	0.00475293	0.00299312	0.0045597	0.00873866	0.0039461	0.00705486	0.00448558	0.00429449	0.00480713	0.00682425	0.00149806	0.00277972	0.00397316	0.00576224	0.00356633	0.00900979	0.00534695	0.00444893	0.00290596	0.0050488	0.00275924	0.00916253	0.00542037	0.00471025	0.00411103	0.00225554	0.000352374	0.0033098	0.00296583	0.00581645	0.00447056	0.00147521	0.00378702	0.00436067	0.00558774	0.0113741	0.00626494	0.00437399	0.00598211	0.00738174	0.00387293	0.00414289	0.0065632	0.00338987	0.00404679	0.00564005
GLYCOCAT-PWY: glycogen degradation I	0.000550252	0.000898087	0.00202164	0.00140975	0.00249354	0.000784842	0.00130418	0.00182684	0.000464122	0.00134989	0.00180398	0.00130062	0.00164274	0.00110865	0.00223912	9.12137e-05	0.00137627	0.000496938	0.00152758	0.00323355	0.00194831	0.00243072	0.000326853	0.00327514	0.000740161	0.00229234	0.000504508	0.00146925	0.000311829	0.000493409	0.000155401	0.00181174	0.000159	0.000301134	0.0	0.000730237	0.00135367	0.00167803	0.000422717	0.00070249	0.0	0.000972983	0.00441898	0.000553487	0.000450146	0.0	0.00084906	0.000291315	0.00390116	0.00015886	0.000299725	0.00128068	0.00144825	0.000741278	0.0	0.000771878	0.00193696	0.000183644	0.000394687	0.000620995
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.00821725	0.0092816	0.0116093	0.00281353	0.00479667	0.00402377	0.00406899	0.00457901	0.00645625	0.00477285	0.00377361	0.00288297	0.00504318	0.0042614	0.0042346	0.00577946	0.00507114	0.00881326	0.00285159	0.00459014	0.00750908	0.0048316	0.00860734	0.00441608	0.00288333	0.00323343	0.00584494	0.00825089	0.00516731	0.00909717	0.00789891	0.00763126	0.0050001	0.00833918	0.00497718	0.00823686	0.00460909	0.00832953	0.00478503	0.00291567	0.000352809	0.00349046	0.00577463	0.00605573	0.00513234	0.00205645	0.00373821	0.00454726	0.00612429	0.0115883	0.00633051	0.0103994	0.00630837	0.010983	0.00476817	0.00858518	0.00564583	0.00836453	0.00510928	0.00766281
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.000149868	0.000281281	0.0	2.89144e-05	0.00088797	3.01968e-05	0.000132885	0.00040124	0.0	0.000301158	4.44282e-05	0.000159389	0.000308312	0.000212366	0.000679815	0.0	0.000317948	0.0	0.000215774	0.00120511	0.0	0.000496251	0.0	0.00120035	1.83881e-05	0.00010205	0.00010915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174514	0.000235405	0.0	0.0	0.000147137	0.0	0.000606907	0.0	0.0	0.000234582	0.0	0.000192307	0.0	0.0	8.99623e-05	0.0	5.87964e-05	0.000134362	0.0	0.0	7.0909e-05	0.0	0.0	0.0	0.0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0.00201437	0.00277978	0.00158133	0.00222946	0.00320311	0.00209996	0.00196316	0.0025056	0.000958839	0.00307818	0.00265349	0.00270392	0.0016164	0.00196934	0.0036557	0.00187577	0.00222819	0.00153983	0.00315438	0.00410542	0.0	0.00397836	0.00169367	0.00392525	0.00245099	0.00263835	0.00238074	0.00331473	0.00190929	0.000612718	0.000462121	0.00355524	0.000760452	0.000858732	0.000681507	0.00132471	0.00246339	0.00225739	0.00152638	0.000726874	0.0	0.00097518	0.00208617	0.00286381	0.00407192	0.0	0.0022732	0.000476108	0.00270311	0.00171956	0.000484529	0.00121335	0.00183126	0.00116149	0.000477666	0.00232591	0.0	0.000577873	0.00126404	0.00295661
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	8.07364e-05	0.000139137	0.0	0.0	0.00240871	0.0	4.91889e-05	0.00177357	0.0	0.000145902	0.0	9.91742e-05	0.000128324	6.55067e-05	0.00126623	0.0	0.000988272	0.0	8.07255e-05	0.00138834	0.0	0.00156457	0.000614688	0.00123109	3.95064e-05	0.0	0.000597281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000434248	0.0	0.0	0.0	0.0	0.000194306	0.0	0.0	0.0	0.0	0.000439043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.0078424399999999	0.00822288	0.00761392	0.00478561	0.00578155	0.00466829	0.00498446	0.00556284	0.00855378	0.00611565	0.005375	0.00435714	0.0055384	0.00478162	0.00519103	0.00746617	0.0051312	0.00736509	0.00512613	0.00541105	0.00638771	0.00500178	0.00839166	0.00500755	0.00393828	0.00684327	0.00701901	0.00554675	0.00530545	0.00827473	0.00525108	0.00686356	0.00464793	0.00436813	0.00440487	0.00643934	0.00675571	0.00638839	0.00501382	0.00701776	0.00199678	0.00741599	0.00727074	0.00652229	0.00700881	0.00406009	0.0058936	0.00848765	0.00881109	0.00341652	0.00411433	0.00883399	0.00396497	0.00621409	0.00732566	0.00588501	0.00623949	0.00368374	0.00225434	0.00510808
GLYOXYLATE-BYPASS: glyoxylate cycle	0.00105319	0.00160521	0.0	0.000333759	0.00260724	0.000334586	0.000710662	0.00228703	0.000717408	0.00288872	0.000450979	0.000417268	0.00090821	0.000684032	0.00270978	0.0	0.00268886	0.000140151	0.00103838	0.00308173	0.0	0.00278807	0.000672132	0.00388469	0.000162524	0.00111057	0.00136371	0.0	0.000356513	0.0	0.0	0.0	0.0	0.000149486	0.000181188	0.000752044	0.00117276	0.000113353	0.000423502	0.000314985	0.0	0.00152163	0.0	0.0	0.00205623	0.0	0.00195319	0.0	0.000280138	0.000514477	0.000413975	0.000623388	0.00133644	0.000372906	3.81337e-05	0.00124979	0.000254546	9.48181e-05	0.000259572	0.0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.000170815	0.000120843	0.000351042	0.000147184	0.000844081	0.0	9.49713e-05	0.00136839	0.000199155	0.0	0.000130093	0.000169798	0.0	8.60546e-05	0.000329304	0.0001076	0.00233642	0.0	0.000202841	1.659e-05	0.0	0.000490133	0.000640407	3.23395e-05	0.000233823	0.0	0.000931772	0.0	0.0	0.0	0.000139945	0.0	5.24491e-05	0.0	0.0	0.000165542	0.000130885	0.0	0.000384798	0.000182857	0.0	0.00060343	0.0	0.0	0.0	0.0	0.00124062	0.0	0.00017679	0.0	0.000161129	0.00076259	7.59663e-05	0.0	0.0	0.0	0.0	0.000162711	0.000115802	0.0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0.000528056	0.00073318	0.0	0.000134487	0.00103121	2.95551e-05	0.000322813	0.000849357	0.000906775	0.000971424	0.000176647	0.000121961	0.000358089	0.000345462	0.00108854	0.0	0.00136397	0.0	0.000357276	0.00197285	0.0	0.0012051	0.000286324	0.0019044	9.88297e-05	0.000353531	0.000194376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253572	0.000875542	0.0	0.0	7.36201e-05	0.0	0.000479158	0.0	0.0	0.000697858	0.0	0.00092756	0.0	0.0	0.000332138	0.0	0.000220333	0.000262488	0.0	0.0	0.000357677	0.0	0.0	0.0	0.0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	0.000703064	0.00103587	0.0	0.00031431	0.00234513	7.627e-05	0.000464305	0.00146138	0.000456199	0.00190837	0.000286303	0.000215072	0.000916655	0.000691453	0.00225261	0.0	0.00202458	0.0	0.000894346	0.00257304	0.0	0.00338438	0.000213197	0.00245509	0.000144783	0.000856899	0.00183129	0.0	0.000280434	0.0	0.0	0.0	0.0	0.0	0.0	0.000169276	0.00113991	7.80711e-05	0.000436492	0.000104173	0.0	0.000533828	0.0	0.0	0.00168225	0.0	0.00142382	0.0	0.0	0.000193125	0.0	0.000527892	0.000279487	8.87052e-05	0.0	0.000459805	8.59076e-05	0.0	0.000185474	0.0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	0.000863283	0.00103587	0.0	0.000560785	0.0024277	0.000304094	0.000903397	0.00161585	0.00043006	0.00275087	0.00045447	0.000276359	0.00108037	0.00089925	0.00225261	0.000189012	0.00202458	0.0	0.00112093	0.00246941	0.0	0.00338438	0.000317017	0.00240842	0.00041464	0.00106071	0.00198327	0.0	0.000579181	0.0	0.0	0.0	0.0	0.0	0.0	0.000487647	0.0011658	0.000261074	0.000817897	0.000118241	0.0	0.000798005	0.0	0.0	0.00168225	0.0	0.0013644	0.0	0.000354041	0.000193125	0.0	0.000399741	0.000530275	0.000139035	0.0	0.000514985	0.000157081	0.0	0.000234541	0.000181019
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	0.000994207	0.00128753	0.0	0.000380756	0.00247283	0.000305829	0.000936555	0.00178091	0.000608838	0.0027064	0.00047427	0.000360798	0.00106335	0.000967656	0.00240496	0.000189511	0.00280308	0.0	0.00113951	0.00268647	0.000229683	0.00356126	0.000441885	0.00252981	0.000416493	0.0011394	0.00170285	0.0	0.000586696	0.0	0.00015958	0.0	0.0	0.0	0.0	0.000494828	0.00151136	0.000268946	0.000822599	0.000329509	0.0	0.000698846	0.0	0.0	0.00218225	0.0	0.00184051	0.000401475	0.0	0.000264899	0.0	0.000737794	0.000544211	9.57418e-05	0.000275172	0.000736745	0.000158502	0.0	0.00022345	0.0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.00116333	0.00210366	0.0	0.00131627	0.00149068	0.000520774	0.00107805	0.00106788	0.000872979	0.00276586	0.000209793	0.00099097	0.00142243	0.00106468	0.00294801	0.0	0.000426285	0.000260911	0.0015213	0.00353139	0.0	0.00301148	0.0011994	0.00355853	0.000263592	0.00155047	0.00109375	0.0	0.000679827	0.0	0.0	0.0	0.0	0.0	0.0	0.000765599	0.0019709	0.0	0.000234141	0.000341375	0.0	0.00114565	0.0	0.0	0.00295726	0.0	0.000349707	0.0	0.0	0.000913988	0.0	0.0	0.000889603	0.0	0.0	0.0	5.16888e-05	0.000338032	0.00045708	0.0
HISDEG-PWY: L-histidine degradation I	0.00479795	0.00428313	0.00097874	0.00713568	0.00196105	0.00721644	0.00482811	0.00201677	0.017293	0.00427615	0.00715591	0.0069031	0.00751027	0.0046032	0.00207244	0.00783109	0.00235145	0.00891392	0.00501066	0.000969813	0.00576553	0.000854517	0.0061013	0.000923311	0.00643687	0.00627666	0.0023239	0.00632295	0.00429801	0.00955018	0.000885851	0.00614474	0.00179035	0.0	0.0	0.000692251	0.00309208	0.00392437	0.00133826	0.000820934	0.000465748	0.000753013	0.0074308	0.000417883	0.00144749	0.00136143	0.00259478	0.0	0.00539066	0.00359192	0.00230873	0.000538989	0.000259138	0.000696108	0.000182245	0.00309278	0.00183932	0.000665539	0.00120787	0.000323281
HISTSYN-PWY: L-histidine biosynthesis	0.00626081	0.00654838	0.00991286	0.00786782	0.00424863	0.00828622	0.00724952	0.00494868	0.0176667	0.00229652	0.00651725	0.00840693	0.00534145	0.00769344	0.00363832	0.00623083	0.00383462	0.0141761	0.00770211	0.00252162	0.00980041	0.00359337	0.0102047	0.00262966	0.0108092	0.00540901	0.00697347	0.0111334	0.00990489	0.0145125	0.0102049	0.00958954	0.0123274	0.0107759	0.0131688	0.00955984	0.00710966	0.00840575	0.0102541	0.0113592	0.0151397	0.00888369	0.00962446	0.0102393	0.00697869	0.0123611	0.00646274	0.0127583	0.00889671	0.0105041	0.0107056	0.0162827	0.0106825	0.0087123	0.0122795	0.00644822	0.0115668	0.0114953	0.0112499	0.0100973
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.00109984	0.00183412	0.0	0.00055877	0.00360406	0.000229744	0.000563075	0.00259247	0.000671498	0.00222048	0.000392727	0.000235551	0.00116824	0.000585276	0.00365342	0.000491157	0.00250783	0.0	0.00114884	0.00498251	0.0	0.00358922	0.000663541	0.00510901	0.000144778	0.0009389	0.00193137	0.0	0.000188945	0.0	0.000135623	0.0	0.0	0.0	0.0	0.000709509	0.00227322	0.000150027	9.55343e-05	0.000182079	0.000181055	0.00155968	0.0	0.0	0.00247584	0.0	0.00146997	0.0	0.0	0.000557736	0.000225528	0.000858309	0.000374333	0.0	0.0	0.000911724	9.3817e-05	0.000163224	0.000126278	0.0
HSERMETANA-PWY: L-methionine biosynthesis III	0.00491196	0.00400457	0.00632907	0.00361958	0.00348211	0.00512687	0.00407552	0.00418979	0.00205979	0.00240614	0.00416076	0.0036774	0.0031102	0.00357901	0.00323718	0.00678127	0.00286496	0.00856033	0.00358245	0.00165986	0.00419469	0.00266491	0.00488871	0.00169889	0.00319076	0.00425468	0.00509664	0.00511355	0.00417541	0.00862105	0.00567955	0.00518721	0.00633947	0.00198078	0.00321557	0.00533947	0.00348661	0.00613167	0.00218227	0.0035986	0.00611049	0.00639819	0.00205548	0.00394441	0.00535948	0.00478762	0.00463969	0.00304661	0.00645605	0.00377089	0.00514211	0.00524875	0.00348971	0.00595267	0.00240812	0.00489105	0.00878077	0.00301497	0.00103405	0.00443759
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.00767993	0.00759115	0.0109782	0.00788486	0.00693224	0.0081879	0.0090155	0.00685411	0.00385338	0.0061251	0.00741316	0.00777997	0.00583194	0.00938443	0.00696861	0.00741079	0.00598833	0.0118945	0.00762972	0.0087995	0.0115884	0.00669187	0.00757208	0.00874117	0.00869824	0.00592844	0.00760061	0.0127071	0.0119875	0.012407	0.0170927	0.0109357	0.0213862	0.0219997	0.0223437	0.0133672	0.00800988	0.0106159	0.0128535	0.0200106	0.0264816	0.017047	0.0106592	0.015758	0.0103106	0.0251496	0.00795076	0.0164285	0.0118496	0.00990312	0.0177956	0.0236396	0.0190376	0.0131195	0.0177535	0.00747805	0.0174804	0.0165414	0.0184789	0.0151185
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0.00028779	0.000359063	0.0	0.000163937	0.000726401	0.0	0.000246193	0.000371456	0.0	0.000274705	0.0	0.0001217	0.000277445	0.00023461	0.00102725	0.0	0.000562985	0.0	0.000545129	0.00157945	0.0	0.000560638	9.68386e-05	0.00161207	0.0	0.000296918	0.000487393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06938e-05	0.000239458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000413687	0.0	0.000331545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
