# Pathway	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
PWY-7560: methylerythritol phosphate pathway II	0.00336325	0.00531074	0.00398014	0.00644607	0.00409936	0.00330887	0.00508725	0.00479879	0.00769341	0.00481232	0.00698981	0.00595056	0.00537366	0.00566442	0.00410651	0.0044553	0.00440951	0.00442994	0.00516916	0.00353695	0.00766569	0.003745	0.0053968	0.00362996	0.0077496	0.00602592	0.00511368	0.00332151	0.00724288	0.00463843	0.0109166	0.006376	0.0148442	0.0160471	0.0162441	0.0077092	0.00568254	0.00548996	0.00747585	0.0135137	0.0139478	0.0105762	0.00644965	0.0108338	0.00744409	0.0137321	0.00743963	0.0191527	0.00240268	0.00821796	0.0113004	0.00432532	0.0155604	0.00510786	0.0185052	0.00478341	0.0104836	0.0121667	0.0154746	0.0107141
PWY-7616: methanol oxidation to carbon dioxide	2.05251e-05	0.0	0.0	2.37428e-05	0.000307493	0.0	1.6107e-05	0.000361296	0.0	0.000223238	0.0	0.0	3.05423e-05	0.0	0.000135951	0.0	0.000216189	0.0	1.99941e-05	0.0	0.0	0.000158107	0.0	1.64415e-05	0.0	0.0	0.000263739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52225e-05	8.2958e-05	0.0	0.0	0.0	0.0	0.000221146	0.0	0.0	0.0	0.0	0.000226889	0.0	0.0	0.0	0.0	0.0	4.50517e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663: gondoate biosynthesis (anaerobic)	0.00459395	0.00331547	0.00524011	0.00862351	0.00659109	0.00801166	0.00693726	0.00492328	0.00181467	0.00450178	0.00741786	0.00897843	0.00586815	0.00598269	0.00606444	0.0043437	0.00682164	0.00376528	0.00771803	0.00666951	0.00802239	0.00643552	0.00333547	0.00726656	0.0105386	0.00644825	0.00605641	0.00840954	0.00510465	0.00426393	0.00368096	0.00848819	0.00190852	0.0040777	0.00255796	0.0057431	0.00496836	0.00723179	0.00671001	0.00451012	0.00105973	0.00408018	0.00960272	0.00504621	0.00533457	0.00275459	0.00608145	0.00341045	0.00594327	0.0044014	0.00352773	0.00223194	0.00300637	0.00641042	0.00434075	0.00370113	0.00543138	0.00393441	0.00304077	0.0065519
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00381706	0.00320084	0.000698643	0.00381232	0.00566679	0.00265138	0.00328698	0.00472386	0.000606912	0.00409844	0.00326013	0.00337658	0.00363033	0.00288823	0.00526617	0.00276641	0.00634708	0.00140691	0.00549848	0.00475868	0.00308454	0.00542765	0.0021005	0.00453451	0.00426193	0.00363145	0.00552268	0.0	0.00148916	0.000374703	0.000784798	0.00133756	0.000179922	0.0036575	0.000683659	0.00268695	0.00395273	0.00282553	0.00577976	0.00173175	0.0	0.00316821	0.000207538	0.00188648	0.00469423	0.000321272	0.00452236	0.0	0.00190538	0.00218039	0.00050117	0.00181555	0.000924609	0.00154982	0.0	0.00326337	0.0	0.000795173	0.000841502	0.00198055
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.0	0.0	0.000187635	0.00108046	4.17914e-05	0.0	0.00107763	0.0	0.0	0.000119987	0.0023733	0.00146249	0.000793049	0.000916285	0.000181342	0.0	3.4603e-05	0.000406081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154305	0.0	0.0	0.00107084	0.000285243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000373048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004638	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7723: bacterial bioluminescence	0.0	0.0	0.0	0.0	0.00021025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000304928	0.0	6.95533e-05	0.0	0.0	7.83324e-06	0.0	0.000293652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.00208733	0.00301889	0.00312364	0.00186202	0.00223238	0.0015879	0.00205981	0.00265965	0.00191245	0.00310936	0.00219851	0.00203054	0.00313871	0.00230257	0.0023523	0.000312343	0.00211186	0.00063864	0.00186243	0.00241368	0.00206429	0.00180771	0.00115273	0.00227937	0.00127518	0.00286381	0.00154313	0.00328166	0.00145115	0.000485697	0.00225627	0.000160403	0.000889055	0.00306902	0.000311543	0.0024396	0.00217039	0.000595575	0.00278092	0.00103751	0.0	0.00216131	0.000800065	0.00177889	0.0030997	0.000611978	0.00179729	0.00138894	0.00162252	0.000836337	0.00130095	0.00183171	0.000440188	0.00338598	0.00153829	0.00193957	0.00218704	0.000463636	0.0002821	0.00254041
PWY-7790: UMP biosynthesis II	0.0116998	0.0107082	0.0135401	0.0115041	0.00531875	0.012741	0.011074	0.00705303	0.0219674	0.00720866	0.011171	0.0112245	0.011063	0.0119883	0.00479731	0.0148082	0.0055097	0.0182636	0.00907699	0.00324679	0.0118731	0.00426156	0.0126264	0.00340348	0.0122423	0.00965055	0.0085802	0.0153509	0.0144294	0.0201202	0.0163981	0.0114407	0.0180928	0.0167915	0.0194768	0.0125894	0.00907146	0.0109986	0.0138736	0.0168743	0.0227047	0.0134738	0.0106171	0.0120592	0.00774793	0.0189724	0.00937269	0.0196913	0.0122413	0.0164042	0.0172452	0.0161363	0.0163604	0.0121494	0.0200763	0.0097201	0.0168311	0.0145742	0.0172156	0.0133367
PWY-7791: UMP biosynthesis III	0.0116998	0.0107082	0.0135401	0.0115041	0.00531875	0.012741	0.011074	0.00705303	0.0219674	0.00720866	0.011171	0.0112245	0.011063	0.0119883	0.00479731	0.0148082	0.0055097	0.0182636	0.00907699	0.00324679	0.0118731	0.00426156	0.0126264	0.00340348	0.0122423	0.00965055	0.0085802	0.0153509	0.0144294	0.0201202	0.0163981	0.0114407	0.0180928	0.0167915	0.0194768	0.0125894	0.00907146	0.0109986	0.0138736	0.0168743	0.0227047	0.0134738	0.0106171	0.0120592	0.00774793	0.0189724	0.00937269	0.0196913	0.0122413	0.0164042	0.0172452	0.0161363	0.0163604	0.0121494	0.0200763	0.0097201	0.0168311	0.0145742	0.0172156	0.0133367
PWY-7805: (aminomethyl)phosphonate degradation	0.0	0.0	0.0	5.59213e-05	0.000230475	0.0	0.000128784	0.000106411	0.0	0.000265432	6.58491e-05	0.0	0.000251038	0.000160313	0.000659866	0.0	4.93505e-05	0.0	0.00038344	0.00187737	0.0	0.000523177	0.0	0.00172657	0.0	0.000226503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000352544	0.0	0.0	0.0	0.0	0.000119629	0.0	0.0	0.0	0.0	0.00026507	0.0	0.0	9.80974e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7807: glyphosate degradation III	0.0	0.0	0.0	5.22044e-05	0.000236121	9.86185e-05	0.000128037	0.000107087	0.0	0.000259976	6.07856e-05	0.0	0.000237263	0.000154102	0.000638904	0.0	5.25681e-05	0.0	0.000392037	0.00188047	0.0	0.000497074	0.0	0.00169215	0.0	0.000235572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000339789	0.0	0.0	0.0	0.0	0.000108552	0.0	0.0	0.000152845	0.0	0.000277884	0.0	0.0	9.10128e-05	0.0	0.0	0.0	0.0	0.0	0.000133382	0.0	0.0	0.0	0.0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0.0	0.0	0.0	0.000119643	4.96515e-05	0.0	0.000128006	0.0	0.0	5.91617e-05	0.0	0.000157557	0.0	0.0	1.35737e-05	0.0	0.0	0.0	7.01299e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00512853	0.00420064	0.00818548	0.00920456	0.00388597	0.00909242	0.0073663	0.00470543	0.0035934	0.00514036	0.00826751	0.00887425	0.00741944	0.00789919	0.00376739	0.0090962	0.003066	0.00310786	0.00687695	0.00265947	0.00685376	0.0034102	0.00535994	0.00268107	0.0101953	0.00760998	0.0069111	0.0110334	0.00920306	0.00350242	0.0094582	0.00873859	0.010364	0.00684865	0.00776392	0.00834053	0.00422804	0.00796756	0.00958332	0.00482301	0.0109431	0.00713958	0.0086827	0.00798741	0.00474215	0.0090779	0.00687882	0.01069	0.00962648	0.00577941	0.00869535	0.00838894	0.00582365	0.0079254	0.0102696	0.0070966	0.00969973	0.00799582	0.00524811	0.00776585
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.00109098	0.0014434	0.0	0.000503234	0.00299899	0.000355908	0.00106698	0.00192288	0.000374059	0.00150561	0.000568585	0.000665892	0.000385404	0.000424974	0.00212038	0.0	0.0028856	0.0	0.000741614	0.00267027	0.0	0.00259236	0.000524747	0.00301812	0.000173432	0.00127184	0.00219712	0.0	0.000110362	0.0	0.00052366	0.0	0.0	0.0	0.00027578	0.00157644	0.00148403	0.0	0.000449993	0.000445193	0.0	0.000518999	0.0	0.0	0.00106483	0.0	0.0011243	0.0	0.0	0.000274345	0.0	0.000297262	0.000539015	0.0	0.0	0.0	0.0	0.00053536	0.000275683	0.0
PWY-7873: D-erythronate degradation II	5.42921e-05	5.25757e-05	0.0	0.0	0.000115441	0.0	2.2982e-05	7.40415e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.09367e-05	0.0	0.0	0.0	4.31265e-05	8.26931e-05	0.0	0.00018558	0.0	6.88313e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000170512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7874: L-threonate degradation	0.000127539	0.000175834	0.0	0.0	0.000115441	0.0	2.2982e-05	0.000106617	0.0	0.000237074	0.0	0.0	0.0	5.02217e-05	0.000135467	0.0	0.0	0.0	5.95045e-05	8.26931e-05	0.0	0.000349392	0.0	7.71642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025252	0.0	0.0	0.0	0.0	7.02183e-05	0.0	0.0	0.0	0.0	0.000134692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7883: anhydromuropeptides recycling II	0.000426546	0.000768802	0.0	6.50462e-05	0.00179794	0.0	0.00052381	0.00134557	0.0	0.000424454	0.0	0.000174338	6.94827e-05	0.00045229	0.00121066	0.0	0.00158868	0.0	0.00066597	0.000632252	0.0	0.00166356	4.73486e-05	0.000807513	3.90065e-05	7.11264e-05	0.000448087	0.0	0.000422677	0.0	9.18879e-05	0.000292756	8.00871e-05	0.0	0.0	0.000259436	0.000949678	0.000455688	0.000483168	0.0	0.0	0.000210497	0.0	0.0	0.000735609	0.0	0.000773481	0.0	0.0	9.30795e-05	0.0	0.000339228	6.99004e-05	0.0	0.0	0.000101713	0.0	0.000142489	0.00018248	0.0
PWY-7942: 5-oxo-L-proline metabolism	0.000725117	0.00122703	0.0	0.000173099	0.00118522	0.000221263	0.000310224	0.0011886	0.000556777	0.00124226	0.000190921	9.80076e-05	0.00044958	0.000384643	0.00106655	0.0	0.00228959	0.0	0.000258068	0.00167862	0.0	0.00129537	9.57283e-05	0.00153023	0.000176064	0.000653454	0.000593877	0.0	0.0	0.0	0.0	0.0	5.64448e-05	0.0	0.0	0.00049774	0.000835599	0.0	0.000279816	0.000159233	0.0	0.000361896	0.0	0.0	0.0	0.0	0.000868408	0.0	0.0002786	0.000290484	0.0	0.000919168	0.000387925	0.000342648	0.0	0.000452893	0.0	0.000137772	0.0	0.0
PWY-7948: 4-oxopentanoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000255799	0.0	0.0	0.0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.0108191	0.00937685	0.0194592	0.00959045	0.00403999	0.0120025	0.0101194	0.00691993	0.0111988	0.00747479	0.0101071	0.0100394	0.0103458	0.010357	0.00492607	0.0141829	0.0047695	0.0146023	0.0076699	0.00387402	0.0105322	0.00488463	0.0123657	0.00415353	0.00936754	0.00888705	0.00671253	0.0133324	0.0119383	0.0147869	0.0146868	0.0100973	0.0175514	0.0157449	0.0173896	0.0120204	0.00805322	0.00968499	0.0131721	0.0156524	0.0223488	0.0131714	0.00969021	0.0123879	0.00727736	0.0173314	0.00774979	0.0193227	0.0109663	0.0127762	0.0146571	0.0110925	0.0142463	0.013883	0.019617	0.0104548	0.0138138	0.0156434	0.0161509	0.0127609
PWY-7977: L-methionine biosynthesis IV	0.00753291	0.00682048	0.00646838	0.0108953	0.00611268	0.0116465	0.00964071	0.0071347	0.00575262	0.00477042	0.0109591	0.0107891	0.009149	0.00947225	0.00565437	0.0115564	0.00615664	0.0116577	0.00878525	0.0041355	0.0100229	0.00525456	0.00747453	0.00420283	0.0112377	0.00830523	0.00796005	0.0112588	0.0101639	0.0111781	0.0124616	0.00912844	0.0143087	0.0140862	0.0158628	0.0101386	0.00740887	0.00787192	0.0112425	0.0141022	0.0188845	0.0123205	0.0107612	0.00954586	0.00778441	0.0167904	0.00792152	0.0150273	0.00769303	0.0083864	0.0115773	0.00327224	0.0131585	0.00825392	0.0148835	0.00700046	0.013229	0.0112453	0.0152734	0.00989115
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000297162	0.0	0.0	0.0	0.0	0.000337483	0.000336246	0.0	0.0	0.000528571	0.0	0.0	0.0	0.0	0.0	0.00125364	0.0	0.0	0.0	0.000318325	0.00126684	0.0	0.0	0.000275029	0.00110895	0.000330506	0.0	0.0	0.000530246	0.0	0.0	0.0	0.0	0.0	0.0	0.00064868	0.00125348	0.0	0.0	0.000268484	0.0	0.0	0.00118554	0.0	0.0	0.0	0.0	0.000455314	0.0	0.0	0.000481274	0.00105771	0.00199822
PWY-8004: Entner-Doudoroff pathway I	0.0016435	0.00227764	0.00111526	0.00193014	0.00274831	0.00178989	0.00167569	0.00195102	0.000748944	0.00246673	0.00261198	0.002482	0.00140261	0.001636	0.00313487	0.00161001	0.00187178	0.0011148	0.0028018	0.00318117	0.0	0.00336817	0.00132175	0.00326	0.00228291	0.00233801	0.00187862	0.00362865	0.00156503	0.00045262	0.00032806	0.00306563	0.000547522	0.000571044	0.0	0.00104163	0.00201484	0.00188041	0.00111418	0.000549879	0.0	0.000714245	0.00172814	0.00230503	0.00356801	0.0	0.00159571	0.000337028	0.00224533	0.00102255	0.000342095	0.000923737	0.00116643	0.00191564	0.000342327	0.00189514	0.0	0.000433114	0.00115304	0.00257445
PWY-801: homocysteine and cysteine interconversion	0.000204038	0.000445598	0.0	0.0	0.000437568	0.0	7.92294e-05	0.000496746	0.0	0.0	0.0	0.0	0.0	0.000149504	0.000499426	0.0	0.000498483	0.0	0.000403301	4.96038e-05	0.0	0.000556422	0.0	0.000118659	0.0	0.0	0.000892489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000151837	0.000567903	0.0	0.000245622	0.000146423	0.0	0.000512139	0.0	0.0	0.000438282	0.0	0.00070156	0.0	0.00034897	0.00030374	0.0	0.0	0.000188535	0.0	0.0	0.0	0.0	5.35759e-05	0.000112452	0.0
PWY-8073: lipid IVA biosynthesis (P. putida)	0.00199839	0.00361572	0.000408071	0.00135938	0.0028507	0.00167475	0.00213778	0.00384682	0.003838	0.00428924	0.000865051	0.00122757	0.00310469	0.00200262	0.00329096	0.000585041	0.00316377	0.000697472	0.0038166	0.00268135	0.0	0.00266617	0.00156323	0.00259219	0.00264449	0.00247413	0.00266537	0.00256134	0.0024946	0.000947214	0.000888726	0.00393574	0.000232943	0.000620211	0.000510492	0.0028954	0.00389994	0.00137781	0.000923425	0.000612497	0.0	0.00292402	0.00440699	0.0	0.00344579	0.0	0.00387371	0.000535139	0.00518828	0.0017289	0.00142268	0.00214091	0.00190329	0.00175202	0.000185181	0.00104904	0.00175384	0.000247628	0.000727659	0.000466087
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0.000210855	0.0	0.0	0.000140691	0.000213794	0.0	0.000160443	0.0	0.0	0.000279475	0.0	0.000141566	0.000234844	0.000156958	0.000504943	0.0	1.80151e-05	0.0	0.000185597	0.0	0.0	0.000460113	0.0	0.0	0.0	0.000346838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000313992	0.0	0.0	0.0	0.0	9.35769e-05	0.0	0.0	0.000174949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8112: factor 420 biosynthesis I (archaea)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000474902	0.0	0.0	0.000711036	0.0	0.000206568	0.0	0.0	0.0	0.0	0.0	0.0	0.000535218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8113: 3PG-factor 420 biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000474902	0.0	0.0	0.000622541	0.0	0.000206568	0.0	0.0	0.0	0.0	0.0	0.0	0.000535218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8131: 5'-deoxyadenosine degradation II	0.0	0.0	0.0	0.000275508	0.00104348	0.0	0.000480713	0.00145288	0.000602777	0.0	0.000525886	0.000391721	0.000769087	0.000248418	0.000996899	0.0	0.00185685	0.0	0.000413801	0.000313815	0.000277709	0.00170476	9.23679e-05	0.000268686	7.11929e-05	0.000377632	0.00164851	0.0	0.0	0.0	0.000109531	0.0	0.0	0.0	0.0	0.000205129	3.25641e-05	0.0	0.000179848	0.000247429	0.0	0.000399365	0.0	0.0	0.0	0.0	0.000867322	0.0	0.000386167	0.0	0.0	0.000756328	0.00011264	0.0	0.0	0.000380604	0.0	0.000669959	0.000224535	0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.00517329	0.00568663	0.00714485	0.00430535	0.0060058	0.00391125	0.00546246	0.00609616	0.00564588	0.00717839	0.00503314	0.00489888	0.00511501	0.00461868	0.00632433	0.0044998	0.00736503	0.00716462	0.0036839	0.0074533	0.00342283	0.00715316	0.00571687	0.00760039	0.00297688	0.00514691	0.00686909	0.00235987	0.00497152	0.00780663	0.00834088	0.00615031	0.00937229	0.0127213	0.00920299	0.00688285	0.00441319	0.00611077	0.00638025	0.00988209	0.00912645	0.00930661	0.00221275	0.00727349	0.00697882	0.00618614	0.00594727	0.011366	0.00498301	0.00648569	0.00930121	0.00459163	0.0103758	0.00770015	0.0104558	0.00437224	0.00828789	0.00946214	0.0123538	0.00782057
PWY-8182: valproate &beta;-oxidation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253326	0.0	0.0	0.0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00289207	0.00227941	0.00489961	0.00265677	0.00214845	0.0042474	0.00163332	0.00142838	0.00543876	0.00156459	0.00218244	0.00254002	0.00243715	0.0019884	0.00250189	0.00538899	0.0012623	0.00260178	0.0021422	0.00324485	0.00407647	0.00226356	0.00123759	0.00349091	0.0024302	0.00168214	0.00475665	0.00277712	0.0015909	0.00263645	0.000616104	0.00257418	0.000220412	0.0	0.000374862	0.000531625	0.00419644	0.00360113	0.00110365	0.000138905	0.0	0.000552408	0.00181012	0.00153003	0.00195701	0.0	0.00107026	0.0	0.00172819	0.000974319	0.00158046	0.000142682	0.000708238	0.00583635	0.000316761	0.0030274	0.000157182	0.00104889	0.000287617	0.00119189
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	3.40385e-05	0.0	0.0	0.0	5.71187e-05	0.0	0.0	0.000303353	0.0	0.0	2.23772e-05	0.0	0.0	2.84308e-05	0.000247648	0.0	0.0	0.0	0.0	0.0	0.000517759	0.0	0.000497841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99549e-05	0.0	0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.00174063	0.00175853	0.0	0.000848218	0.00233594	0.000430441	0.00140333	0.00170978	0.000831239	0.00101968	0.000487008	0.000760206	0.000964127	0.00153114	0.00218329	0.0	0.00226874	0.000332311	0.00154408	0.00213213	0.0	0.00216526	0.000864026	0.00198695	0.000556171	0.00162277	0.00336137	0.0	0.00107412	0.0	0.000462048	0.0	0.0	0.000681646	0.0	0.0011908	0.00223713	0.000499537	0.00133086	0.00152867	0.0	0.00188468	0.0	0.0	0.00363808	0.0	0.00215123	0.0	0.0	0.00123915	0.000662137	0.00206085	0.0013054	0.000425496	0.0	0.00106821	0.0	0.000391968	0.000773735	0.0
PWY-822: fructan biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.338e-05	0.0	0.0	0.0	2.46358e-05	0.0	0.0	0.000141658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.00751109	0.00397488	0.00631439	0.00753662	0.00430003	0.00844877	0.00740143	0.0049784	0.00718124	0.00495466	0.00788955	0.00807699	0.00786197	0.00793951	0.00415311	0.008998	0.00420065	0.00800328	0.0064793	0.00228446	0.0099558	0.00434289	0.00868656	0.00215512	0.00704051	0.00759707	0.0042848	0.00398937	0.00816016	0.00681609	0.00473107	0.00771756	0.00558628	0.00261807	0.00236695	0.00513831	0.00566472	0.0077355	0.00640757	0.00343348	0.00113742	0.0024166	0.00749077	0.00616485	0.00398993	0.00320007	0.00604221	0.00701659	0.00596203	0.00453381	0.00462476	0.00293343	0.00348387	0.00658473	0.00727492	0.00774128	0.00420476	0.00540338	0.00392221	0.00605868
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.43898e-05	0.0	0.0	0.0	0.0	2.23396e-05	0.0	0.000455863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.00293383	0.0028199	0.0	0.00160767	0.00441299	0.000694099	0.00123855	0.00316284	0.00104969	0.00337048	0.00156368	0.00034418	0.00185953	0.00135353	0.00443245	0.00164854	0.00306383	0.0	0.00178048	0.00461619	0.0	0.00348074	0.00122768	0.00428821	0.000247262	0.00155805	0.00338142	0.0	0.000325339	0.0	0.000571016	0.000837968	0.000207828	0.000193061	0.0	0.00311545	0.00444046	0.00116678	0.00186782	0.00244376	0.000523067	0.00254861	0.0	0.000424638	0.00391963	0.00202572	0.00291166	0.0	0.000828138	0.00206468	0.00145388	0.00126537	0.000797959	0.00127406	0.000432892	0.00155751	0.002656	0.000269871	0.000296469	0.000600465
PWY0-1061: superpathway of L-alanine biosynthesis	0.00120271	0.00174685	0.00356531	0.000114465	0.00370625	0.000218171	0.000305944	0.00291285	0.000516301	0.00138096	7.72292e-05	0.000155183	0.000559993	0.000322655	0.0021916	0.000369219	0.00246789	0.000270116	0.000725067	0.00245418	0.0	0.00239638	0.00118076	0.00242413	6.33831e-05	0.000522917	0.00136763	0.000339972	0.000122429	0.0	0.00161165	0.0	0.000569448	0.00233608	0.00070862	0.00257575	0.00232784	0.00100665	0.00198414	0.00115832	0.0	0.00109786	0.000365412	0.00282258	0.000723083	0.0	0.00116122	0.000474606	0.00207729	0.000860521	0.000211787	0.00187421	0.000423935	0.00151438	0.000252033	0.00115424	0.00282425	0.000453856	0.000846604	0.0021298
PWY0-1221: putrescine degradation II	0.00015894	0.000214704	0.0	8.52288e-05	0.00010165	2.20889e-05	0.000114778	0.000117805	0.000100951	0.000292585	9.23363e-05	2.44245e-05	0.000159736	0.000127907	0.000544281	0.0	6.2708e-06	0.0	0.000228315	0.00124556	0.0	0.000505538	0.0	0.0012731	0.0	0.000268992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38306e-05	0.000174925	0.0	0.0	0.0	0.0	0.000277624	0.0	0.0	0.000246913	0.0	2.15856e-05	0.0	0.0	6.82012e-05	0.0	0.0	3.70983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
