# Pathway	C10	C15	C41	C46	C6	C9	C11	C12	C16	C18	C19	C1	C20	C21	C22	C23	C24	C25	C26	C28	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C3	C40	C42	C43	C44	C45	C4	C5	C7	H15_1	H18_1	H2_1	H25_1	H26_1	H41_1	H42_1	H50_1	H5_1	H60_1	H61_1	H8_1	H9_1	H32_1	H49_1	H59_1	H78_1	H83_1
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0.0	0.0	0.000177068	6.15139e-05	9.2803e-05	0.0	0.0	1.1256e-05	7.57976e-05	1.46901e-05	8.98533e-05	0.000222415	3.28133e-05	0.000242081	8.86056e-05	0.0	2.96069e-05	6.24574e-06	5.78982e-05	0.0	0.0	0.000276062	0.0	0.0	0.0	6.60146e-05	1.86711e-05	2.54481e-05	3.09327e-05	0.0	0.000855309	1.89658e-05	0.0	5.1636e-05	0.0	0.0	1.87431e-05	5.65206e-05	0.0	3.06688e-05	8.9074e-05	0.0	5.9879e-05	0.0	0.0	0.0	0.0	2.83062e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07014e-05	0.0
FERMENTATION-PWY: mixed acid fermentation	0.00136549	0.000794707	0.000993319	0.00130301	0.000911892	0.000316487	0.00376094	0.00131077	0.00265567	0.00188102	0.00147718	0.00094775	0.00117931	0.0014782	0.00244445	0.00270251	0.0031332	0.00356107	0.0023715	0.0018473	0.000559406	0.00188129	0.00341973	0.00120623	0.00258286	0.00131102	0.00288879	0.00174414	0.00140766	0.00487368	0.0024131	0.00137382	0.0029986	0.00204627	0.00251037	0.000940695	0.00142825	0.00128725	0.00114077	0.00284335	0.00152473	0.00384664	0.0017994	0.00203452	0.00344915	0.00303096	0.00239323	0.00347886	0.0012558	0.00251943	0.0	0.000745632	0.00352196	0.0	0.00338764	0.00200899	0.00217907
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0.000912179	0.000326964	0.000400415	0.000128623	7.51079e-05	0.000229146	0.00132655	0.000161693	0.000479578	0.000209303	0.00068672	0.000258861	0.000306493	0.000588135	0.000337551	0.00117078	0.00165043	0.0010726	0.000728291	0.000275971	0.000785119	0.00032839	0.00170765	0.000201844	0.000714112	0.000102116	0.000167679	7.53081e-05	0.000671183	6.49146e-05	0.000336087	0.000239356	0.0	0.00036865	7.38255e-05	0.000202208	0.000342399	0.00021789	0.000374676	0.00165269	0.00106215	0.00233513	0.000219859	0.000705652	0.000938209	0.00190564	0.000560576	0.00272665	0.00111725	0.000749812	0.0	0.00282427	0.00121093	0.00298219	0.001451	0.000422444	0.000292676
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.000649169	0.000553368	0.000464064	0.000353468	0.000599374	0.00165547	0.0020982	0.000764516	0.00130294	0.000198438	0.000486296	0.00114359	0.000441616	0.000298002	0.00113303	0.00185211	0.00259382	0.0013785	0.000519871	0.000500525	0.000299161	0.000888454	0.00185141	0.000558039	0.00227281	0.000580539	0.000225871	0.000305886	0.000389458	0.001997	0.000724425	0.000784674	0.000471261	0.000731194	0.00127334	0.00141343	0.000509084	0.000715964	0.000919675	0.000643804	0.000294684	0.00256747	0.00108676	0.0014808	0.00263211	0.00169634	0.000520546	0.00281107	0.00141749	0.000831014	0.000945917	0.000192254	0.00197452	0.0	0.00178848	0.00119067	0.000551613
FUCCAT-PWY: fucose degradation	0.000368787	0.000292971	0.000239929	0.000172585	0.00028719	0.000861366	0.00177475	0.000395357	0.00102292	0.00062451	0.000236704	0.00072429	0.000244018	0.000198942	0.00100522	0.00140334	0.00225883	0.0012363	0.000327523	0.000267947	0.00204768	0.00047357	0.0019178	0.000326081	0.00206744	0.000285901	0.000154828	0.000151087	0.000188529	0.00159759	0.000402991	0.000469164	0.000535177	0.000376341	0.0010665	0.000906452	0.000259674	0.000360298	0.000585399	0.000387787	0.00016692	0.00255411	0.000928669	0.00113438	0.00206312	0.00115436	0.00026979	0.00246523	0.000800969	0.000516602	0.000604868	0.000134806	0.00168007	0.0	0.00176723	0.000755184	0.000279493
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.000508931	0.000340238	0.000424225	0.000221407	0.000349083	0.000878506	0.00208696	0.000575212	0.000886691	0.000178134	0.000471338	0.000379976	0.000162811	0.000336831	0.00101005	0.000983102	0.00130255	0.000747941	0.000710922	0.000382118	0.00119957	0.000969464	0.0015462	0.00024905	0.00167883	0.000729076	0.000387975	0.000336885	0.000303375	0.000672262	0.000828943	0.000910263	0.000451261	0.000832445	0.000702123	0.000609538	0.000220848	0.00111548	0.000341792	0.000266411	0.000513541	0.00120937	0.000790685	0.000711714	0.00135596	0.0011582	0.000774493	0.00171939	0.00118189	0.000571885	0.000464256	0.0	0.000990052	0.0	0.00126545	0.000614496	0.000280102
GALACTARDEG-PWY: D-galactarate degradation I	0.000451299	6.30923e-05	0.0001352	8.37049e-05	4.33935e-05	0.000152476	0.0027694	4.21698e-05	0.000881224	2.77028e-05	5.72989e-05	0.000156547	5.47654e-05	8.56417e-05	0.000329427	0.00163831	0.00255143	0.000577865	0.00011565	0.000141128	0.000699336	0.000395548	0.00362183	7.7332e-05	0.00207858	1.9635e-05	5.18319e-05	0.0	1.58446e-05	0.00212434	3.70337e-05	0.000451023	0.0	0.000412916	5.59614e-05	0.000222126	1.52394e-05	0.00017748	8.42838e-05	0.000126234	5.46441e-05	0.00358317	0.000135297	0.00128511	0.00226088	0.00116785	6.78814e-05	0.00323298	0.00073449	0.000190364	0.000766478	4.09471e-05	0.00208854	0.0	0.00199149	7.87718e-05	2.34244e-05
GALACTITOLCAT-PWY: galactitol degradation	0.000146936	0.0	9.67944e-05	2.70374e-05	6.58877e-06	0.000117833	0.0008773	4.74253e-06	0.000451558	0.0	2.38124e-05	0.0	2.42806e-05	0.0	8.53625e-05	0.000871601	0.0015514	0.000418056	2.10744e-05	3.23527e-05	0.000159267	7.31295e-05	0.0017631	0.0	0.00133896	2.31297e-05	5.48725e-06	0.0	0.0	1.57181e-05	3.53719e-05	0.000193392	0.0	0.000187626	1.22466e-05	0.00024376	1.11137e-05	8.57079e-05	9.36624e-06	0.000866437	0.000189798	0.00220197	3.61753e-05	0.000283355	0.00118407	0.000551339	3.71372e-05	0.00143745	0.000304884	7.21324e-05	0.000232912	0.0	0.00095574	0.0	0.00120747	9.68914e-06	2.21951e-05
GALACTUROCAT-PWY: D-galacturonate degradation I	0.000534437	0.00085386	0.000812979	0.000738738	0.000864992	0.000806647	0.00188015	0.000767742	0.000871906	0.00117994	0.000538793	0.000786462	0.000735053	0.000852561	0.0012245	0.00109144	0.00108474	0.000710616	0.00140123	0.0011023	0.00155463	0.00128643	0.0013383	0.000935488	0.00164673	0.00119071	0.000946117	0.000820958	0.00128356	0.00126202	0.000769248	0.000900899	0.00105671	0.000981959	0.00232879	0.000697414	0.000678896	0.0018511	0.00108998	0.000837701	0.000774768	0.00115637	0.00118216	0.000877564	0.00134456	0.00110451	0.00233402	0.00170694	0.00115553	0.00133161	0.000406925	1.42766e-05	0.00100908	0.0	0.00120387	0.00061042	0.00133696
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.000826546	0.00137445	0.00133235	0.00113247	0.00226436	0.00145403	0.00292627	0.00145877	0.00246468	0.00156641	0.00131112	0.00162759	0.00119156	0.00185962	0.00152961	0.00323069	0.0034463	0.00114341	0.00233089	0.0020513	0.00245866	0.00247577	0.00237745	0.00217975	0.00269905	0.00252686	0.0015924	0.00144992	0.00173612	0.00126724	0.00226527	0.00198469	0.00125124	0.00186202	0.00165311	0.00108057	0.00130626	0.00173362	0.00131312	0.00229045	0.00100609	0.00242176	0.00147934	0.00189623	0.00336593	0.00218952	0.00198932	0.00303827	0.00131295	0.00153131	0.00571368	0.00255279	0.00292617	0.0	0.00249672	0.00143956	0.00152424
GLUCARDEG-PWY: D-glucarate degradation I	0.000296738	5.01648e-05	0.000106985	5.9174e-05	2.24494e-05	0.00013065	0.00161226	3.91486e-05	0.000396356	2.43201e-05	5.3876e-05	3.6152e-05	4.9926e-05	7.27728e-05	0.000179101	0.000804868	0.00153781	0.000327143	7.27534e-05	0.00011852	0.000479591	0.000212714	0.00200184	3.30648e-05	0.00139995	1.80408e-05	4.23872e-05	0.0	1.52894e-05	0.0017259	3.47029e-05	0.000296431	0.0	0.000223113	3.8524e-05	0.000175058	1.41214e-05	0.000131869	6.86142e-05	0.000107813	3.40063e-05	0.00244321	8.05553e-05	0.000908963	0.0015947	0.000855884	6.21704e-05	0.00204195	0.000540126	0.000134598	0.00053668	3.98862e-05	0.0012586	0.0	0.00126541	5.8472e-05	2.19801e-05
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.000451299	6.30923e-05	0.0001352	8.37049e-05	4.33935e-05	0.000152476	0.0027694	4.21698e-05	0.000881224	2.77028e-05	5.72989e-05	0.000156547	5.47654e-05	8.56417e-05	0.000329427	0.00163831	0.00255143	0.000577865	0.00011565	0.000141128	0.000699336	0.000395548	0.00362183	7.7332e-05	0.00207858	1.9635e-05	5.18319e-05	0.0	1.58446e-05	0.00212434	3.70337e-05	0.000451023	0.0	0.000412916	5.59614e-05	0.000222126	1.52394e-05	0.00017748	8.42838e-05	0.000126234	5.46441e-05	0.00358317	0.000135297	0.00128511	0.00226088	0.00116785	6.78814e-05	0.00323298	0.00073449	0.000190364	0.000766478	4.09471e-05	0.00208854	0.0	0.00199149	7.87718e-05	2.34244e-05
GLUCONEO-PWY: gluconeogenesis I	0.00476349	0.00528694	0.00223205	0.00224374	0.00310339	0.00196224	0.00453485	0.00380157	0.00451099	0.00457773	0.00388498	0.00334975	0.00349085	0.0042119	0.00399474	0.00451753	0.00443227	0.00363035	0.00336434	0.00454983	0.00523608	0.00366113	0.00519336	0.00277192	0.00492431	0.00294163	0.00253485	0.00163237	0.00449914	0.00574083	0.00508092	0.00521688	0.00290549	0.00478435	0.00434407	0.00368484	0.00275352	0.00291377	0.00289744	0.0047475	0.0051584	0.00452384	0.00464132	0.00432419	0.00388798	0.00539232	0.00382212	0.00432252	0.00457101	0.00463014	0.00550009	0.00176099	0.00472752	0.00753797	0.00545542	0.004884	0.00245666
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.00707444	0.00543061	0.0100444	0.00710233	0.00356705	0.00210283	0.00411008	0.00268422	0.00350545	0.00330221	0.00852471	0.00241571	0.00958884	0.00594645	0.0034992	0.00453988	0.00370941	0.00192097	0.00625376	0.00472077	0.0064971	0.00387426	0.00503488	0.00191727	0.00422111	0.00332896	0.00724192	0.0102277	0.0	0.0046758	0.0	0.00524163	0.0	0.00531179	0.00424537	0.00460187	0.00852312	0.00154207	0.00844383	0.00766574	0.00613162	0.00487315	0.00195514	0.0064155	0.00583534	0.00627045	0.00401044	0.00450506	0.0029017	0.00435258	0.00132888	0.0036831	0.00393208	0.0	0.00557348	0.00424544	0.0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	0.000883775	0.00102035	0.00110888	0.00109273	0.000968263	0.00242865	0.00242312	0.000684918	0.00150026	0.00142938	0.000830843	0.00121504	0.000926459	0.00102621	0.00134134	0.00133162	0.00124783	0.000818356	0.00212134	0.0011977	0.00312601	0.00150866	0.00157067	0.00117604	0.00199782	0.00173783	0.00176357	0.00138021	0.00138787	0.00086255	0.00124158	0.00114702	0.00124212	0.00153154	0.00253974	0.000741013	0.000811617	0.00223647	0.00135568	0.00116772	0.000936089	0.00126476	0.00133397	0.00120695	0.0024394	0.00162919	0.00208425	0.00192495	0.00143593	0.00170104	0.000891123	9.32534e-05	0.00130707	0.0	0.00143589	0.00127888	0.00153227
GLUDEG-I-PWY: GABA shunt	3.45774e-05	0.00024046	0.000325033	0.000283889	0.000594629	0.000285885	0.00151269	0.000263205	0.00107286	0.000329921	0.000298804	0.00039927	0.0002424	0.000273948	0.000600032	0.00102404	0.00212006	0.000811731	0.000214928	0.000385183	0.000224789	0.000696201	0.00022883	0.000172705	0.00234054	0.000202481	0.000185603	9.57833e-05	0.000211628	0.000311833	0.000571365	0.000641808	0.000257573	0.000287697	0.000824811	0.00089611	0.000222217	0.000335072	0.000818152	0.000323301	0.000135256	0.000910241	0.000316534	0.000942762	0.0009256	0.000481575	0.000267988	0.00190706	0.000529257	0.000232417	0.000425809	3.14014e-05	0.00147447	0.0	0.000926368	0.000204511	4.95436e-05
GLUTORN-PWY: L-ornithine biosynthesis I	0.00698791	0.00707385	0.00560657	0.00612793	0.005076	0.00270515	0.00576207	0.00490249	0.00621699	0.00699234	0.00820286	0.00839259	0.00764364	0.00860365	0.00709325	0.00587904	0.00427567	0.00440492	0.00794007	0.00720345	0.00441084	0.00606529	0.00651263	0.00663321	0.00452867	0.00681398	0.00828689	0.00598511	0.00782494	0.00597148	0.0070952	0.00640461	0.00664363	0.00747876	0.00912626	0.00695202	0.00571061	0.0061636	0.00804532	0.00618263	0.00524561	0.00432187	0.00672587	0.00492537	0.00434617	0.00592459	0.00736884	0.00437622	0.00336507	0.0085332	0.0029382	0.000543369	0.00406345	0.0	0.00430947	0.00694746	0.00544404
GLYCOCAT-PWY: glycogen degradation I	0.000360769	0.00125489	0.0012424	0.000415546	0.00111765	0.00282192	0.00155462	0.00297391	0.00202432	0.000773539	0.000849566	0.000960075	0.000326135	0.000855869	0.00243735	0.00128196	0.000875915	0.00147018	0.00217803	0.000431043	0.000478284	0.00407785	0.00281515	0.000927929	0.00154463	0.0016514	0.00174229	0.000368337	0.00121655	0.00095794	0.00269795	0.000771666	0.000288823	0.00107305	0.000584096	0.000227555	0.00218254	0.00360533	0.000757398	0.000671154	0.000943838	0.000840028	0.00199248	0.0024339	0.000520692	0.00141254	0.00109064	0.000861082	0.00200645	0.000647275	0.00106447	0.00353163	0.00217054	0.0	0.000778872	0.000631402	0.00338934
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.00828643	0.0116902	0.00774573	0.00736348	0.0085106	0.00588619	0.00640052	0.0069969	0.00969606	0.0123436	0.00986863	0.00975604	0.00966951	0.0100122	0.0102476	0.00881753	0.00539273	0.00864442	0.00883408	0.0103778	0.00717216	0.00849872	0.00547106	0.0113827	0.00658625	0.0108118	0.00891829	0.00762417	0.00914619	0.0078028	0.00810529	0.00630236	0.0088604	0.0087545	0.0126191	0.00668072	0.00760992	0.00857169	0.00936174	0.0084318	0.00724402	0.00554171	0.0110585	0.00588156	0.00713966	0.00688379	0.0117751	0.00507478	0.00549735	0.0131354	0.00652254	0.00513686	0.00657149	0.00970448	0.00475315	0.00904301	0.0106543
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	5.21276e-05	0.0	2.59117e-06	0.0	2.11235e-06	1.61737e-05	0.000371012	0.0	0.000117433	4.84889e-06	4.86776e-06	0.0	0.0	0.0	1.22682e-05	0.000192204	0.00022734	7.74938e-05	7.29486e-06	8.12692e-06	1.31382e-05	0.000119915	0.000478108	0.0	0.000384618	5.28961e-06	9.7277e-06	0.0	0.0	0.000137268	0.0	4.54558e-05	0.0	2.80406e-05	9.71683e-05	3.32023e-05	2.09303e-05	1.57293e-05	1.42566e-05	1.03771e-05	6.41866e-06	0.000308211	7.95957e-06	0.00048923	0.000308871	0.000321588	8.06122e-06	0.000371466	3.94822e-05	1.87131e-05	0.000207908	0.0	0.000172684	0.0	0.000245939	1.03731e-05	0.0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0.00136111	0.00208084	0.00136142	0.00103151	0.00207762	0.00119529	0.00329339	0.00252272	0.00241488	0.000993164	0.00149792	0.00183925	0.0010373	0.00150557	0.0018438	0.00228377	0.00254717	0.00173994	0.00162242	0.00156528	0.00244084	0.00249285	0.00290777	0.00147498	0.00306905	0.00188196	0.00081522	0.000914246	0.00199874	0.00222095	0.0015712	0.00248202	0.0010735	0.00163634	0.00207677	0.00156713	0.00140281	0.00202455	0.0013366	0.00188606	0.00193669	0.00288955	0.00229644	0.0022316	0.00361916	0.00285505	0.00136981	0.00332207	0.00251093	0.00143719	0.000878673	0.000882192	0.00235897	0.0	0.00232869	0.00222228	0.00154338
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.000187913	0.0	5.28254e-06	0.0	5.02446e-06	1.75121e-05	0.00115872	0.0	2.55653e-05	0.0	3.54459e-06	0.0	0.0	0.0	4.80879e-06	0.00122191	0.000411136	0.00030938	8.34739e-06	0.0	8.64643e-06	0.000496178	0.000528875	0.0	0.00019964	0.0	0.0	0.0	0.0	0.000628282	0.0	0.0	0.0	0.000291427	0.0	1.82869e-05	0.0	6.87724e-06	0.0	6.17271e-06	0.0	0.000104505	0.0	0.000494767	0.00056826	0.000686758	0.0	8.02238e-05	9.49039e-05	0.0	0.0	0.0	0.000120015	0.0	0.000138879	0.0	0.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.00364465	0.00428965	0.00296409	0.00276982	0.00429002	0.00408633	0.00508315	0.00523311	0.00441813	0.00380187	0.00272709	0.00337095	0.00273892	0.00319003	0.00343306	0.00476797	0.00516557	0.0049585	0.00243086	0.00368759	0.004646	0.00443806	0.00529342	0.00410403	0.00574149	0.00314583	0.00164501	0.00208574	0.00347974	0.00563604	0.00555513	0.00417033	0.00327065	0.00382479	0.00351388	0.0027022	0.00192488	0.00464948	0.00206995	0.00366467	0.00400821	0.00548207	0.00465269	0.00360339	0.00577225	0.00555923	0.00303032	0.00561877	0.00434085	0.00460383	0.00496069	0.00929854	0.00550834	0.00671178	0.00520901	0.00380686	0.002851
GLYOXYLATE-BYPASS: glyoxylate cycle	0.000488117	3.00737e-05	6.90614e-05	3.62591e-05	4.66528e-05	0.000139566	0.00217338	7.11402e-05	0.000948549	2.60272e-05	5.7539e-05	2.17433e-05	9.91805e-06	1.87451e-05	0.000431177	0.00116611	0.00215531	0.000457372	0.000109942	0.000141989	7.93355e-05	0.000285582	0.00184087	5.9898e-05	0.00169406	0.000140614	0.000117501	0.0	0.0	0.00195969	0.0	0.000425492	0.0	0.000480574	0.000104325	0.000275959	3.01936e-05	0.000215111	0.000112404	0.000124087	7.57045e-06	0.00220908	0.000133616	0.00107065	0.00197742	0.00101278	0.000213527	0.00198288	0.000456229	8.21933e-05	0.000319931	4.67866e-05	0.00181712	0.0	0.00170624	0.000134383	0.0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.000267239	0.000140692	0.00016719	8.49616e-05	0.000421799	0.000265874	0.000147293	0.000364866	0.000266372	0.000164961	0.000349035	0.000180297	0.000153095	0.000333971	0.000254572	0.000299534	6.98255e-05	0.000530376	0.000297498	0.000183101	0.000410678	0.000297929	0.00018702	8.42678e-05	0.000175853	0.000158553	0.000151451	3.24456e-05	0.000305072	0.00192379	0.000259865	0.000109326	0.000353961	9.8144e-05	0.000355286	0.000182763	0.000172822	0.000243392	0.000137344	0.000352432	0.000154771	0.000661558	8.74774e-05	0.00117426	0.000417626	0.00110447	0.000374846	0.000135874	0.000451239	0.000762682	0.000953628	0.000387411	0.00039515	0.0	0.000125325	0.000308652	0.000421978
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	1.981e-05	6.64418e-05	0.000832003	6.99008e-06	0.000302049	4.76693e-06	4.94312e-06	0.0	0.0	0.0	9.4857e-05	0.000454985	0.00123915	4.70107e-05	1.75549e-05	2.20944e-05	2.46199e-05	2.62867e-05	0.00104912	0.0	0.000907911	1.75413e-05	1.76944e-05	0.0	0.0	0.00110361	0.0	0.000341934	0.0	0.000138318	3.06665e-05	0.000160821	0.0	8.39272e-05	1.52045e-05	1.61596e-05	0.0	0.00111446	1.05633e-05	0.00021172	0.000186437	0.00059927	3.416e-05	0.00217326	0.000213827	0.0	0.0	0.0	0.000605697	0.0	0.000862956	2.11178e-05	0.0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	0.000251282	0.0	4.31338e-05	3.92927e-05	4.30776e-05	6.19292e-05	0.00115846	9.52069e-06	0.000288693	0.0	1.9323e-05	7.98636e-06	5.70447e-06	1.73846e-05	0.0002221	0.00076463	0.00155111	0.000323382	8.76471e-05	9.72883e-05	0.000187227	0.000269358	0.00191671	2.12389e-05	0.000979629	1.797e-05	3.32027e-05	0.0	0.0	0.00127992	0.0	0.00028185	0.0	0.000292582	2.59078e-05	0.000210007	1.12193e-05	8.70553e-05	4.03305e-05	0.000107541	0.000140465	0.00154491	3.33545e-05	0.000799352	0.00105618	0.000768998	5.02793e-05	0.00166573	0.000647706	7.14768e-05	0.000273014	2.08084e-05	0.00110396	0.0	0.00117606	7.61282e-06	1.16022e-05
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	0.000312072	0.000337785	0.00015953	3.92927e-05	0.000171039	0.000109291	0.00115846	0.000187964	0.000367725	0.0	0.000249244	7.98636e-06	0.00018488	0.00019181	0.000417897	0.00076463	0.00159741	0.000323382	0.000123464	0.000264715	0.000431326	0.000288852	0.00191671	0.000173066	0.00116746	0.000173365	7.36736e-05	8.16264e-05	9.82808e-05	0.00111949	0.000102182	0.000299199	8.44179e-05	0.000357181	0.000241303	0.000409426	0.000131318	0.00022566	0.000100537	0.000343937	0.000572096	0.00154491	7.64536e-05	0.000946847	0.00105618	0.000893359	0.000149917	0.00166573	0.000647706	4.58483e-05	0.000513322	3.5546e-05	0.00142324	0.0	0.00116661	0.000252529	9.32649e-05
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	0.000374419	0.000399578	0.000168735	0.000234557	0.000475693	0.000146896	0.00131164	0.000363721	0.000340067	0.000301575	0.000310148	0.00022036	0.000217511	0.000194315	0.000446181	0.000843231	0.0019084	0.000387278	0.000250138	0.000422289	0.000445373	0.000309795	0.00176168	0.0004386	0.00136692	0.000314571	0.000173275	0.000205735	0.00010719	0.0015397	0.000119246	0.000740379	8.62055e-05	0.000430572	0.000316942	0.000501371	0.00019129	0.00024381	0.000149989	0.000651709	0.000593101	0.00215466	0.000172315	0.000874438	0.00115508	0.00125525	0.000198334	0.00248307	0.000864511	9.38608e-05	0.000526767	3.55479e-05	0.00194152	0.0	0.00173123	0.000255805	0.000110294
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	0.000409604	0.0	0.000263695	7.95415e-05	2.25072e-05	0.000311438	0.00196276	1.64522e-05	0.00111015	0.0	7.36567e-05	0.0	7.60842e-05	0.0	0.000265863	0.00183781	0.00263794	0.00102749	6.8959e-05	0.000103237	0.000410435	0.000234039	0.00296134	0.0	0.00243735	7.5851e-05	1.89175e-05	0.0	0.0	5.43782e-05	0.000112964	0.00054371	0.0	0.000421219	4.08661e-05	0.000614368	3.75203e-05	0.00025654	3.14252e-05	0.00149498	0.000483897	0.00338871	0.000111397	0.000789427	0.00207746	0.00135982	0.000120039	0.00273497	0.000824303	0.0	0.000563568	0.0	0.00215987	0.0	0.00234764	3.32989e-05	7.38537e-05
HISDEG-PWY: L-histidine degradation I	0.0012443	0.00328741	0.00209831	0.00160906	0.0025044	0.00783331	0.0020928	0.00547925	0.00295192	0.0026853	0.0012177	0.00251374	0.00158607	0.00290122	0.00375877	0.0023373	0.000618878	0.00402205	0.00123809	0.00173182	0.00593366	0.0046732	0.00177872	0.00169161	0.00252954	0.00385363	0.00213242	0.00142709	0.00196995	0.00144673	0.00228209	0.00322331	0.001769	0.00195377	0.00278599	0.00160142	0.00216175	0.00585623	0.00148791	0.000895849	0.00280436	0.00112167	0.00561592	0.00219348	0.00248401	0.000779308	0.00398488	0.00207517	0.00530835	0.0020204	0.00897253	0.0102935	0.00304707	0.00889663	0.001007	0.00314698	0.00573692
HISTSYN-PWY: L-histidine biosynthesis	0.00959501	0.00799701	0.0106128	0.0124537	0.00973253	0.00986051	0.0051334	0.00808918	0.00807082	0.00929407	0.0108437	0.00965603	0.0108525	0.0103348	0.00815734	0.00618803	0.00536502	0.00737462	0.00952498	0.00829837	0.0082635	0.00787148	0.00536222	0.00830199	0.00514738	0.00839474	0.0114886	0.0115125	0.010096	0.00583739	0.00975234	0.0101739	0.010624	0.00929289	0.0106555	0.00982375	0.0102641	0.0104612	0.0100928	0.00916803	0.00893556	0.00429985	0.00808692	0.00787751	0.00571351	0.00630073	0.00846504	0.00435747	0.00786741	0.00903757	0.0060968	0.000916239	0.00486681	0.00478269	0.00582637	0.00840502	0.00844132
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	0.000572865	6.71013e-05	6.09349e-05	3.80285e-05	8.37543e-05	0.000128647	0.00200877	0.000153502	0.000557231	4.40564e-05	6.70388e-05	4.29281e-05	4.97857e-05	8.98064e-05	0.000288291	0.00148657	0.00192826	0.00075773	7.84404e-05	0.000118785	8.39646e-05	0.000313479	0.00210844	5.14242e-05	0.00145603	0.00011505	5.3246e-05	6.03484e-06	5.96771e-05	0.00150519	4.46934e-05	0.000389587	5.66939e-05	0.000310163	4.60291e-05	0.000300093	3.81206e-05	0.000161258	0.000220914	0.000132611	0.000123371	0.00245262	0.000164451	0.00116376	0.00156989	0.00104104	0.00012316	0.00226141	0.000426276	0.000100286	0.000191038	0.0	0.00155704	0.0	0.00159519	7.55332e-05	3.8992e-05
HSERMETANA-PWY: L-methionine biosynthesis III	0.00542303	0.00561554	0.00320899	0.00301479	0.00465231	0.00164309	0.00428385	0.00472839	0.00555674	0.00479969	0.00466324	0.00447924	0.00411864	0.0045476	0.00577498	0.00493086	0.0040875	0.00512144	0.00490297	0.00604505	0.00698959	0.00505318	0.00434764	0.00595522	0.00437453	0.00505798	0.00480964	0.00360017	0.00552113	0.00489944	0.006525	0.00511105	0.00553587	0.00534109	0.00615897	0.00384356	0.00341396	0.00514279	0.00393734	0.00593714	0.00451359	0.00432616	0.00505641	0.00349498	0.00408069	0.00455454	0.00529507	0.00368654	0.00286877	0.00455945	0.00400274	0.00305593	0.00350016	0.00716954	0.00381632	0.00533721	0.00420138
