# Pathway	C10	C15	C41	C46	C6	C9	C11	C12	C16	C18	C19	C1	C20	C21	C22	C23	C24	C25	C26	C28	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C3	C40	C42	C43	C44	C45	C4	C5	C7	H15_1	H18_1	H2_1	H25_1	H26_1	H41_1	H42_1	H50_1	H5_1	H60_1	H61_1	H8_1	H9_1	H32_1	H49_1	H59_1	H78_1	H83_1
RHAMCAT-PWY: L-rhamnose degradation I	0.00169129	0.00243248	0.00181448	0.00243893	0.00530996	0.00836268	0.00363636	0.00321458	0.00239217	0.00241281	0.00371952	0.00414618	0.00356953	0.00311799	0.00232013	0.00284082	0.00344822	0.00151498	0.00308234	0.00198844	0.00637968	0.00360857	0.00197206	0.00483724	0.00347253	0.00333762	0.00210109	0.00238346	0.00276566	0.00323607	0.00194397	0.00200912	0.00232346	0.00294362	0.00382602	0.00357531	0.00224511	0.00333357	0.00218764	0.00302969	0.00128341	0.00288876	0.00258394	0.00230035	0.00406935	0.00344937	0.00331878	0.00333576	0.0040069	0.00282942	0.00238816	0.000344756	0.00255145	0.00221886	0.00229313	0.00280593	0.00332116
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.00552129	0.0058208	0.00661528	0.00573076	0.00643644	0.00820017	0.00411812	0.00675632	0.00572397	0.00515633	0.00595144	0.00573762	0.00463295	0.00501783	0.00599521	0.00431367	0.00359903	0.00468108	0.00652952	0.00576656	0.00693724	0.00662023	0.00342328	0.00473797	0.00404935	0.0079758	0.00652945	0.00776126	0.00475427	0.0046324	0.0058867	0.00548492	0.00434676	0.00723735	0.00523605	0.0048127	0.00718041	0.00650861	0.00696049	0.00585972	0.00505401	0.00353562	0.00602604	0.00515093	0.00391622	0.00539803	0.00585245	0.00392894	0.00659755	0.00649848	0.00527748	0.0133208	0.00464502	0.00886335	0.00426526	0.00645194	0.00568067
RUMP-PWY: formaldehyde oxidation I	0.00014387	0.000248717	0.000129557	2.16638e-05	6.53291e-05	7.96174e-05	0.000100312	0.000453165	0.000167082	8.45135e-05	0.000220361	0.000205284	0.000147567	0.000203109	0.000187601	0.00026289	6.74568e-05	0.000296807	0.000165453	0.000149463	1.14888e-05	9.47682e-05	6.70636e-05	0.000195033	0.00012008	4.99359e-05	0.000166425	0.0	0.000384976	5.27713e-05	0.000142729	0.000124353	2.74251e-05	0.000101664	9.29569e-05	2.70322e-05	6.63704e-05	5.43076e-05	2.39941e-05	2.89881e-05	2.68554e-05	1.40212e-05	0.000101213	0.000128008	6.12259e-05	0.000313231	0.000226516	1.64205e-05	3.91013e-05	0.000130193	0.0	0.0	0.0	0.0	2.30371e-05	0.0	0.00010992
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.0013439	0.000788489	0.000750979	0.000412598	0.000196186	0.000523812	0.00499376	0.000531289	0.00154538	0.000942441	0.000858484	0.000379032	0.000515711	0.000894314	0.00148918	0.00351332	0.00558253	0.00164015	0.000807442	0.00082133	0.000834583	0.0010955	0.00707415	0.000845438	0.00464269	0.000824315	0.000586676	0.000193078	0.00126151	0.000382839	0.000758408	0.0013198	0.000626118	0.00142392	0.000413123	0.000975882	0.000404353	0.000795317	0.000804925	0.000948443	0.00104596	0.00677833	0.000762431	0.0027671	0.00436479	0.00104493	0.00183567	0.0051598	0.00250709	0.00168239	0.00163741	0.000645752	0.0046009	0.00162982	0.00428711	0.000458023	0.000867344
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.00417281	0.00398448	0.00389123	0.00238039	0.00626878	0.00859901	0.00464935	0.00674848	0.0048723	0.00274574	0.0043667	0.00438379	0.00349759	0.00450862	0.00512525	0.00533348	0.00410683	0.00555587	0.00476441	0.00360607	0.0072282	0.00586185	0.00479883	0.00398589	0.00533554	0.00583477	0.00288136	0.00245831	0.00466828	0.00392673	0.00626842	0.00488495	0.00422314	0.00284597	0.00437169	0.00308083	0.00368949	0.00718684	0.00341941	0.00381608	0.00404518	0.00376997	0.00429762	0.00404874	0.0049153	0.00377824	0.00417926	0.00447762	0.00684598	0.00427033	0.00494792	0.00949999	0.00415443	0.00993665	0.00331809	0.00408441	0.00599202
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.000575617	0.00150815	0.00385856	0.00125528	6.60681e-05	0.000318225	0.00348176	0.000534693	0.00137871	0.000439276	7.70152e-05	0.000465544	9.02572e-05	7.58147e-05	0.000372888	0.00216362	0.00473248	0.000886157	0.00209964	0.00174639	0.000244418	0.000508657	0.0027695	0.000710233	0.00295424	0.000127239	0.00124995	1.90737e-05	0.000235273	0.00223436	0.000560043	0.000702436	0.0	0.001248	0.000360809	0.00251486	4.86953e-05	0.000443588	0.000122579	0.00023526	0.000139248	0.00349701	0.000134656	0.00214218	0.00320649	0.0019061	0.000224523	0.00444168	0.00130208	9.83051e-05	0.00137458	0.000305524	0.00289627	0.0	0.00244525	0.00015627	0.00057879
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.00111177	0.00213765	0.00358543	0.00172454	0.000146194	0.000638138	0.00382335	0.00108451	0.00230557	0.000841876	0.000169936	0.000926119	0.00019648	0.000167232	0.000772605	0.00307098	0.00428298	0.00154296	0.00306584	0.00253746	0.00051521	0.00103746	0.00338362	0.00128426	0.00379875	0.000277831	0.00191864	4.25388e-05	0.000498645	0.00295929	0.00112907	0.00130744	0.0	0.00188244	0.00072885	0.00218094	0.000108034	0.000880645	0.000264715	0.000493527	0.000301102	0.00388253	0.000290415	0.00297156	0.00253315	0.00273961	0.000474815	0.00434365	0.00231962	0.000215202	0.00144824	0.000625453	0.00347529	0.0	0.00287036	0.000336294	0.00115149
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.00046485	0.0	4.16935e-05	3.29056e-05	4.94253e-05	0.000165376	0.00245378	0.0	0.000854864	1.39172e-05	4.21617e-05	1.08595e-05	0.0	0.0	0.000239908	0.00127189	0.00202124	0.000648369	6.49337e-05	8.98888e-05	0.000107637	0.000342771	0.00225679	1.75816e-05	0.00162874	6.54278e-05	0.000142062	0.0	0.0	0.00232488	0.0	0.000575049	0.0	0.000390772	6.56642e-05	0.000398996	2.68728e-05	0.00023276	6.86733e-05	7.19174e-05	0.0	0.0025585	6.42719e-05	0.0012124	0.00149426	0.00115757	0.000129993	0.00231139	0.000657277	0.000111418	0.0	0.0	0.00216931	0.0	0.0019596	7.64098e-05	0.0
TCA: TCA cycle I (prokaryotic)	0.000817694	0.0	7.65167e-05	0.000140701	0.000107816	0.000186289	0.00273524	0.0	0.00133332	0.000130524	0.000118665	3.39334e-05	0.000111896	0.0	0.000751087	0.00180196	0.00195684	0.0015509	0.00035122	0.000282172	0.000128012	0.000610751	0.00239815	0.000136446	0.00162392	0.000185232	0.000292828	0.0	0.0	0.00274926	0.000117211	0.00084644	0.0	0.000838976	9.80332e-05	0.000531475	3.73343e-05	0.000597847	0.000269432	0.000344692	0.0	0.00277625	0.000107594	0.00131512	0.00247399	0.00158258	0.000315864	0.00249565	0.000797218	0.00023529	0.0	0.0	0.00258709	0.0	0.00203113	0.000432637	0.0
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.00341406	0.00317961	0.00412999	0.00195575	0.00494294	0.00431551	0.0025002	0.00369962	0.00364888	0.00202487	0.0039054	0.00242007	0.00201722	0.00257189	0.00266565	0.00282528	0.00229837	0.00201889	0.00328085	0.00182199	0.00615281	0.00444263	0.00111418	0.00148649	0.00239262	0.00485666	0.00249752	0.00348374	0.00301064	0.00185923	0.00354491	0.00275086	0.00250858	0.00363137	0.00280192	0.0031185	0.00335732	0.00391187	0.00244395	0.00322287	0.00270547	0.00253334	0.00274026	0.00194556	0.00243556	0.00267468	0.00233274	0.00221657	0.00340277	0.00309121	0.000715495	0.00685967	0.00219862	0.00400496	0.00169203	0.00308877	0.00227763
THREOCAT-PWY: superpathway of L-threonine metabolism	4.61769e-05	0.0	0.0	0.0	3.78501e-06	0.000101821	0.000805982	0.0	0.000128334	7.14667e-06	0.0	0.0	0.0	0.0	1.35894e-05	0.0	0.0010659	7.96849e-05	1.12692e-05	2.94077e-05	9.46156e-05	8.90219e-06	0.00102311	0.0	0.00107506	6.70375e-06	2.31334e-05	0.0	0.0	0.000894321	0.0	0.000159403	0.0	0.0	1.27502e-05	9.275e-05	0.0	4.75047e-05	1.06484e-05	1.22827e-05	0.0	0.00101942	1.0172e-05	0.0	0.0	0.00076398	3.28449e-05	0.000481974	0.0	0.0	0.0	0.0	0.000347451	0.0	0.000744919	0.0	0.0
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.00558861	0.00758817	0.00584601	0.00437762	0.0086564	0.00991971	0.00521498	0.00716206	0.00637412	0.00583726	0.00645617	0.0062569	0.00535097	0.0066952	0.00568062	0.00582284	0.00620552	0.00587021	0.00639451	0.0071455	0.00773251	0.00593132	0.0046454	0.00735466	0.00603255	0.00731748	0.0062912	0.00530621	0.00667306	0.00511104	0.0067605	0.00641305	0.00579439	0.00641104	0.00622516	0.00568185	0.00589316	0.00836233	0.00583021	0.0062933	0.00615742	0.00502739	0.00595853	0.00523747	0.00544251	0.00725216	0.00839533	0.00559689	0.00791124	0.00587165	0.00477616	0.00282247	0.00486715	0.00624767	0.00506305	0.00645126	0.00708797
