# Pathway	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
PWY-7723: bacterial bioluminescence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05377e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90086e-05	0.0	0.0	0.0	0.0	0.0	2.58381e-05	0.0	0.000132956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57842e-05	0.0	3.88692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119532	0.0	0.0	0.0	0.0	0.0	2.568e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7731: superpathway of photosynthetic hydrogen production	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37679e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45044e-05	0.0	0.0	0.0	0.0	0.0	1.40563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14152e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.49749e-05	0.0	0.0	0.0	0.0	0.0	1.31752e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16328e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06247e-06	0.0	4.03567e-06	0.0	0.0	0.0	0.0	6.05034e-06	0.0	0.0	3.91005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10782e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7754: bile acid 7&alpha;-dehydroxylation	2.51454e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34519e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96288e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.0017363	0.00306807	0.00215151	0.00354579	0.00164984	0.00209368	0.00253126	0.00160915	0.00252693	0.00332711	0.000177481	0.0016381	0.00337077	0.00185386	0.00126375	0.00380325	0.00274641	0.00242609	0.00151772	0.00281615	0.00187765	0.00339905	0.00248481	0.00199658	0.0017819	0.00247726	0.00290738	0.00144223	0.000900639	0.00240615	0.00342039	0.00120268	0.00219421	0.00100165	0.00255888	0.000785363	0.00096105	0.000681471	0.00449344	0.00219264	0.000456112	0.000860452	0.0016332	0.00152529	0.00239182	0.00268299	0.000787109	0.00311885	0.000321818	0.00108905	0.00271311	0.00272995	0.00263548	0.0023664	0.00282739	0.00169789	0.0029631	0.0037631	0.000256093	0.00323684	0.00294686	0.00283105	0.00279317	0.00268511	0.00288516	0.00137824	0.00248443	0.00380161	0.000894625	0.00126715	0.00178173	0.00164682	0.00168278	0.00312098	0.00136556	0.00181228	0.00438116	0.000956243	0.00360425	0.00172619	0.00181744	0.000441614	0.00309554	0.00388119	0.0025194	0.000649996	0.00125764	0.00118839	0.00357522	0.00170644	0.00261713	0.00165254	0.00273111	0.000738899	0.00123093	0.0025394	0.0020096	0.00172523	0.0043358	0.00282705	0.001502	0.00249974	0.00130843	0.00234931	0.00196578	0.00025443	0.00199726	0.00307128	0.00280984	0.00249796	0.00206312	0.00201754	0.00115426	0.00279006	0.00325253	0.00379736	0.000746278	0.00102605	0.00355507	0.00314639	0.00145413	0.00175925	0.000738936	0.000738683	0.0019807
PWY-7783: plasmalogen degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.01294e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7790: UMP biosynthesis II	0.0113916	0.0118216	0.01231	0.011204	0.0129999	0.0129014	0.0159618	0.0134457	0.0121471	0.013848	0.0111105	0.0125879	0.014783	0.0124049	0.0101764	0.0133772	0.0135843	0.0128721	0.0126465	0.0142728	0.0110839	0.012435	0.0120699	0.0112796	0.0115439	0.0110327	0.0117154	0.00887609	0.0109986	0.0123964	0.0147322	0.0111967	0.0134807	0.0117742	0.0114597	0.0131373	0.0125387	0.010883	0.0141867	0.0146	0.0117307	0.0128082	0.0119379	0.0132344	0.0149815	0.00694907	0.0115464	0.0120762	0.0123221	0.0108013	0.0107419	0.0134546	0.0142978	0.0133576	0.00699028	0.0117009	0.0136491	0.0127494	0.0110296	0.0134413	0.0144526	0.0143177	0.0122801	0.012641	0.00859104	0.0130734	0.0139469	0.0130208	0.010977	0.0123516	0.0129245	0.0139236	0.0140849	0.0121476	0.0137583	0.0105736	0.0114794	0.0126873	0.0120337	0.0109729	0.015325	0.0111011	0.0149971	0.0154859	0.0173177	0.012756	0.0116363	0.0107166	0.01296	0.0118234	0.0139916	0.0130642	0.0123092	0.0122421	0.0130957	0.0132254	0.0102812	0.0124978	0.0132726	0.0121363	0.0128031	0.012466	0.011245	0.0149604	0.01311	0.012356	0.0109868	0.0164753	0.0124491	0.0114929	0.00622946	0.0122678	0.0120143	0.0153262	0.0160408	0.0127783	0.00986467	0.0138618	0.0130741	0.0124733	0.012548	0.0129771	0.0112555	0.012746	0.013562
PWY-7791: UMP biosynthesis III	0.0113916	0.0118216	0.01231	0.011204	0.0129999	0.0129014	0.0159618	0.0134457	0.0121471	0.013848	0.0111105	0.0125879	0.014783	0.0124049	0.0101764	0.0133772	0.0135843	0.0128721	0.0126465	0.0142728	0.0110839	0.012435	0.0120699	0.0112796	0.0115439	0.0110327	0.0117154	0.00887609	0.0109986	0.0123964	0.0147322	0.0111967	0.0134807	0.0117742	0.0114597	0.0131373	0.0125387	0.010883	0.0141867	0.0146	0.0117307	0.0128082	0.0119379	0.0132344	0.0149815	0.00694907	0.0115464	0.0120762	0.0123221	0.0108013	0.0107419	0.0134546	0.0142978	0.0133576	0.00699028	0.0117009	0.0136491	0.0127494	0.0110296	0.0134413	0.0144526	0.0143177	0.0122801	0.012641	0.00859104	0.0130734	0.0139469	0.0130208	0.010977	0.0123516	0.0129245	0.0139236	0.0140849	0.0121476	0.0137583	0.0105736	0.0114794	0.0126873	0.0120337	0.0109729	0.015325	0.0111011	0.0149971	0.0154859	0.0173177	0.012756	0.0116363	0.0107166	0.01296	0.0118234	0.0139916	0.0130642	0.0123092	0.0122421	0.0130957	0.0132254	0.0102812	0.0124978	0.0132726	0.0121363	0.0128031	0.012466	0.011245	0.0149604	0.01311	0.012356	0.0109868	0.0164753	0.0124491	0.0114929	0.00622946	0.0122678	0.0120143	0.0153262	0.0160408	0.0127783	0.00986467	0.0138618	0.0130741	0.0124733	0.012548	0.0129771	0.0112555	0.012746	0.013562
PWY-7805: (aminomethyl)phosphonate degradation	0.0	0.0	0.0	8.12412e-05	0.0	0.0	0.0	3.00991e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39423e-05	0.0	0.0	7.32374e-05	0.0	8.09964e-05	0.0	0.000137418	0.0	4.67943e-05	0.0	4.38902e-05	0.0	9.51363e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000309533	0.0	1.26623e-05	0.0	0.0	1.22837e-05	0.0	0.0	0.0	4.33269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48827e-05	0.0	0.0	0.0	2.34592e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.41406e-05	0.0	0.0	2.3809e-05	4.2071e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4773e-05	0.0	2.87978e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000114494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000201706	0.0	0.0	0.000114377	0.0	0.0	0.0	0.0	0.0
PWY-7807: glyphosate degradation III	0.0	0.0	0.0	8.7007e-05	0.0	0.0	0.0	3.32909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18222e-05	0.0	0.0	7.41049e-05	0.0	7.75667e-05	0.0	0.000143993	0.0	4.97555e-05	0.0	5.19079e-05	0.0	1.01776e-05	0.0	0.0	0.0	0.0	0.0	1.01717e-05	0.0	0.0	0.0	0.0	0.0	0.000287422	0.0	6.58104e-05	0.0	0.0	6.16601e-05	0.0	0.0	0.0	3.87594e-05	0.0	2.36416e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16207e-05	0.0	1.90394e-05	0.0	2.37424e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.27546e-05	0.0	0.0	2.2763e-05	4.60502e-05	0.0	0.0	0.0	0.0	0.0	2.11985e-05	0.0	2.65326e-05	0.0	2.90123e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000117977	2.20279e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92393e-05	0.0	0.0	0.0	0.0	0.000206531	1.26036e-05	0.0	0.000123602	0.0	0.0	0.0	0.0	0.0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	2.25783e-05	0.0	0.0	0.0	0.0	0.0	1.92726e-05	0.0	0.0	0.0	0.0	0.0	2.55837e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36443e-06	6.29218e-05	0.0	4.26089e-05	9.81598e-06	0.0	8.15493e-06	0.0	0.0	0.0	0.0	1.65631e-05	5.22582e-06	0.0	0.0	1.4033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53563e-05	3.07054e-05	0.0	0.0	1.99972e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3663e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85544e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8181e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4495e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00920706	0.00826439	0.0106835	0.00829873	0.0101055	0.00849319	0.0095069	0.00951027	0.00933108	0.00904416	0.00906411	0.0101687	0.0108173	0.00978026	0.00836034	0.0110146	0.00923315	0.00962303	0.00931004	0.00867358	0.00862497	0.00956442	0.00978747	0.00871377	0.00853969	0.00824784	0.00941409	0.00697627	0.00800846	0.00860894	0.00928452	0.0084733	0.0102659	0.00895321	0.00944751	0.0103708	0.010184	0.00978401	0.0104708	0.0110938	0.00904892	0.00857714	0.00859709	0.0118547	0.0109154	0.00568732	0.00944885	0.00920283	0.00982537	0.00962903	0.00867585	0.00870257	0.00941714	0.00947051	0.00538274	0.0104961	0.00872104	0.00880273	0.00882931	0.00927202	0.00978836	0.00695225	0.00989684	0.00768123	0.00734218	0.00981225	0.0112178	0.00927702	0.00885608	0.00974151	0.00988738	0.0102045	0.0108119	0.00701594	0.0101518	0.00942974	0.010154	0.010217	0.00908275	0.00953169	0.0125964	0.00981934	0.00889019	0.0109629	0.0121277	0.0104724	0.00942927	0.00786763	0.0110132	0.00952069	0.00939128	0.00949813	0.00961264	0.00971658	0.00989168	0.0105368	0.00680014	0.0101587	0.00732299	0.00806568	0.00934795	0.00975983	0.00896262	0.012648	0.00920679	0.00992717	0.00952054	0.0131188	0.00899223	0.00928181	0.0043644	0.0097032	0.00933515	0.0124066	0.0102954	0.00846168	0.00761463	0.0116405	0.0100677	0.0099644	0.0108926	0.0102868	0.00980445	0.00915915	0.0105874
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.0	2.41956e-05	0.0	0.000165284	3.29193e-05	0.000109918	0.0	4.58242e-05	0.0	0.0	0.0	0.0	2.35806e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.70272e-05	0.000512699	0.0	3.54486e-05	0.000257488	0.0	0.000527196	0.0	0.000586925	0.0	7.27046e-05	0.0	0.000236738	3.36116e-05	0.000191514	0.0	0.0	0.0	8.84143e-05	0.0	0.0	2.46135e-05	1.02979e-05	1.0983e-05	0.0	5.99409e-05	0.00180531	2.09286e-05	6.6478e-05	0.0	9.12333e-05	0.000438429	3.54567e-05	0.000107517	0.0	0.00120661	2.67516e-05	8.71575e-05	5.38678e-05	0.0	6.67157e-05	0.0	0.000128941	0.0	0.000221022	0.000788261	0.000118537	0.0	0.0	3.78088e-05	0.0	0.0	4.42183e-05	0.000204781	0.000665237	3.32466e-05	0.000323116	0.0	0.0	9.88146e-05	0.000362552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14889e-05	1.4063e-05	7.64369e-05	8.42696e-05	0.0	0.0	0.0	1.4762e-05	0.0	0.000209539	0.0	2.34251e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.94773e-05	0.0	0.0	8.30041e-05	0.0	0.0017467	0.000110888	5.12026e-05	0.0	3.60442e-05	3.16284e-05	0.000622793	0.000111076	0.0	0.000573661	0.0	1.64188e-05	5.63382e-05	0.0	0.00027787
PWY-7873: D-erythronate degradation II	0.0	0.0	0.0	1.85935e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89923e-06	0.0	0.0	2.74973e-05	0.0	5.96767e-06	0.0	0.0	0.0	3.08899e-06	0.0	1.9643e-05	0.0	6.89314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000151785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58442e-05	5.03919e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32227e-05	0.0	0.0	1.01249e-05	5.42518e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58558e-06	0.0	5.82014e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189573	0.0	0.0	0.0	0.0	0.0	4.40221e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7874: L-threonate degradation	0.0	0.0	0.0	1.85935e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82038e-05	0.0	0.0	3.71679e-05	0.0	1.84191e-05	0.0	0.0	0.0	4.28723e-06	0.0	2.47533e-05	0.0	9.88206e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000301854	0.0	0.0	0.0	0.0	1.23714e-05	0.0	0.0	0.0	0.000246687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.55505e-05	1.97054e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23221e-05	0.0	1.32227e-05	0.0	0.0	2.03215e-05	3.61417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58558e-06	0.0	5.82014e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.16809e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000307889	0.0	0.0	0.0	0.0	0.0	4.78178e-05	0.0	0.0	1.01381e-05	0.0	0.0	0.0	0.0	0.0
PWY-7883: anhydromuropeptides recycling II	0.0	0.0	0.000271683	0.000145534	0.0	0.000214333	3.22859e-05	3.44615e-05	0.000223433	0.000115616	0.000140489	0.000242391	8.31809e-05	0.000102465	0.0	9.69608e-06	9.20341e-05	0.000242698	0.000233127	0.00024771	0.000176592	0.000189127	0.000215266	0.000319159	0.000402166	0.000132179	0.0	0.000335322	0.0	9.89595e-05	1.16294e-05	0.000177014	6.57356e-05	0.000421882	0.000389677	0.000354083	0.000133839	7.00057e-05	0.000314898	0.000398958	1.35516e-05	0.000532743	0.000428572	0.000586902	0.000324905	0.000635794	6.3809e-05	3.94078e-05	0.0	7.1949e-05	0.00032785	3.28547e-05	0.000335458	0.000208243	0.000429114	0.000295972	0.000140038	0.000293488	0.00043373	0.000183483	9.48056e-05	0.0	0.000163666	0.000133874	0.00034899	0.000134641	0.000120631	1.80902e-05	0.000389939	0.000241769	8.99554e-05	0.000144261	0.000168382	0.000199589	0.000278829	0.000267905	0.0	7.40419e-05	9.22545e-05	3.94872e-05	0.0	0.000467357	0.0	0.00013791	0.00013788	0.000376459	0.000107155	0.000466568	0.000122747	0.000171559	0.000277564	0.000277301	0.000255827	0.000684401	9.77299e-05	0.000151448	0.000271577	0.000206981	0.000271341	0.000115581	0.000105333	0.000162033	0.000275208	0.0	0.00036827	0.000172526	0.00086198	0.000155994	5.53104e-05	0.000225975	0.000700788	0.000255594	9.18491e-05	0.00020237	0.000247773	0.0	0.00107286	0.000312781	0.000200146	0.000218566	0.000409368	6.97048e-05	0.000685679	0.000177412	0.00010813
PWY-7905: Escherichia coli serotype O9a O-antigen biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7942: 5-oxo-L-proline metabolism	0.0	0.0	0.0	8.29674e-05	0.000105244	0.0	0.0	9.89253e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90942e-05	0.0	0.0	0.0	0.000154255	0.000433374	0.0	4.96538e-05	0.000269397	0.0	0.000560523	9.78021e-06	0.000505089	0.0	6.41705e-05	0.0	0.000337651	0.0	8.71438e-05	0.0	0.0	1.42102e-05	0.0	0.0	1.68953e-05	6.33923e-06	0.0	1.03653e-05	0.0	0.000294164	0.00143186	0.0	6.68183e-05	0.0	0.0	5.74328e-05	2.57585e-05	0.0	0.0	0.00116403	0.0	5.57671e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000258926	0.00113165	8.34722e-05	2.04577e-05	0.0	3.28708e-05	0.0	0.0	0.0	3.17882e-05	0.000677775	0.0	0.000122949	0.0	0.0	0.000116152	0.000392588	0.000428712	0.0	0.0	0.000264568	0.0	0.000794369	0.0	6.2989e-05	0.000118468	0.00022668	4.86031e-05	0.0	0.0	0.0	0.0	0.0	9.90191e-05	0.000305489	5.29562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000525324	0.0	0.000265885	0.00168892	3.44545e-05	0.0	1.70394e-05	0.0	0.0	0.000263863	0.000126694	0.0	0.000182905	0.0	0.00081613	2.49232e-05	0.0	0.0
PWY-7948: 4-oxopentanoate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
