# Pathway	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00809775	0.0100818	0.0105051	0.00861417	0.00785752	0.00925074	0.00907349	0.0112479	0.00978559	0.0105119	0.00934373	0.0100628	0.0106062	0.00896338	0.00863043	0.00987577	0.00842242	0.00837796	0.00992364	0.0122843	0.00888622	0.0097166	0.00874211	0.00747336	0.00814442	0.0081108	0.00941823	0.0062109	0.009645	0.00854028	0.00819876	0.00732321	0.0106046	0.00920047	0.00849761	0.0101076	0.00981136	0.00914904	0.0125883	0.0100231	0.00914746	0.0105322	0.00803581	0.0081023	0.00751301	0.00564708	0.00987609	0.00864104	0.00861463	0.00961156	0.00764594	0.00718019	0.00965858	0.00923563	0.00750002	0.0105682	0.00789377	0.00800896	0.00721874	0.0093342	0.012977	0.0120363	0.00968507	0.0108649	0.00757917	0.00838316	0.00765205	0.00989277	0.00947548	0.00936572	0.00831691	0.00880016	0.0112103	0.0118054	0.00869915	0.0106635	0.00881205	0.00998962	0.00960598	0.0086977	0.0130771	0.00950439	0.0124866	0.0073051	0.00652432	0.0081674	0.0105514	0.00850626	0.00821251	0.00884457	0.0109107	0.00871989	0.00952999	0.00866407	0.00993898	0.010493	0.00938685	0.00757767	0.0115727	0.0102576	0.00988316	0.00791616	0.0118732	0.00973058	0.00950572	0.0094326	0.0105812	0.0141172	0.00942596	0.0089351	0.00591519	0.0094537	0.00979857	0.00625708	0.00952379	0.00846745	0.00905277	0.00816663	0.00685837	0.00878822	0.0100251	0.00976215	0.008841	0.00811188	0.00852222
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00880726	0.00842463	0.0106321	0.00881771	0.00919772	0.010095	0.0075837	0.010553	0.00720281	0.0111647	0.00962575	0.0088515	0.00997519	0.00915335	0.00905273	0.00996504	0.0102019	0.0083989	0.00994854	0.010373	0.00767411	0.0107867	0.00858103	0.00842837	0.00834347	0.00834206	0.00891182	0.0082184	0.00896417	0.00976311	0.00909698	0.00839543	0.00981636	0.00872542	0.00885939	0.00810379	0.0101066	0.00631288	0.00900366	0.00787157	0.00855543	0.00915646	0.00821928	0.00884725	0.0078933	0.00703266	0.0106929	0.010158	0.0090894	0.00601678	0.00892332	0.0102955	0.00748976	0.00989349	0.00767725	0.00897026	0.0091057	0.00958184	0.00925531	0.00911618	0.00940515	0.0100984	0.00937263	0.00917516	0.00775951	0.00915425	0.00883538	0.0109791	0.00871338	0.00827586	0.00883039	0.0108656	0.0108366	0.00910849	0.00890428	0.00736699	0.0108346	0.0111332	0.00891567	0.00871939	0.00863354	0.0101346	0.0093199	0.00895504	0.00722039	0.00870011	0.00847367	0.00848917	0.00868707	0.00769385	0.00969541	0.00973351	0.0083739	0.00804899	0.0107187	0.00927611	0.00902644	0.00848771	0.0099667	0.00913719	0.010197	0.00925236	0.0072516	0.0105979	0.0105421	0.0101387	0.00495872	0.00871855	0.0104594	0.00937167	0.00714938	0.00971476	0.00886631	0.00767906	0.00987885	0.00934414	0.00849071	0.00872998	0.00824343	0.00885351	0.0111924	0.00788749	0.00939594	0.00853869	0.0102412
CARNMET-PWY: L-carnitine degradation I	0.0	0.0	0.0	3.33923e-05	0.0	0.0	0.0	5.12096e-06	0.0	0.0	0.0	0.0	3.18552e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38081e-05	0.0	2.72797e-06	3.58235e-05	0.0	5.3219e-05	0.0	0.000100052	0.0	0.0	0.0	1.87658e-05	0.0	1.46024e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025435	0.0	0.0	0.0	0.0	2.36708e-05	0.0	0.0	0.0	0.000147345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000142415	1.68713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50172e-05	0.0	2.44207e-05	0.0	0.0	1.51985e-05	2.82831e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5304e-05	0.0	5.26456e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.87135e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269355	0.0	0.0	0.0	0.0	0.0	0.00010146	2.06144e-05	0.0	3.17217e-05	0.0	0.0	0.0	0.0	0.0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.45361e-05	6.1141e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46345e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91032e-05	3.75637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34169e-05	5.60676e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	0.000501236	0.00078438	0.00118699	0.000496389	0.000583634	0.000303788	0.000864786	0.00147817	0.000566567	0.000405939	0.000450602	0.000512981	0.000408529	0.00080838	0.000351253	0.000485061	0.000710131	0.000439777	0.000726584	0.000650011	0.000883231	0.000680999	0.000522733	0.000561883	0.000449852	0.0010928	0.000405969	0.000352271	0.000261908	0.000338254	0.000663674	0.000427425	0.00136975	0.000631782	0.000589297	0.000683682	0.000494819	0.00054527	0.000898365	0.00113186	0.000884176	0.00104517	0.000778148	0.000641409	0.000512621	0.000120755	0.00109422	0.00073843	0.000441936	0.00113377	0.000750667	0.000252429	0.00115195	0.00137605	0.000655593	0.000175917	0.000713376	0.0004717	0.000965642	0.000671448	0.000300996	0.000525068	0.000989443	0.00101145	0.000864361	0.00119269	0.000713128	0.00111826	0.000665456	0.00123968	0.000214217	0.000641658	0.00147479	0.000646016	0.00144262	0.000253885	0.000756886	0.00152096	0.000717813	0.00130705	0.00106684	0.000433536	0.000917696	0.000831058	0.00127804	0.00104631	0.000597816	0.000750364	0.000790164	0.0012553	0.000186035	0.000693104	0.000979537	0.000827483	0.000950817	0.00116501	0.000655929	0.000662829	0.000658921	0.000307746	0.000242757	0.000659542	0.00026916	0.00114204	0.000583833	0.000891623	0.000217564	0.000942037	0.000563147	0.000687	0.000170489	0.000802875	0.000611126	0.000660655	0.000559185	0.000759025	0.000417375	0.000464482	0.000474893	0.000698715	0.00036468	0.000584101	0.00107632	0.00034938	0.00043043
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	6.69622e-05	1.7903e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.70734e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000145499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52621e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.0047528	0.00342	0.00328133	0.00385138	0.00249319	0.00272512	0.00115643	0.00207158	0.00288347	0.00204457	0.00533742	0.00186189	0.000603026	0.00374871	0.00398492	0.00286746	0.00403704	0.00297426	0.00357532	0.00137783	0.00455826	0.00228523	0.0031667	0.00445279	0.00412662	0.0029512	0.00353121	0.0041613	0.00711834	0.00290517	0.0013628	0.00384505	0.00158836	0.00447302	0.00569279	0.00517787	0.00431821	0.00773314	0.00301956	0.00228504	0.00588703	0.00260135	0.00577661	0.00255536	0.000695864	0.00319015	0.00281319	0.00221391	0.00320066	0.00760886	0.00224067	0.00193918	0.00238219	0.00255544	0.00236966	0.00256374	0.00242211	0.00417689	0.00677601	0.00114545	0.00046102	0.00206506	0.002311	0.00165897	0.00269472	0.00193744	0.00215046	0.0018482	0.00288073	0.00420282	0.00242469	0.00130014	0.000123768	0.00162449	0.000931563	0.000959732	0.0019429	0.0025526	0.00200227	0.00269807	0.00161351	0.00572918	0.00175574	0.00142006	0.000356275	0.00361714	0.00445593	0.0037623	0.00282603	0.00342238	0.00152422	0.00351272	0.00126099	0.00452098	0.00187093	0.00183253	0.00404068	0.00246845	0.000869709	0.00501019	0.00469811	0.00567844	0.00618518	0.00116031	0.00293722	0.00153964	0.00627867	0.000946223	0.00285173	0.00256885	0.00321747	0.00322827	0.0019083	0.000148188	0.000564491	0.00131397	0.00460598	0.00219025	0.00209057	0.00207187	0.00328015	0.00172371	0.00496482	0.0049106	0.00189304
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00953886	0.00894636	0.0113523	0.00906294	0.010446	0.00908872	0.0104866	0.0101831	0.0100242	0.00976733	0.00935649	0.0106951	0.0111841	0.0104459	0.00871867	0.0116514	0.00970878	0.0101617	0.00995503	0.00892728	0.00913521	0.010064	0.0104057	0.00913246	0.00910468	0.00868944	0.00990111	0.00744981	0.00859168	0.00927303	0.0101466	0.00894714	0.0109209	0.00934043	0.0100215	0.0109768	0.0106735	0.0103487	0.0097745	0.0119494	0.00950211	0.00915555	0.00916903	0.0126802	0.0123188	0.00595862	0.0100509	0.00989228	0.0104474	0.010318	0.00889396	0.00943628	0.0104046	0.0100881	0.00580917	0.0110508	0.00919545	0.00955316	0.00932525	0.00985277	0.00959262	0.00768895	0.0105181	0.00802365	0.00779512	0.010477	0.0123001	0.00993643	0.00935581	0.0104539	0.0106685	0.0108999	0.0112937	0.00732797	0.010635	0.00985549	0.0110779	0.0109613	0.00970368	0.0102679	0.0115931	0.0104051	0.00939895	0.0119918	0.0137911	0.0113347	0.0101164	0.00833681	0.0116997	0.0101076	0.00985478	0.0102752	0.0102061	0.0103482	0.0105582	0.0113745	0.00730247	0.0108433	0.00795371	0.008631	0.0100937	0.010275	0.00960151	0.0135173	0.00975063	0.0107733	0.0100045	0.0114744	0.00959654	0.00989893	0.00482257	0.0104036	0.0100603	0.0131389	0.0111084	0.00905129	0.00787373	0.0120922	0.0112163	0.0105829	0.0113895	0.0108184	0.0105565	0.00979022	0.0114325
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.00922768	0.00848001	0.0106835	0.00829873	0.010718	0.00849319	0.00953593	0.00962042	0.00963793	0.00974613	0.00907751	0.0102192	0.0108173	0.00984864	0.0084627	0.0112228	0.0092461	0.00976461	0.00931004	0.00868344	0.00862808	0.00956442	0.00980551	0.00871377	0.00853969	0.00866382	0.00946479	0.00697627	0.00943847	0.00889432	0.00992228	0.0084733	0.0103029	0.00895462	0.0094865	0.0103708	0.0102371	0.00979279	0.0107352	0.0114802	0.00904892	0.00935804	0.0090792	0.0124465	0.0124099	0.00568732	0.00944885	0.0094201	0.00987746	0.0096508	0.00867585	0.00885975	0.00941714	0.00972837	0.00538274	0.0104969	0.00872232	0.0091059	0.00884112	0.00927202	0.00978836	0.00696378	0.00989684	0.00789396	0.00734218	0.00981225	0.0117999	0.0104728	0.00889992	0.00974782	0.00988738	0.0102045	0.0109172	0.00701594	0.0105962	0.00988394	0.0103704	0.010217	0.00908275	0.00953169	0.0125964	0.00981934	0.00906481	0.0109629	0.0152611	0.0108282	0.00942927	0.00786951	0.0110132	0.00952069	0.00946367	0.00953694	0.00967206	0.00993752	0.00991974	0.0113149	0.00680014	0.0101587	0.00740112	0.00818912	0.00949968	0.00975983	0.00896262	0.0126705	0.00934473	0.00992717	0.00952054	0.0131188	0.00911893	0.00934401	0.0043644	0.0097032	0.00937965	0.0124066	0.0102954	0.00846168	0.00919855	0.0116558	0.0104882	0.0099644	0.0108926	0.0102868	0.00980445	0.00915915	0.010591
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	0.00314827	0.00292219	0.0035136	0.00253437	0.00298025	0.0024839	0.000921755	0.00298184	0.00319739	0.00369041	0.00424108	0.00284979	0.00251031	0.00384761	0.00379302	0.00333905	0.00215806	0.00322353	0.00274385	0.00202803	0.00316651	0.00352356	0.0017664	0.00318275	0.00282407	0.00239886	0.00288497	0.00259105	0.00346382	0.00209233	0.00192538	0.00342644	0.00181715	0.00163216	0.00337927	0.00303677	0.00430988	0.00334259	0.00219725	0.0032727	0.00287803	0.00328848	0.00287704	0.00534807	0.00641085	0.00272091	0.00440676	0.00406905	0.00457527	0.00378934	0.00259632	0.00108234	0.00357721	0.00303432	0.00274948	0.003766	0.0026236	0.00287596	0.00417954	0.00244068	0.00240129	0.00313907	0.00427707	0.0019453	0.00310623	0.00410598	0.00646347	0.00286381	0.00421091	0.00466177	0.00456164	0.00346998	0.00301557	0.00211268	0.0036504	0.00147201	0.00320975	0.00495193	0.0033059	0.00427447	0.00301522	0.00350759	0.00405061	0.00375006	0.00543563	0.00555233	0.00311732	0.00354743	0.00305305	0.00362844	0.00290048	0.00394682	0.00452877	0.00350312	0.00445612	0.0024499	0.00278492	0.00394227	0.00242662	0.00388738	0.00486425	0.00149891	0.00277541	0.0017301	0.00328819	0.00601099	0.00654604	0.00196952	0.00256144	0.00430449	0.00280024	0.00416247	0.00506798	0.00416376	0.00368167	0.00323036	0.00225771	0.00328097	0.00412035	0.00268702	0.00483493	0.00219621	0.00397037	0.00608149	0.00418984
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.00348962	0.00291646	0.00278629	0.00323798	0.00305509	0.00406098	0.00250468	0.00264979	0.00305668	0.00191165	0.00342928	0.00473888	0.0030264	0.00235532	0.00479448	0.00228231	0.00230447	0.00268582	0.00418742	0.0028611	0.00319618	0.00314088	0.00246795	0.00292601	0.00338531	0.00296987	0.00353764	0.00373353	0.00292455	0.00415434	0.00237631	0.00309301	0.00279162	0.0026627	0.00366184	0.00348086	0.00317365	0.00326114	0.00184014	0.00182794	0.0029005	0.00277112	0.00388835	0.00208625	0.00137919	0.0030695	0.00369884	0.00360466	0.00312226	0.00334938	0.00373444	0.00184375	0.00104319	0.0030387	0.00378185	0.00302771	0.00245436	0.0033352	0.00398005	0.0026504	0.00221807	0.0048861	0.00303659	0.00303607	0.00304987	0.00250995	0.00263554	0.00218231	0.00412538	0.00318387	0.00331964	0.00251276	0.00263893	0.00336137	0.0029826	0.00190353	0.00257624	0.00324327	0.00353817	0.00263698	0.00236218	0.00299455	0.00341707	0.00197547	0.0012584	0.00341237	0.00239545	0.00370532	0.00352335	0.00319895	0.00274805	0.00405081	0.00297847	0.00263676	0.00423559	0.00294174	0.00241902	0.00306354	0.00387094	0.0029677699999999	0.00367918	0.00368309	0.00335711	0.0015717	0.00307344	0.00393647	0.00286019	0.00254247	0.00296283	0.00362476	0.00321697	0.00297432	0.00331776	0.00256248	0.00223654	0.00363784	0.00251766	0.00360955	0.00176569	0.00354322	0.00324745	0.00294094	0.0033887	0.00358656	0.00266315
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00818057	0.00961254	0.0102044	0.00893264	0.00950771	0.0100046	0.00843322	0.0113363	0.00951594	0.0112956	0.00955469	0.00996192	0.0106135	0.0103506	0.00858375	0.0109539	0.0092993	0.0100648	0.0103067	0.00984379	0.00820927	0.0100078	0.00924725	0.0089764	0.00872532	0.00881981	0.00910216	0.00789767	0.00877545	0.00949654	0.00928599	0.00933196	0.0100408	0.0082421	0.0095011	0.0096986	0.010746	0.00877272	0.00936152	0.0102709	0.00951203	0.00941348	0.00990645	0.0113936	0.0097864	0.00625684	0.0105047	0.00980235	0.0101336	0.00912317	0.00771354	0.00785949	0.0112479	0.0111456	0.00653825	0.00979733	0.00887828	0.00998161	0.00922129	0.0101325	0.00999395	0.00905029	0.0103862	0.00898907	0.00737019	0.00988168	0.010472	0.0112511	0.00967468	0.0105498	0.0108574	0.0107852	0.0122651	0.00883115	0.0107235	0.0116632	0.0104178	0.0117352	0.010118	0.00794786	0.0123705	0.0107378	0.00979459	0.0106102	0.0105444	0.0111612	0.00964209	0.00836185	0.0103454	0.00977653	0.0109218	0.0101658	0.00961059	0.00985995	0.0110702	0.0100072	0.00851536	0.00986518	0.00957535	0.00920542	0.0103074	0.00871156	0.00877071	0.00978165	0.0101633	0.0114452	0.00864499	0.0114207	0.0103335	0.00966843	0.00619215	0.0109582	0.0101763	0.0103837	0.0100374	0.00887416	0.00862662	0.0114062	0.0112515	0.00753824	0.0114326	0.0098658	0.0107331	0.00990118	0.0109189
CRNFORCAT-PWY: creatinine degradation I	0.0	0.0	0.0001456	0.000429956	0.0	0.00023792	0.0	0.000227806	0.0	2.28226e-05	0.0	1.74541e-05	0.0	0.0	0.0	0.000137481	0.000218688	0.000265535	0.0	4.99518e-05	0.0	0.0	0.0	0.000255775	1.82366e-05	0.0	7.32274e-05	0.00011618	0.0	0.000118043	0.00032785	0.0	0.0	9.91841e-05	6.06205e-05	0.0	0.0	0.0	0.000155836	2.25417e-05	0.0	0.0	0.000109967	0.0	0.00014079	6.66931e-05	0.0	3.18132e-05	0.00031465	0.0	1.86219e-05	0.0	0.00039537	6.72905e-05	5.44426e-05	0.0	5.56882e-05	0.000115841	0.000123052	0.0	0.000124659	0.0	0.000103446	0.0	0.0	0.0	0.0	5.32175e-05	0.0	0.0	5.89815e-05	0.0	0.0	0.0	7.23076e-05	0.0	0.0	0.000150739	0.0	0.0	6.63476e-05	6.7957e-05	0.0	0.0	0.0	0.0	0.000184688	0.0	0.000144408	0.0	2.96535e-05	0.000275586	3.91948e-05	6.99104e-05	0.0	0.000156312	0.0	0.0	0.0	0.000163916	0.0	0.0	0.0	0.000154397	0.0	0.0	0.0	5.11279e-05	0.000263453	0.0	0.000143527	6.96612e-05	0.0	3.11861e-05	2.51818e-05	1.41749e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.71161e-05	0.0	0.0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.000830372	0.00148052	0.000204568	0.000976048	0.0010193	0.000851115	0.00155006	0.000651367	0.00117087	0.000289812	0.000498926	0.00210741	0.000606137	0.00166157	0.000454442	0.000911543	0.00122168	0.00197787	0.00117993	0.000767122	0.00160876	0.00158678	0.00123346	0.00145931	0.000690714	0.0016892	0.000303919	0.00257933	9.70539e-05	0.00137564	0.00227217	0.00114002	0.000330299	0.000331355	0.000661957	0.000442687	0.00062496	0.000563953	0.00140495	0.00142176	0.0012019	0.00316785	0.000231401	0.00093716	0.00255058	0.00302911	0.00171866	0.00124547	0.000188941	0.000659954	0.000990066	0.00065469	0.00147687	0.000538377	0.00337469	0.00105197	0.000610143	0.00229889	0.00179673	0.00105623	0.00262243	0.000843531	0.0015273	0.00117928	0.00195416	0.000397519	0.0015887	0.00117148	0.000862189	0.003004	0.00125888	0.00101816	0.000703447	0.00141179	0.00176244	0.00192212	0.00141207	0.000398396	0.00111537	0.0023455	0.000736662	0.000814462	0.000443429	0.00189843	0.00213659	0.00249401	0.00488909	0.000537135	0.00140833	0.00171887	0.000763831	0.0002843	0.00182028	0.0012134	0.00196299	0.00158183	0.0023037	0.00183673	0.00128621	0.000365888	0.00110847	0.00118686	0.00467368	0.000746089	0.000463113	0.00161639	0.000147555	0.00151682	0.00175889	0.00112556	0.00304605	0.0018043	0.00403854	0.00115899	0.000297509	0.00225742	0.00247838	0.000929698	0.00133178	0.00291989	0.000638505	0.00262881	0.00041783	0.0007088	0.000965507
DARABCATK12-PWY: D-arabinose degradation I	0.0	0.0	5.2393e-06	3.92414e-05	7.99583e-05	1.54052e-05	4.99413e-05	5.4113e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117588	0.0	0.0	0.0	0.0	5.56365e-05	0.0	5.12838e-06	7.34674e-05	0.0	6.90609e-05	0.0	8.64547e-05	0.0	6.73062e-05	6.35932e-06	4.96243e-05	0.0	7.55674e-06	0.0	0.0	3.45022e-06	0.0	0.0	1.37829e-06	1.48902e-05	3.52002e-05	7.1767e-06	0.0	1.40225e-05	0.000340042	0.0	6.59333e-06	0.0	0.0	2.96023e-05	0.000365048	0.0	0.0	0.000344561	3.15611e-06	4.65033e-06	0.0	0.0	9.78673e-06	0.0	2.87313e-06	0.0	7.8265e-06	0.000123954	1.65107e-05	0.0	0.0	2.51651e-06	0.0	0.0	0.0	5.04118e-06	8.34259e-05	0.0	2.15749e-05	0.0	0.0	2.62006e-05	7.3019e-05	0.000126126	0.0	0.0	0.0	0.0	0.000256169	0.0	1.84055e-05	0.0	4.55602e-05	0.0	0.0	3.10791e-06	0.0	0.0	0.0	7.17617e-05	1.12338e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56138e-05	0.0	6.83731e-05	0.000428671	0.0	0.0	1.21628e-05	0.0	0.0	0.000125337	0.0	0.0	4.23675e-05	0.0	0.000297182	0.0	0.0	0.0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0.0	0.0	0.0	0.0	0.0	0.0	1.06563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76591e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86198e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86833e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.20089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27373e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0516e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.0	0.0	0.0	0.000390445	0.0	0.000158427	0.0	9.17689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000295033	0.0	0.000160098	0.000886132	0.0	0.000543946	0.0	0.000745951	0.0	0.0	0.0	0.000418314	0.0	0.000120697	0.0	0.0	0.0	0.000166735	0.0	0.0	0.0	0.0	0.0	0.0	0.000211668	0.00187038	0.0	0.000135206	0.0	0.000188302	0.0002907	0.0	0.0	0.0	0.0015834	0.0	0.00014902	0.0	0.0	0.0	0.0	0.0	0.0	0.000209662	0.000993079	0.000195045	0.0	0.0	0.000122719	0.0	0.0	0.0	0.0	0.000784703	0.0	0.000448341	0.0	0.0	0.000209514	0.00064386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000139398	0.0	0.000113032	0.0	0.0	0.0	0.0	0.0	0.0	0.000575211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00170523	0.0	0.0	0.0	0.0	0.0	0.000915144	8.44047e-05	0.0	0.000264351	0.0	0.0	7.06849e-05	0.0	9.09264e-05
