# Pathway	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.00507512	0.010177	0.00514945	0.00882004	0.0105823	0.00736748	0.00361714	0.00509653	0.00381342	0.00718897	0.00642524	0.00526394	0.00952481	0.0042685	0.0103228	0.00580981	0.0111118	0.00753996	0.00455856	0.00763081	0.00730081	0.0067583	0.00350605	0.00972317	0.00912227	0.00679894	0.00779415	0.00685277	0.00648714	0.00567284	0.0070226	0.00438747	0.00965228	0.00562678	0.00613788	0.00648591	0.0079751	0.00426091	0.0121659	0.00424777	0.0103417	0.00919187	0.00743414	0.00610621	0.00867971	0.00674056	0.00807657	0.00942109	0.00578411	0.00586348	0.00527651	0.00605529	0.00771507	0.0052949	0.013696	0.00936476	0.00922482	0.00369856	0.00797262	0.00699348	0.0092378	0.00585674	0.00892886	0.00997109	0.0106856	0.00926799	0.00846206	0.0104109	0.00808954	0.00788377	0.00734185	0.0105845	0.00942356	0.00664273	0.00439425	0.00427446	0.0064984	0.00535909	0.00945387	0.00581022	0.00980788	0.0103811	0.00454373	0.010223	0.00989822	0.00790367	0.00978698	0.0118413	0.00700192	0.0114551	0.00950745	0.00796961	0.00769717	0.00542942	0.00953142	0.00553864	0.0107955	0.00932858	0.00781087	0.0114152	0.00831655	0.00788893	0.00427386	0.00724249	0.0072473599999999	0.00788738	0.00530632	0.00641599	0.0114007	0.0108795	0.0086152	0.00407113	0.00875251	0.00654069	0.00952928	0.00960805	0.0107501	0.00710657	0.00892471	0.00868363	0.00711637	0.00875393	0.00917544	0.00414555	0.00773953	0.00768487	0.00989073	0.00588013	0.0081414	0.0061642	0.00781377	0.00484492	0.010651	0.00801654	0.010736	0.00714895	0.0098624	0.00917076	0.00867261	0.00660258	0.00783736	0.00477599	0.00562674	0.00766877	0.00757867	0.00677445	0.00879555	0.0048491	0.0105555	0.0105659	0.00379326	0.0045873	0.00815599	0.00973822	0.00741388	0.0084812	0.00712657	0.00879184	0.00628164	0.00732632	0.00856184	0.00787259	0.00592853
ARO-PWY: chorismate biosynthesis I	0.00949471	0.00954472	0.00961723	0.0119521	0.0109129	0.00867738	0.00836092	0.00442021	0.00388745	0.00800696	0.010232	0.00909663	0.00967179	0.0114369	0.0113087	0.0081343	0.0112371	0.00945652	0.00727149	0.0105336	0.00980711	0.00778435	0.0059398	0.00966155	0.0106319	0.00772352	0.0102837	0.00823202	0.00636659	0.0073661	0.00882559	0.00484298	0.0108155	0.00921351	0.00823636	0.00688452	0.0100483	0.00738288	0.0124343	0.0074321	0.0110785	0.0101052	0.00832837	0.0084972	0.00969144	0.0104642	0.00942937	0.00982245	0.00966328	0.00973251	0.00856246	0.00653788	0.00893704	0.00886066	0.0127625	0.0105659	0.0113258	0.00958985	0.00845233	0.010509	0.0095552	0.00879319	0.0107884	0.0105153	0.0113719	0.00924735	0.00959717	0.0105836	0.00944175	0.00941056	0.00880619	0.0110534	0.0112573	0.0100669	0.00439766	0.010732	0.010009	0.00623514	0.0109403	0.0060339	0.0105138	0.0106721	0.00553212	0.0108754	0.0110456	0.00959604	0.0104478	0.0122056	0.00981976	0.0119591	0.0107463	0.00998422	0.00814402	0.00881982	0.0113088	0.00858438	0.0113098	0.00978193	0.00979454	0.011747	0.00995544	0.00943973	0.00573761	0.0108827	0.0098222	0.00913583	0.00844022	0.00888618	0.0116907	0.0115824	0.00910667	0.0076691	0.0100876	0.00642584	0.0104002	0.011009	0.0118765	0.0096123	0.0105374	0.00992744	0.0098695	0.00999476	0.0114049	0.00907053	0.0100202	0.00860089	0.01135	0.00845413	0.010029	0.00945803	0.00865838	0.00450551	0.0116334	0.0112532	0.0113793	0.0107227	0.0115796	0.0114091	0.00943622	0.00770752	0.0106897	0.00524431	0.00672838	0.0111103	0.00978338	0.00921678	0.00982188	0.00610551	0.0108922	0.0111673	0.00951869	0.00540235	0.00959433	0.0103902	0.00822264	0.0109116	0.00967573	0.00988413	0.00705943	0.00937424	0.0110459	0.00969766	0.00810903
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00638251	0.00416648	0.00614201	0.00437075	0.00331174	0.00435673	0.00762271	0.00539072	0.00477651	0.00328435	0.00459753	0.00530595	0.00345231	0.00571445	0.00382129	0.00547992	0.00306128	0.00351672	0.00548328	0.00455672	0.00502384	0.00400416	0.00537197	0.00393078	0.00377761	0.00518198	0.00417306	0.00479228	0.00494972	0.00684698	0.00552346	0.00546352	0.00391517	0.00367096	0.00469222	0.00511154	0.00601639	0.00426641	0.00283402	0.00565651	0.00443519	0.00363768	0.00436384	0.00561287	0.00297589	0.00614889	0.00411551	0.00323008	0.00466136	0.00541843	0.00477326	0.00317204	0.00296813	0.00695335	0.00242769	0.0044535	0.00324123	0.00708141	0.00369194	0.00590601	0.00370697	0.00484001	0.00656214	0.00423487	0.00400433	0.00318214	0.00535053	0.00327608	0.0049385	0.00397224	0.00433386	0.00287778	0.00438263	0.00355736	0.00483117	0.00316702	0.00596803	0.00459332	0.0053226	0.00377758	0.00316057	0.00357581	0.00407593	0.00383909	0.00402016	0.00667261	0.00399883	0.00256373	0.00486544	0.00318601	0.00376748	0.00483107	0.00432553	0.00698097	0.00360676	0.00648907	0.00396414	0.00443789	0.00523696	0.00301287	0.00355616	0.0043821	0.00510175	0.00616721	0.00598469	0.00517498	0.00545427	0.00489714	0.00402929	0.00336814	0.00372695	0.00612872	0.00381583	0.00384064	0.00335331	0.00267407	0.00383905	0.0034766	0.00552076	0.003319	0.00420984	0.00392953	0.0030154	0.00900672	0.00416393	0.00435435	0.0033999	0.00296084	0.00356454	0.00325662	0.00400766	0.00510734	0.00419149	0.00178195	0.00329538	0.00457054	0.00457204	0.00531703	0.00343141	0.00615953	0.00577742	0.00461001	0.00447457	0.00424032	0.00432416	0.00410557	0.00403988	0.00478401	0.00619173	0.00300141	0.00677496	0.00623136	0.0029906	0.00443951	0.00535779	0.00420353	0.00504218	0.00409306	0.0042972	0.00509375	0.00381514	0.00525711	0.00480709
AST-PWY: L-arginine degradation II (AST pathway)	0.0	0.0	7.37336e-05	0.0	6.07178e-05	0.00058587	0.000110207	0.00125175	0.00188071	0.000529529	2.41902e-05	1.50665e-05	0.000154194	0.0	4.1804e-05	0.00012148	0.0	0.000300508	0.000221832	0.000181838	7.49773e-05	0.000905337	0.000632134	0.000303824	0.0	0.000379495	0.0	0.000298905	0.000143637	0.000467659	7.57127e-05	0.00160614	0.0	4.36276e-05	0.000302591	0.000650325	0.0	0.00017591	1.74264e-05	0.00132838	0.0	0.0	0.000422893	0.000156975	9.94667e-05	0.0	0.0	0.000252859	3.67337e-05	0.000160713	0.000562673	0.00143583	0.000140004	2.01623e-05	0.0	7.36055e-05	0.000106872	0.0	0.000703674	0.0	0.0	0.0	1.45542e-05	6.99207e-06	0.0	0.000311295	0.0	2.92413e-05	0.0	5.2616e-05	0.000176844	0.0	0.0	6.38584e-05	0.00129389	0.000253028	0.0	0.00118155	0.0	0.00107735	1.96759e-05	4.33434e-05	0.00172612	0.0	0.000180108	0.0	0.0	0.0	0.0	0.0	8.43777e-06	0.000122823	0.000378807	1.01383e-05	6.98495e-05	7.76137e-05	0.0	4.42117e-05	0.000112186	0.0	0.0	0.000124848	0.00262735	0.0	1.71581e-05	8.49209e-06	0.000128979	5.13748e-05	0.0	0.0	0.000305008	0.000298761	0.0	0.000727529	2.76769e-05	5.25215e-05	0.0	0.000113319	0.0	6.37695e-06	0.00012969	0.0	0.00017085	0.0	2.01654e-05	0.000300244	2.33784e-05	3.22773e-05	7.51183e-05	0.000162871	0.000279478	0.0022357	5.91214e-05	0.0	2.04799e-05	1.56339e-05	1.58724e-05	0.0	0.000389412	0.000427738	5.96012e-06	0.00161073	0.00074994	0.0	5.01634e-06	7.36995e-05	0.0001466	0.000682008	0.0	1.408e-05	0.0	0.00115568	0.0	0.000168158	0.000419795	4.18966e-06	0.0	1.78257e-05	0.000999314	0.000108543	7.76201e-05	2.60443e-06	0.0008388
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.00354621	0.0022784	0.00283218	0.00112692	0.00161328	0.00273092	0.00220281	0.00355313	0.0034553	0.00254269	0.00210725	0.00313957	0.00200962	0.00132465	0.000662665	0.00276139	0.0016179	0.00345591	0.00405179	0.00266433	0.00144065	0.00297821	0.00435649	0.00238996	0.00223389	0.003606	0.00303327	0.00343861	0.00202139	0.00233125	0.00382012	0.00479269	0.00177018	0.00216369	0.00405726	0.00315169	0.00125722	0.00275085	0.00101225	0.0047901	0.00112362	0.00141079	0.00190286	0.00239316	0.00179088	0.00543178	0.000317874	0.0020316	0.00258927	0.00331581	0.00413862	0.0037044	0.00167211	0.0024109	0.000439636	0.00261576	0.00238313	0.00214786	0.00229718	0.000814993	0.00138604	0.00351323	0.00164531	0.00207832	0.000660749	0.00243952	0.00250133	0.0023516	0.0013531	0.00196207	0.0017644	0.00204179	0.00108666	0.00313185	0.00415243	0.00294218	0.00149731	0.00378607	0.000560051	0.002792	0.002357	0.0010586	0.00338595	0.00137812	0.00188436	0.00125338	0.000689863	0.00198859	0.00319403	0.00154226	0.002012	0.00126181	0.00254739	0.00341748	0.00132794	0.00326451	0.00121223	0.00153978	0.00269745	0.00164639	0.00339935	0.00210128	0.00423097	0.00294028	0.00104076	0.00189528	0.00389767	0.00205136	0.00119759	0.00055937	0.0020992	0.00447692	0.0028508	0.00264753	0.00154453	0.00173398	0.00197612	0.00393761	0.00066406	0.00219606	0.00239247	0.00138081	0.00247974	0.00399608	0.00208718	0.0023049	0.00327632	0.0017617	0.00316076	0.00339924	0.00246135	0.00360043	0.000717246	0.000959721	0.000930007	0.00243441	0.0012182	0.00108881	0.00180051	0.0028664	0.000845213	0.00343558	0.00371279	0.00437243	0.00214821	0.00315806	0.00144644	0.00463481	0.000528663	0.00102609	0.00143986	0.00367472	0.00374489	0.00189125	0.00184959	0.00145772	0.00105958	0.00216614	0.00355516	0.00213224	0.00305654	0.00144064	0.00246579
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00831528	0.00992144	0.00798986	0.00948248	0.00859459	0.00843528	0.0146187	0.00810197	0.00538653	0.00889656	0.00805073	0.00879436	0.00927301	0.00630461	0.0115814	0.0082189	0.00944103	0.00710528	0.00707401	0.00671581	0.00995718	0.00698846	0.00694693	0.00861034	0.00950046	0.00780584	0.00702617	0.00752717	0.00557145	0.0109026	0.00819126	0.00692788	0.0114486	0.00801771	0.00816353	0.0065688	0.0135012	0.0073456	0.0104972	0.00625437	0.0100242	0.0091469	0.00848244	0.00858525	0.010298	0.00782849	0.00848486	0.00826898	0.00888748	0.00866367	0.00771542	0.00707446	0.00923679	0.00921095	0.0107629	0.00910199	0.00906326	0.00913362	0.00762766	0.00771626	0.00833766	0.00856984	0.0126047	0.00786174	0.00804878	0.00870029	0.00785017	0.00925139	0.0102128	0.00968103	0.00784848	0.00968455	0.00970675	0.0071735	0.00659099	0.00625634	0.00835453	0.00673456	0.00929865	0.00700879	0.00737964	0.00916161	0.00569386	0.0103516	0.0103288	0.0134285	0.0104327	0.00983661	0.0089359	0.0111901	0.00961131	0.0092225	0.00804351	0.00855319	0.00892937	0.00813929	0.00919646	0.00844734	0.00797266	0.00957904	0.0111828	0.00817423	0.00531942	0.00992512	0.0077035	0.0118936	0.00760121	0.00939522	0.0101018	0.0098083	0.0083114	0.00750158	0.00944602	0.00759103	0.00949058	0.00949494	0.00735696	0.00835153	0.0124084	0.00917439	0.00813609	0.00852726	0.00837355	0.00670893	0.00788944	0.00759342	0.00881812	0.0101184	0.00690785	0.0073598	0.00812649	0.00782703	0.0101417	0.00837759	0.00895777	0.0079837	0.010095	0.00940563	0.00928321	0.010138	0.0119772	0.00626115	0.0065452	0.00782763	0.00910603	0.00998911	0.00966038	0.00720104	0.0112907	0.00914844	0.0100339	0.00753156	0.0112795	0.00881674	0.00780119	0.00934756	0.008688	0.00972045	0.00732948	0.00854472	0.00845129	0.0118452	0.00702014
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00891298	0.00836903	0.00742896	0.00822094	0.00945527	0.00808667	0.00917735	0.00586684	0.00487245	0.00747341	0.00851651	0.00884936	0.00975355	0.0119237	0.0088528	0.00846554	0.00879988	0.00847392	0.00762368	0.00783777	0.00819994	0.00811686	0.00685161	0.00890692	0.00945698	0.00707327	0.00684573	0.00708084	0.00764734	0.00834894	0.00724796	0.0057152	0.00878149	0.00971124	0.00883432	0.00647794	0.00933934	0.00645757	0.0103305	0.00692759	0.00972221	0.00879872	0.00726862	0.00740601	0.00801784	0.00839816	0.00961669	0.00818557	0.00708809	0.0077367	0.00739028	0.00667475	0.00835331	0.00649979	0.0105274	0.00928707	0.00659032	0.00698941	0.00846049	0.00752899	0.0082948	0.00738013	0.0100219	0.00905956	0.00934637	0.00821586	0.00656423	0.00969293	0.0077528	0.00738064	0.00732268	0.00929226	0.0097303	0.00919554	0.00609062	0.0103051	0.00815896	0.00649135	0.00993233	0.00674277	0.00737893	0.00910803	0.00658664	0.0089205	0.00946377	0.00998869	0.0095444	0.00864939	0.00726962	0.00948661	0.00874385	0.00822788	0.00737596	0.00733886	0.00900281	0.00827792	0.010227	0.00717723	0.00851201	0.0100829	0.00881769	0.00879163	0.00748222	0.00641335	0.0092842	0.00815014	0.00689745	0.00789152	0.0103195	0.0100928	0.00879924	0.00671068	0.00789255	0.0107703	0.00844401	0.00900804	0.00834794	0.00653948	0.0103256	0.00811041	0.00747027	0.010287	0.00847091	0.00797297	0.00803553	0.00841566	0.00729477	0.00807369	0.00785744	0.00727439	0.00760364	0.00555044	0.0096559	0.00848908	0.00893877	0.00850764	0.00984613	0.00934481	0.00831718	0.00856417	0.00792966	0.00585272	0.00676166	0.00646414	0.0088391	0.00869036	0.0104451	0.00668865	0.0105758	0.00827786	0.00929737	0.00683731	0.0067306	0.00865624	0.00848018	0.00984732	0.00882583	0.00851913	0.00717589	0.00712637	0.00841295	0.00907917	0.00816122
CARNMET-PWY: L-carnitine degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000763011	0.00053647	8.31121e-05	0.0	5.32712e-06	5.75618e-05	0.0	0.0	6.51468e-05	0.0	0.000106405	0.000115148	7.93659e-05	2.75783e-05	0.0	0.000157954	0.000110347	0.0	0.000111231	0.0	7.74777e-05	0.000200024	0.000101717	1.44587e-05	0.000582626	0.0	0.0	0.000117221	0.000297645	0.0	5.2468e-05	0.0	0.0	0.0	0.0	0.000114637	5.84775e-05	3.46663e-05	0.0	0.0	6.42889e-05	0.0	5.28676e-05	0.0	0.000331833	7.07973e-05	0.0	0.0	3.22035e-05	0.000105212	0.0	0.000202993	0.0	0.0	0.0	2.41205e-05	0.0	0.0	7.94167e-05	0.0	0.0	0.0	0.0	6.45506e-05	0.0	0.0	0.0	0.000614961	5.20868e-05	0.0	0.000355175	0.0	0.000204232	8.21165e-06	0.0	0.000318479	0.0	1.41494e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.36865e-06	0.000136295	0.0	1.91854e-05	2.42516e-05	0.0	0.0	5.81855e-05	0.0	0.0	0.0	0.000429234	0.0	0.0	0.0	0.0	1.70855e-05	0.0	0.0	7.55266e-05	0.000110103	0.0	0.000109664	0.0	1.75796e-05	0.0	3.1388e-05	0.0	0.0	3.93013e-05	0.0	3.14377e-05	0.0	1.12243e-05	6.845e-05	1.85499e-05	1.34265e-05	3.37286e-05	5.87685e-05	5.20996e-05	0.000661539	2.30446e-05	3.30266e-06	8.89335e-06	5.71516e-06	0.0	0.0	0.000102351	0.00012878	0.0	0.000490662	0.000125123	0.0	6.15848e-06	4.05806e-05	2.79238e-05	0.000219375	0.0	3.86024e-06	0.0	0.000333273	0.0	2.98711e-05	0.000303349	0.0	0.0	1.40246e-05	0.000239414	1.42438e-05	2.32132e-05	0.0	0.000104216
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.000243464	0.0	9.72535e-05	0.0	0.0	0.0	0.0	0.0	3.64525e-05	2.22517e-05	0.0	0.0	0.0	4.67851e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.92573e-05	0.0	0.000181517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84546e-05	0.0	0.000535489	0.0	0.0	4.33285e-05	0.0	1.62695e-05	0.0	2.32716e-05	0.0	0.0	0.0	0.000337811	0.000615391	0.0	0.0	0.0	0.0	0.0	0.0	2.49086e-05	2.01921e-05	0.0	0.0	0.0	0.0	0.0	3.19757e-05	0.0	0.0	0.0	0.0	3.18563e-05	0.0	0.0	4.32245e-05	8.57184e-06	0.0	0.0	4.86114e-05	0.0	0.0	0.0	4.67668e-05	0.000628885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000165139	0.0	0.0	0.0	2.98646e-05	0.00104659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24023e-05	1.02759e-05	0.0	0.0	0.0	3.3396e-05	0.0	1.0256e-05	0.0	2.37596e-05	0.0	0.0	2.49918e-05	0.0	0.0	0.0	0.0	0.0	6.64575e-06	0.0	0.0	4.09333e-06	0.0	9.93646e-06	0.0	0.0	0.0	5.95988e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81926e-05	0.0	0.0	4.94373e-06
CENTFERM-PWY: pyruvate fermentation to butanoate	0.0	0.00105437	0.000255373	0.00060287	0.000407473	0.000696516	0.000358919	4.15474e-05	6.8514e-05	0.000709326	0.000793015	0.000387997	0.00061545	0.0011149	0.000718293	0.00106191	0.00135952	0.00100225	0.000292589	0.000604941	0.00093055	0.000402451	0.00154912	0.00137696	0.000983347	0.000504213	0.000732642	0.00042553	0.000107221	0.000425771	0.000485007	0.0	0.000437949	0.00130719	0.00176995	0.000324257	0.000496198	0.000281795	0.00127321	0.000364445	0.00134697	0.00137404	0.000700758	0.000608382	0.000343017	0.000417754	0.00070231	0.000570218	0.000518442	0.000950794	0.00117165	0.000911672	0.000928326	0.00039088	0.00123535	0.00030448	0.00066639	0.000174834	0.00203128	0.000507046	0.000322132	0.000390949	0.000527127	0.000606791	0.00048225	0.000718003	0.000340701	0.000475629	0.000959315	0.000635654	0.000825593	0.000972842	0.000704223	0.000950544	0.000104499	0.00080279	0.000262358	0.000106116	0.00048426	0.000761109	0.000972395	0.000464228	0.000483505	0.000879939	0.000866399	0.000378686	0.000437633	0.000925376	0.000508649	0.000599987	0.0010038	0.000902923	0.000935176	0.000297685	0.000868289	0.000243968	0.000763672	0.0009955	0.000943377	0.000388616	0.000363984	0.000488151	5.64273e-05	0.000622941	0.000361711	0.000489736	0.00014731	0.00151868	0.00043618	0.000985549	0.000974257	0.00010682	0.000505863	0.000109428	0.00106529	0.000853096	0.000787595	0.000437435	0.000993272	0.000479166	0.000586775	0.000587064	0.000803501	0.000545563	0.000696844	0.000979197	0.000870185	0.000570919	0.000768411	0.000826462	0.000860842	0.0	0.000691693	0.000184317	0.00110714	0.000121154	0.000553655	0.000426487	0.000486752	0.00106692	0.000769084	0.000705153	0.000449297	0.000685667	0.000707962	0.000260301	0.000460447	0.000162379	0.00061531	0.00146653	4.17298e-05	0.000255938	0.000365989	0.000760359	0.000617504	0.00124963	0.000411214	0.00121679	0.000365225	0.000961173	0.000900478	0.000712518	0.000281942
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79861e-05	0.0	0.000131728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000194153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6554e-05	8.04799e-05	0.00010069	0.0	0.0	0.0	0.0	9.04007e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000230961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91523e-05	0.0	7.0331e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76207e-05	0.0	0.0	2.00865e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.30219e-05	0.0	0.0	0.0	0.0	0.0	2.85053e-05	2.06411e-05	0.0	0.0	3.88155e-05	0.0	0.0	8.06923e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.39087e-05	0.0	0.0	2.48864e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09717e-05	0.0	0.0	4.93956e-06	6.19785e-06	0.0	0.0	3.38851e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.00924e-05	0.0	0.0	8.92021e-06	0.0	5.77872e-06	4.21221e-05	6.53238e-06	7.57478e-06	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.00410298	0.00384466	0.00522451	0.00394447	0.00141746	0.0028785	0.00288283	0.00456919	0.00284364	0.00185879	0.00260145	0.00338108	0.00344996	0.00257428	0.000385693	0.00284585	0.0028358	0.00362548	0.00501666	0.00161821	0.00317145	0.00232171	0.00299266	0.00260277	0.00421693	0.00196861	0.00387417	0.00300927	0.00201457	0.00198075	0.0032133	0.00474113	0.000441785	0.00314701	0.00354103	0.002747	0.00135741	0.00426694	0.00116288	0.00392718	0.00398455	0.00228978	0.00208788	0.00254299	0.00227843	0.00173684	0.00290068	0.00203849	0.00302082	0.00285746	0.00474986	0.0022783	0.000687481	0.00495986	0.00152627	0.00372345	0.00177614	0.00517811	0.00213445	0.00401576	0.00240883	0.00533387	0.00212191	0.00459633	0.00240966	0.00230477	0.00390492	0.00152525	0.00258373	0.00608528	0.00199775	0.00210981	0.00165766	0.00326843	0.0041611799999999	0.0014192	0.00546781	0.00311409	0.0032454	0.00245447	0.00414571	0.00169765	0.00109323	0.00321781	0.00202105	0.00114565	0.00132874	0.00286524	0.00277039	0.00315696	0.00137383	0.00332501	0.00251276	0.0059513	0.00179052	0.00504436	0.00243512	0.00335174	0.00397587	0.00159551	0.00343806	0.00209293	0.00285744	0.00455401	0.00578745	0.00162179	0.00432006	0.0027061	0.000880774	0.00128448	0.00197535	0.00359203	0.00600907	0.00195882	0.00199315	0.00176907	0.00465156	0.00506004	0.00202281	0.00200653	0.00457274	0.00370423	0.00386857	0.00654811	0.00380229	0.00302066	0.0051655	0.0029671	0.0043018	0.00512174	0.00182805	0.00362756	0.000819026	0.00070193	0.000666834	0.0042482	0.00148756	0.00476407	0.00169236	0.00278057	0.00512927	0.00315679	0.00295399	0.00689016	0.00457495	0.00214836	0.000746034	0.00389051	0.00174795	0.00252619	0.00602657	0.00277024	0.00281977	0.00176591	0.002236	0.00490063	0.00262835	0.00190847	0.00257474	0.00315378	0.00294534	0.00253446	0.00246356
