# Pathway	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
PWY-6123: inosine-5'-phosphate biosynthesis I	0.00913964	0.0090349	0.00841793	0.00978082	0.00649119	0.00608075	0.00598539	0.00349978	0.00358488	0.00636939	0.00914178	0.00842325	0.00629631	0.0112355	0.00857583	0.00801181	0.00823201	0.00683189	0.0070692	0.00716464	0.00688068	0.0047607	0.00561375	0.00600006	0.00782738	0.00652265	0.01111	0.0069894	0.00723443	0.00494787	0.00810197	0.00406244	0.00883226	0.0101222	0.00671303	0.00501555	0.00618544	0.00754839	0.0073193	0.00608874	0.00923145	0.00846968	0.00571219	0.00777286	0.00725935	0.0091241	0.00766636	0.0072188	0.00864594	0.00768215	0.00854894	0.0053379	0.00661672	0.00925198	0.00919269	0.00874513	0.00869059	0.00998078	0.0035398	0.011141	0.00834723	0.00918387	0.00625633	0.00753349	0.00894229	0.00824369	0.00944351	0.00991357	0.00818248	0.00681322	0.00667824	0.00792458	0.00847761	0.00985523	0.00369979	0.00965157	0.00906789	0.00458662	0.00802801	0.00449936	0.00986925	0.00739094	0.00415616	0.00816579	0.00752606	0.00635078	0.00744557	0.0084834	0.00834399	0.00810367	0.00775405	0.00849055	0.00604309	0.00896103	0.00788044	0.00766064	0.00711279	0.0104988	0.0077272	0.00715319	0.00778323	0.00736589	0.00344914	0.00970334	0.00808407	0.00646529	0.00860498	0.00844455	0.00744742	0.00735724	0.00701091	0.00808675	0.00884599	0.0038704	0.00780283	0.00831569	0.00782376	0.00870393	0.00696606	0.00840767	0.00887462	0.00739611	0.00737319	0.00886805	0.00849711	0.0072311	0.00874213	0.00820085	0.00863419	0.00838197	0.00666376	0.00313504	0.00777139	0.0086516	0.00709569	0.00902171	0.0075331	0.0083769	0.0059966	0.00581554	0.00742386	0.00334835	0.00544932	0.00998453	0.00869927	0.00800084	0.0064432	0.00515582	0.00817675	0.00763595	0.00835816	0.0042782	0.0080826	0.00677217	0.00628462	0.00830518	0.00821476	0.00807599	0.00494302	0.00871124	0.00866945	0.00694215	0.00557384
PWY-6124: inosine-5'-phosphate biosynthesis II	0.00890015	0.00847072	0.00805882	0.00927062	0.00604306	0.00583097	0.00540009	0.00336018	0.00310134	0.0062677	0.00861174	0.00813392	0.0058841	0.0108989	0.00817462	0.00773653	0.00794044	0.00646744	0.00696069	0.00705882	0.00638317	0.00432472	0.00548432	0.00553996	0.00740629	0.00635099	0.0110422	0.00665837	0.00699034	0.00454682	0.00787096	0.00406022	0.00838871	0.00989477	0.00637783	0.00475576	0.00564446	0.00736818	0.00682633	0.00590525	0.0087428	0.00812952	0.0057327	0.00736066	0.00691992	0.00876654	0.00730236	0.00686874	0.00845309	0.00728592	0.00837702	0.00527632	0.00633117	0.00901123	0.00853495	0.00833733	0.00833861	0.00970845	0.0032014	0.0108615	0.00796681	0.00905295	0.00566865	0.00720144	0.00846656	0.00791855	0.00915931	0.00958927	0.00767032	0.00637983	0.00629547	0.00755956	0.00811883	0.00953396	0.00346263	0.00944102	0.00873508	0.00433928	0.00742948	0.00429045	0.00950507	0.00689797	0.00404475	0.00779182	0.00713868	0.00579651	0.00698187	0.00808364	0.00818804	0.00768186	0.00741494	0.0081292	0.00581052	0.0086288	0.00742184	0.00728864	0.00657657	0.0102225	0.00742556	0.00666835	0.00742096	0.00696502	0.0028785	0.00940643	0.00774514	0.00606997	0.00838633	0.00803718	0.0069663599999999	0.00682504	0.00669033	0.00799785	0.0085653	0.00362575	0.00738792	0.00796454	0.00735776	0.00845474	0.00643554	0.00808812	0.00858051	0.00695797	0.00700242	0.00864568	0.00825014	0.00691494	0.00845669	0.00793272	0.00811778	0.00825763	0.00637785	0.0025688	0.00723079	0.00832448	0.00662923	0.00853382	0.00699613	0.00790948	0.00564389	0.00542944	0.00689106	0.00311355	0.00522866	0.00976732	0.00835403	0.00770517	0.00603727	0.00495682	0.00766522	0.00724364	0.0080757	0.00310271	0.00789005	0.00630957	0.00593532	0.00790876	0.00784667	0.00777488	0.00472243	0.00847288	0.00828201	0.00642637	0.00523098
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.00788503	0.00487575	0.00715688	0.00248781	0.00274542	0.00394397	0.00362741	0.00167257	0.00389107	0.0031137	0.00504117	0.00622743	0.00379641	0.00401851	0.00229102	0.0051231	0.00374127	0.00287199	0.00677893	0.00404828	0.00432295	0.00375426	0.00542121	0.002719	0.00438541	0.00350853	0.00519493	0.00403474	0.00271015	0.0023393	0.0049177	0.0028288	0.00299435	0.00469818	0.00392357	0.00345487	0.00314256	0.00648382	0.00125091	0.00394321	0.00315688	0.00321169	0.00274515	0.00441584	0.0034259	0.00683134	0.00212082	0.00417594	0.00652466	0.00511332	0.00400117	0.00292271	0.00389131	0.00682366	0.00418418	0.00466434	0.00443397	0.00824328	0.00138458	0.00534247	0.00317317	0.00715403	0.00180818	0.00409646	0.00528031	0.00422235	0.00397311	0.00341861	0.00433783	0.00410077	0.00452481	0.00357195	0.00405933	0.00287796	0.00280702	0.00333722	0.00691508	0.00333134	0.00500255	0.00309458	0.00401739	0.00336458	0.00450611	0.00337265	0.00301182	0.00321145	0.00336425	0.00261375	0.00580202	0.0031255	0.00400918	0.00435358	0.00397704	0.0062773	0.0030072	0.00584957	0.00342053	0.00362726	0.0046254	0.00209107	0.00363774	0.00499045	0.00367096	0.004934	0.0074633	0.0019748	0.00760956	0.00343123	0.00448011	0.00293972	0.00325652	0.0058742	0.00339039	0.00272966	0.00262493	0.00444144	0.00479986	0.00393121	0.00264719	0.00329099	0.00426106	0.00609051	0.00330834	0.00864287	0.00594676	0.00425832	0.00397856	0.00697217	0.00550292	0.00415109	0.00428742	0.00265747	0.0040942	0.00742723	0.00389106	0.00553468	0.00335755	0.00382282	0.00334352	0.00304211	0.00503909	0.00323908	0.00401978	0.00502569	0.00502593	0.00395241	0.0023176	0.0042386	0.00346204	0.00253217	0.00784958	0.00378894	0.00402881	0.00307657	0.00373129	0.00504908	0.00569826	0.0032058	0.00266211	0.00368545	0.00505529	0.00353756	0.00361236
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.00854273	0.00620741	0.00821938	0.00351366	0.00371111	0.00504167	0.00452851	0.00212864	0.00389978	0.0040927	0.00646287	0.0073522	0.00507585	0.0053285	0.00310347	0.00627356	0.00508709	0.00400232	0.00726396	0.00556209	0.00545724	0.00473062	0.00587073	0.0037515	0.00569671	0.00442071	0.00670828	0.00524258	0.00374919	0.0030979	0.00614955	0.00338183	0.00404638	0.00611977	0.00498738	0.00440224	0.00405973	0.00712553	0.00179641	0.0049438	0.00438103	0.00439775	0.00366569	0.00564603	0.00440955	0.00828346	0.00299344	0.00542446	0.00762646	0.00667451	0.00516958	0.00373838	0.00509338	0.00807115	0.00566304	0.00575819	0.00590465	0.00918696	0.00194572	0.00694254	0.00435835	0.00820554	0.00249451	0.00546868	0.00679407	0.00552537	0.0053211	0.00468614	0.00567262	0.00529294	0.00590829	0.0048243	0.0053542	0.00397626	0.00344272	0.00448097	0.0082346	0.00418557	0.00652576	0.00392012	0.00545088	0.00449654	0.00531443	0.00454692	0.00409652	0.00416047	0.00439737	0.00361703	0.00695233	0.00412906	0.00533537	0.00563012	0.00509007	0.00745453	0.004149	0.00683383	0.00463191	0.00497551	0.00573182	0.00288156	0.00466379	0.00641928	0.00394924	0.00637419	0.00873631	0.00267433	0.00866947	0.00432256	0.00566431	0.00402906	0.0043354	0.00699452	0.00459367	0.00348114	0.00359331	0.00583708	0.0062559	0.0051118	0.00350758	0.00442173	0.00553567	0.00733462	0.00446554	0.00956445	0.00720044	0.00541832	0.00528208	0.00811075	0.00742552	0.00530359	0.005361	0.00304075	0.00547536	0.00894744	0.00515152	0.00705892	0.0044968	0.005045	0.00439518	0.00389506	0.00618801	0.0038711	0.00506214	0.00644792	0.00627745	0.00503324	0.00312979	0.00495322	0.00466166	0.00348132	0.00814651	0.00435397	0.00512652	0.00409692	0.00474843	0.00672998	0.00709883	0.00430307	0.00349057	0.00488485	0.00664282	0.00456592	0.00483337
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0205e-05	0.0	0.0	6.02477e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53931e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0436e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.37965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000137408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41428e-05	0.0	0.0	0.0	0.0	0.0	2.82748e-05	0.0	0.0	0.0	2.13038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28531e-05	0.0	0.0	0.0	1.98183e-05	0.0	0.0	0.0	0.0	0.0	2.2587e-05	0.0	4.20442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33786e-05	0.0	0.0	0.0	0.0	1.95392e-05	0.0	0.0	6.73636e-06	0.0	0.0	5.11539e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02962e-06	0.0	0.0	0.0	2.67733e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21753e-05	2.05887e-05	0.0	0.0	2.52639e-06	0.0	4.78733e-05	0.0	9.54211e-06
PWY-6143: CMP-pseudaminate biosynthesis	0.0	0.000375296	0.0	0.000188513	0.0	4.35843e-05	0.0	0.0	0.0	0.0	0.000254261	0.0	0.000184964	0.0	0.0	0.0002735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104495	0.000119675	0.0	0.0	0.000199435	0.000147109	3.34123e-05	6.2569e-05	0.0	1.64514e-05	0.0	0.0	9.00351e-05	0.0	0.0	4.67422e-05	0.0	0.0	0.000157761	0.0	0.0	0.0	0.000301145	0.000122797	6.66155e-05	0.00041315	3.80317e-05	0.0	0.0	0.0	6.39095e-05	8.19273e-05	4.21135e-05	0.000104645	8.59249e-05	0.0	4.07685e-05	0.0	0.0	4.54932e-05	0.000332609	0.000168428	1.9064e-05	0.000301014	3.07343e-05	0.0	0.0	0.0	8.86742e-05	9.65622e-05	5.92403e-05	0.0	8.57336e-05	7.35427e-05	1.52104e-05	0.0	0.0	3.27315e-05	0.0	0.0	0.000203442	0.000191964	0.0	2.6227e-05	6.17209e-05	2.90337e-05	1.19727e-05	0.000463618	0.0	0.0	1.98694e-05	0.0	0.000589313	0.000270605	0.000479386	0.0	5.26304e-05	7.58503e-05	1.25395e-05	0.0	0.00058491	0.0	0.000231167	7.99749e-05	0.0	0.0	5.82543e-05	0.000272141	0.00118658	0.00146594	0.000551826	0.000165462	2.35129e-05	1.23717e-05	2.59733e-05	0.0	7.71022e-06	5.04274e-05	0.0	0.0	0.00113797	0.0	0.0	0.0	0.000135455	7.35279e-05	0.000665892	7.04293e-05	2.19721e-06	0.0	0.0	0.0	0.000227051	6.71829e-05	0.0	2.3837e-05	0.0	0.0	5.74743e-06	2.10152e-05	3.34306e-05	8.43285e-06	0.000177548	0.0	6.42778e-05	1.88629e-05	3.60895e-05	0.00100096	0.0	0.00052883	0.000140095	3.08607e-05	0.000165974	4.47978e-06	0.000275843	0.000195805	0.000955496	3.84814e-05	5.61642e-05	7.50472e-06
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.00648816	0.00460527	0.00675845	0.00216528	0.00170504	0.00288139	0.0100001	0.00177146	0.00327378	0.00247676	0.00596714	0.00541427	0.00221575	0.00692443	0.0010495	0.00374577	0.00259256	0.00236095	0.00545886	0.00222056	0.004581	0.00229105	0.00452084	0.00180155	0.00431758	0.0025258	0.00433511	0.00393488	0.00261111	0.0060054	0.00427719	0.00360622	0.0042486	0.00494442	0.00214896	0.00221593	0.00686294	0.00598107	0.00122526	0.00385506	0.00256932	0.00313179	0.00156502	0.00471692	0.00182856	0.00614431	0.00248857	0.00319283	0.00582987	0.00410376	0.00491375	0.00307393	0.00235646	0.00664849	0.0022981	0.00275069	0.00306273	0.00829808	0.00204433	0.00334003	0.00267863	0.00552822	0.00735939	0.00271411	0.00264536	0.00217033	0.00496828	0.00277934	0.00525038	0.00347521	0.00328587	0.00184799	0.00266132	0.00532418	0.00299717	0.00784847	0.00541562	0.00294791	0.00270333	0.00299314	0.00295692	0.00240502	0.00253502	0.00229092	0.0023209	0.00790236	0.00292263	0.00253953	0.00375534	0.00187129	0.00382058	0.00324845	0.00338358	0.0075088	0.00330703	0.00542154	0.00229197	0.00410208	0.00349203	0.00133782	0.00250119	0.00333592	0.00338059	0.00363902	0.00563571	0.00548681	0.00581868	0.00668974	0.000914462	0.00220124	0.00289143	0.00577458	0.00394916	0.00274367	0.00285854	0.00267153	0.00394101	0.00397808	0.00630042	0.00288351	0.00293338	0.00327651	0.002047	0.00787219	0.00495856	0.00363831	0.00338568	0.00531398	0.00248795	0.00291889	0.00297795	0.00352958	0.00272392	0.000747368	0.00166523	0.00359996	0.00304487	0.00436333	0.00156021	0.00539548	0.00631576	0.00267185	0.0033877	0.00499215	0.00392564	0.0054609	0.000653179	0.00379538	0.00502596	0.00273255	0.0074182	0.00335942	0.00278509	0.00164681	0.00374031	0.00439562	0.00534526	0.00288073	0.00317995	0.00437424	0.00327784	0.00613763	0.00250769
PWY-6148: tetrahydromethanopterin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151: S-adenosyl-L-methionine salvage I	0.00737875	0.0075159	0.00683902	0.0109469	0.00999231	0.00750281	0.0119909	0.00392976	0.003498	0.00627898	0.00921724	0.00596841	0.00608706	0.00918589	0.0108603	0.00665555	0.0103374	0.00753118	0.00613396	0.00704718	0.00991223	0.00558446	0.00434546	0.00772576	0.00894553	0.00627905	0.00660879	0.00742072	0.00863722	0.00740409	0.00903673	0.0034754	0.00991789	0.00734294	0.00666348	0.0062962	0.0108852	0.00621175	0.0106558	0.00578592	0.00862489	0.00865977	0.00822211	0.00842571	0.00967879	0.00662459	0.00974149	0.00855447	0.00729371	0.00803169	0.00621212	0.00389355	0.00786647	0.00803779	0.00786069	0.00790838	0.00814765	0.00809012	0.00732934	0.0086381199999999	0.00917076	0.00603395	0.0114513	0.0103322	0.00920169	0.00554979	0.0086219	0.00966032	0.00930596	0.00919342	0.00813789	0.0106017	0.00894411	0.00858917	0.00410261	0.00955039	0.00866576	0.00379721	0.0106397	0.00451239	0.00853443	0.00891317	0.00437066	0.00971431	0.0086578	0.0106329	0.00974991	0.0109883	0.00890318	0.0107591	0.0106918	0.00853013	0.00725851	0.00932634	0.00965323	0.00719747	0.0106023	0.00613185	0.00849003	0.0111107	0.00901677	0.00823408	0.0035611	0.00945129	0.00949187	0.0089094	0.0054409	0.00667861	0.0110802	0.010168	0.00611243	0.005777	0.00873966	0.00620727	0.0087634	0.00871799	0.0100079	0.00555355	0.0104536	0.00960706	0.00759432	0.00978145	0.00694796	0.00894238	0.00796927	0.00607079	0.00765246	0.00480808	0.00969393	0.00581254	0.00700874	0.00362278	0.011516	0.011	0.0108247	0.00775951	0.0117285	0.0103854	0.00846222	0.00703327	0.0103799	0.00376121	0.00524372	0.00774757	0.00734731	0.00595199	0.00869665	0.00449447	0.0100239	0.00982793	0.00651509	0.00475162	0.00752215	0.00948564	0.00736835	0.00720612	0.00914891	0.0089675	0.00554394	0.00802668	0.00788334	0.00952927	0.00580136
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	0.0	0.000801066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495785	0.000206087	0.0	0.0	0.000104289	2.92453e-05	0.0	0.0010504	0.0	0.0	0.0	0.0	0.00027048	0.0	0.0	0.0	0.0	0.00042425	0.0	0.0	0.0	0.0	0.0	9.02425e-05	0.0004921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000539674	0.0	0.0	0.0	0.0	2.15381e-05	0.0	0.0	0.000556119	0.0	0.000493396	0.0	0.0	0.00130888	0.0	0.000331415	0.0	0.0	0.0	0.0	0.0	2.39396e-05	7.25477e-05	5.97376e-05	0.000381667	6.32586e-05	0.00044214	0.000276507	0.0	0.0	0.000327387	0.000155379	0.000192454	0.0	0.000247828	0.0	2.41543e-05	0.000115095	5.82562e-05	0.000334667	0.0	0.0	0.0	0.0	3.16917e-05	0.000103848	0.000326492	0.0	0.0	0.000327977	6.78587e-05	0.0	0.0	0.000121085	0.0	0.0	0.000128147	0.0	0.0	0.0	0.000151053	0.0	0.0	0.0	0.0	3.9059e-05	0.0	7.96363e-05	0.000359981	0.000382175	0.0	5.41762e-05	0.0	0.000279785	0.000589827	0.0	0.0	0.0	0.0	0.0	0.0	0.00030818	0.0	0.0	0.0	0.0	0.00036575	0.000181936	0.0	0.0	0.0	0.000206584	0.0	0.000106352	3.36133e-05	8.48155e-06	0.000206367	0.000360941	3.99664e-05	1.85578e-05	0.0	6.61415e-05	4.52069e-05	1.94204e-05	0.0	7.70131e-06	0.0	0.000168783	0.0	0.0	2.98148e-05	0.0	0.0	0.0	0.000821883	0.0	0.0	3.17251e-05	0.0	0.000431444	0.0	0.000333908
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.0103313	0.0099598	0.0104734	0.0130105	0.0116693	0.00888252	0.00951555	0.00409199	0.00356106	0.00775722	0.0112848	0.0101891	0.0105437	0.0120092	0.0106469	0.00878974	0.0119702	0.00987272	0.00791453	0.0112459	0.0103764	0.00780306	0.00621105	0.0102742	0.011006	0.00763757	0.0102794	0.00853187	0.00674195	0.00800464	0.00932243	0.0047452	0.0113423	0.0104297	0.0088834	0.00713255	0.0103608	0.00765628	0.0127919	0.00756119	0.0118321	0.011158	0.00816634	0.00923512	0.0094903	0.0107214	0.00966547	0.0101238	0.010366	0.0106333	0.00865937	0.0062337	0.00941933	0.00916807	0.0131215	0.0105166	0.0122316	0.0101849	0.00872441	0.0127643	0.00978521	0.00926532	0.0118454	0.0108937	0.012034	0.00932459	0.0118452	0.0119447	0.0111102	0.00931087	0.00908717	0.011494	0.0121069	0.010339	0.00409611	0.0109444	0.0103571	0.00610945	0.0124299	0.00586505	0.0118927	0.0115835	0.00550273	0.0111093	0.0114978	0.0101903	0.0106124	0.0127206	0.0104479	0.0116315	0.0115702	0.0108023	0.00804787	0.00981064	0.012633	0.00889804	0.0121082	0.0114737	0.0103454	0.01209	0.00947288	0.0103138	0.00546856	0.0122615	0.010907	0.00928099	0.00909951	0.00942903	0.0118171	0.013098	0.00964358	0.00814101	0.0103003	0.00619163	0.0107973	0.0121676	0.0129514	0.0101921	0.0109831	0.0099668	0.0108741	0.0106605	0.0113789	0.00956384	0.0105533	0.00899542	0.0115897	0.00880816	0.0117998	0.00923482	0.0089122	0.00400048	0.0133014	0.0109645	0.0116567	0.0110651	0.0122419	0.012153	0.00925265	0.0079481	0.0115643	0.00496199	0.00674992	0.0113762	0.0105068	0.0097829	0.00945802	0.00617548	0.012136	0.0116973	0.0101037	0.00522731	0.00912641	0.0107373	0.00856338	0.0121822	0.0109921	0.0101582	0.00724576	0.0101033	0.0120543	0.0100486	0.00817211
PWY-6165: chorismate biosynthesis II (archaea)	0.0	0.00187639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119456	0.000531804	0.0	0.0	0.000273063	7.76241e-05	0.0	0.00243772	0.0	0.0	0.0	0.0	0.000680309	0.0	0.0	0.0	0.0	0.00105626	0.0	0.0	0.0	0.0	0.0	0.000237148	0.00120171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132595	0.0	0.0	0.0	0.0	5.72199e-05	0.0	0.0	0.00135992	0.0	0.00115847	0.0	0.0	0.00299048	0.0	0.000839156	0.0	0.0	0.0	0.0	0.0	6.36002e-05	0.000191283	0.000157945	0.000950667	0.000166993	0.00110708	0.000702801	0.0	0.0	0.000830831	0.00040525	0.000495738	0.0	0.000627427	0.0	6.39747e-05	0.000301985	0.000152808	0.000849805	0.0	0.0	0.0	0.0	8.40556e-05	0.00027246	0.000834787	0.0	0.0	0.000833946	0.000179049	0.0	0.0	0.000317389	0.0	0.0	0.000334895	0.0	0.0	0.0	0.000392707	0.0	0.0	0.0	0.0	0.000103397	0.0	0.000209946	0.000915156	0.000953573	0.0	0.0001432	0.0	0.000714942	0.00144833	0.0	0.0	0.0	0.0	0.0	0.0	0.000785425	0.0	0.0	0.0	0.0	0.00091074	0.000471658	0.0	0.0	0.0	0.000535652	0.0	0.000279119	8.91829e-05	2.25912e-05	0.000535061	0.000900198	0.000105685	4.93528e-05	0.0	0.000173537	0.00011971	5.16255e-05	0.0	2.05089e-05	0.0	0.000439328	0.0	0.0	7.86918e-05	0.0	0.0	0.0	0.00195355	0.0	0.0	8.39819e-05	0.0	0.00108117	0.0	0.000828595
