# Pathway	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0.0	5.03072e-05	0.0	7.17561e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118211	0.0	0.000134116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03697e-05	0.0	0.0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.00185116	0.00235864	0.001063	0.0014838	0.00154305	0.00107421	0.00132819	0.00121347	0.00195792	0.00170348	0.00195908	0.00172044	0.00141376	0.0015507	0.0010519	0.0014542	0.00213011	0.00303496	0.00122728	0.00114452	0.00144258	0.00225368	0.00211355	0.00263918	0.00356646	0.00169341	0.00193049	0.00139563	0.000907363	0.00118843	0.00313689	0.00142654	0.00211381	0.00263059	0.00144291	0.00184455	0.00148608	0.00182878	0.00141851	0.0014908	0.00121561	0.00117184	0.00188336	0.00102862	0.000788387	0.00175303	0.00259446	0.00177819	0.00104796	0.00287259	0.00292023	0.00214439	0.00245035	0.00188355	0.00201838	0.00196431	0.00197444	0.00276178	0.000234954	0.00225122	0.00277778	0.00148497	0.00334336	0.00137838	0.00281032	0.00172704	0.00209123	0.0011256	0.00104608	0.00197833	0.0024905	0.00220661	0.00107567	0.00167549	0.00211536	0.000631393	0.00136775	0.00113122	0.00161078	0.000576456	0.00212714	0.00231804	0.00191183	0.00238827	0.00263529	0.00211624	0.00214429	0.00203739	0.00152589	0.00242961	0.00170856	0.00264662	0.00107568	0.00262053	0.0011566	0.00185881	0.00242936	0.00169539	0.00118559	0.00246223	0.00287883	0.00198541	0.00161576	0.0023143	0.00159445	0.0022554	0.00135046	0.00380706	0.000743185	0.00157742	0.00257657	0.00231546	0.00166779	0.00181609	0.00180431	0.00256475	0.00241914	0.00242804	0.00276792	0.00272249	0.00280669	0.0015461	0.0021412	0.00106454	0.00104523	0.00167246	0.0015155	0.0021224
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.00294956	0.00288256	0.00424295	0.0046962	0.00185009	0.0013313	0.00354282	0.00512612	0.00297147	0.00343242	0.0027545	0.0034909	0.00279935	0.00453641	0.00359878	0.00417495	0.00261044	0.00307022	0.00484467	0.00191577	0.00350845	0.00401439	0.00344039	0.000912121	0.00358456	0.00354094	0.00330269	0.00392905	0.00381186	0.00355887	0.00248568	0.00538619	0.00416239	0.0020292	0.00328151	0.00411236	0.00325903	0.00176635	0.00313444	0.00343751	0.00298936	0.00294288	0.00333261	0.00507272	0.00538449	0.00232662	0.00321074	0.004541	0.00368633	0.000394713	0.0023622	0.00362668	0.0029021	0.0064572	0.0038848	0.00346418	0.00241505	0.00305825	0.00119184	0.00205996	0.00413658	0.00343992	0.00223223	0.0031198	0.00290618	0.00270858	0.00270195	0.00441293	0.00476077	0.00404977	0.0024466	0.00530523	0.00407589	0.00303351	0.00336193	0.00216639	0.00362121	0.00406406	0.00376379	0.00254448	0.00228568	0.00333134	0.0040067	0.00313469	0.00255043	0.00223139	0.00120397	0.00220465	0.00350405	0.0013205	0.00297031	0.00151897	0.00513127	0.00362708	0.00199506	0.00438655	0.0024594	0.0032949	0.00589573	0.00339856	0.00256923	0.00317777	0.00450231	0.0024525	0.00361336	0.00149609	0.00274195	0.00255052	0.00340394	0.00294233	0.00317275	0.00223392	0.00303477	0.00393415	0.00166207	0.0015266	0.00162738	0.0028428	0.00302635	0.00360248	0.00336632	0.00304236	0.00300379	0.00299935	0.00401859	0.00499385	0.00208712	0.00294958
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	4.15652e-05	0.000120923	1.03983e-05	0.0	9.41087e-05	0.0	0.0	0.0	3.14359e-05	0.000330577	0.0	4.45916e-05	8.98116e-05	8.97842e-05	0.0	0.0	0.0	0.000116718	0.0	0.0	0.0	0.0	8.35567e-05	0.0	0.0	0.000188131	5.60326e-05	4.98047e-05	0.0	6.65406e-05	0.000128587	0.0	0.0	0.0	0.0	0.0	0.000164048	9.46024e-05	0.0	0.0	8.13523e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.16804e-05	0.0	0.0	0.0	0.0	0.0	1.85314e-05	0.000189576	0.0	0.0	0.0	0.0	7.64326e-05	0.0	0.0	1.77211e-05	2.38705e-05	0.0	0.0	0.0	0.0	0.000126601	0.0	8.45582e-05	0.0	3.62714e-05	0.0	0.000156773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122278	0.0	0.0	0.0	0.0	0.000266203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000968367	5.27861e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9347e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000267166	0.0001751	0.0	0.0	5.79135e-05	0.0	0.0	0.0	0.00012066	3.38896e-05	0.0	3.23984e-05
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3105e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3105e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	1.68301e-05	8.29099e-05	3.03518e-05	0.0	1.89561e-05	0.0	0.000121912	3.89654e-05	2.78742e-05	2.08116e-05	0.0	2.39863e-05	0.0	0.000609691	6.65933e-05	1.07426e-05	8.81102e-05	0.0	3.93515e-05	4.86392e-05	0.0	0.0	3.09083e-05	4.19216e-06	3.73432e-05	0.000185501	3.76665e-05	5.86587e-05	5.99208e-05	2.43225e-05	0.0	9.11419e-05	1.58857e-05	0.0	6.14053e-05	1.69945e-05	0.0	1.34447e-05	0.0	2.60928e-05	0.0	0.0	0.0	0.0	4.18287e-05	0.0	0.0	0.000164314	2.57392e-05	0.0	0.0	4.48441e-05	0.000416859	0.00014376	4.28782e-05	2.52431e-05	4.50143e-05	0.0	0.0	7.78342e-05	4.63373e-05	0.0	7.47523e-06	0.0	0.0	0.000112839	5.33525e-05	1.63884e-05	0.0	1.34589e-05	5.25493e-05	2.07841e-05	0.0	2.66673e-05	0.0	0.0	3.92999e-05	0.0	8.2553e-05	0.000100099	2.21693e-05	0.0	0.0	0.0	8.83436e-06	0.0	0.0	1.68525e-05	0.0	0.0	0.0	0.0	7.13947e-06	0.000106216	0.0	1.37762e-05	6.47906e-05	0.000186522	8.39828e-06	1.99693e-05	0.0	3.11269e-05	0.0	0.0	8.19484e-05	0.0	3.13168e-05	0.0	2.35444e-05	0.0	0.0	0.0	0.0	0.000151756	3.70885e-05	0.0	9.06997e-05	0.000106021	1.16507e-05	0.000339272	5.81494e-05	7.75857e-05	1.90909e-05	0.0	0.000127727	2.4943e-05	7.8421e-06	1.86245e-05
PWY-7345: superpathway of anaerobic sucrose degradation	0.00492677	0.00375512	0.00255415	0.00240514	0.00232026	0.00348919	0.00460773	0.00443575	0.00499732	0.00493953	0.00354422	0.00334311	0.00390785	0.00303934	0.00432487	0.000885911	0.0042368	0.00484226	0.00232677	0.00349964	0.0035802	0.00367516	0.00317164	0.00459865	0.00350149	0.00360331	0.00284176	0.00332176	0.00376147	0.00272949	0.00235098	0.00406964	0.00291014	0.00277434	0.00435236	0.00207328	0.00223345	0.00239259	0.00297419	0.00329344	0.0020155	0.00352956	0.002267	0.00407939	0.00340494	0.00322232	0.00370924	0.00386054	0.00324013	0.00429716	0.0026741	0.00297856	0.00401842	0.00354829	0.0034971	0.00340882	0.00364442	0.00473952	0.00311431	0.00241106	0.00438776	0.00294242	0.00531801	0.00366409	0.00251813	0.00282894	0.00414751	0.00327978	0.00414014	0.00238736	0.00424281	0.00353536	0.00263874	0.0035467	0.0044546	0.00194212	0.00241517	0.00420969	0.00293583	0.00552249	0.00328142	0.00336384	0.00335242	0.00357487	0.00353628	0.00255166	0.00500625	0.0030225	0.00284133	0.00311018	0.00451586	0.00277399	0.00382689	0.00404172	0.0049183	0.00184881	0.00409528	0.00521539	0.00545404	0.00481747	0.0027381	0.00365929	0.00418126	0.00236952	0.00392729	0.00366065	0.00255709	0.00314416	0.00339868	0.00296518	0.00234121	0.00208174	0.00336674	0.00292958	0.00333544	0.0028653	0.00236603	0.004632	0.00295118	0.00421957	0.00433369	0.00214551	0.00231053	0.00161799	0.00250587	0.00318667	0.00240638	0.00541228
PWY-7356: thiamine diphosphate salvage IV (yeast)	0.000513519	0.0018532	0.00223728	0.000873198	0.00186961	0.000465983	0.000811914	0.00178232	0.000186093	0.00154003	0.00114531	0.00174888	0.00233082	0.00148887	0.000550648	0.00134581	0.000456319	0.000635108	0.00049789	0.000279051	0.00215056	0.00143274	0.00046983	7.26599e-05	0.000577715	0.00187603	0.00188845	0.00271873	0.00101234	0.000284603	0.00136517	0.00134254	0.00115775	0.0012568	0.000474471	0.00160209	0.00072137	0.00114427	0.000697859	0.000714757	0.0011186	0.00206512	0.00207836	0.00182014	0.00165473	0.000816416	0.000991134	0.000835891	0.000705607	0.00147878	0.000633485	0.000767572	0.000203688	0.00101667	0.00159329	0.00101928	0.000909498	0.000280216	0.000697946	0.00108442	0.000479646	0.000748445	0.000680302	0.00100102	0.000698738	0.00115136	0.00130602	0.000974043	0.00243116	0.00161594	0.000659777	0.00170612	0.00084919	0.00103272	0.00129953	0.00023724	0.00134866	0.000862884	0.0013373	0.000424509	0.000726574	0.00168838	0.00149175	0.00172502	0.000910523	0.000748383	0.000510962	0.0014547	0.00124669	0.000999866	0.00144346	0.000882966	0.00168873	0.000965471	0.0001986	0.000631009	0.000595431	0.0019792	0.000846338	0.000816846	0.00100223	0.00104891	0.00157182	0.00150578	0.000438636	0.00155521	0.00174291	0.000344319	0.0018769	0.00144541	0.00110246	0.00140874	0.00120953	0.00120005	0.000892395	0.000384378	0.00209514	0.000704986	0.00332019	0.000855269	0.000677363	0.00138907	0.000302945	0.00181939	0.000565028	0.00167515	0.00173379	0.000694479
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.00334675	0.00424369	0.00677791	0.00629539	0.00499809	0.00275732	0.00397299	0.00540388	0.00275176	0.00303384	0.00489171	0.00677052	0.0057952	0.00411523	0.00429405	0.0065952	0.00337819	0.00264004	0.00595002	0.00237555	0.00532816	0.00769747	0.00555221	0.00219437	0.0045677	0.00460337	0.00547161	0.00576562	0.00542476	0.00507746	0.00712792	0.00578692	0.0053284	0.00548758	0.00370946	0.00666894	0.0049522	0.0051801	0.00342917	0.00640843	0.00614729	0.00674078	0.00663388	0.00817909	0.00765071	0.00456518	0.00622648	0.00616023	0.00454478	0.0024153	0.00728611	0.00753451	0.0038267	0.00698983	0.00434582	0.00554952	0.00384724	0.00326543	0.00380356	0.00413013	0.0054661	0.00665662	0.00287097	0.00463414	0.00679681	0.00880634	0.00450443	0.00795557	0.00614257	0.00665282	0.00461231	0.00793211	0.00596955	0.00576235	0.00522754	0.00518787	0.00805527	0.00684949	0.00717257	0.00299107	0.00496812	0.00606094	0.00556324	0.00678075	0.00745403	0.00651135	0.00245119	0.00423865	0.00726094	0.00658292	0.00606194	0.00578106	0.00668781	0.00476768	0.00294335	0.00639914	0.00397202	0.00318196	0.00536214	0.00408358	0.00524375	0.00741923	0.00872411	0.00336101	0.00513004	0.00570445	0.00404932	0.00524813	0.00400725	0.00461092	0.00653045	0.00624281	0.00535316	0.00569988	0.00400456	0.00427703	0.00436237	0.00414447	0.006334	0.00374446	0.0042298	0.00679697	0.00336923	0.00722658	0.00504532	0.00653682	0.00797918	0.00309804
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0.000118681	0.000108201	5.83948e-05	0.0	3.30179e-05	0.000501176	2.56154e-05	0.0	5.22895e-05	0.0	0.0	0.000370231	0.000259237	0.000681747	0.0	0.0	0.000266362	0.0	0.000520236	0.0	0.000873933	0.0	0.00106596	0.0	0.000249074	4.40152e-05	0.000194401	0.000507637	0.0	0.00113815	1.88013e-05	9.31359e-05	0.000914893	0.0	0.0	0.00114315	0.000146305	4.81046e-05	0.000260356	0.0	0.000161319	0.000211654	0.00190846	0.0	0.0	0.000163305	0.000517073	0.000292091	0.0	1.86305e-05	3.43628e-05	0.0	0.0	0.0	0.000113474	0.00034748	0.0	0.0	2.61834e-05	0.0	0.0	0.000274328	4.87368e-05	0.000150317	0.0	2.74403e-05	0.0	0.00100509	0.000347116	0.000150008	0.000191772	7.52094e-05	0.0	0.0	2.32845e-05	0.00202142	0.0	2.17714e-05	0.000599278	1.17617e-05	0.000210224	0.0	0.000486234	0.0	0.0	9.02062e-05	1.88643e-05	0.000255157	0.000114532	6.6748e-05	0.0	0.000131706	0.000753434	0.0	0.0	0.0	5.88092e-05	0.0	3.0134e-05	0.000104201	7.32586e-05	3.36862e-05	0.000105696	0.000181528	0.00067644	0.000146807	0.000118358	0.000299332	7.31201e-05	0.000518839	3.23972e-05	0.0	0.000191938	0.0	0.0	7.02465e-05	8.74286e-05	0.0	0.000160803	0.000918838	3.85862e-05	4.65731e-05	4.90737e-05	6.59079e-05	0.0	0.000328476	3.56881e-05	4.0825e-05
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0.0	0.0	0.0	0.0	2.41335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69517e-05	0.000202875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61722e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31699e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.48744e-05	0.0	2.84819e-05	0.00019866	0.0	0.0	0.0	0.0	0.0	0.0	2.17693e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33089e-05
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.00318682	0.00246297	0.00232004	0.00245416	0.0034557	0.000617564	0.00283832	0.000489572	0.000268511	0.00132399	0.000681706	0.0042121	0.00189369	0.00163084	0.000350324	0.0042944	0.000739817	0.000703334	0.0010063	0.00498056	0.000168447	0.000228269	0.00172648	0.00072014	0.000721455	0.00167553	0.00289583	0.00277789	0.000477752	0.000479801	5.28746e-05	0.000989842	0.00046815	0.00185221	0.000812296	0.00362959	0.00488587	0.00577581	0.00302465	0.000153389	0.00132972	0.00363099	0.00134386	0.00308883	0.000263145	0.00612019	0.0034843	0.00171007	0.000219802	3.07905e-05	0.00148327	0.00128206	0.000395471	0.000743652	0.00233422	0.0015156	0.000764065	0.000195751	3.33776e-05	0.00252946	0.00216125	0.0014181	0.00150134	0.00299168	0.0016994	0.00167945	0.00154214	0.0014307	0.00222826	0.00229855	0.00118711	0.00211297	0.00243131	0.001149	0.0020717	0.000413977	0.000467042	0.00171015	0.000429593	0.00060444	0.00208503	0.00269114	0.00468177	0.00454897	0.0015401	0.000764054	0.000789455	0.00332073	0.00270754	0.00152712	0.00370077	0.0017043	0.000361302	0.000561012	1.72772e-05	0.00252383	0.00253096	0.00115981	0.000627776	0.0012301	0.00312241	0.000693812	0.000330308	0.00483357	0.00184298	0.00195707	0.00355475	0.00112804	0.00516339	0.00453667	0.00258494	0.00128355	0.00270303	0.00265714	0.000499006	0.00149833	0.00282991	0.00094169	0.00197676	0.000425501	0.000882419	0.00160591	0.000255193	0.00239463	0.00197751	0.00428689	0.00287646	0.000487565
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0.000310838	9.42828e-06	6.21755e-06	1.17514e-05	0.0	1.70488e-05	9.34573e-05	9.28258e-06	0.000256889	0.000305959	0.0	1.24501e-05	0.000100288	5.9512e-06	0.0	4.0215e-06	0.000110942	0.000292496	1.02325e-05	0.000149971	7.24937e-06	8.86083e-06	0.0	0.0	1.4641e-05	0.0	7.72445e-06	1.20059e-05	6.48714e-06	4.48185e-06	9.47713e-06	7.65555e-06	2.65098e-05	0.0	3.38835e-05	1.1206e-05	0.0	0.0	1.13832e-05	7.86271e-05	0.0	0.0	5.74681e-06	0.0	0.0	0.0	1.38811e-05	0.000118514	3.62579e-06	0.0	0.0	1.06673e-05	0.0	3.26695e-05	8.52128e-05	1.16605e-05	1.15641e-05	0.000247331	6.28306e-06	3.45841e-05	8.37e-05	0.0	6.06793e-05	8.93525e-05	0.0	8.76283e-06	6.10226e-05	1.28982e-05	6.29321e-05	0.0	8.09048e-05	0.0	0.000114284	8.07205e-06	7.09677e-06	0.0	1.0229e-05	4.3809e-06	4.00631e-05	0.000124827	0.0	0.0	0.0	0.0	0.0	0.0	0.000211548	9.62367e-06	8.33317e-06	0.0	0.0	0.0	0.0	7.9672e-05	0.000226192	0.0	2.85898e-05	6.11821e-06	0.0	5.74244e-06	0.0	6.94753e-05	0.0	0.0	1.65993e-05	0.0	0.0	0.0	1.19444e-05	0.0	0.0	0.0	0.0	5.91188e-05	8.80332e-06	0.0	1.65474e-05	0.0	7.45369e-06	0.000214713	0.000173076	0.0	0.0	0.0	1.9245e-05	6.10102e-06	0.0	6.17617e-05
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.000325676	0.0	0.00010528	0.000179088	1.54697e-05	0.00024364	0.000150969	0.000116158	0.000216392	0.000889767	0.0	3.94186e-05	0.000135782	4.54577e-05	3.42744e-05	2.58172e-05	0.000331783	0.00131608	0.000299651	0.000336628	4.75747e-05	8.26153e-05	4.51208e-05	6.94697e-05	0.000109967	0.000179239	2.78671e-05	0.000168935	0.000861859	3.77168e-05	0.000262492	0.000316997	9.63832e-05	0.0	0.000378969	0.000148449	0.0	6.8532e-05	7.23337e-05	0.000846822	0.0	0.0	0.000232303	0.0	7.79947e-05	3.49621e-05	4.76419e-05	0.000449358	5.01972e-05	0.0022387	0.0	0.000254087	0.00149591	0.000244023	0.000287108	0.000115972	0.000487123	0.000545866	0.0	1.85481e-05	0.000382754	0.000341015	8.63126e-05	0.000379131	0.0	2.08783e-05	0.000168373	0.000112733	6.28865e-05	4.19544e-05	0.000362287	3.92326e-05	0.000575879	8.15551e-05	0.000125477	0.0	6.66946e-05	4.04075e-05	0.000463159	0.000285916	0.000129401	3.47665e-05	8.56153e-06	0.0	5.07526e-05	0.0	0.000339427	3.84504e-05	9.71532e-05	0.0	0.0	0.0	1.0806e-05	0.000463469	0.00157246	0.0	0.000466751	0.000100917	1.76106e-05	0.00104246	4.43472e-05	0.000287498	0.0	0.0	9.53911e-05	0.0	8.78074e-05	0.0	0.000153211	7.91082e-05	4.8476e-05	0.0	0.0	0.000553737	0.000201933	0.0	0.000218702	0.0	0.000121753	0.000757398	0.000920996	4.45654e-05	0.00080686	0.0	0.000730607	8.73274e-06	0.0	0.00125753
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.000807228	0.000238479	2.83886e-05	0.0	1.63508e-05	0.000335857	0.0	0.0	0.000617626	0.000401974	0.0	1.40453e-05	7.72778e-05	0.000314841	1.9603e-05	0.0	0.000891548	0.000226266	2.85227e-05	6.15177e-05	0.0	0.0	9.43941e-05	0.000468239	0.0	5.21026e-05	7.13215e-05	0.0	0.0	3.39806e-05	7.78066e-05	0.0	1.95921e-05	0.0	0.000167432	1.50722e-05	0.0	0.0	0.0	0.000216447	0.0	2.68073e-05	0.0	2.24841e-05	0.0	0.000264571	0.0	0.00020413	3.51843e-05	0.00292597	0.0	0.000162352	3.76217e-05	8.52738e-05	0.000274313	1.63147e-05	0.000123836	0.00034775	1.65986e-05	7.94567e-05	0.000296804	0.0	5.31171e-05	0.0	0.000102713	9.88674e-05	0.000360431	0.000199289	0.0	0.0	2.19225e-05	3.62653e-05	0.000307114	1.43297e-05	0.000832311	0.0	0.0	1.04673e-05	0.0	1.01575e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.46451e-05	6.72869e-05	0.0	0.0	0.0	0.0	0.0	0.000734461	0.000718015	0.0	0.000808429	0.000797804	0.0	5.69225e-05	0.0	0.000167616	0.0	0.0	9.34858e-05	0.0	0.0	0.0	0.0	3.70604e-05	0.0	0.0	0.0	0.0	3.22752e-05	0.0	2.12382e-05	0.000533742	0.0	0.000491837	0.000169048	0.0	0.0	0.0	0.000174768	0.0	0.0	0.000803486
