# Pathway	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.00026631	0.000782148	0.000749732	0.000405632	0.00012339	0.000150115	0.00141586	0.00011234	1.44595e-05	0.00146495	0.000155476	0.00089323	0.000187243	0.00100266	0.000521893	0.000955397	0.000249652	0.000553443	3.63457e-05	8.91499e-05	7.20761e-05	0.000547877	0.000565291	7.6267e-05	0.000111936	0.000558341	0.000384528	0.000178311	0.000835894	2.57775e-05	0.00111645	0.000287604	0.000653205	0.000418946	0.000179679	5.73666e-05	0.0009929	0.00119865	0.000291282	0.000365223	0.0	0.00186691	5.86468e-05	0.00121292	0.000555499	0.000431815	0.000851359	0.000243205	0.000499974	0.00228094	0.000314575	0.000243305	0.000236832	0.000694239	0.000508728	0.000192768	0.000175138	4.44847e-05	5.02054e-05	0.00024397	0.000193585	0.00015467	3.80196e-05	0.00144322	9.16403e-05	0.000921873	0.000876507	0.00132231	0.000452677	0.000396953	0.000246662	0.000598416	0.00181852	0.000130316	0.00113129	0.0	0.000641979	0.000481481	0.000780307	0.000103107	8.53339e-05	0.000126897	0.000550726	0.000111896	0.000926807	0.000133309	0.000107978	0.000311661	0.000420761	0.000263159	0.000659716	3.19206e-05	0.000212064	2.80889e-05	0.000217784	0.000909295	0.00020077	0.00175652	0.000226563	0.000137701	6.99936e-05	0.000186617	0.000381737	0.00010614	9.13088e-05	0.000256397	0.000135854	0.000440391	0.0014736	0.000180796	0.000141978	0.000864191	0.000561961	0.000111911	0.000118466	0.000293294	0.000854076	0.000495386	0.000357938	0.00119311	0.000215305	0.000148577	0.000110784	0.000695648	0.000468688	0.000923714	0.00117765	0.000257641
P221-PWY: octane oxidation	0.000370906	0.000318847	1.83163e-05	7.9329e-05	6.30301e-05	9.70523e-05	8.56954e-05	1.90622e-05	0.000412133	0.000689687	0.0	7.84431e-05	0.000189448	0.000476873	2.45214e-06	0.0	0.000285356	0.000760427	1.85787e-05	0.000143665	0.0	3.82339e-06	9.40482e-05	0.000480216	4.12989e-05	9.16351e-05	4.49725e-05	7.14312e-05	3.73747e-05	1.75153e-06	6.2336e-05	2.38809e-05	0.000179705	0.000121603	0.000168782	6.52334e-05	7.3953e-05	1.86095e-05	2.46891e-05	5.73123e-05	0.0	2.07378e-05	1.32209e-05	1.24701e-05	1.51368e-05	0.000113927	9.59702e-05	0.000251447	0.0	0.00145915	0.0	0.000101804	0.000225064	0.000147083	0.000148082	5.95547e-05	5.97934e-05	0.000496134	8.37154e-06	4.67535e-05	0.000135176	8.41742e-06	0.000644505	0.000137905	3.20854e-05	9.71077e-05	0.000342718	4.70569e-05	2.87988e-05	3.6825e-05	0.000126506	3.6525e-05	5.82721e-05	3.69866e-05	0.000552021	0.0	2.3943e-05	6.81314e-06	3.42406e-05	0.000633601	3.84165e-06	0.0	0.0	0.0	0.0	0.0	0.000475232	5.30473e-05	9.06968e-05	0.0	0.0	0.0	1.12209e-06	0.000401173	0.000510579	1.15953e-05	0.000313877	0.000689116	0.0	0.000197569	0.0	5.29886e-05	0.0	0.0	7.12513e-06	3.42756e-05	1.82542e-05	0.0	2.47079e-06	4.14598e-05	0.0	0.0	0.0	4.71768e-05	2.09564e-05	0.0	7.33408e-06	0.000226127	0.0	0.000371061	0.000219137	0.0	1.46566e-05	0.0	0.000149032	2.10956e-05	0.0	0.000651051
P23-PWY: reductive TCA cycle I	0.000783403	0.000247046	5.25249e-05	0.000151109	2.29351e-05	0.0	0.00025275	0.0	0.000159862	3.2346e-05	0.0	9.88079e-05	0.000193966	0.000165733	4.16135e-05	0.000296107	0.0	0.000190661	0.0	0.0	7.96152e-05	0.0	0.00018691	0.0	0.000126773	0.000158941	5.27e-05	0.000162606	0.0	5.92831e-05	6.2977e-05	0.000137587	6.13278e-05	0.000279484	0.0	0.000163995	0.0	2.56544e-05	6.59852e-05	0.0	0.000624434	4.85032e-05	5.63123e-05	0.000752351	0.000134348	0.000163737	0.000553909	0.000388941	0.0	0.0	0.0	4.00849e-05	0.0	2.87581e-05	0.000411805	0.000180517	2.24221e-05	5.84956e-05	0.0	0.000100589	0.000154631	0.000174826	0.000287269	0.000279942	0.000162639	0.000240332	0.000268564	6.38351e-05	0.000467921	1.72368e-05	0.000245828	0.000100252	0.00015669	0.000136634	0.000491045	0.0	0.0	0.000428213	3.96123e-05	0.000186944	0.000177568	0.0	1.92506e-05	0.0	0.0	5.27915e-05	8.24211e-05	0.000140753	3.00494e-05	4.09007e-05	0.0	0.0	4.27763e-05	9.31793e-05	0.0	4.50189e-05	0.000539978	0.000424115	7.79811e-05	0.00022802	8.94184e-05	4.2967e-05	0.0	0.0	0.0	0.000142494	0.0	0.0	9.12596e-05	1.695e-05	0.000167305	0.000714972	0.0	0.000423214	0.0	0.00011083	0.000148863	6.10343e-05	0.000184876	0.00026752	0.000454068	5.86517e-05	0.000220224	0.0	0.000132913	0.000412396	1.47159e-05	4.53875e-05
P241-PWY: coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74956e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.00215911	0.0011806	0.000832049	0.000808138	0.000560037	0.000705249	0.0032449	0.000598892	0.00287949	0.00307897	0.000229955	0.000525162	0.00226792	0.0020144	0.000390011	0.000351672	0.00196481	0.0029332	0.000783711	0.00162585	0.00079147	0.000493924	0.000690884	0.00352088	0.000968397	0.0016517	0.000394115	0.00110371	0.0028328	7.37995e-05	0.00120566	0.00122355	0.00240772	0.000819882	0.000696593	0.000330971	0.000292688	0.000237722	0.000758593	0.00157742	0.000245796	0.000253987	0.000505604	0.0	0.000833546	0.000944571	0.000426403	0.00125039	0.000284583	0.0035249	0.000230931	0.00107916	0.00167973	0.001048	0.00246384	0.000415802	0.000465196	0.00305212	0.000249693	0.000593787	0.00131907	0.00114844	0.00291435	0.00179005	0.000237078	0.000555774	0.00132368	0.000712648	0.00177293	0.000183768	0.00118542	0.000509019	0.00110153	0.00043655	0.00170443	0.000140976	0.000337379	0.000949479	0.00138105	0.00297451	0.000385056	8.68234e-05	0.000353352	0.0	0.000319961	0.00022548	0.00329113	0.000540956	0.000132009	9.28316e-05	0.000280377	0.0	0.00107207	0.00114983	0.00267542	0.0	0.00160658	0.00270749	0.000535965	0.00251065	4.30014e-05	0.000874043	0.0001346	0.0	0.0006716	0.000394703	0.0	0.0	0.000405475	0.000487693	0.000108853	0.00142964	0.0	0.00210201	0.000316607	0.00022178	0.00044647	0.00143501	0.000190006	0.00198141	0.00174972	0.000267914	0.00358492	0.000367258	0.000643114	0.000390669	0.000303003	0.00291716
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.00357326	0.00416733	0.00735465	0.00679681	0.00368333	0.0022719	0.00418635	0.00514737	0.00171432	0.00333303	0.00378448	0.00333802	0.00575879	0.00561382	0.00313208	0.00663098	0.00291388	0.00135007	0.00345932	0.00159076	0.00382326	0.00473051	0.00326982	0.000769791	0.00307147	0.00418051	0.00684288	0.00579132	0.00631227	0.00139353	0.00638281	0.0060719	0.00495722	0.00370055	0.00368522	0.00428046	0.00556884	0.00233224	0.00480886	0.00472199	0.00261072	0.0047088	0.00462615	0.00517151	0.0061322	0.00359512	0.00365252	0.00606079	0.00462536	0.00185159	0.00573766	0.00229903	0.00348185	0.00427982	0.00520923	0.00340524	0.00337701	0.00278628	0.00203049	0.00376083	0.00487853	0.00601296	0.00167118	0.00413832	0.00538314	0.00447762	0.0041357	0.00413244	0.00603215	0.00719705	0.00307972	0.00459242	0.00529061	0.00493571	0.00455452	0.00254473	0.00638379	0.00647694	0.00499169	0.00249402	0.00412573	0.00346812	0.00327605	0.00440051	0.00561601	0.006514	0.00157039	0.00418143	0.00403534	0.00688093	0.00427171	0.00395141	0.00526593	0.00436071	0.00128385	0.00557531	0.00372182	0.00571588	0.00860833	0.00395135	0.00394423	0.00505394	0.00675558	0.00360246	0.00247351	0.00363898	0.00583545	0.0027422	0.00433849	0.00423089	0.00300289	0.00366072	0.00578364	0.00709361	0.00324272	0.00295373	0.00234344	0.00298416	0.00585606	0.0035305	0.00363828	0.00364859	0.00339857	0.00846921	0.00732589	0.00244252	0.0070457	0.00275528
P42-PWY: incomplete reductive TCA cycle	0.00110669	0.000408276	0.00124801	0.000367734	0.00128698	0.000224581	0.00088845	0.000113466	0.000980879	0.000932519	0.0	0.000854369	0.000329408	0.000904982	0.00210209	0.000927754	0.000578423	0.00109871	0.000160152	0.000824379	0.000155728	2.86983e-05	0.000405198	0.000169044	0.000195839	0.000235117	0.00143829	0.000863839	0.000515221	0.000640728	0.000164105	0.000638141	0.00102043	0.000421726	0.000233223	0.000559339	0.00179248	0.000874172	0.0004289	0.000285852	0.000865867	9.53085e-05	0.000117847	0.00105518	0.000619502	0.000801636	0.000772326	0.000702502	2.54923e-05	7.33345e-05	0.000266633	0.000293029	0.000604369	0.000209181	0.00135811	0.000468693	0.000202744	0.00053296	0.000114416	0.000360632	0.000450406	0.000545156	0.00105751	0.000408546	0.000299284	0.000511668	0.000418238	0.000216821	0.000822218	0.000964532	0.000498324	0.000324952	0.000386448	0.000200205	0.000765316	2.03928e-05	0.000109054	0.0017831	0.000486007	0.000853223	0.000274653	0.000263524	0.000623965	0.000326516	0.000126261	0.000160986	0.000471314	0.000829673	0.000368555	0.000294622	0.000365164	0.00127191	0.00061021	0.000485832	0.000612093	0.00023235	0.000665986	0.000803294	0.000214564	0.000874626	0.000825427	0.000548856	9.83319e-05	0.000378165	0.000121068	0.000274211	0.000407756	0.000630504	0.00141713	0.000801945	0.00171957	0.000886483	0.000261308	0.00136332	9.60246e-05	0.000337241	0.00243501	0.000502792	0.000363315	0.00076216	0.000569285	0.000115338	0.000708	0.000216116	0.000211413	0.000976285	0.000453601	0.00105571
P441-PWY: superpathway of N-acetylneuraminate degradation	0.00373981	0.00189002	0.00227873	0.00235814	0.000721419	0.00248003	0.00338144	0.00106396	0.00433808	0.00419835	0.000798433	0.0012331	0.00247395	0.00314654	0.00205127	0.00107533	0.00366383	0.00417166	0.00198354	0.00223068	0.000953965	0.00080357	0.00163255	0.00469641	0.00150292	0.00218772	0.00202742	0.00167227	0.00357549	0.00111258	0.00173133	0.00168987	0.00274153	0.00196319	0.0040253	0.00143035	0.00122907	0.000987725	0.00161043	0.00261478	0.00115704	0.00125993	0.00119375	0.00188005	0.00120332	0.00160296	0.00169175	0.00261217	0.00168405	0.0038983	0.000775348	0.00174205	0.00359147	0.00241891	0.00288486	0.00145229	0.00275378	0.00436727	0.000712241	0.00116611	0.00344974	0.00150972	0.00487011	0.00270805	0.0015776	0.00119276	0.00206107	0.0026539	0.00171244	0.00158646	0.00229609	0.00133664	0.0026947	0.00218719	0.00232589	0.000492261	0.00220651	0.00130695	0.00216531	0.00445265	0.00134481	0.00114623	0.000734665	0.000372044	0.000861314	0.00080434	0.00466473	0.00111399	0.00119827	0.000559198	0.000692156	0.00220194	0.00201676	0.00302263	0.00456636	0.00189069	0.00359477	0.00336344	0.00141625	0.00327628	0.00054212	0.00248732	0.00167402	0.000841133	0.00219331	0.00141959	0.000828428	0.000713122	0.00240336	0.000973894	0.000969215	0.00192811	0.00121121	0.00250808	0.00203123	0.00118886	0.00153493	0.00169598	0.000805731	0.00306901	0.00362081	0.000673988	0.00393683	0.00136042	0.00245193	0.00121482	0.00217028	0.0046007
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.00446999	0.000772909	0.00106858	0.000923689	0.000383752	0.00205973	0.00360756	0.000423874	0.00433712	0.00322244	0.000289342	0.000606078	0.00171414	0.00238114	0.00129275	0.000629545	0.00250564	0.00390852	0.00111574	0.00137688	0.000548364	0.00121811	0.000946715	0.00577295	0.000815514	0.00216275	0.000983619	0.000991865	0.00514731	0.00085591	0.00269763	0.000726709	0.00272437	0.000810688	0.000834215	0.000927197	0.000722712	0.000275986	0.000735835	0.00331314	0.00019598	0.000191918	0.000902796	0.000267971	0.00132127	0.000863834	0.00101338	0.00115699	0.00138172	0.00496383	0.000374914	0.00154887	0.00288326	0.00123746	0.00221753	0.000751873	0.00120189	0.00443956	0.000218939	0.000828089	0.00230618	0.00106236	0.00486765	0.00188096	0.000425245	0.000707739	0.00119286	0.000862026	0.000905995	0.000668607	0.00141983	0.000453874	0.0012617	0.000418414	0.00124113	0.000279609	0.000893455	0.0012668	0.00239381	0.00401434	0.000594558	0.000297421	0.000153236	0.000310962	0.000750315	0.000239906	0.0051582	0.000494278	0.000867496	0.000251351	9.17343e-05	0.000121452	0.00153288	0.00238814	0.00396275	0.000645425	0.00189747	0.00263041	0.000461333	0.00370544	0.000213876	0.000682592	0.00117223	0.000464324	0.00153183	0.000587373	0.000247627	0.000372699	0.000474769	0.000540175	0.000195932	0.00163585	0.000287162	0.00158082	0.000824245	0.000309216	0.000444088	0.00131034	0.000509198	0.00294262	0.00226549	0.00047895	0.00543048	0.00187765	0.00143104	0.000538042	0.000549809	0.00421628
P562-PWY: myo-inositol degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09299e-05	0.0	0.0	0.0	0.0	0.0	8.59308e-05	0.0	0.0	4.33031e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4912e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.00543e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.20914e-05	0.0	0.0	0.0	0.0	0.0	3.26484e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P621-PWY: nylon-6 oligomer degradation	9.32931e-06	0.0	7.08905e-05	0.0	0.0	0.0	8.67429e-05	0.0	0.0	0.000187218	4.03694e-05	0.0	0.0	5.33027e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000365079	0.0	1.55991e-05	0.0	3.96275e-05	4.43772e-05	0.0	0.0	0.000271602	4.73942e-05	0.000155615	0.0	0.000330606	0.0	1.28143e-05	0.0	9.90159e-05	0.0	0.0	2.08076e-05	0.000146285	3.6067e-05	0.0	0.000107064	0.0001599	0.0	6.17426e-05	0.0	0.000367906	0.0	1.20678e-05	1.30649e-05	6.7126e-05	7.35257e-05	7.73551e-05	6.81453e-05	0.0	0.0	0.0	4.20945e-05	1.6108e-05	4.3404e-05	7.79851e-06	0.000114246	0.0	0.0	0.0	8.75154e-05	2.50467e-05	0.0	3.52309e-05	0.0001418	0.000128638	0.0	0.0	0.0	0.0	0.000405476	7.7886e-05	0.000204642	0.0	0.0	0.0	0.0	0.0	0.0001022	0.0	0.0	0.0	1.46351e-05	0.0	0.0	0.000715124	0.0	0.0	2.70641e-05	0.0	0.000406371	0.000356443	0.000184789	0.0	0.000139832	8.72678e-05	0.0	0.000364202	0.0	0.0	0.0	0.0	3.73714e-05	0.0	0.0	0.0	0.000169902	0.0	0.0	5.27888e-05	0.0	9.83483e-05	1.39704e-05	8.61918e-06	0.0	0.0	0.0	8.14327e-05	0.0	0.000114447	0.0
PANTO-PWY: phosphopantothenate biosynthesis I	0.00497277	0.00692102	0.0046476	0.00598486	0.0049246	0.00806452	0.00440801	0.00784781	0.00469167	0.00444367	0.00853842	0.00801691	0.00497047	0.00623248	0.00885982	0.00727265	0.00554537	0.00419741	0.00740063	0.0101938	0.00769818	0.00800567	0.00825801	0.00410081	0.00802756	0.00661456	0.00486046	0.00570869	0.00469842	0.0107208	0.00717134	0.00669818	0.00631711	0.00801094	0.00665832	0.0085376	0.00635033	0.00936076	0.00573303	0.00622283	0.00780039	0.00695204	0.00944434	0.0064391	0.00706891	0.00757814	0.00750242	0.00589411	0.00842209	0.00348381	0.00691181	0.00762956	0.00585495	0.00608981	0.00443254	0.00793044	0.0080166	0.00482413	0.00951122	0.00860618	0.00452087	0.00807616	0.00432463	0.00520805	0.00848541	0.00650621	0.00648698	0.00579162	0.00559594	0.00479797	0.0069942	0.00656957	0.00704766	0.00731936	0.00572954	0.0108893	0.00673339	0.00611001	0.00693352	0.00394002	0.00901021	0.00756429	0.00802956	0.00785725	0.00795063	0.00955102	0.00422563	0.00790633	0.00669369	0.00780964	0.00861328	0.00811503	0.00657702	0.00615552	0.00474381	0.00845765	0.00598721	0.00440317	0.00535975	0.00409771	0.007735	0.00650571	0.00534117	0.0072614	0.00862304	0.00799361	0.00839714	0.00765093	0.00836249	0.007576	0.0083987	0.00639629	0.00980609	0.00462993	0.00859861	0.00909196	0.00875603	0.00685377	0.00801661	0.005973	0.005302	0.00889736	0.00374102	0.00744316	0.0055549	0.00754689	0.00651963	0.00381174
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.00477793	0.00695265	0.00577245	0.00661103	0.00597784	0.00808423	0.00393485	0.00787604	0.00400342	0.00438667	0.00867905	0.00827908	0.0057294	0.00642575	0.0084935	0.00735451	0.00574647	0.00372017	0.00752744	0.0100315	0.00792567	0.00802994	0.00767537	0.00296682	0.00815501	0.00668038	0.00580566	0.00633255	0.00531181	0.0100774	0.00708672	0.00662458	0.00644305	0.00869303	0.00670023	0.00817754	0.00690754	0.00974097	0.00725398	0.00674111	0.00869657	0.00731219	0.00918069	0.00706448	0.00718328	0.00823457	0.00765302	0.00648444	0.00839966	0.00270345	0.00762211	0.00684111	0.00552909	0.00684711	0.00509852	0.00893836	0.00741885	0.00384246	0.00893752	0.00880634	0.00520286	0.00859311	0.00365183	0.00530378	0.00770502	0.00718981	0.00661652	0.00641442	0.00617903	0.00603644	0.00729837	0.00670425	0.00752321	0.00735354	0.00592295	0.0105899	0.00745992	0.00703074	0.00715526	0.00368168	0.00937577	0.00804257	0.00870363	0.0081128	0.00845182	0.00963579	0.00323828	0.00850556	0.00689084	0.00854322	0.00948391	0.00844612	0.00693451	0.00605431	0.00430541	0.00942445	0.00574893	0.00448909	0.0059627	0.00450279	0.00766982	0.0070959	0.00621603	0.00752442	0.00831627	0.0080666	0.00871047	0.0077144	0.00817136	0.00815498	0.0073899	0.0061805	0.0099573	0.00535869	0.00793746	0.00879311	0.00874543	0.00659467	0.00831949	0.00606697	0.0054408	0.00851438	0.00358802	0.00844437	0.00609951	0.00786355	0.00712898	0.00344517
PENTOSE-P-PWY: pentose phosphate pathway	0.00329864	0.00359766	0.00406809	0.00315188	0.0034572	0.00440563	0.00364051	0.00587963	0.00490994	0.00403414	0.00425881	0.00239238	0.00422788	0.00405658	0.00417898	0.00351328	0.00401806	0.00522628	0.00501263	0.00332674	0.00557713	0.00293081	0.00586292	0.00531007	0.0038580899999999	0.00524033	0.0034619	0.00529114	0.00245794	0.00561524	0.00248527	0.00425477	0.00356899	0.00298285	0.00474475	0.00323423	0.00261268	0.00331575	0.00233069	0.00224571	0.000809196	0.00368077	0.00513449	0.00213375	0.00176457	0.00374479	0.00262193	0.00182071	0.00487559	0.00621015	0.00322773	0.00226439	0.00506546	0.00211627	0.00340875	0.00281053	0.00500019	0.00440142	0.00350677	0.00367209	0.00245141	0.0021647	0.00500527	0.00221551	0.00179121	0.00250398	0.00368015	0.0030458	0.00350393	0.00316338	0.00389684	0.002148	0.00175774	0.005414	0.00382058	0.00546653	0.00257378	0.00230484	0.00310893	0.00428531	0.00272255	0.00395243	0.00235336	0.00271515	0.00414054	0.00311771	0.00526148	0.00292336	0.00157545	0.00318124	0.00245396	0.00508362	0.00345586	0.00373764	0.00501922	0.00222321	0.00371393	0.00455401	0.00564085	0.00340081	0.00354363	0.00360051	0.00309342	0.00307745	0.00457429	0.00417826	0.00408841	0.00539106	0.00462411	0.00321271	0.00202061	0.00210243	0.00340535	0.0030001	0.0051362	0.00421455	0.00321609	0.00580653	0.00339643	0.00524545	0.00362412	0.00206521	0.00430343	0.000932379	0.0012002	0.00269542	0.00174991	0.00486726
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.00781192	0.00956485	0.0100705	0.0114955	0.0166013	0.00874709	0.00738008	0.009715	0.00531006	0.00579398	0.00934858	0.0140648	0.0095561	0.00824322	0.00929749	0.0116282	0.00677048	0.00490375	0.00966981	0.0110847	0.00892036	0.0114454	0.00916427	0.00427594	0.00883056	0.00825767	0.0146086	0.0102134	0.00793781	0.0100772	0.00956921	0.00930134	0.00856497	0.0108591	0.00884151	0.011681	0.0136255	0.0130185	0.018069	0.00886056	0.015835	0.0117402	0.0108495	0.0123944	0.0110358	0.0124916	0.0113967	0.0108762	0.0101518	0.00422859	0.0113289	0.011757	0.00633301	0.00961236	0.0094625	0.0118794	0.00880749	0.00547843	0.010812	0.0102547	0.00928842	0.0103633	0.00551596	0.0153685	0.0119968	0.00974057	0.00903337	0.0111834	0.0110009	0.0129252	0.0095408	0.011865	0.011399	0.00926524	0.00825324	0.0115072	0.0102627	0.0108396	0.0092452	0.0057169	0.011635	0.0126909	0.0152977	0.0122246	0.0110543	0.0117995	0.0049577	0.0135936	0.0135195	0.0117399	0.0140258	0.0105831	0.0092483	0.0074354	0.00514224	0.0118179	0.00845674	0.00652361	0.0101503	0.00731997	0.0112245	0.00943656	0.0102363	0.0134761	0.00927418	0.0105976	0.0117155	0.00996003	0.0125893	0.0123919	0.0138863	0.0107901	0.011419	0.0106578	0.0093775	0.0103459	0.0124712	0.00728696	0.0109924	0.00742895	0.00786526	0.0137006	0.0048337	0.0122967	0.0111678	0.012296	0.011468	0.00521896
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00448099	0.00468487	0.00172425	0.00295619	0.0017958	0.00353889	0.0048951	0.00394023	0.00488808	0.00434094	0.00496061	0.00496215	0.00366428	0.00376483	0.00357003	0.00166518	0.00479956	0.00485198	0.00476911	0.00270068	0.00470489	0.00487393	0.00336367	0.005077	0.00532554	0.00461991	0.0023213	0.00326222	0.00518713	0.00342835	0.00452921	0.00335071	0.00352532	0.00419454	0.00384576	0.00556669	0.00123861	0.00316338	0.00210069	0.00621912	0.00684543	0.00281994	0.00460478	0.00281665	0.00240805	0.00290307	0.0048603	0.0037736	0.00417117	0.0041499	0.00284064	0.00561868	0.0049947	0.00351444	0.00431008	0.00403193	0.00496954	0.0051965	0.00301758	0.0038007	0.00430317	0.00318019	0.00442674	0.00454325	0.00681813	0.00299713	0.00392983	0.00165015	0.00185994	0.00181455	0.00433364	0.0059782	0.00414425	0.0035437	0.00425082	0.00383516	0.0038176	0.00420855	0.00334029	0.00487579	0.00577115	0.00459617	0.00523549	0.00414279	0.00492797	0.00362043	0.00481159	0.0028049	0.0039159	0.00245142	0.00315557	0.00425985	0.00435981	0.00483509	0.00532672	0.00252784	0.00460064	0.00417137	0.00392091	0.00464544	0.00283338	0.00488324	0.00248811	0.00187677	0.00501212	0.00434811	0.00140322	0.00592909	0.00236442	0.00331609	0.00743986	0.00657927	0.00243614	0.00361864	0.00521706	0.00384209	0.00493569	0.00469969	0.00358423	0.00381419	0.00466555	0.00639766	0.00539754	0.00170427	0.0036772	0.00477236	0.00159794	0.00425827
