# Pathway	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
PWY-7731: superpathway of photosynthetic hydrogen production	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39425e-05	0.0	0.0	0.0	0.0	9.54305e-06	0.0	0.0	0.0	0.0	0.0	2.36228e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.28603e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03247e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.3822e-05	0.0	7.58077e-06	0.0	0.0	0.0	6.97893e-05	0.0	2.58334e-05	0.0	0.0	8.5423e-06	0.0	0.0	0.0	0.0	1.25261e-05	0.0	0.0	0.0	0.0	9.75015e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41798e-05	0.0	0.0	0.0	9.35397e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.67148e-06	1.57769e-05	0.0	2.11161e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77821e-06	0.0	0.0	0.0	0.0	0.0
PWY-7754: bile acid 7&alpha;-dehydroxylation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09499e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06397e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43581e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34118e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00262e-05	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.00137712	0.00185084	0.00241503	0.00184509	0.000802182	0.00187448	0.00192252	0.00176311	0.00136446	0.0014012	0.00263866	0.00375231	0.00229659	0.000356626	0.00126462	0.00219989	0.00106703	0.00128897	0.00275774	0.00223505	0.00246643	0.00261703	0.00243339	0.00106847	0.00164747	0.00318368	0.00119007	0.0026853	0.00115955	0.00132813	0.00265057	0.00231042	0.00132036	0.0034655	0.0017833	0.00217559	0.000197792	0.00299673	0.00218745	0.000258211	0.000699348	0.00230203	0.00217267	0.000846074	0.00241021	0.00335891	0.00286926	0.00185046	0.00120183	0.00301876	0.00194375	0.00201609	0.000732521	0.00186818	0.00170389	0.00272435	0.00183865	0.00388346	0.00247884	0.00300831	0.00270326	0.000915499	0.00326937	0.00130188	0.00252048	0.00189791	0.000806229	0.0010524	0.00204698	0.00239834	0.00245892	0.00103493	0.0019133	0.00430435	0.00184464	0.00306321	0.0025178	0.00129551	0.00270449	0.000557924	0.00213389	0.00151205	0.00295346	0.0017222	0.00276301	0.00218345	0.00203183	0.000302774	0.00131501	0.00219758	0.0018845	0.0011435	0.000723221	0.0027186	0.00252519	0.0015199	0.00148582	0.00112944	0.00218669	0.00295155	0.00232104	0.00304268	0.00338452	0.00254451	0.000904481	0.00180971	0.0038462	0.00288682	0.00163145	0.0025547
PWY-7783: plasmalogen degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92065e-05	0.0	0.0	0.0	9.05774e-06	0.0	0.0	0.0	6.27215e-05	0.0	1.3955e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24191e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7784: reductive acetyl coenzyme A pathway II (autotrophic methanogens)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000216771	0.0
PWY-7790: UMP biosynthesis II	0.0128273	0.0122154	0.0116294	0.0117129	0.0115391	0.0113169	0.0114026	0.0104222	0.0114057	0.0119593	0.0129626	0.0119431	0.0133276	0.0111521	0.0115563	0.0131589	0.0125491	0.0117262	0.0131082	0.0122951	0.0140405	0.0161408	0.00728381	0.0129136	0.0125453	0.0121875	0.0116277	0.0143061	0.0111132	0.0083289	0.00568059	0.0119128	0.0124548	0.0127549	0.0108658	0.0117907	0.0107527	0.0125452	0.00804148	0.0110446	0.0113191	0.0155898	0.0148236	0.00479587	0.0138533	0.0140542	0.011252	0.0124908	0.0113554	0.0139242	0.011934	0.0110628	0.0117792	0.0114738	0.0115637	0.0133528	0.00835738	0.012634	0.0137979	0.00985927	0.0123687	0.010958	0.0143969	0.011794	0.0123583	0.0123391	0.0119965	0.0107953	0.0119565	0.0111561	0.0118597	0.0114278	0.0114045	0.0162054	0.0123813	0.011734	0.0143072	0.0138666	0.0106305	0.0106777	0.011916	0.0122419	0.0133062	0.0128564	0.0139215	0.0115223	0.010788	0.0102694	0.011325	0.0125005	0.0130898	0.010823	0.0120545	0.0122899	0.0121081	0.0113207	0.00936853	0.0117109	0.0127612	0.0129886	0.0124417	0.0126458	0.0149844	0.013589	0.0109239	0.0119036	0.0116999	0.0130293	0.0123348	0.0129544
PWY-7791: UMP biosynthesis III	0.0128273	0.0122154	0.0116294	0.0117129	0.0115391	0.0113169	0.0114026	0.0104222	0.0114057	0.0119593	0.0129626	0.0119431	0.0133276	0.0111521	0.0115563	0.0131589	0.0125491	0.0117262	0.0131082	0.0122951	0.0140405	0.0161408	0.00728381	0.0129136	0.0125453	0.0121875	0.0116277	0.0143061	0.0111132	0.0083289	0.00568059	0.0119128	0.0124548	0.0127549	0.0108658	0.0117907	0.0107527	0.0125452	0.00804148	0.0110446	0.0113191	0.0155898	0.0148236	0.00479587	0.0138533	0.0140542	0.011252	0.0124908	0.0113554	0.0139242	0.011934	0.0110628	0.0117792	0.0114738	0.0115637	0.0133528	0.00835738	0.012634	0.0137979	0.00985927	0.0123687	0.010958	0.0143969	0.011794	0.0123583	0.0123391	0.0119965	0.0107953	0.0119565	0.0111561	0.0118597	0.0114278	0.0114045	0.0162054	0.0123813	0.011734	0.0143072	0.0138666	0.0106305	0.0106777	0.011916	0.0122419	0.0133062	0.0128564	0.0139215	0.0115223	0.010788	0.0102694	0.011325	0.0125005	0.0130898	0.010823	0.0120545	0.0122899	0.0121081	0.0113207	0.00936853	0.0117109	0.0127612	0.0129886	0.0124417	0.0126458	0.0149844	0.013589	0.0109239	0.0119036	0.0116999	0.0130293	0.0123348	0.0129544
PWY-7805: (aminomethyl)phosphonate degradation	0.0	0.0	0.0	0.0	0.0	5.35607e-05	0.000100726	1.31734e-05	0.0	0.0	0.0	2.67848e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.89204e-06	0.0	1.21328e-05	0.0	0.000277623	0.0	0.0	0.0	0.0	0.0	0.0	0.000194327	7.71084e-05	0.0	0.0	0.0	1.29559e-05	0.0	4.0891e-05	0.0	4.76226e-05	4.66711e-05	0.0	0.0	0.0	0.00010225	0.0	0.0	2.51571e-05	0.0	1.92662e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000158004	1.1862e-05	0.0	0.0	0.0	7.1265e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.17142e-05	0.0	0.0	0.0	0.0	0.0	2.2658e-05	0.0	0.0	0.0	1.75095e-05	0.0	0.0	0.0	0.000107767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4693e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7807: glyphosate degradation III	0.0	0.0	0.0	0.0	0.0	5.05859e-05	0.000120342	1.58456e-05	0.0	0.0	0.0	7.23942e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.14591e-06	0.0	1.25472e-05	0.0	0.000290411	0.0	0.0	0.0	0.0	0.0	0.0	0.000193846	6.95261e-05	0.0	0.0	0.0	1.68998e-05	0.0	4.60579e-05	0.0	4.8522e-05	5.18996e-05	0.0	0.0	0.0	9.24606e-05	0.0	0.0	2.57716e-05	0.0	2.1474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000150718	2.09553e-05	2.35081e-05	0.0	0.0	7.04819e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.29122e-05	0.0	0.0	0.0	0.0	0.0	3.79749e-05	0.0	0.0	0.0	2.29454e-05	0.0	0.0	0.0	0.000108225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04216e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46799e-05	0.0	0.0	0.000153556	0.0	0.0	0.0	1.94179e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.54099e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26545e-05	0.0	1.21787e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.94078e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.17841e-05	2.65214e-05	9.2878e-06	0.0	0.0	7.95831e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104189	0.0	2.54509e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000163727	0.0	0.0	0.0	4.21638e-05	0.0	0.0	0.0	0.0	0.0	1.52762e-05	0.0	0.0	0.0	0.0	1.29003e-05	5.19562e-05	0.0	0.0	0.0	0.0	0.0	2.40592e-05	0.0	0.0	5.0471e-05	0.0	0.0	0.0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0.00921931	0.00921522	0.00905509	0.00877304	0.00876184	0.00837934	0.00763802	0.00851248	0.00924199	0.00842997	0.0078564	0.00855381	0.00913336	0.00900539	0.00938783	0.00947809	0.00883063	0.0091091	0.00815442	0.00958977	0.00707069	0.0102487	0.00458283	0.00948587	0.00921705	0.00976011	0.00918867	0.00867014	0.00835193	0.00631344	0.0046381	0.00944548	0.0101838	0.00787174	0.0083514	0.00925968	0.00810373	0.00850118	0.00545149	0.00811831	0.00883501	0.0119041	0.00956363	0.00391302	0.00857004	0.00766299	0.00790555	0.00886042	0.00800975	0.00930905	0.00776185	0.00877128	0.00858028	0.00762581	0.00877283	0.00974051	0.00653255	0.00730155	0.00879601	0.00637714	0.00979471	0.00763816	0.0106754	0.00914739	0.00990458	0.00923059	0.00830163	0.00906024	0.00973526	0.00806664	0.0082494	0.0090593	0.00800483	0.0102426	0.00918378	0.00877546	0.0093477	0.00867396	0.00715899	0.00859164	0.0100874	0.00928523	0.00874187	0.00906911	0.008797	0.00925358	0.00793189	0.00895537	0.00870191	0.00923241	0.00959128	0.0086595	0.00906171	0.00886589	0.0096416	0.00920777	0.00721025	0.00879463	0.0103477	0.00895121	0.0108001	0.00884724	0.0110089	0.00977505	0.00863726	0.00894931	0.00968175	0.00978071	0.00851734	0.0101212
PWY-7858: (5Z)-dodecenoate biosynthesis II	0.0	0.0	3.97358e-05	0.0	6.25758e-05	0.000170967	0.000227755	4.95817e-05	0.0	7.95955e-05	0.0	4.03036e-05	0.0	0.0	0.000309224	0.0	0.0	0.0	8.87624e-05	3.03476e-05	5.93503e-05	0.0	0.00167559	0.0	1.32577e-05	0.0	0.0	0.0	0.0	0.000928508	0.00190745	0.0	0.0	0.0	0.000420959	0.0	8.11875e-05	0.000112869	0.00150759	2.93306e-05	4.16103e-05	0.0	0.0	0.00185721	0.0	0.000167311	0.000497514	0.0	0.000199453	4.44454e-05	4.90937e-05	0.0	0.0	8.64466e-05	0.0	0.000138894	0.000816269	8.36679e-05	9.30353e-05	0.00179374	0.000159943	0.000497881	7.25803e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000482899	0.0	5.84597e-05	2.9358e-05	0.0	4.05121e-05	0.000369854	0.0	0.0	0.000292561	0.0	0.0	0.0	4.75281e-05	7.56009e-05	3.8233e-05	0.0	0.000390864	0.0	0.0	0.000726863	6.0275e-05	0.0	0.0	0.0	0.0	0.0	0.000904178	0.0	0.0	0.0	2.5137e-05	7.68642e-05	7.75149e-05	0.0	5.54557e-05	0.0	0.0	0.0	0.0	0.0
PWY-7873: D-erythronate degradation II	0.0	0.0	0.0	0.0	0.0	2.11456e-05	0.0	4.36048e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000161293	0.0	0.0	0.0	0.0	0.0	0.0	0.000133619	7.11429e-05	0.0	0.0	0.0	0.0	0.0	5.08078e-06	0.0	2.64747e-05	0.0	0.0	0.0	0.0	5.83003e-05	0.0	0.0	4.47123e-06	0.0	6.35837e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57652e-06	7.50328e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53011e-06	0.0	0.0	0.0	0.0	0.0	6.53521e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83264e-06	0.0	0.0	0.0	0.0	7.70911e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7874: L-threonate degradation	0.0	0.0	0.0	0.0	0.0	2.49475e-05	0.0	7.43085e-06	0.0	0.0	0.0	1.15955e-05	0.0	0.0	1.33146e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000186022	0.0	0.0	0.0	0.0	0.0	0.0	0.000141182	0.000178436	0.0	0.0	0.0	2.06352e-06	0.0	7.308e-06	0.0	3.66858e-05	0.0	0.0	0.0	0.0	0.000213485	0.0	0.0	4.35294e-05	0.0	1.0985e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57652e-06	1.37748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.81722e-06	0.0	3.19077e-06	0.0	0.0	0.0	4.31978e-05	0.0	0.0	3.15784e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2674e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.83698e-06	0.0	0.0	0.0	5.34292e-06	1.79401e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7883: anhydromuropeptides recycling II	0.000127169	0.000429437	0.00041566	0.000226092	3.90419e-05	5.912e-05	0.000115387	0.000302652	0.000509482	0.000257965	0.000444719	0.000273314	0.0	0.0	0.000164724	2.86632e-05	0.000241826	0.000176937	0.000143314	0.000202327	0.000236808	4.01436e-05	0.000758608	5.53917e-05	0.000134895	4.32516e-05	0.0	0.000212065	0.000401597	0.00034489	0.000514815	0.000310297	0.000189018	9.42646e-05	0.000174242	4.77372e-05	8.02774e-05	0.000325353	0.000548316	9.08825e-06	5.40221e-05	0.000683795	0.000128157	0.00144816	0.0	0.000313036	7.74571e-05	0.000263031	0.000201744	8.59984e-05	0.000371951	0.000159652	0.000225224	0.000134509	0.000341413	0.00022098	0.000340275	0.000231514	0.000300247	0.00128184	0.000256854	7.81791e-05	0.0	9.91326e-05	0.000121336	0.000291281	8.50707e-05	0.000198301	0.00032592	8.08295e-05	0.0	0.000115618	3.89698e-05	0.000251125	0.000195682	2.08686e-05	0.000235018	0.00031933	0.000112315	0.000589945	0.000289503	0.000440375	6.55439e-05	0.0	0.000106764	0.000227742	0.000359766	0.0	0.000131133	0.00120986	5.51683e-05	0.000375563	0.000197623	0.000246323	0.000197551	0.00060476	0.000293888	0.000191144	7.18195e-05	7.17819e-05	0.000169523	0.000458261	0.000117288	8.42784e-05	0.000593071	0.000459044	0.000189269	0.000154667	0.0	0.0
PWY-7905: Escherichia coli serotype O9a O-antigen biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75041e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7942: 5-oxo-L-proline metabolism	1.6467e-05	0.0	3.0935e-05	0.0	0.0	0.000133993	0.000248861	0.000192844	0.0	0.000103642	0.0	0.0	0.0	0.0	3.25169e-05	2.84574e-05	0.0	0.0	0.0	2.60947e-05	1.58679e-05	0.0	0.000941215	0.0	7.52364e-05	0.0	0.0	0.0	0.0	0.000410226	0.000892647	3.30119e-05	0.0	0.0	0.000374129	0.0	3.39086e-05	0.000228299	0.00110738	1.47856e-05	0.0	0.0	0.0	0.000665487	1.94381e-05	6.9521e-05	0.000343308	1.45443e-05	0.000178122	0.0	0.0	0.0	0.0	0.0	0.0	7.55161e-05	0.000425312	0.00022384	0.0	0.00109652	2.4582e-05	0.000304925	0.0	0.0	0.0	0.0	0.0	1.75247e-05	3.36974e-05	2.34172e-05	2.93482e-05	2.03806e-05	3.43383e-05	0.0	0.0	0.000426511	0.0	0.0	0.000273086	0.0	0.0	0.0	6.59298e-05	0.0	0.000120267	0.0	0.000296379	0.0	0.0	0.000908932	0.0	4.32449e-05	0.0	0.0	0.000809155	0.0	0.000645243	0.0	0.0	0.0	5.73243e-05	0.000145735	0.0	0.0	3.64966e-05	0.0	0.0	0.0	0.0	0.0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.0113924	0.0113393	0.0112674	0.0104193	0.0099116	0.00973929	0.00896036	0.00977866	0.0100815	0.0100991	0.0116324	0.0118343	0.0112181	0.00932567	0.0109183	0.0105102	0.0111946	0.0102416	0.0115011	0.0112778	0.0120677	0.01433	0.00728255	0.0106551	0.0111937	0.0115831	0.0102996	0.0135368	0.00997054	0.00740294	0.0065114	0.0101576	0.0108465	0.0108199	0.00887246	0.0109824	0.00930571	0.0109768	0.00696171	0.00941961	0.00969973	0.0138779	0.0117143	0.00488185	0.0113397	0.0114997	0.0111391	0.0101532	0.00982615	0.0119635	0.0104192	0.00979827	0.00978032	0.00939487	0.00964829	0.0123356	0.0077634	0.0108165999999999	0.0125662	0.00779504	0.0113227	0.00795556	0.0127266	0.00911182	0.0113793	0.0111812	0.00985407	0.00973438	0.0101158	0.0109327	0.0100755	0.0100206	0.0105263	0.0134108	0.0103707	0.0104551	0.0111853	0.011685	0.00822605	0.00946781	0.0111169	0.0104072	0.0113188	0.0103192	0.0110219	0.0108565	0.00937631	0.00983387	0.010023	0.0110307	0.0109277	0.00966781	0.0105133	0.0117595	0.0115304	0.0105839	0.00869779	0.0102492	0.0124945	0.0117044	0.0120608	0.0120489	0.0147795	0.0119026	0.0098863	0.0117272	0.0113741	0.0121742	0.00911336	0.0114198
PWY-7977: L-methionine biosynthesis IV	0.00773993	0.00783574	0.00796774	0.00891784	0.0077562	0.00749098	0.00623828	0.00726231	0.00960247	0.00900492	0.0106879	0.00793247	0.00844647	0.00949091	0.00858212	0.00795723	0.0081714	0.0105834	0.00873661	0.0065138	0.0115469	0.00999098	0.0077565	0.00731919	0.00751021	0.00806373	0.00856983	0.00765146	0.00857313	0.00739457	0.00617764	0.00896234	0.0110407	0.011264	0.00741021	0.00853779	0.0100119	0.00878291	0.00662305	0.00874242	0.00745142	0.00615416	0.00919182	0.00498858	0.00981109	0.0122923	0.00855409	0.00848369	0.00886498	0.00866331	0.0105624	0.00903548	0.00903273	0.00876996	0.00899754	0.00941424	0.00770972	0.0121518	0.00969658	0.00730443	0.00706116	0.00823063	0.00787098	0.00736177	0.00887719	0.00749626	0.00927778	0.0101443	0.00924505	0.0087175	0.00904201	0.00917834	0.00771602	0.00934347	0.00748576	0.00602337	0.00962615	0.0122077	0.00756476	0.0086851	0.0105152	0.00986245	0.00928031	0.0097823	0.00980961	0.00767954	0.0072651	0.0109664	0.00845118	0.00685867	0.00783669	0.00791406	0.00904252	0.00756266	0.00942129	0.00719562	0.00855501	0.0106151	0.00860356	0.00919707	0.00792243	0.00811755	0.00919207	0.00834913	0.00985687	0.00779386	0.0085171	0.00802892	0.00870728	0.0100476
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0.000324514	0.000221556	0.0	8.53396e-05	0.0	0.000241208	0.000375569	8.00236e-05	0.0	0.000164478	0.000275198	0.000395883	0.0	0.0	0.000390434	0.0	9.005e-05	0.000273475	0.000154935	0.0	0.000236916	0.0	0.0	0.0	0.000145297	0.00014327	0.000874879	0.000293062	0.0	7.75583e-05	0.000170636	0.000224357	0.000132583	0.000242924	0.000145479	0.000167182	0.000155758	0.000313552	0.000204929	0.000393387	0.0	0.000319418	0.000218284	0.0	5.77726e-05	0.000100832	0.0	0.00131772	8.32659e-05	0.000501896	0.00254377	0.0	5.13414e-05	0.0	0.000181727	0.000220487	0.000242232	0.000127123	9.11454e-05	0.0	0.000119269	7.53796e-05	0.0	0.0	0.0	9.61384e-05	0.00168665	0.0	0.000177115	0.000166985	6.50866e-05	0.000208115	8.76882e-05	0.00051755	0.0	0.000317369	0.0	0.000186402	0.000111195	0.000119625	0.000154478	0.000333485	8.53834e-05	0.0	0.000293824	0.000469568	0.000148305	0.0	0.000554467	0.000591441	0.0	0.0	0.0	0.000116444	6.18845e-05	0.000127909	0.000180564	0.0	0.00109505	0.000112256	0.0	0.0	0.0	0.000467414	0.0	0.00112783	0.000509312	0.000559205	0.0	0.0
