# Pathway	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0.0	0.0	0.0	0.0	0.0	0.0	1.17815e-05	7.90916e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7681e-06	0.0	0.0	0.0	0.000252795	0.0	0.0	0.0	0.0	0.0	0.0	0.000119681	0.000145798	0.0	0.0	0.0	3.61143e-05	0.0	0.0	0.0	0.000124645	6.41628e-06	0.0	0.0	0.0	9.27315e-05	0.0	0.0	1.1199e-05	0.0	1.33565e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000226201	7.30543e-06	0.0	0.0	0.0	0.000107538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.37936e-06	0.0	4.97315e-06	0.0	0.0	0.0	6.01002e-05	0.0	0.0	1.66046e-05	0.0	0.0	0.0	6.15252e-06	0.0	0.0	0.0	0.000107024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68376e-06	0.0	0.0	0.0	0.0	8.02443e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7385: 1,3-propanediol biosynthesis (engineered)	6.79932e-05	1.97334e-05	6.90351e-05	0.0	0.0	0.00033765	0.000404385	9.50344e-05	0.0	0.0	0.0	8.81928e-05	0.0	0.0	4.73959e-05	0.0	0.0	0.0	2.87432e-05	1.61182e-05	0.0	0.0	0.000886132	0.0	2.27097e-05	0.0	0.0	0.0	0.0	0.000560142	0.000208473	0.0	0.0	0.0	0.000117061	0.0	3.08197e-05	0.0	0.000323701	0.000143323	0.0	0.0	0.0	0.0	4.25043e-05	2.17185e-05	0.000329847	0.0	0.000166462	0.0	0.0	0.0	0.0	0.0	1.09348e-05	0.0	0.000593728	4.78896e-05	3.62607e-05	1.43095e-05	0.0	0.000928436	0.0	1.51074e-05	2.58122e-05	0.0	0.0	0.0	0.0	2.37743e-05	4.23509e-05	3.99942e-05	6.84299e-05	0.0	2.52606e-05	0.000275573	0.0	0.0	0.000370237	0.0	0.0	3.52634e-05	2.74647e-05	0.0	0.0	0.0	0.000471196	0.0	0.0	1.63624e-05	0.0	2.27413e-05	0.0	6.1685e-05	2.82197e-05	0.0	2.64632e-05	0.0	0.0	1.41119e-05	0.0	0.00013028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0	0.0	0.0	0.0	0.0	2.79511e-05	0.0	0.0	0.0	2.32527e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000497356	0.0	2.54092e-05	0.0	0.0	0.0	0.0	0.000416704	0.000886015	0.0	0.0	1.12481e-05	4.33181e-05	0.0	0.0	9.42253e-05	0.00089746	7.42883e-05	0.0	0.0	0.0	0.00106796	0.0	0.0	0.000108893	7.22611e-05	0.0	0.0	0.0	0.0	0.0	0.000122505	0.0	0.0	7.71106e-05	7.31241e-05	0.0	2.62142e-05	0.0	0.000117063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53767e-05	0.0	0.0	0.0	5.62937e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.66825e-05	0.0	0.0	0.0	4.71e-05	0.0	0.0	0.0	0.0	1.68831e-05	0.0	0.0	0.0	0.0	0.000280257	0.0	0.0	0.0	0.0	0.0	1.37797e-05	0.0	0.0	0.0	0.0	0.0	4.87821e-05	0.0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0.0	0.0	0.0	0.0	0.0	0.0	1.88667e-05	1.28088e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.33529e-06	0.0	0.0	0.0	0.000344455	0.0	0.0	0.0	0.0	0.0	0.0	0.000178442	0.000214222	0.0	0.0	0.0	5.73441e-05	0.0	0.0	0.0	0.000191206	1.02382e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.81175e-05	0.0	2.13456e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000302259	1.18151e-05	0.0	0.0	0.0	0.000150332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03467e-05	0.0	8.04279e-06	0.0	0.0	0.0	9.42798e-05	0.0	0.0	2.66933e-05	0.0	0.0	0.0	9.96855e-06	0.0	0.0	0.0	0.000162704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4039e-05	0.0	0.0	0.0	0.0	1.29952e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7391: isoprene biosynthesis II (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77501e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71541e-05	0.0	0.0	2.70355e-05	0.0	0.0	0.0	0.0	0.0	1.75166e-05	0.0	0.0	0.0	0.0	6.44657e-05	0.0	0.0	0.0	0.0	4.53725e-05	0.0	0.0	0.0	0.0	0.0	4.97182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38075e-05	0.0	0.0	0.0
PWY-7392: taxadiene biosynthesis (engineered)	0.00362611	0.00190985	0.00305266	0.0039304	0.00486917	0.00293552	0.00206768	0.00268111	0.00342923	0.00303983	0.00240298	0.00206031	0.00176004	0.0	0.00383485	0.000581196	0.00166606	0.00304875	0.00231577	0.00132794	0.00235271	0.000793118	0.00169531	0.00328237	0.00279788	0.00251763	0.0	0.00122648	0.00450023	0.0032073	0.00216905	0.00278487	0.00311182	0.00247368	0.00251521	0.0013552	0.00609221	0.00266909	0.00278652	0.00411994	0.00444923	0.00103777	0.00119647	0.0	0.00188411	0.0012771	0.00115896	0.00310779	0.00471654	0.00162668	0.00333324	0.00434865	0.0040518	0.0	0.00410163	0.00158583	0.00279708	0.00206895	0.00231393	0.000889825	0.00207545	0.000457492	0.000314633	0.00276352	0.00215928	0.00191384	0.00424629	0.00272835	0.00283391	0.00146802	0.00400466	0.0034048	0.00348986	0.000884919	0.000334581	0.000974047	0.00226782	0.00119642	0.000978876	0.00493008	0.00304114	0.00356858	0.000843408	0.000159947	0.00167353	0.00310022	0.00263125	0.0	0.00339789	0.000545017	0.00204368	0.0038698	0.00442124	0.00174696	0.00177672	0.0	0.00375406	0.00441025	0.000145097	0.003008	0.0020679	0.00143457	0.00074009	0.00178864	0.00428274	0.00244412	3.11752e-05	0.00144001	5.47593e-05	0.0
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000145048	0.0	4.05676e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019279	0.0	0.0	0.0	0.0	0.0	0.0	9.08493e-05	0.0	8.85329e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73499e-05	0.0	0.0	0.00111411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000456671	0.0	0.0	0.0	0.0	0.0	0.0	5.68853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7399: methylphosphonate degradation II	0.0	0.0	0.0	9.9589e-06	0.0	9.7297e-06	2.99532e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13679e-05	0.0	0.0	2.05519e-05	1.87512e-05	0.0	0.0	0.0	1.10622e-05	0.0	0.0	0.0	0.0	1.53041e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42089e-05	0.0	0.0	0.0	0.0	3.88945e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65517e-05	2.48944e-05	0.0	0.0	0.0	0.0	0.0	2.97312e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.00634815	0.00583517	0.00531768	0.006061	0.00486229	0.00698347	0.00655955	0.005797	0.00548453	0.00560983	0.00532823	0.0063335	0.0085904	0.00692251	0.00611454	0.00713771	0.00547917	0.00517234	0.00694217	0.00443655	0.00428339	0.00471761	0.00494478	0.00549959	0.00576952	0.00602901	0.00794415	0.00388026	0.00416155	0.00488935	0.00500681	0.0068692	0.00450897	0.00563258	0.00662086	0.00280519	0.00313045	0.00667023	0.00613938	0.00694867	0.00493536	0.00689919	0.00437194	0.00533078	0.00488213	0.00600875	0.00575977	0.00624858	0.00572832	0.00421038	0.00575736	0.00545348	0.00532204	0.00300942	0.0052152	0.00495459	0.00472326	0.00540355	0.00478894	0.00697296	0.00579411	0.00951982	0.00575261	0.00561865	0.00432769	0.00602865	0.00534825	0.00514632	0.00677008	0.00629061	0.00605342	0.0064924	0.00534231	0.00686059	0.00624369	0.00695849	0.00478652	0.00610155	0.00767997	0.00358845	0.00516447	0.00378567	0.00696373	0.00800013	0.00456756	0.00529234	0.00662806	0.00453608	0.0064324	0.00779133	0.00764425	0.00746207	0.00449261	0.00673521	0.00545717	0.00867577	0.00452181	0.00554514	0.00923509	0.00632409	0.00639358	0.00575648	0.00437269	0.00508649	0.00428421	0.00777926	0.00568603	0.00801644	0.00607413	0.00159961
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.0	0.0	0.0	0.0	0.0	6.44846e-05	0.000108037	0.0	0.0	0.0	0.0	2.45245e-05	0.0	0.0	2.4849e-05	0.0	0.0	0.0	6.62072e-06	0.0	0.0	0.0	0.000176837	0.0	8.8182e-06	0.0	0.0	0.0	0.0	0.000104782	0.000220291	0.0	0.0	0.0	2.20783e-05	0.0	2.83585e-05	0.0	6.23968e-05	2.98187e-05	0.0	0.0	0.0	0.000353629	0.0	1.98572e-05	0.0	0.0	1.48238e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16253e-05	0.0	0.0	0.0	4.91886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12598e-06	0.0	0.0	4.1073e-05	0.0	0.0	0.0	0.0	0.0	9.29185e-06	8.0332e-06	0.0	0.0	0.0	0.000119127	0.0	0.0	0.000106154	0.0	0.0	0.0	0.0	0.0	0.0	2.17113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7431: aromatic biogenic amine degradation (bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45809e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04384e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	1.2435e-05	1.49633e-05	0.0	9.03846e-06	1.59311e-05	9.88528e-06	1.14145e-05	0.000525578	8.02191e-05	0.0	2.67391e-05	0.0	8.41946e-06	1.04471e-05	7.93743e-05	0.0	3.87011e-05	0.0	7.59003e-06	0.0	0.0	0.000127267	3.18681e-06	0.0	0.0	4.69266e-05	0.0	0.0	0.0	0.0	1.33315e-05	0.0	0.0	2.05445e-05	3.07568e-05	9.16042e-05	0.0	0.000124175	0.0	0.0	1.73819e-05	0.0	0.0	0.0	0.0	0.000692782	0.0	0.0	2.17865e-05	1.54626e-05	1.13684e-05	0.0	0.0	1.69753e-05	3.70339e-05	0.000155139	0.0	0.000216335	0.000132441	0.0	0.00015218	9.25894e-06	8.62646e-05	1.46849e-05	0.0	1.91036e-05	0.0	0.0	1.23388e-05	0.0	0.0	0.0	0.0	3.12071e-05	5.30061e-05	0.0	0.0	0.0	9.74573e-06	0.0	3.57801e-05	6.83683e-05	8.82395e-06	9.43743e-06	0.0	8.1416e-06	6.31702e-06	0.0	0.0	0.0	1.44316e-05	4.10635e-05	0.0	0.0	0.0	0.0	0.0	0.000315071	0.0	8.54545e-06	0.0	1.36733e-05	0.0	0.0	6.85826e-05	0.0	0.0	0.0	0.0	0.0
PWY-7446: sulfoquinovose degradation I	0.0	0.0	0.0	0.0	0.0	3.17129e-05	7.36174e-05	2.00986e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.76647e-06	0.0	0.0	0.0	5.10217e-06	0.0	0.0	0.0	0.000297956	0.0	0.0	0.0	0.0	0.0	0.0	0.000234693	0.000443836	0.0	0.0	0.0	0.000181561	0.0	0.0	0.0	8.94734e-05	1.81708e-05	0.0	0.0	0.0	0.000673933	0.0	0.0	6.47791e-05	0.0	2.64214e-05	0.0	0.0	0.0	0.0	9.46666e-06	0.0	1.9351e-05	0.000153783	2.49338e-05	0.0	0.0	0.0	8.46506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59751e-05	0.0	5.4447e-06	0.0	0.0	0.0	0.000103065	0.0	0.0	4.77982e-05	0.0	0.0	0.0	1.12708e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28682e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7456: &beta;-(1,4)-mannan degradation	0.00210865	0.00230759	0.00261445	0.00247793	0.00168122	0.0033164	0.00209502	0.00246335	0.00135147	0.0034573	0.00142838	0.00206139	0.0024274	0.00318041	0.00171852	0.0022704	0.00148394	0.00069089	0.00254745	0.00261784	0.00127168	0.00121897	0.00138622	0.00262407	0.00171263	0.00222286	0.00297406	0.00138523	0.00222923	0.00232741	0.000961187	0.00309218	0.00091032	0.00327719	0.00166506	0.00130168	0.00169773	0.0018075	0.00116282	0.00331474	0.00161862	0.00157573	0.00331285	0.0	0.00373035	0.0016819	0.00181393	0.00205416	0.000883278	0.00266482	0.00123437	0.00311064	0.00177744	0.00151984	0.00165792	0.00233901	0.00168675	0.00137034	0.00173601	0.00213794	0.00195484	0.00232322	0.00203458	0.00146754	0.00201192	0.00267664	0.00214847	0.00163814	0.00293958	0.00216823	0.00151643	0.00115645	0.00270144	0.00193067	0.00225692	0.00137616	0.00177898	0.00477092	0.00163108	0.00109069	0.0015639	0.00179727	0.00255938	0.00290771	0.00401599	0.0022612	0.00280162	0.00205321	0.00226082	0.00116661	0.00323274	0.0026565	0.00117325	0.00151906	0.0037219	0.00262998	0.00179021	0.00103875	0.00239594	0.00185248	0.00168477	0.00251696	0.00158408	0.00207228	0.00185402	0.00225151	0.00355491	0.00261747	0.00378222	0.00195644
PWY-7560: methylerythritol phosphate pathway II	0.00559242	0.00332158	0.00506842	0.00578519	0.00698371	0.0048127	0.00521596	0.00584933	0.00516443	0.00489335	0.00946528	0.00340792	0.00664013	0.00747452	0.00615228	0.00710113	0.00682698	0.00416491	0.00494448	0.0046032	0.0107076	0.0036184	0.00593915	0.00514373	0.00382941	0.00549672	0.00640255	0.00553956	0.00552377	0.00541185	0.00388447	0.0052364	0.00505054	0.00799903	0.00698537	0.00503326	0.00810587	0.00625089	0.00487028	0.00522513	0.00726952	0.00316533	0.0046092	0.0029253	0.00443672	0.0102133	0.00649037	0.00528334	0.00601045	0.00545552	0.00678865	0.00601633	0.00606645	0.00853167	0.00692042	0.00722809	0.00600941	0.00961842	0.00502071	0.00453192	0.00542529	0.00458469	0.00326451	0.00611461	0.00501236	0.00463841	0.00607054	0.00759467	0.00540778	0.00501397	0.00646413	0.00656529	0.00689003	0.00469567	0.00696631	0.00632106	0.00688912	0.00410303	0.00624225	0.00729444	0.00552724	0.00583373	0.0067669	0.00544223	0.00511161	0.00488915	0.00559637	0.00740364	0.0064618	0.00586806	0.00356401	0.00583515	0.00580038	0.00604285	0.0047159	0.0075585	0.00649044	0.00668778	0.00419491	0.00536086	0.00494614	0.0051156	0.00483271	0.00482309	0.00605201	0.00388755	0.00590167	0.00298069	0.00726313	0.00813182
PWY-7616: methanol oxidation to carbon dioxide	0.0	0.0	0.0	0.0	0.0	0.0	1.34047e-05	1.17704e-05	0.0	0.0	0.0	8.7393e-06	0.0	0.0	0.0	1.2699e-05	0.0	0.0	4.21697e-06	0.0	0.0	0.0	0.00017501	0.0	0.0	0.0	0.0	0.0	0.0	3.26209e-05	4.67463e-05	0.0	0.0	0.0	2.48866e-05	0.0	7.39969e-06	0.0	0.000196058	0.0	0.0	0.0	0.0	0.0	3.82012e-06	0.0	4.04795e-05	0.0	8.14088e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76452e-05	8.85738e-06	0.0	9.2395e-06	0.0	1.7264e-05	0.0	0.0	0.0	1.02275e-05	0.0	0.0	0.0	3.13327e-06	2.97853e-06	1.58612e-05	0.0	0.0	0.0	2.74052e-05	0.0	0.0	5.80302e-05	0.0	0.0	0.0	3.35546e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79048e-05	4.71926e-05	0.0	0.0	0.0	1.08469e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.08027e-05	0.0
PWY-7663: gondoate biosynthesis (anaerobic)	0.00637911	0.00654422	0.00631404	0.00711375	0.00637446	0.00537874	0.00487791	0.00530777	0.00858045	0.00696057	0.00708295	0.00630206	0.00549847	0.00734392	0.00923611	0.00562395	0.00593064	0.00980728	0.00566078	0.00614336	0.00629284	0.00602992	0.00532085	0.00463658	0.00564719	0.00587322	0.00667955	0.00566267	0.00797815	0.00635586	0.00545251	0.0069346	0.00918164	0.0064287	0.0046562	0.00731809	0.00942618	0.00500132	0.00525912	0.0084601	0.00518714	0.00336651	0.00589534	0.00622459	0.00587775	0.00682088	0.00560001	0.00669251	0.00734494	0.00472681	0.00800693	0.00875909	0.00771691	0.00598207	0.00730658	0.00552652	0.00718	0.00745616	0.00670243	0.00672227	0.00588928	0.00569343	0.00287509	0.00445542	0.00821691	0.00526926	0.00686589	0.00879462	0.00654533	0.00973503	0.00610115	0.00645819	0.0038535	0.0040377	0.00408986	0.004643	0.00595389	0.00702342	0.00577838	0.00811467	0.00898068	0.0081844	0.00484962	0.00897099	0.00615052	0.00796163	0.00470995	0.00863644	0.00745572	0.00257883	0.00589227	0.00630297	0.00759231	0.00480472	0.00694126	0.0073932	0.0079701	0.00956446	0.0071074	0.00589902	0.00690696	0.00400345	0.00431391	0.00428603	0.0088142	0.00601211	0.0073252	0.00583928	0.00491965	0.00773129
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00141381	0.00124788	0.000699542	0.00152167	0.00328734	0.00196651	0.003222	0.00160179	0.00360949	0.00230028	0.00106715	0.00219671	0.00090643	0.00105273	0.00198362	0.00126936	0.00129235	0.00182293	0.00147641	0.0037438	0.00108962	0.000915737	0.00398477	0.00144153	0.00282482	0.00176222	0.00197831	0.00100681	0.0048231	0.00418372	0.00434473	0.00160855	0.00136645	0.00108826	0.00329458	0.00292125	0.00284115	0.00170689	0.00434629	0.0049813	0.00262373	0.00059438	0.000886094	0.00365744	0.00218061	0.000858393	0.00216244	0.00262251	0.00294964	0.000465838	0.00289553	0.00267475	0.00274566	0.000160842	0.00159986	0.00129261	0.00363348	0.00153482	0.00146108	0.00521705	0.00153635	0.00142336	0.000188951	0.00300374	0.00132363	0.000866589	0.00245228	0.00261724	0.00151472	0.00621389	0.00189969	0.00229396	0.00156334	0.000646446	0.000806398	0.00292257	0.00083952	0.000490808	0.00425962	0.00218894	0.00137374	0.00289671	0.000592096	0.00468431	0.00109059	0.00414795	0.00252979	0.0	0.0012866	0.00212306	0.00281633	0.00236824	0.00228059	0.00193367	0.00116966	0.000183248	0.004787	0.000893846	0.00116272	0.00219504	0.00109552	0.00270553	0.00115278	0.00106556	0.00236453	0.00256663	8.62295e-05	0.00341224	7.56569e-05	0.0
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.000356955	0.000252073	6.78852e-05	8.42299e-05	3.46999e-05	2.54988e-05	0.000568317	3.22447e-05	7.4533e-05	0.000890041	3.76069e-05	0.000396043	0.000229973	0.0	0.000451051	0.000771522	0.000348253	6.21432e-05	0.000749475	0.00316942	5.42064e-05	0.000112315	6.23328e-06	0.000620401	0.00103863	7.33217e-05	0.0	0.0	0.0	0.000822071	0.000101601	0.0	4.11351e-05	8.06846e-05	0.000794311	0.00193592	0.0	2.73631e-05	0.000124557	7.6628e-05	3.99921e-05	0.000133337	0.000103496	0.0	0.00102179	0.0	0.0	0.000311311	0.0	1.67477e-05	0.000337229	0.000457837	0.00030747	0.0	2.58997e-05	0.000141932	0.000343529	6.54058e-05	0.0	0.000120191	0.000370457	0.0	0.0	0.000338509	0.000192307	0.000158621	5.68793e-05	0.000768966	0.0	0.00346287	0.000133111	0.000464449	5.37205e-05	5.04009e-05	2.47088e-05	0.000699867	3.80818e-05	0.0	0.0	0.0	0.000173385	7.51014e-05	0.000133142	0.0	0.000293212	0.00186565	0.000382305	0.0	0.0	0.000117813	0.0021098	0.0	0.00150746	8.04436e-05	0.0	0.0	0.0	0.0	0.0	5.66241e-05	0.000195753	0.000803902	0.0	2.54897e-05	0.0	0.000441006	0.000529767	0.000446803	0.0	0.0
PWY-7723: bacterial bioluminescence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45099e-05	0.0	2.46439e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77981e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77452e-05	0.0	0.0	0.0	0.0	2.21071e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
