# Pathway	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
1CMET2-PWY: folate transformations III (E. coli)	0.00843391	0.00745783	0.00811922	0.00922326	0.00887532	0.00623564	0.00805288	0.00884543	0.00736994	0.00854707	0.0076852	0.00958694	0.00866336	0.00700097	0.00859051	0.00942957	0.0047255	0.0074356	0.00824666	0.00697874	0.00838518	0.00830097	0.00848897	0.00831542	0.00897073	0.0080615	0.00747199	0.00784308	0.0076566	0.00721294	0.00656897	0.00785053	0.00699185	0.00772547	0.00863099	0.00834252	0.00754528	0.00762895	0.00790332	0.00873405	0.00835586	0.00846442	0.00542303	0.00729769	0.00872252	0.00897513	0.00824147	0.00774518	0.0082283	0.00836676	0.0083677	0.00779359	0.0085403	0.00775863	0.00723297	0.00860977	0.00750305	0.00897176	0.00752217	0.00918149
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0.0	0.0	0.0	0.0	0.0	0.00010016	0.0	0.0	5.45307e-05	2.04618e-05	0.0	1.39172e-05	0.0	3.49968e-05	0.0	0.0	0.0	9.41771e-05	9.8485e-06	0.0	0.0	0.0	0.0	4.46573e-05	0.0	0.0	3.76999e-05	0.0	0.0	9.67994e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54202e-05	0.0	0.0	9.29941e-05	0.0	0.0	0.0	0.0	0.0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0.0	2.59932e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27501e-05	0.0	3.9306e-06	0.0	0.0	0.0	0.000180023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72669e-05	0.000185271	2.20574e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99079e-05	7.20537e-05	1.53378e-05	0.0	3.26737e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0.000253563	0.000120746	9.59094e-05	3.11433e-05	0.000149654	0.000347864	0.000162243	4.45729e-05	0.000100939	3.69315e-05	0.0	6.50821e-05	0.000209188	0.000192609	0.000318311	0.000138288	0.000354289	0.000121563	0.000118492	0.000137492	7.99354e-05	0.0	2.87174e-05	3.69102e-05	6.07269e-05	0.000131058	0.000155536	0.0	1.77767e-05	9.38536e-05	0.000133137	0.000151386	5.22633e-05	2.81675e-05	0.0	0.000180535	0.000102538	2.8161e-05	2.25787e-05	0.0	0.0	5.39422e-05	0.000187708	0.000164773	0.000124337	0.000153583	7.09552e-05	7.04316e-05	0.000214975	0.000125719	0.000162578	0.000129416	6.96656e-05	0.0	0.000336602	2.66473e-05	0.000105942	0.0	0.0	0.000146703
ANAEROFRUCAT-PWY: homolactic fermentation	0.00389624	0.00520006	0.00476848	0.0037760099999999	0.00504777	0.00508275	0.00528677	0.00387602	0.00601224	0.00426607	0.00453145	0.0057659	0.00380465	0.00565822	0.00288705	0.00315155	0.00458592	0.00365395	0.00411695	0.00585154	0.00456786	0.00459944	0.00421573	0.0032939	0.00387491	0.00510354	0.00410139	0.00360162	0.0046355	0.00453823	0.00453712	0.00543329	0.00539716	0.00556763	0.0029862	0.00543959	0.00442454	0.0039519	0.00522179	0.00388333	0.0048628	0.0029442	0.0043292	0.0054662	0.0040786	0.00416566	0.00425153	0.00576069	0.00424516	0.00404273	0.00356851	0.0052318	0.00521827	0.00507907	0.00554533	0.00509221	0.00622036	0.00396368	0.00310983	0.00365716
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.00957089	0.0102022	0.0106196	0.0119143	0.00915455	0.00815501	0.00876525	0.0109806	0.00887154	0.0110209	0.0102932	0.00914344	0.0104209	0.009376	0.0104619	0.0110269	0.00615717	0.00965273	0.00951778	0.00942183	0.0101248	0.00951772	0.0102665	0.0106824	0.0109602	0.00996002	0.0103847	0.0113604	0.0104465	0.00998492	0.00903627	0.0103003	0.00937027	0.00901067	0.0112107	0.0102165	0.0100949	0.0105976	0.0110056	0.0104579	0.0107067	0.0103264	0.00693487	0.00833864	0.0100601	0.0115543	0.0110255	0.00982155	0.00935291	0.0106101	0.0110388	0.00881101	0.011273	0.00978176	0.00964858	0.0107831	0.0087306	0.0104851	0.0117977	0.00991184
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0.00315519	0.00159873	0.000832373	0.000762591	0.00189669	0.00385486	0.00288614	0.00200382	0.00173025	0.00149659	0.00127289	0.000589795	0.00170864	0.00141291	0.00104605	0.000929978	0.00386421	0.00268252	0.00147563	0.00110013	0.00237078	0.000750694	0.00217896	0.00115801	0.00147871	0.000348079	0.0024536	0.000890604	0.000564631	0.00100511	0.00184628	0.00124768	0.00149155	0.00104446	0.00119585	0.00114134	0.00340909	0.00194907	0.00128981	0.00190763	0.00144129	0.00109399	0.00396974	0.00168139	0.00116514	0.00114983	0.0017066	0.000879197	0.00177749	0.00162435	0.00160519	0.00183554	0.00257917	0.000971723	0.00142017	0.00161422	0.000626872	0.000693689	0.00106776	0.00126338
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.0	0.0	0.0	0.0	0.0	0.000635811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66307e-06	0.0	0.0	0.0	8.34121e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000129304	0.0	0.0	0.0	5.4269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51084e-06	0.0	7.24328e-05	0.0	0.0	2.33426e-05	0.0	0.0	0.0	0.0	0.0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0.00321078	0.00104733	0.00185701	0.00031614	0.00398541	0.000844436	0.00294102	0.00192568	0.00252962	0.000917683	0.00141873	0.00473634	0.0039921	0.00195356	0.00253544	0.00213116	0.00229281	0.000835617	0.0024386	0.000820002	0.00166525	0.00201785	0.00232592	0.000372136	0.00211183	0.00178957	0.000733368	0.00104039	0.00277669	0.000390411	0.0013008	0.00258695	0.000908512	0.000671757	0.000108341	0.00135244	0.00103482	0.00156942	0.000336832	0.00134379	0.00132861	0.00134089	0.00178828	0.00372099	0.00240209	0.00208201	0.000900376	0.00102682	0.00355413	0.00145374	0.00187287	0.00116955	0.00246231	0.00349296	0.00142025	0.0022731	0.00322596	0.00297507	0.000834889	0.00374853
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.00904591	0.0106131	0.00789082	0.0131639	0.00845635	0.00873918	0.00760363	0.00945923	0.00941277	0.0109078	0.0106644	0.00734658	0.00917624	0.00984651	0.011088	0.0105621	0.0061659	0.0120248	0.00879464	0.0105069	0.0102069	0.0100658	0.00921246	0.011604	0.011821	0.00974637	0.0101656	0.012252	0.0102345	0.0118428	0.00870967	0.00949877	0.00834309	0.0117234	0.0100143	0.0121607	0.00965909	0.0120518	0.0105293	0.0111807	0.0120311	0.0102636	0.00677366	0.00691392	0.0109018	0.0120224	0.0102823	0.00953809	0.00897047	0.0119315	0.0119968	0.0099801	0.0110324	0.00888406	0.0101916	0.0111984	0.0086175	0.0104579	0.00983003	0.00899543
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.00888556	0.010763	0.0076237	0.0133164	0.00849799	0.00873255	0.00709053	0.00936357	0.00969374	0.0112496	0.0107826	0.00709697	0.00902881	0.00969481	0.0113521	0.0108095	0.00641055	0.0122127	0.0088638	0.0104509	0.0103923	0.00982357	0.00912068	0.0121662	0.0118469	0.00950528	0.0101016	0.0127547	0.0102604	0.0118688	0.00886717	0.00960946	0.00805256	0.011238	0.00860771	0.0120275	0.00942254	0.0119912	0.0107793	0.011403	0.0125928	0.0103933	0.00686371	0.00686361	0.0106968	0.0119893	0.0101669	0.00955704	0.00905833	0.012028	0.0120815	0.00988303	0.0106458	0.00875218	0.0102066	0.0111388	0.00848646	0.0104555	0.00968143	0.00884956
ARO-PWY: chorismate biosynthesis I	0.0103808	0.0108723	0.00961476	0.0124166	0.0101981	0.00885317	0.00902982	0.010569	0.0092354	0.0112591	0.0108994	0.00948972	0.00962177	0.00970994	0.0115887	0.0110704	0.0063302	0.0114514	0.00956296	0.0105577	0.0103618	0.00977069	0.0105625	0.0114322	0.0116612	0.0109799	0.00993893	0.0108455	0.00959854	0.0114447	0.00956573	0.0102473	0.00915454	0.0105939	0.0118475	0.0109362	0.00952802	0.0109287	0.0103628	0.011325	0.0120946	0.0106924	0.00696022	0.00893837	0.0110586	0.012167	0.0103115	0.0104511	0.0100875	0.011387	0.0120686	0.00995019	0.0102404	0.00946491	0.00959277	0.0115815	0.00951392	0.0106554	0.01069	0.0112982
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00332726	0.00354562	0.00501642	0.00282629	0.00523583	0.00415125	0.00507338	0.00280815	0.00404814	0.00262556	0.00370223	0.00669573	0.00475466	0.00307379	0.00319222	0.00445561	0.00572587	0.00335104	0.00509607	0.00484977	0.00362663	0.00387615	0.00403412	0.00284489	0.00357987	0.00319993	0.00430339	0.00420656	0.00352845	0.00319257	0.00400419	0.00366625	0.00567964	0.00357099	0.00453916	0.00322495	0.00489066	0.00313961	0.00356162	0.0038462	0.00234074	0.00544055	0.00502446	0.00470464	0.00505469	0.00339629	0.00467433	0.00292062	0.00423876	0.0036005	0.00346441	0.00367546	0.00358761	0.00589527	0.00368934	0.0034774	0.00300758	0.00447659	0.005605	0.00482072
AST-PWY: L-arginine degradation II (AST pathway)	0.000161719	3.17235e-05	1.05061e-05	0.0	0.0	0.00074219	1.76815e-05	0.0	0.000128186	2.2375e-05	0.0	1.76178e-05	0.0	5.70447e-05	0.0	0.0	0.00104244	0.000116815	0.0	0.0	4.91526e-05	0.0	0.0	4.83732e-05	0.0	0.0	0.000147143	0.0	0.0	9.68517e-05	0.000169591	1.48854e-05	0.0	0.0	0.0	2.14461e-05	9.10898e-05	0.0	0.0	0.0	0.0	0.0	0.000566948	6.60003e-05	8.31584e-06	0.0	2.02131e-05	3.6371e-05	0.0	1.79563e-05	0.0	6.62966e-05	0.0	0.0	0.000102146	0.0	5.89488e-06	0.0	0.0	0.0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.0035884	0.00127795	0.000996958	0.000616066	0.000671807	0.00225271	0.00164637	0.00154511	0.00197666	0.000698481	0.00135915	0.00216786	0.00199951	0.00205675	0.000770499	0.000883345	0.00298639	0.00158717	0.00187779	0.00112028	0.0015992	0.00096759	0.000950924	0.00061692	0.00096591	0.0021598	0.00190444	0.000569695	0.000878052	0.00100221	0.00232281	0.00159008	0.000953954	0.00153511	0.000241288	0.00164448	0.00160717	0.000520534	0.000379459	0.000614533	0.00111759	0.000609335	0.0036225	0.00297388	0.00117113	0.000859629	0.00100078	0.00149519	0.00151022	0.000912641	0.000795243	0.00218708	0.00139941	0.00183745	0.00187599	0.000963955	0.00252735	0.000398502	0.000334663	0.000350589
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00965477	0.0108901	0.0117408	0.0118479	0.0100985	0.00939115	0.0102761	0.0103133	0.0108141	0.0109847	0.0108788	0.00882825	0.0104524	0.0101537	0.011467	0.0124681	0.0078651	0.0103474	0.00970428	0.0125037	0.0100663	0.010513	0.0104901	0.010919	0.0110484	0.0115044	0.0113818	0.012275	0.0112694	0.0114539	0.00935652	0.0105549	0.0110204	0.0106529	0.0129588	0.0111096	0.0103286	0.0101819	0.0110493	0.0111491	0.0117085	0.0125063	0.00757008	0.0100139	0.00920517	0.0111481	0.0110403	0.0105029	0.0093263	0.0100724	0.0111069	0.0112363	0.0105994	0.00866337	0.00993469	0.0120283	0.0102259	0.0103601	0.0140921	0.0114405
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00966796	0.0102843	0.0101577	0.0114745	0.00870287	0.00826446	0.0079345	0.0110218	0.00827579	0.0100947	0.0101541	0.00834628	0.00956286	0.00845273	0.0105618	0.0113341	0.00656248	0.00986287	0.00953317	0.00885799	0.00892445	0.00954558	0.00891303	0.0104235	0.0106774	0.0100299	0.010047	0.0105504	0.00949141	0.0106849	0.00963882	0.00932301	0.00862502	0.00851121	0.0104345	0.00913688	0.0101935	0.00889856	0.0101451	0.0104312	0.0101707	0.0100825	0.0073478	0.00769176	0.00970052	0.011	0.011011	0.0105206	0.00891945	0.0102171	0.0106701	0.00857774	0.0108023	0.00842831	0.00889577	0.0102277	0.00710443	0.0101525	0.010701	0.0101278
CARNMET-PWY: L-carnitine degradation I	7.91093e-05	6.69571e-06	0.0	0.0	0.0	6.56327e-05	0.0	0.0	2.83058e-05	4.82866e-06	0.0	3.84896e-06	0.0	1.96852e-05	4.8297e-06	0.0	0.000392087	4.42392e-05	0.0	0.0	6.68095e-06	0.0	0.0	1.60294e-05	0.0	0.0	6.03284e-05	0.0	0.0	6.1151e-05	7.62164e-05	1.1565e-05	0.0	0.0	0.0	0.0	1.43253e-05	0.0	0.0	0.0	0.0	0.0	0.000232275	1.52068e-05	2.23819e-06	0.0	0.0	7.72072e-06	0.0	3.40104e-06	0.0	0.0	0.0	0.0	1.23295e-05	0.0	0.0	0.0	0.0	0.0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.000170897	0.0	0.0	3.46083e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98165e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.10612e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	0.000820559	0.000852267	0.000127248	0.00118589	0.000834385	0.000479588	0.00110187	0.00074796	0.00062841	0.000469323	0.00110299	0.00015376	0.000801375	0.000715598	0.000641472	0.00123533	0.000319048	0.000993077	0.000992168	0.000398074	0.00123191	0.000419819	0.00123168	0.000574552	0.000443951	0.00087742	0.00045455	0.0015462	0.000877728	0.00112247	0.00117724	0.00072127	0.000646043	0.00105011	0.000400673	0.00102743	0.000961851	0.000984041	0.000429907	0.00125135	0.00163956	0.00124616	0.000608707	0.000389089	0.000897908	0.000775407	0.000843016	0.000322905	0.000620616	0.000473685	0.000537939	0.000677104	0.00120729	0.000466269	0.000625654	0.000625158	0.000374382	0.000608174	0.000822446	0.000711278
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000145668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93231e-05	0.000112526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36756e-05	0.0	0.0	0.0	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.00249896	0.00113507	0.00316126	0.00235631	0.00456077	0.00130897	0.00362931	0.00178908	0.00301421	0.00169002	0.00180798	0.00597736	0.00256258	0.00432141	0.00240679	0.00232958	0.00306444	0.00134798	0.00280589	0.00134531	0.00280082	0.00129349	0.00366029	0.000457944	0.00270061	0.00498346	0.00083317	0.00227804	0.00217391	0.000539693	0.00128348	0.00207903	0.00129073	0.00193781	0.000218434	0.00170306	0.00108888	0.00183508	0.000501408	0.00164732	0.00381287	0.00158252	0.00248915	0.00423618	0.00264379	0.00301655	0.00105894	0.00141842	0.00307641	0.00235736	0.00197369	0.00281725	0.00580703	0.00302109	0.00341157	0.00276945	0.00400272	0.00366134	0.000629371	0.00245719
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00887662	0.00866392	0.00750387	0.00984465	0.0090236	0.00709639	0.0070937	0.00873317	0.0085507	0.00899575	0.00880715	0.00789804	0.00802004	0.0087103	0.00927277	0.00895937	0.00449065	0.00796274	0.00746895	0.00914912	0.00895248	0.00884887	0.00948416	0.0088767	0.00900282	0.0090615	0.00767712	0.00867384	0.00848214	0.00995671	0.00856972	0.00920313	0.0071853	0.0100817	0.0098029	0.0080736	0.00775646	0.00962285	0.00837814	0.00856808	0.00913696	0.00801787	0.00539484	0.00795891	0.00939664	0.00935869	0.00797499	0.00766807	0.00827462	0.0089671	0.00942694	0.00887783	0.00885459	0.00782945	0.00800013	0.00885249	0.00818954	0.00917246	0.00819802	0.00951331
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.00819247	0.0081574	0.00717465	0.00910059	0.00842982	0.00666021	0.00717113	0.00821914	0.00807923	0.00847123	0.00815197	0.00758692	0.00753509	0.00802844	0.00862117	0.00835477	0.00418773	0.00730648	0.00692724	0.00862463	0.00834525	0.0082548	0.00867753	0.00822438	0.00837174	0.00853786	0.00720281	0.00794884	0.00800899	0.00914259	0.00818169	0.00861779	0.00687325	0.00934879	0.00967574	0.0072551	0.00765797	0.00891255	0.00794833	0.00798299	0.00838959	0.00752348	0.00496595	0.00767202	0.00868119	0.00871356	0.00722631	0.00748218	0.00777113	0.00828886	0.00861922	0.00836344	0.00800278	0.00756534	0.00732946	0.00823102	0.00765854	0.00865397	0.00779317	0.00907431
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	0.00375428	0.00280088	0.00351225	0.00443202	0.00401408	0.00343155	0.00202114	0.00215359	0.00334712	0.00285345	0.00499203	0.00348763	0.00384852	0.00318311	0.00416355	0.00489055	0.00212543	0.00286027	0.00466795	0.00262394	0.00304825	0.0028608	0.00364212	0.00421006	0.00277936	0.00308402	0.00357168	0.00450545	0.00423597	0.00345875	0.00307486	0.00333023	0.00251881	0.0030202	0.00174795	0.00227071	0.00266922	0.00399548	0.00248825	0.00300852	0.00322096	0.00314605	0.00322025	0.00291903	0.00373254	0.00481439	0.00407391	0.00237486	0.00441765	0.00432253	0.00473035	0.0030155	0.00144741	0.00348359	0.00270673	0.00421108	0.00256523	0.00425218	0.00308188	0.00422847
COLANSYN-PWY: colanic acid building blocks biosynthesis	0.00253244	0.00271538	0.0022804	0.0032589	0.00372742	0.00281133	0.0036918	0.00367962	0.00355707	0.00341243	0.00310298	0.00302751	0.00284287	0.00278535	0.00321337	0.00276307	0.00347062	0.00268728	0.00388032	0.00316201	0.00275294	0.00339023	0.00272407	0.00329598	0.00321417	0.0031891	0.00274674	0.00231564	0.00355809	0.00266848	0.00261857	0.00343416	0.00404991	0.00266814	0.00281542	0.002297	0.00323275	0.00326665	0.0048515	0.00244635	0.00287138	0.00294371	0.00355686	0.00338204	0.00304038	0.00313434	0.00325014	0.00274169	0.00351183	0.00333262	0.00334781	0.00237845	0.00303168	0.00416808	0.00307436	0.00297671	0.00334838	0.00364517	0.00346056	0.00303973
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	0.00965458	0.0101526	0.00923566	0.0116672	0.00958771	0.00815536	0.0082476	0.00977499	0.00889957	0.0109446	0.0100329	0.00918469	0.00937414	0.0090205	0.010896	0.0105683	0.0060735	0.010912	0.00886765	0.00993524	0.00984953	0.00945458	0.0094496	0.0108763	0.0109387	0.0102959	0.0093842	0.0101978	0.00929492	0.0105115	0.00849612	0.00980803	0.00908384	0.00948451	0.0111499	0.010521	0.00858022	0.0101141	0.010069	0.0108583	0.0115535	0.0103758	0.00653783	0.00852625	0.0103169	0.0114253	0.00922939	0.00973881	0.00945495	0.0106282	0.0112907	0.00926944	0.00937956	0.00880359	0.00918997	0.0109211	0.00908546	0.00991204	0.0105197	0.01034
CRNFORCAT-PWY: creatinine degradation I	0.0	0.0	0.0	8.90955e-05	0.0	0.0	8.92712e-05	0.000201652	9.65284e-05	0.0	6.46072e-05	0.0	5.59163e-05	0.0	3.62144e-05	0.000299253	4.03593e-05	0.000144523	8.35467e-05	0.0	4.20725e-05	0.000325128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175849	0.000258944	0.0	0.0	0.0	8.03785e-05	6.43759e-05	0.0	0.0	0.000175559	0.0	0.0	0.0	0.00013693	1.29157e-05	0.0	0.000146391	0.0	0.000139806	0.0	0.0	0.0	0.000142051	0.0	0.0	0.000212969	0.000284897	0.0	0.0	0.0	0.0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	0.00163333	0.00139277	0.00222431	0.00185281	0.00185871	0.00305413	0.00134747	0.00204538	0.0020467	0.000912505	0.00245147	0.00314704	0.00135778	0.00285056	0.0024332	0.000996356	0.00409363	0.00187209	0.00183535	0.00293051	0.000808444	0.00240543	0.00161619	0.00100925	0.00164432	0.0032438	0.00188393	0.00155726	0.00193163	0.00161168	0.00165929	0.00316384	0.00133888	0.00439461	0.00711186	0.00370031	0.00115113	0.00149938	0.000624439	0.00126862	0.00276779	0.000424446	0.00346767	0.00193724	0.00232897	0.00225098	0.0018162	0.0039087	0.00114489	0.000853093	0.00133801	0.00358308	0.00227824	0.00178989	0.00282638	0.00212662	0.0055291	0.00139384	0.000373963	0.00116433
DARABCATK12-PWY: D-arabinose degradation I	9.40397e-05	1.20321e-05	6.58705e-06	1.03989e-05	0.0	0.000138222	4.20272e-06	0.0	6.28634e-05	5.97466e-06	0.0	7.88591e-06	0.0	2.72792e-05	5.8686e-06	0.0	0.000495173	0.00010841	4.41081e-05	9.50858e-05	1.76234e-05	0.0	2.25635e-05	8.03061e-05	0.0	0.0	7.35023e-05	0.0	0.0	8.54336e-05	9.38922e-05	4.3258e-06	8.57187e-05	2.41812e-05	0.0	5.60133e-06	4.89916e-05	0.0	0.0	0.0	0.0	0.0	0.000356312	3.4394e-05	0.0	0.0	1.03807e-05	2.27596e-05	0.0	1.22629e-05	0.0	7.7078e-05	0.0	0.0	3.21492e-05	0.0	4.6464e-06	0.0	0.0	0.0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.65194e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85036e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.00058903	0.000149215	0.000133675	0.0	0.0	0.000750163	0.0	0.0	0.00117584	0.0	0.0	0.0	0.0	0.000172467	0.0	0.0	0.00207096	0.000432914	0.0	0.0	0.0	0.0	0.000206951	0.000540024	0.0	0.0	0.000509556	0.0	0.0	0.00072446	0.000516086	0.00010244	0.000776078	0.0	0.0	0.0	0.000411138	0.0	0.0	0.0	0.0	5.14994e-05	0.00144365	0.000337288	0.0	0.0	0.0	0.0	0.0	0.000168387	0.0	0.0	0.0	0.0	0.000484312	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.00994535	0.0102063	0.0155909	0.0128158	0.010898	0.00921457	0.011771	0.0125239	0.00873181	0.0113856	0.012556	0.0163894	0.0116329	0.0121558	0.0130558	0.012447	0.00690855	0.0100699	0.010656	0.0178135	0.0106176	0.0112204	0.0129691	0.0121866	0.0123093	0.0127594	0.0118673	0.0137051	0.0116627	0.0112099	0.00851247	0.0108671	0.0127199	0.0135947	0.0185989	0.0111805	0.0103125	0.0112266	0.0118552	0.00946955	0.0132301	0.0173206	0.00976537	0.0108276	0.0121224	0.0117575	0.0136624	0.00811616	0.0132974	0.0116258	0.0134989	0.0108409	0.0136818	0.0115239	0.0105642	0.012475	0.0109147	0.0116721	0.0178716	0.0123044
ECASYN-PWY: enterobacterial common antigen biosynthesis	0.000160497	3.77522e-05	9.21574e-06	0.0	0.0	0.000366611	2.28277e-05	0.0	0.000305064	0.0	0.0	0.0	0.0	4.93466e-05	2.43029e-05	0.0	0.000371493	0.000123204	0.0	0.0	4.16675e-05	0.0	0.0	0.000116258	2.42504e-05	0.0	0.000195522	0.0	0.0	0.000154804	0.000101888	3.86948e-05	0.0	0.0	0.0	1.05998e-05	0.00010972	0.0	0.0	0.0	0.0	0.0	0.000395165	7.66864e-05	1.97394e-05	0.0	8.00166e-06	0.0	0.0	2.98499e-05	0.0	0.000111217	0.0	0.0	0.000100869	0.0	0.0	0.0	0.0	0.0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	0.000664846	0.000142187	9.29238e-05	0.0	0.0	0.00114433	7.23333e-05	5.61275e-05	0.000526985	0.0	0.0	7.84752e-05	0.0	0.000181145	7.03674e-05	0.0	0.00254395	0.000364798	6.67522e-05	0.0	0.000224612	0.0	0.0	0.000280469	0.0	0.0	0.000480492	0.0	0.0	0.000570915	0.000597327	0.000147458	0.0	0.0	0.0	3.90833e-05	0.000377133	0.0	0.0	0.0	0.0	0.0	0.00203076	0.000291183	1.43048e-05	0.0	0.000153155	0.000231579	0.0	8.30689e-05	0.0	0.000291901	0.0	0.0	0.000311866	0.0	4.44982e-05	0.0	0.0	0.0
