# Pathway	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.00119231	0.000902192	0.00130546	0.000538772	0.00449978	0.00152113	0.00328509	0.00295516	0.00265332	0.000714849	0.0010959399999999	0.00416892	0.00287681	0.00255976	0.00160285	0.00189972	0.00247912	0.00117067	0.00152589	0.00106937	0.000925319	0.00204048	0.00244574	0.0003522	0.00138039	0.00155921	0.000706409	0.000433359	0.0032639	0.000450847	0.00231988	0.00276832	0.00153451	0.000811713	0.00359247	0.00164027	0.00162169	0.00180165	0.000772556	0.00107255	0.000710565	0.00121316	0.00276802	0.0040264	0.0010081	0.000668913	0.000894474	0.00142551	0.0029274	0.00150706	0.00166311	0.00159487	0.00331889	0.00307227	0.00165592	0.00212928	0.00321201	0.00313829	0.000520506	0.00228852
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.00366552	0.0013903	0.000969561	0.00110825	0.000487885	0.00298113	0.00113785	0.00134506	0.00170747	0.000627495	0.0012152	0.00178224	0.00168382	0.00255675	0.000592771	0.000579106	0.00455529	0.00180114	0.0015733	0.00115335	0.00155131	0.00127077	0.000736437	0.000590043	0.000772929	0.0023837	0.00267442	0.000495873	0.000499152	0.000950226	0.00272796	0.00119829	0.000873139	0.00213919	0.00446424	0.00176891	0.0019314	0.000399148	0.000326026	0.000471223	0.00101144	0.00047283	0.00462499	0.00283469	0.000994716	0.000692458	0.000922251	0.00153857	0.00118988	0.000754901	0.000625019	0.00216269	0.00124765	0.0015774	0.00209158	0.000757794	0.00240062	0.000286977	0.000258831	0.000196632
PWY1G-0: mycothiol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93227e-05	0.0	0.0	0.0	3.72631e-05	0.0	0.0	0.0	0.0
PWY1ZNC-1: assimilatory sulfate reduction IV	0.000647561	0.000281562	0.000163458	0.000847887	0.000252704	0.000818697	0.000656688	0.000575533	0.000414931	0.000533528	0.000663446	1.56146e-05	0.000278216	0.000502312	0.000323765	0.000559	0.00137467	0.000263821	0.000937264	0.000533852	0.00058242	0.00020343	0.000718136	0.000523085	0.000859341	0.000775792	0.000393517	0.000307295	0.00106947	0.000327837	0.000246025	0.000597075	0.000184138	0.000536697	0.000239078	0.000353929	0.000290264	0.000308089	0.000329857	0.000447577	0.00041479	0.000506143	0.00103388	0.000267841	0.000848626	0.000601043	0.000253737	0.0011202	0.000338359	0.000466786	0.000542276	0.000198853	0.000633539	0.000221717	0.000687837	0.000457304	0.000708893	0.000419199	0.000515384	0.00040354
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	4.54862e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86027e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17437e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.000526601	0.00266398	0.000972333	2.40901e-05	0.00171858	0.00171231	0.000953054	0.000707943	0.00207085	0.000237703	0.00121326	0.00163573	0.000532824	0.00201287	0.000187369	4.30856e-05	0.00273473	0.000691237	0.000938117	0.0019441	0.000673308	0.00155795	0.000173126	0.000701866	0.000176052	0.00254015	0.00127755	0.000217235	0.00107641	0.000792458	0.000729593	0.00123105	0.00488671	0.00232955	0.000371455	0.000909331	0.000873615	0.000113366	0.0016252	0.000987564	0.00124629	0.000241037	0.00216049	0.00327385	0.000877565	0.00133956	0.00124385	0.00236707	4.9477e-05	0.00111286	0.000909586	0.00259847	0.000388657	0.00165919	0.00107272	0.00124108	0.00118604	7.55138e-05	0.00119685	0.0
PWY490-3: nitrate reduction VI (assimilatory)	3.54296e-05	0.0	2.54222e-05	2.24073e-05	1.65104e-05	0.0	0.0	0.0	0.0	2.40028e-05	0.0	0.0	3.05543e-05	1.10216e-05	0.0	0.0	0.0	0.0	4.6473e-05	0.0	0.0	0.0	0.0	2.06295e-05	2.81017e-05	0.0	4.19822e-05	0.0	0.0	2.22822e-05	0.0	1.44697e-05	2.65345e-05	0.0	2.79545e-05	0.0	3.47408e-05	0.0	1.70215e-05	0.0	0.0	2.31526e-05	0.0	0.0	2.59303e-05	3.15714e-05	5.0936e-05	0.0	2.09048e-05	3.87506e-05	2.49143e-05	0.0	0.0	0.0	0.0	2.92172e-05	0.0	2.87507e-05	0.0	2.56405e-05
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.00217134	0.00200105	0.00441813	0.000933196	0.00246421	0.00335746	0.00282289	0.000724934	0.00281918	0.00149876	0.00204527	0.00192356	0.0024067	0.00161831	0.00168735	0.00207509	0.00524789	0.00187967	0.00299848	0.00237831	0.00127076	0.00345921	0.00226364	0.00160724	0.000979979	0.00133885	0.00303384	0.00156705	0.00322565	0.00134143	0.00252526	0.00263798	0.00604986	0.000780959	0.00580432	0.000970838	0.0027714	0.00131654	0.00548748	0.00144856	0.000487614	0.00424761	0.00496616	0.0049295	0.00146088	0.0010297	0.00225619	0.00348665	0.00306482	0.00198441	0.00132399	0.00154146	0.000695271	0.00370358	0.00199735	0.0022119	0.00388358	0.00197658	0.0049307	0.00160922
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.00217134	0.00200027	0.00441813	0.000933196	0.00246421	0.00335746	0.00282289	0.000724934	0.00281918	0.00149876	0.00204527	0.00192356	0.0024067	0.00161831	0.00168735	0.00207509	0.00524789	0.00187967	0.00299841	0.00237831	0.00127076	0.00345921	0.00226364	0.00160724	0.000979979	0.00133885	0.00303384	0.00156705	0.00322565	0.00134143	0.00252526	0.00263798	0.00604369	0.000780959	0.00580213	0.000970838	0.0027714	0.00131654	0.00548748	0.00144856	0.000487614	0.00424667	0.00496616	0.0049295	0.00146079	0.0010297	0.00225619	0.00348665	0.00306482	0.00198434	0.00132399	0.00154146	0.000695271	0.00370358	0.00199735	0.0022119	0.00388358	0.00197658	0.0049307	0.00160922
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.000418172	0.000441007	0.000146034	0.00016637	0.000380983	0.0013774	0.000238034	0.00180149	0.000814878	0.000329681	0.000158633	0.000259276	0.0	0.000357474	0.000185183	0.000276885	0.000471689	0.000703397	0.00018463	3.58185e-05	0.000342833	0.000235489	4.39667e-05	0.000421273	0.000318625	0.000228841	0.000397894	0.000229818	0.000103411	0.000575582	0.000419421	0.000166738	0.000547622	0.000251164	7.16401e-05	0.000133853	0.000531924	0.000299325	0.000315143	5.4863e-05	0.000197087	0.000183914	0.00131276	0.000619419	0.000224257	0.000123366	0.000292352	0.000476937	0.000209055	0.000372393	9.60126e-05	8.42564e-05	0.000146738	0.000130959	0.00101356	0.000150689	0.000220278	8.57813e-05	0.000193644	0.000193176
PWY66-367: ketogenesis	0.0	3.55193e-05	5.47184e-05	0.0	0.0	0.0	1.48691e-05	0.0	5.03797e-05	0.0	0.0	1.21525e-05	0.0	1.4792e-05	0.0	0.0	0.0	0.0	5.44792e-05	0.0	4.32926e-05	0.0	0.0	0.0	0.0	2.96133e-05	0.0	0.0	0.0	0.0	0.0	5.23788e-05	0.000117727	0.0	6.18234e-05	4.08293e-05	0.0	2.20715e-05	0.0	0.0	0.0	6.20692e-05	7.529e-05	6.26896e-05	0.0	3.43491e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32692e-05	0.0	0.0	0.0	0.0
PWY66-388: ceramide degradation by &alpha;-oxidation	0.0	0.0	0.0	0.0	0.0	8.75385e-05	0.000494968	4.8712e-06	0.0	0.0	0.0	0.0	0.0	5.24362e-05	0.0	0.0	0.0	2.81725e-05	0.0	1.71817e-06	1.19314e-05	0.0	1.12458e-05	2.40656e-05	0.0	0.0	0.0	5.33951e-05	0.0	2.08143e-05	0.0	0.0	7.03653e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.48361e-05	6.61337e-05	0.0	4.082e-05	9.77391e-06	6.40878e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000109811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	1.21572e-05	6.24797e-06	2.69397e-06	0.0	2.24618e-05	0.000605203	0.000566614	4.92471e-06	0.000188455	3.50445e-05	0.0	0.000128141	0.0	6.13281e-05	9.41977e-06	0.0	9.52472e-06	3.4577e-05	3.46609e-05	1.73715e-06	1.30208e-05	2.78332e-05	1.44532e-05	0.000188246	0.0	0.0	0.000141253	0.000195467	1.92476e-06	0.000220587	4.0454e-05	1.7747e-06	0.0001233	0.0	0.000781323	2.33772e-05	0.00124722	0.0	2.09729e-05	1.90468e-05	9.67341e-05	0.0	4.35923e-05	9.78995e-06	3.30576e-05	0.0	3.81884e-05	2.27724e-05	3.16998e-05	2.74713e-05	0.0	0.000121491	0.0	0.0	0.000157491	2.94731e-05	2.96658e-06	0.0	3.4121e-06	0.0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0.0	0.000279759	0.000197602	0.0	0.000199793	0.0	7.61674e-05	0.0	0.000315328	0.0	0.0	0.000114406	0.0	0.000260027	2.9046e-05	0.000242744	2.12195e-05	0.0	0.00022563	0.0001271	0.0	0.0	0.0	0.0	0.000171987	0.000112879	7.08731e-05	0.0	0.000163451	0.0	0.0	0.0	4.12035e-05	0.0	0.0	0.000335051	0.0	0.0	0.0	0.0	5.53659e-05	1.79113e-05	0.000845439	0.000339198	6.76615e-05	0.0	0.0	0.0	0.000224015	9.91765e-05	3.97541e-05	5.59763e-05	0.0	0.0	0.000364948	6.74161e-05	0.000267536	0.000151309	0.0	7.64058e-05
PWY66-399: gluconeogenesis III	0.00189617	0.00190605	0.0010954	0.00180031	0.00214396	0.0014577	0.00304547	0.00266639	0.00282813	0.00205701	0.0016221	0.000188738	0.00186705	0.00215468	0.00139938	0.00205665	0.000841639	0.00178992	0.00111082	0.00279095	0.00208235	0.00234075	0.00295123	0.00142227	0.002437	0.00216777	0.0020825	0.00193189	0.002144	0.00192255	0.00280826	0.00198094	0.00119194	0.00255407	0.00180321	0.00280164	0.00243789	0.00205034	0.00217297	0.00228357	0.00254396	0.00170924	0.00180279	0.00212814	0.00206655	0.00128477	0.00222711	0.0023804	0.00167672	0.00179599	0.00189953	0.00254793	0.00330705	0.00108028	0.00311321	0.00207203	0.00285376	0.00212936	0.00108914	0.00149604
PWY66-409: superpathway of purine nucleotide salvage	0.00276127	0.00376932	0.000732425	0.000999221	0.00378558	0.00202773	0.00344417	0.00189035	0.00308967	0.00236171	0.00219656	0.00227993	0.00227063	0.0018922	0.000772726	0.000664596	0.00330733	0.00207766	0.00246435	0.000591276	0.0030055	0.00335287	0.00143398	0.00132551	0.00218738	0.00124532	0.0027578	0.000450056	0.00194022	0.00469276	0.0033618	0.00167599	0.00433949	0.000778605	0.00162832	0.00120285	0.00211503	0.00321947	0.00314776	0.003585	0.00103595	0.00178499	0.00293758	0.00448122	0.00253078	0.00196365	0.000768896	0.0041993	0.00314729	0.00260576	0.00173565	0.00207867	0.00184799	0.00441959	0.00155744	0.00217262	0.00206181	0.0018979	0.0015246	0.00202125
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.0086407	0.00709687	0.00833762	0.00992462	0.00755424	0.00689979	0.0083866	0.00844611	0.00841372	0.00977203	0.00800142	0.00980398	0.00933966	0.00875971	0.00870632	0.00829207	0.00555958	0.0088944	0.00899037	0.00716341	0.010352	0.00761808	0.00765175	0.00852356	0.0101952	0.00726005	0.00763955	0.00851251	0.00951912	0.00790085	0.00672757	0.00897354	0.00717212	0.0063726	0.00861957	0.00858455	0.00819623	0.00923851	0.00798413	0.00899213	0.00882421	0.00953847	0.00706734	0.00750756	0.008118	0.00854311	0.00692714	0.00847871	0.00997802	0.00948156	0.00911159	0.00644225	0.0100968	0.00933923	0.00870949	0.00907491	0.00740308	0.0103286	0.00632893	0.00972541
PWY66-430: myristate biosynthesis (mitochondria)	0.0	9.78096e-05	0.0	0.0	0.0	0.000345632	0.0	0.0	0.000104588	1.55385e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54588e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103165	0.0	0.0	0.0	0.0	0.0	0.0	0.000176097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107784	0.0	5.11987e-05	0.0	0.0	0.0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.000639188	0.00272298	0.00108213	3.35627e-05	0.0016101	0.00175132	0.00113638	0.000884651	0.00197393	0.000316177	0.00113061	0.000925764	0.000641819	0.00192169	0.000240539	5.90226e-05	0.00265814	0.000848386	0.0011164	0.00206763	0.000769802	0.00150279	0.000235054	0.00080727	0.000238259	0.00149357	0.00143403	0.000292372	0.00122155	0.000951705	0.000933852	0.00114606	0.00305464	0.00225141	0.000480276	0.00108205	0.00107736	0.000154536	0.00179008	0.00118204	0.00135419	0.000324369	0.0020132	0.00285502	0.000997264	0.00118163	0.00144041	0.00252123	6.76319e-05	0.00113987	0.000962361	0.00235607	0.000480674	0.00167243	0.00119317	0.000945181	0.000993826	0.0001020219999999	0.00137318	0.0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.00610587	0.00559441	0.00738555	0.00595857	0.0060178	0.00463759	0.00600874	0.00692845	0.00535695	0.00639901	0.0060876	0.00735586	0.00716234	0.00620748	0.00647958	0.00713263	0.00344201	0.005562	0.00609088	0.00574254	0.00607013	0.00607062	0.00642567	0.00603704	0.00605869	0.00633557	0.00541176	0.00586152	0.00659717	0.00493284	0.00594293	0.00626589	0.00471789	0.00487587	0.00685703	0.00655304	0.0055153	0.00566452	0.00586014	0.00608538	0.00585592	0.00646755	0.00456735	0.00556992	0.00564876	0.00580994	0.00652548	0.00526838	0.00647954	0.00600208	0.00602479	0.00528965	0.00637253	0.00611306	0.0057339	0.00653936	0.00530853	0.00633381	0.00636641	0.00715455
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.00104031	0.000665662	0.00105464	0.000411476	0.0042785	0.00143705	0.0026127	0.00255443	0.00211818	0.000524789	0.000831191	0.00308735	0.00235208	0.002038	0.0013174	0.00146778	0.00193562	0.000937873	0.00120202	0.000806645	0.000733368	0.00169161	0.0020471	0.000250351	0.00107757	0.00121097	0.000610276	0.000332598	0.00238671	0.000433672	0.00174589	0.00213378	0.00105528	0.000646595	0.00443564	0.00126865	0.00121626	0.00140238	0.000498197	0.000831833	0.000566729	0.00095813	0.00224745	0.00351861	0.000830365	0.000525452	0.000708213	0.00101936	0.00243007	0.00112878	0.0012364	0.00124096	0.00276591	0.00248996	0.00125486	0.0016318	0.00249651	0.00236633	0.000384709	0.00197196
REDCITCYC: TCA cycle VI (Helicobacter)	0.000257764	0.000146683	0.0001627	0.0	2.26082e-05	0.000310574	0.000113523	7.93374e-05	0.000279336	0.000136699	0.0	2.89435e-05	0.0	7.12554e-05	4.75765e-05	3.46458e-05	0.000415417	0.000294471	7.88668e-05	7.20346e-05	4.16177e-05	0.000372013	0.00017476	0.000116629	4.81112e-05	0.0	0.000190085	6.63131e-05	0.000117044	0.000193998	0.00035458	8.98981e-05	0.000177278	7.91111e-05	0.000181685	8.13623e-05	0.000186634	0.0	0.0	0.0	7.11019e-05	2.65173e-05	0.00069024	0.000217968	4.93526e-05	3.55347e-05	0.00016152	0.000161274	0.0	0.000109836	0.0	1.45582e-05	0.0	0.0	9.21521e-05	0.0	8.87843e-05	0.00012075	5.98407e-05	0.0
RHAMCAT-PWY: L-rhamnose degradation I	0.00292311	0.00202712	0.00166194	0.00258465	0.00259441	0.00347344	0.00221091	0.00178422	0.002885	0.00190761	0.00237925	0.0054727	0.00292657	0.00296393	0.00190298	0.00179129	0.00297082	0.00238541	0.00303718	0.00180657	0.00299879	0.00281301	0.00275588	0.00194744	0.00349487	0.00180511	0.00206351	0.00211174	0.00227368	0.00238388	0.00190554	0.00176322	0.00201789	0.00402459	0.00133567	0.00179335	0.00167052	0.0020315	0.00239557	0.0018327	0.0028574	0.00304573	0.0030135	0.0029987	0.00232624	0.00358247	0.00223046	0.0019593	0.00354546	0.00249753	0.00294031	0.00264329	0.00256569	0.00389073	0.00255648	0.00244092	0.00398874	0.00335569	0.00344481	0.00248213
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.00791199	0.00624789	0.00594266	0.00673945	0.00467001	0.00511571	0.00659666	0.00674989	0.00416368	0.00661036	0.00660007	0.00697878	0.00668872	0.00577416	0.00720939	0.00686581	0.00382709	0.00563719	0.00622716	0.00420663	0.00609179	0.00611145	0.00695255	0.00711958	0.00597022	0.00663835	0.00596254	0.00800942	0.00546449	0.00583189	0.0066901	0.00598222	0.00439418	0.00398825	0.00464041	0.00520347	0.00623228	0.00665628	0.00622243	0.00577524	0.00638672	0.00701979	0.00429234	0.00468612	0.00602739	0.00739103	0.00637507	0.00442372	0.00672326	0.00700073	0.00760171	0.00565356	0.00608256	0.00609064	0.00453772	0.00698639	0.0047344	0.00621253	0.00689994	0.00601204
RUMP-PWY: formaldehyde oxidation I	0.000127581	0.000295854	5.5625e-05	0.00058789	0.0	0.000167397	0.00048349	0.000477884	0.000156026	0.000699968	0.000133331	6.47311e-05	0.0	0.000359561	0.00022107	0.000752856	3.25942e-05	0.000481459	0.000125854	0.000532302	0.000200871	0.000108852	0.000541128	0.000126446	7.26988e-05	0.000306816	0.000125421	0.0	0.000393355	0.000324954	0.000472678	0.000147348	0.000125421	0.000584708	0.000167182	0.000279651	0.000325052	0.000678663	0.000278667	0.000379097	0.000546771	0.000363301	9.42804e-05	0.000381039	0.000139925	0.000239162	0.000650178	0.00144137	0.000474308	8.86502e-05	0.000134749	0.0	0.0	0.000124759	0.000620439	0.000498523	0.000199862	0.000607215	0.0	0.000738293
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.00252127	0.00109383	0.000739633	0.0017972	0.00116179	0.00188739	0.000888496	0.00183028	0.000907778	0.00162599	0.00231776	0.000424916	0.00110643	0.00118272	0.0012807	0.00128486	0.00573712	0.00181357	0.00207977	0.000967206	0.00158346	0.00054093	0.0014784	0.0019657	0.00202886	0.00186407	0.00160101	0.00212009	0.00150153	0.00121955	0.00191166	0.0020024	0.0011088	0.000928797	0.000665313	0.000971905	0.00126096	0.00212888	0.00109066	0.00115327	0.00126199	0.0010339	0.00472219	0.001133	0.00176309	0.00149858	0.00145048	0.00231336	0.00285437	0.00166637	0.00198723	0.000563312	0.001708	0.000984225	0.00197133	0.00107088	0.00180288	0.00113284	0.000916257	0.00208149
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.00527715	0.00593868	0.00710828	0.0068149	0.00693281	0.00604234	0.00687978	0.00537226	0.00643687	0.00680564	0.00733025	0.00734316	0.00789452	0.00615003	0.00611304	0.00650228	0.00516123	0.00497578	0.00607806	0.00685689	0.0057194	0.00668293	0.00597526	0.00700768	0.00633603	0.00715869	0.00519757	0.00685825	0.00604777	0.0063525	0.00495211	0.0068381	0.00528524	0.00723223	0.0036929	0.0071469	0.00686547	0.00580265	0.00633994	0.00602543	0.00673821	0.00573919	0.00514591	0.00616219	0.005905	0.00639867	0.00622465	0.00691617	0.00667543	0.00588158	0.00606841	0.00676847	0.00662022	0.00659859	0.00598822	0.00578404	0.00740705	0.00608645	0.00563484	0.00595667
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.000890949	0.000200504	0.000184188	0.000155788	0.000129685	0.00230038	0.000656688	0.00012923	0.00062566	0.000483633	0.000640282	0.000239007	0.0	0.00042185	0.000180715	0.0	0.00224664	0.000782193	0.00083908	0.000250893	0.000303179	0.0	0.000131543	0.000373717	0.000263009	0.0	0.000933765	0.0	0.00106947	0.000532834	0.000978413	0.000182549	0.00036698	1.58766e-05	0.000239078	0.000286392	0.0004971	4.90272e-05	4.09481e-05	0.000220745	0.0	0.00018474	0.00256945	0.000371491	6.34028e-05	2.89182e-05	0.000273424	0.000381309	7.99774e-05	0.000204442	0.000542276	0.000434005	0.0	0.0	0.000584171	0.0	9.58632e-05	0.0	0.000123335	1.87469e-05
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.00167161	0.000431645	0.000400402	0.000341133	0.000285363	0.00351568	0.00125268	0.000282765	0.00126134	0.00099726	0.00129471	0.00051592	0.0	0.000875241	0.000392063	0.0	0.00324954	0.00148771	0.00163026	0.000538447	0.000639728	0.0	0.000288138	0.000786791	0.000563125	0.0	0.0017169	0.0	0.00199552	0.00108355	0.00176384	0.000397334	0.000755647	3.56175e-05	0.000499289	0.000612266	0.00100034	0.000109239	9.13993e-05	0.000476873	0.0	0.000400254	0.00352616	0.000776596	0.000140798	6.47245e-05	0.000585094	0.000805223	0.000177402	0.000442744	0.0011097	0.000907904	0.0	0.0	0.00117016	0.0	0.000212306	0.0	0.000269485	4.20245e-05
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.000698438	0.000184371	0.000118805	0.0	0.0	0.00161536	9.46762e-05	0.000119672	0.000534908	0.000141099	0.0	7.01253e-05	0.0	0.000374704	8.09702e-05	0.0	0.00250827	0.00054247	2.10117e-05	0.0	0.000388173	0.0	0.000139563	0.000297806	0.0	0.0	0.00057658	0.0	8.88015e-05	0.00021384	0.000661345	0.000133625	0.0	0.0	0.0	4.37329e-05	0.00027098	0.0	0.0	0.0	0.0	0.0	0.0017774	0.000293393	5.63419e-05	0.0	0.000193859	0.000300036	0.0	0.00017915	0.0	0.000255386	0.0	0.0	0.000388035	0.0	9.23815e-05	0.0	0.0	0.0
TCA: TCA cycle I (prokaryotic)	0.000976598	0.000283442	0.000386939	0.0	0.0	0.00205682	0.00025105	0.000162033	0.000946833	0.000356131	0.0	7.01111e-05	0.0	0.00067197	9.6469e-05	7.16581e-05	0.00293065	0.00077029	0.000201757	0.000310422	0.000755666	0.0	0.000484104	0.000574039	0.0	0.0	0.00113047	0.000269346	0.000305428	0.000286344	0.00111913	0.000361791	2.66337e-05	0.000172812	8.26867e-05	0.000199454	0.000714689	0.0	0.0	0.0	0.0	0.0	0.00245127	0.000621786	0.000102933	0.0	0.000314189	0.000398576	0.0	0.000388262	0.0	0.000488923	0.0	0.0	0.000557259	0.0	0.000218816	0.0	9.57915e-05	0.0
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.00285433	0.00508681	0.00446049	0.0040976	0.00331232	0.00344868	0.00494393	0.00285243	0.00368212	0.00290332	0.00540078	0.00283065	0.00490828	0.0028069	0.00488406	0.00539753	0.00247165	0.0029998	0.00362169	0.00348837	0.00320843	0.00396912	0.00413982	0.00393167	0.00369945	0.00502441	0.00440923	0.00417342	0.00402983	0.00487793	0.00432754	0.00429017	0.00406138	0.00326208	0.00221202	0.0028757	0.00417517	0.00448042	0.0048316	0.0044772	0.00388621	0.00440323	0.00224622	0.0052819	0.00459827	0.00624188	0.00586413	0.00328985	0.00440542	0.00486343	0.0052645	0.00436798	0.0019512	0.00620683	0.00313944	0.00467038	0.00466488	0.00481618	0.00487849	0.00501656
THREOCAT-PWY: superpathway of L-threonine metabolism	0.0	0.0	0.0	0.0	0.0	0.000650064	0.0	4.42583e-05	0.000145218	0.0	0.0	5.93727e-05	0.0	0.000144601	0.0	0.0	0.0	0.000193866	0.0	0.0	0.0	0.0	0.0	0.000205552	0.0	0.0	0.000171256	0.0	0.0	3.97031e-05	9.5233e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92261e-05	0.0	0.0	0.0	0.0	3.39071e-05	0.0	1.90303e-05	0.0	0.0	0.000182116	0.0	9.6237e-06	0.0	0.0	0.0
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.00611711	0.00718451	0.00739384	0.00568797	0.00836325	0.00534095	0.00694742	0.00575598	0.00656721	0.0042677	0.00611753	0.00810868	0.00696691	0.00636719	0.00648885	0.00712732	0.00542589	0.00507084	0.00655952	0.00704222	0.00564976	0.00636781	0.00693049	0.00498856	0.00578253	0.00696882	0.00633625	0.00681383	0.00617656	0.00542965	0.00723043	0.00575658	0.00715847	0.00682921	0.0071254	0.00635256	0.00634142	0.00581685	0.00629831	0.00700796	0.00556629	0.00745241	0.00559213	0.00752755	0.00616566	0.00626674	0.00744624	0.0064056	0.00698118	0.00601386	0.00629776	0.0067045	0.00585344	0.0067894	0.00564842	0.00660025	0.00630611	0.00613617	0.00716743	0.00751125
