# Pathway	SAMN19291048	SAMN19291049	SAMN19291051	SAMN19291050	SAMN19291019	SAMN19291044	SAMN19291037	SAMN19291040	SAMN19291030	SAMN19291039	SAMN19291023	SAMN19291034	SAMN19291029	SAMN19291028	SAMN19291032	SAMN19291035	SAMN19291026	SAMN19291041	SAMN19291021	SAMN19290998	SAMN19291000	SAMN19291002	SAMN19291011	SAMN19291054	SAMN19291056	SAMN19291060	SAMN19291061	SAMN19290994	SAMN19291013	SAMN19290981	SAMN19290990	SAMN19290979	SAMN19291004	SAMN19290988	SAMN19290996	SAMN19290999	SAMN19291006	SAMN19291053	SAMN19290989	SAMN19290993	SAMN19290980	SAMN19291059	SAMN19291062	SAMN19290991	SAMN19291017	SAMN19291018	SAMN19291055	SAMN19291058	SAMN19291008	SAMN19291052	SAMN19290986	SAMN19290978	SAMN19290997	SAMN19291001	SAMN19291009	SAMN19290987	SAMN19290992	SAMN19290995	SAMN19291005	SAMN19291012	SAMN19291014	SAMN19291027	SAMN19291007	SAMN19291010	SAMN19291016	SAMN19291015	SAMN19290982	SAMN19290983	SAMN19290984	SAMN19291063	SAMN19291003	SAMN19291020	SAMN19291025	SAMN19291033	SAMN19291036	SAMN19291043	SAMN19291024	SAMN19291046	SAMN19291022	SAMN19291031	SAMN19291042	SAMN19290985	SAMN19291038	SAMN19291045	SAMN19291047	SAMN19290917	SAMN19290937	SAMN19290944	SAMN19290951	SAMN19290913	SAMN19290936	SAMN19290933	SAMN19290908	SAMN19290902	SAMN19290947	SAMN19290955	SAMN19290898	SAMN19290931	SAMN19290971	SAMN19290973	SAMN19290977	SAMN19290946	SAMN19290953	SAMN19290969	SAMN19290899	SAMN19290905	SAMN19290934	SAMN19290920	SAMN19290926	SAMN19290941	SAMN19290961	SAMN19290965	SAMN19290935	SAMN19290950	SAMN19290956	SAMN19290911	SAMN19290912	SAMN19290918	SAMN19290923	SAMN19290930	SAMN19290903	SAMN19290916	SAMN19290919	SAMN19290921	SAMN19290914	SAMN19290922	SAMN19290943	SAMN19290959	SAMN19290963	SAMN19290976	SAMN19290938	SAMN19290957	SAMN19290960	SAMN19290975	SAMN19290929	SAMN19290932	SAMN19290970	SAMN19290909	SAMN19290910	SAMN19290949	SAMN19290962	SAMN19290964	SAMN19290900	SAMN19290940	SAMN19290968	SAMN19290972	SAMN19290915	SAMN19290924	SAMN19290925	SAMN19290927	SAMN19290967	SAMN19290942	SAMN19290948	SAMN19290928	SAMN19290939	SAMN19290954	SAMN19290958	SAMN19290974	SAMN19290906	SAMN19290907	SAMN19290904	SAMN19290901	SAMN19290952
PWY-7456: &beta;-(1,4)-mannan degradation	0.000863989	0.0013204	0.00100825	0.001039	0.000881178	0.0011002	0.00147642	0.00133091	0.000782198	0.00129551	0.00178475	0.000973642	0.000945898	0.00138028	0.000111463	0.00046387	7.65936e-05	0.000563174	0.000247621	0.00162373	0.000466704	0.000438128	0.000160594	0.00353257	0.00177451	0.00135763	0.00286558	0.000633134	0.000746178	3.00854e-05	0.00271527	0.000485313	0.00136514	0.0012663	0.00131011	0.004042	0.00176684	0.00193382	0.00105324	0.000555247	0.00184669	0.00100579	0.00196358	2.38475e-05	0.00159063	0.000807236	0.00182132	0.00312176	0.000764608	0.00074371	0.00152731	0.00179189	0.00124689	0.0	0.00175739	0.000983569	0.00145198	0.0017703	0.00110269	0.00176069	9.45918e-05	0.000209305	0.00298035	0.000466916	0.000875986	0.00061806	0.00024423	0.000116317	3.04226e-05	0.00130539	8.81885e-05	0.00108735	0.00248612	0.00332825	0.000185094	0.000508465	0.00136042	0.00110244	0.00144781	0.000445821	0.000982493	0.00185269	0.00107178	0.00109861	8.65817e-05	0.00287977	0.0019506	0.00162209	0.00244244	0.00238012	0.0021398	0.0025021	0.00230609	0.00115602	0.00148847	0.00154913	0.00188487	0.000654042	0.00182253	0.00181682	0.00180766	0.00276533	0.00149862	0.00135229	0.000794685	0.000264744	0.00122072	0.00204744	0.00144632	0.000997542	0.000605753	0.00126926	0.002212	0.00141294	0.00213558	0.000364227	0.000350466	0.00281785	0.00090527	0.00189539	0.00110517	0.00182584	0.00177065	0.00223394	0.00201012	0.00227877	0.00266271	0.0018237	0.000995386	0.00182883	0.00129799	0.00171094	0.00129488	0.00173788	0.00140491	0.0011044	0.00161333	0.00167206	0.00140813	0.00176795	0.00313468	0.00144625	0.000721322	0.00254115	0.00137602	0.00117947	0.00193253	0.0017923	0.00108179	0.00123172	0.00189853	0.00139143	0.00177251	0.00180928	0.00121843	0.0017652	0.00050621	0.000486293	0.00142064	0.00239912	0.00194503	0.00143154	0.00219748
PWY-7511: protein ubiquitination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33655e-06	0.0	0.0	0.0	8.6823e-06	0.0	0.0	0.0	2.84243e-07	0.0
PWY-7527: L-methionine salvage cycle III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74911e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38283e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7937e-05	0.0	0.0	0.0	0.0	1.74541e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31989e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89556e-05	0.0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94317e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35654e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.72746e-05	0.0	0.0	5.86968e-05	0.0	0.0	0.0	0.0	1.47088e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4412e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44799e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55009e-05	0.0
PWY-7560: methylerythritol phosphate pathway II	0.00388841	0.00518443	0.00423331	0.00402142	0.00322724	0.0043534	0.00584377	0.0058817	0.00414792	0.00465541	0.00316022	0.00477951	0.00524251	0.00605474	0.00360478	0.00377781	0.00398734	0.00608093	0.00294036	0.0105187	0.00436288	0.00430465	0.00416027	0.00195016	0.00539133	0.00662496	0.00709076	0.00405276	0.00916103	0.00342169	0.0068977	0.00817738	0.00415908	0.00371232	0.00330565	0.00347812	0.00550108	0.00590501	0.00609629	0.00428984	0.00586956	0.0129322	0.0059591999999999	0.00339036	0.00511455	0.00374361	0.00324407	0.0047688	0.0122013	0.00445201	0.00556324	0.00420873	0.0041371	0.00344116	0.00323163	0.0130242	0.0048026	0.00476377	0.0109058	0.00405	0.00535364	0.00389867	0.00692931	0.0145141	0.00655669	0.00564954	0.00306139	0.00724068	0.00333268	0.00469107	0.00319797	0.00212286	0.00435921	0.00564946	0.00619993	0.00733554	0.00505477	0.0109918	0.00548145	0.00360088	0.00748747	0.00495493	0.00443494	0.00548268	0.00447123	0.00681199	0.00556375	0.00366363	0.00421537	0.00446451	0.00865773	0.00433694	0.00469903	0.00354236	0.00415004	0.00363396	0.0037286	0.00531469	0.00450344	0.00531359	0.00381549	0.0046442	0.00389535	0.00440638	0.0051221	0.00631988	0.00795768	0.0056369	0.00907587	0.0066569	0.0035604	0.00381428	0.00390972	0.00627752	0.00521782	0.00344776	0.00365315	0.00549438	0.00380869	0.00541731	0.00531548	0.00469844	0.00513914	0.00600401	0.004415	0.00498165	0.00423349	0.00384025	0.00776406	0.0051629	0.0046496	0.00842337	0.00399468	0.00453144	0.0049295	0.00948098	0.00509044	0.00408626	0.00720316	0.00405386	0.00797292	0.00430459	0.0049584	0.00582953	0.00511203	0.00513377	0.00418995	0.0047356	0.00502264	0.00425781	0.00474655	0.00541212	0.00449264	0.00401266	0.00518282	0.00508786	0.00337213	0.00646673	0.00444201	0.00456954	0.00406772	0.00484544	0.00515994
PWY-7616: methanol oxidation to carbon dioxide	3.86661e-05	0.00017133	3.29947e-05	5.70147e-05	1.58332e-05	0.00038499	4.95985e-05	5.34745e-05	0.000113226	0.000158355	1.89848e-05	6.89431e-05	1.32881e-05	0.000217051	0.000199647	0.000539158	0.000129508	0.0	3.26041e-05	3.00021e-05	5.50398e-05	0.000404838	8.94484e-06	1.41132e-06	1.39385e-06	3.78925e-06	2.26063e-06	0.000376345	0.0	6.95058e-06	1.58171e-05	0.0	1.72636e-05	0.00011363	1.37479e-05	0.0	6.22992e-05	0.0	1.28238e-05	1.57668e-05	0.0	1.06633e-05	5.14226e-06	0.000148492	2.57127e-05	0.0	1.25263e-05	0.0	4.21591e-05	3.79944e-05	0.000106208	2.29814e-05	0.00027643	8.70604e-05	6.17178e-06	1.17672e-05	0.000132639	0.000273252	1.79135e-05	0.0	2.23262e-05	2.58796e-06	3.40911e-06	0.0	9.09001e-06	0.000124988	6.87596e-05	7.27411e-05	0.000305541	1.86407e-05	0.000267168	1.06221e-05	0.0	4.27663e-05	0.000121347	4.29013e-06	0.0	0.0	5.04744e-06	0.000172989	1.39082e-05	7.78885e-05	0.000225594	0.0002011	9.06384e-05	3.13228e-06	1.34523e-05	0.000131598	4.76541e-05	5.11256e-05	0.0	9.7975e-05	1.17557e-05	0.0	9.6084e-05	0.0	0.000325921	4.2871e-06	0.0	1.7345e-05	3.88787e-05	4.32582e-06	0.000136527	0.0	2.02031e-05	7.98048e-06	7.12541e-05	9.01995e-05	2.58996e-06	0.0	0.000208468	8.78282e-05	1.0602e-05	5.58848e-05	2.2688e-05	0.000100805	0.0	0.0	8.76798e-05	0.000102392	0.0	6.67523e-06	7.99691e-05	2.26956e-05	7.93971e-06	2.93964e-05	2.85567e-06	0.000135564	1.90367e-05	3.66467e-06	0.00019056	0.0	0.0	4.21843e-05	1.31527e-05	1.91077e-05	2.51125e-05	3.79655e-06	8.99156e-06	5.28543e-05	1.08917e-05	0.000106743	0.000121593	6.95152e-05	4.568e-05	6.57557e-05	5.06715e-05	0.000158611	0.000183292	0.000258207	4.55153e-05	0.00014794	3.1585e-05	0.000179922	5.5572e-05	3.8962e-05	0.000127781	9.58372e-06	0.000314277	2.61495e-05	1.37497e-05	2.31025e-05	0.0
PWY-7663: gondoate biosynthesis (anaerobic)	0.00610271	0.00433445	0.00548936	0.00625578	0.0054466	0.00529684	0.00265346	0.00236471	0.00587319	0.00350715	0.00268821	0.00290475	0.00425494	0.00350201	0.00647554	0.00659655	0.00658736	0.00180637	0.00190416	0.00563378	0.00541306	0.00592173	0.00616316	0.0012016	0.00725712	0.00267773	0.00500591	0.00601896	0.00317062	0.00700879	0.0058862	0.00203117	0.00641839	0.0062143	0.00899865	0.00525659	0.00598211	0.00600963	0.0035015	0.00310451	0.00176234	0.00487944	0.00599818	0.00673153	0.00242012	0.000659776	0.00377368	0.00726151	0.00502797	0.00598612	0.00378009	0.00471621	0.00585706	0.00639061	0.00435646	0.00491169	0.00389291	0.00488031	0.00674407	0.00444827	0.000518084	0.00732967	0.0050752	0.00755472	0.00507838	0.00261687	0.00662947	0.00187864	0.00733258	0.00512524	0.00720823	0.000668988	0.00448704	0.00569898	0.00349877	0.00728666	0.00108435	0.00614668	0.00378534	0.0065041	0.00603018	0.00500598	0.00529889	0.00417351	0.00782428	0.0059564	0.00631713	0.00295878	0.00556419	0.00342829	0.00658845	0.00495868	0.00714535	0.00990543	0.0056316	0.005058	0.0067156	0.00715698	0.00578871	0.0053207	0.00500769	0.00590036	0.00519336	0.00857294	0.00495457	0.00743002	0.00583237	0.00456879	0.00718365	0.00593885	0.00622183	0.00608242	0.00392687	0.0059418	0.00716134	0.00683338	0.00676612	0.00657598	0.00585884	0.00559989	0.00612814	0.00650895	0.00722133	0.00527784	0.00564573	0.00711509	0.00523057	0.00475914	0.00533949	0.00443164	0.00325022	0.00616033	0.0087581	0.0063337	0.00668148	0.00576307	0.0048303	0.00573856	0.0028209	0.00637329	0.00826564	0.00597901	0.00440725	0.00509163	0.00604401	0.00807019	0.00578154	0.00521864	0.00460637	0.00517959	0.00470082	0.00434842	0.00529655	0.00552922	0.00807205	0.00681106	0.00651838	0.00552189	0.0057056	0.00452544	0.00643533	0.00601617	0.00475021
PWY-7664: oleate biosynthesis IV (anaerobic)	0.00316153	0.00419354	0.00434704	0.00498489	0.00207016	0.00312186	0.00213091	0.00170991	0.00406387	0.00276143	0.00217074	0.00209862	0.00291448	0.00203739	0.00366242	0.00407584	0.00341796	0.00163579	0.00123142	0.00150676	0.00284402	0.00371408	0.00334682	0.000665301	0.00189967	0.0013371	0.00173494	0.00480972	0.00091437	0.00442614	0.00290148	0.00180266	0.002482	0.00514963	0.00105279	0.00172753	0.0027982	0.000467079	0.00342477	0.00167641	0.000135221	0.000914647	0.000393526	0.00465835	0.00234322	0.000274574	0.00233311	0.000793906	0.00246546	0.0053579	0.00303379	0.00391332	0.00409287	0.00421495	0.000387708	0.00118909	0.00342659	0.00471184	0.00113869	0.00129065	0.000319116	0.0047343	0.00212812	0.000749142	0.00193961	0.00133587	0.00501661	0.00153682	0.00509354	0.00381223	0.00478113	0.00042087	0.00115177	0.00184037	0.00173548	0.00527581	0.000228065	0.00272764	0.00124443	0.00431239	0.00404536	0.00382243	0.00441673	0.00248083	0.00477354	0.00180655	0.00424013	0.00293788	0.0048072	0.00144269	0.00103845	0.00343969	0.0015377	0.00247595	0.0046846	0.00215035	0.00525944	0.00306017	0.00268246	0.00214645	0.00232695	0.0032587	0.00415262	0.00157078	0.00355135	0.00437364	0.00307961	0.00352347	0.003916	0.00276643	0.00347234	0.00389964	0.00119414	0.00320236	0.00290433	0.00525479	0.00527072	0.00286146	0.00428021	0.00458206	0.000706037	0.00353151	0.00282503	0.00413718	0.00327149	0.0040671	0.0035564	0.00461743	0.00234077	0.000756054	0.0030762	0.00142795	0.00101482	0.0054976	0.00463562	0.00189841	0.002539	0.0039107	0.0018325	0.00279419	0.00135508	0.0050193	0.00347446	0.00443373	0.00267198	0.00281429	0.00567958	0.00487204	0.0045026	0.00434919	0.00369445	0.00320617	0.00459223	0.00465607	0.00413786	0.00243161	0.00403787	0.00421481	0.00438175	0.00231087	0.000598884	0.0046636	0.00124383
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0.0	0.0	2.6011e-05	3.8266e-06	0.0	2.65025e-06	0.0	0.0	0.0	0.0	1.93967e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.74865e-06	0.0	6.64862e-06	0.0	1.11301e-05	0.0	0.0	0.0	0.00273549	0.0	0.0	0.0	0.0	0.0	6.57577e-05	1.26367e-05	0.0	0.000498695	0.0	5.15767e-05	2.88137e-05	0.0	0.0	0.0	6.45802e-05	0.0	0.000498741	0.0	8.17884e-05	0.0	0.0	0.0	0.0	1.40401e-05	0.0	1.20192e-05	0.0	0.0	5.96408e-05	0.0	0.000142166	7.94661e-05	0.0	1.08764e-05	0.00259314	3.01739e-05	0.0	0.000110087	0.0	0.0	0.0	0.0	1.70787e-05	3.83638e-06	4.20281e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131569	7.91968e-05	3.33681e-06	0.0	0.0	0.000110385	1.69339e-05	1.29754e-05	2.26071e-05	0.000447266	0.0	1.24552e-05	4.68346e-05	0.000245837	0.0	0.000403178	0.0	2.24849e-05	0.0	0.000444374	0.000246564	5.0242e-05	0.0002915	5.33694e-05	0.0	0.00173725	3.9764e-05	0.0	6.43682e-06	0.0	0.0	0.000285723	2.24161e-05	0.00141609	0.0	0.000193182	0.0	0.0	0.000163216	1.00658e-05	0.000253502	0.0	0.0	2.39201e-05	0.0	6.92269e-05	0.0	0.00120817	1.56324e-05	8.53753e-06	0.0	0.000122187	8.08267e-05	9.33016e-06	0.0	0.0	4.92405e-05	0.000132277	1.35722e-05	0.0	0.0	9.6412e-05	2.83235e-05	6.37236e-05	8.11012e-05	0.0	1.59455e-05	0.0	0.0	0.000438062	0.0	7.28461e-05	7.00248e-06	0.0	0.0	0.0	4.8287e-05
PWY-7723: bacterial bioluminescence	8.64362e-05	6.1082e-05	0.0	2.20217e-05	3.9749e-05	2.0218e-05	2.687e-05	0.00011913	0.0	0.00013908	3.63233e-05	4.77009e-05	0.0	1.8674e-05	6.49443e-06	0.0	0.0	1.36631e-05	4.32497e-05	3.64987e-05	0.0	0.0	1.23017e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173014	0.0	0.0	1.70979e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90373e-06	0.0	8.44594e-05	0.0	3.67367e-05	0.0	2.28177e-05	1.13148e-05	0.000346574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79387e-05	3.90763e-05	0.0	0.0	0.0	0.000189224	0.0	0.0	3.10106e-05	3.8715e-05	0.0	0.0	0.0	0.0	6.47076e-05	0.0	1.15867e-05	0.0	0.0	0.0	0.0	0.000183697	0.000256957	0.000380095	0.0	2.22271e-05	7.73508e-06	4.33871e-05	3.72375e-05	1.4074e-05	0.0	4.42429e-05	0.0	0.0	0.0	0.0	0.0	6.43557e-06	1.45613e-05	0.0	6.49595e-06	9.47896e-06	1.38245e-05	0.0	0.0	1.74875e-05	6.86268e-06	0.0	0.0	0.0	2.86219e-05	0.0	3.91247e-05	0.000141361	1.53346e-05	0.0	9.40654e-06	0.0	0.0	3.09076e-05	0.0	0.0	3.98219e-05	0.0	0.0	6.03374e-05	0.0	0.0	5.79809e-05	0.0	0.0	0.0	0.0	0.0	0.000169314	0.0	1.65309e-05	0.0	0.0	0.0	0.0	0.0	7.20343e-05	0.000236276	1.80443e-05	0.0	0.0	6.98199e-05	0.0	0.000123077	0.0	0.0	1.22356e-05	0.00019261	0.0	0.0	0.0	3.77827e-05	0.0	3.54164e-05	2.06379e-05	7.56677e-05	0.0
PWY-7731: superpathway of photosynthetic hydrogen production	0.0	0.0	0.0	0.0	0.0	0.000397555	0.0	1.15515e-05	2.87668e-05	0.0	0.0	0.0	2.46164e-06	0.0	0.0	2.49256e-06	0.0	9.64964e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25741e-06	0.0	0.0	0.0	0.0	6.23838e-06	1.22145e-05	0.0	0.0	1.40263e-05	5.95077e-06	0.0	0.0	0.0	0.0	8.50332e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.98439e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.72084e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92723e-05	0.0	0.0	0.0	0.0	2.43414e-05	0.0	3.94104e-06	0.000466169	5.95767e-06	0.0	0.0	4.01699e-06	0.0	0.0	4.28456e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79987e-06	0.0	6.46572e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67282e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64165e-06	0.0	0.0	3.84796e-05	0.0	0.0	0.0	7.40616e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7754: bile acid 7&alpha;-dehydroxylation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43091e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.66659e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41477e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.32085e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33838e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0.00201072	0.0022076	0.00289041	0.00187785	0.00103283	0.00293934	0.00157235	0.00168124	0.0023047	0.00270525	0.00347012	0.00164431	0.00246939	0.00219512	0.00142753	0.001884	0.00205692	0.00378322	0.00105271	0.00325784	0.0028834	0.00285961	0.00252717	0.0017731	0.000453518	0.00183484	0.00373352	0.0025639	0.00279869	0.00039242	0.00285576	0.00178132	0.00261731	0.00227208	0.000856912	0.00126476	0.00129317	0.000653226	0.00262054	0.00310957	0.00398277	0.00193154	0.000731343	0.001841	0.00260785	0.00247426	0.00193704	0.00107081	0.00171033	0.00273627	0.00210612	0.00292859	0.00243214	0.00172451	0.00155443	0.00191713	0.00293663	0.00295361	0.00326021	0.00326041	0.00127149	0.0020877	0.00370214	0.00394614	0.00195839	0.00176036	0.00178998	0.00314318	0.000405517	0.00292066	0.000725848	0.000813042	0.00115842	0.00107716	0.0019929	0.00348053	0.00295091	0.00197946	0.00272819	0.00184399	0.00322266	0.00270998	0.00196873	0.0018296	0.00196315	0.00076886	0.00144581	0.00221858	0.0017604	0.00266684	0.00360827	0.00222793	0.000773769	0.000498583	0.00244101	0.00202917	0.00201754	0.000555571	0.000797929	0.00216292	0.00269298	0.00244775	0.0022084	0.000830103	0.0028905	0.00269939	0.00277604	0.00244911	0.0031776	0.00172246	0.00174647	0.00281419	0.00152595	0.00211876	0.00100178	0.00163028	0.00198623	0.00157745	0.00193989	0.00197812	0.00129251	0.00133154	0.0018599	0.00321918	0.00328364	0.00109928	0.00238394	0.0024004	0.00153214	0.00142788	0.0021648	0.00151364	0.00101452	0.00239244	0.00136736	0.00198918	0.00211453	0.00251519	0.00268889	0.0017296	0.000262951	0.00196143	0.0027417	0.00305048	0.00225295	0.000827328	0.00212609	0.00252906	0.00254813	0.00287782	0.00178899	0.00359678	0.00213721	0.00224442	0.00162817	0.00249966	0.00122331	0.00251886	0.00275042	0.00156152	0.00129046	0.00229032	0.00321975
PWY-7783: plasmalogen degradation	0.0	2.82654e-05	0.0	1.12253e-05	4.90771e-06	3.97035e-05	9.1242e-06	8.03806e-05	2.7454e-05	0.0	0.0	1.97098e-05	8.57115e-06	3.11769e-05	0.0	0.0	9.96413e-06	0.000106851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80576e-05	0.0	0.0	0.0	0.0	2.29308e-05	6.10725e-06	0.0	0.0	0.0	0.0	1.74316e-05	0.0	0.0	0.0	0.0	0.0	2.31967e-05	0.0	0.0	0.0	1.04861e-05	2.63168e-06	0.0	0.0	5.392e-06	8.85932e-05	1.94262e-05	5.86368e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.78047e-05	4.80835e-06	0.0	0.0	1.37474e-05	0.0	2.53781e-05	3.00887e-05	2.71973e-06	5.02739e-05	1.89355e-06	4.30667e-06	0.0	3.9921e-06	0.0	0.0	0.0	0.0	1.16275e-05	0.0	0.0	0.0	3.43405e-05	0.0	0.0	0.0	0.0	0.0	1.19968e-05	0.0	1.90542e-05	0.0	0.0	0.0	0.0	0.0	1.18795e-05	0.0	0.0	3.14509e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83856e-05	0.0	0.0	0.0	0.0	8.76825e-05	4.62288e-06	0.0	1.61374e-05	0.0	0.0	0.00015039	0.0	0.0	0.0	0.000376206	0.0
