# Pathway	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
ARO-PWY: chorismate biosynthesis I	0.0107977	0.00881531	0.011929	0.00961015	0.00884216	0.00994201	0.012562	0.00992943	0.00759211	0.0112872	0.0101237	0.00982195	0.0106497	0.00674654	0.0106164	0.0106589	0.00972352	0.0103217	0.0113543	0.00883483	0.00941678	0.0140288	0.0104729	0.0105752	0.00850116	0.0085739	0.0116949	0.0106777	0.00916626	0.0108524	0.0105081	0.00999867	0.0109944	0.0114467	0.0101333	0.0123334	0.0110557	0.0109164	0.0107383	0.010702	0.00865511	0.0101543	0.0120491	0.0105115	0.0131401	0.011715	0.0100223	0.0102311	0.0115923	0.0108787	0.00980479	0.00959173	0.00555505	0.0121264	0.0121399	0.0106171	0.00816979	0.0100155	0.0111131	0.009453	0.00970581	0.0109642	0.00697359	0.0096697	0.010512	0.00647499	0.00903686	0.0119921	0.00958247	0.00526178	0.0120348	0.00961634	0.00795963	0.00947351	0.0100298	0.00903239	0.0097766	0.0106192	0.0106928	0.0109392	0.011287	0.00969109	0.0118113	0.0103812	0.00871452	0.0117089	0.0105791	0.00924693	0.00841693	0.00955138	0.00962061	0.0105841	0.0103604	0.00858346	0.0104267	0.0100683	0.00751288	0.0118542	0.00947623	0.00686935	0.00988176	0.00749293	0.00802948	0.00736227	0.0105539	0.0104581	0.0122513	0.00970126	0.0109711	0.00969827	0.0126547	0.0068491	0.0115263	0.0108722	0.0102352	0.0102329	0.0109079	0.0107187	0.0110063	0.0110359	0.00796128	0.0112303	0.0113948	0.00794352	0.0109276	0.00976502	0.012138	0.0110834	0.0107278	0.00953202	0.0103242	0.0120306	0.00938554	0.00775999	0.0103634	0.00966126	0.00960318	0.00999864	0.00938025	0.00710249	0.00880699	0.0107112	0.00959531	0.0102938	0.00957547	0.00932131	0.00989575	0.00972722	0.0101994	0.009588	0.010248	0.0111336	0.00958418	0.0115105	0.00850082	0.0107577
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00351832	0.00894148	0.00306836	0.00599466	0.00463785	0.00292209	0.00556677	0.00374913	0.0031066	0.00349003	0.00425916	0.00420135	0.00429804	0.00433652	0.00395588	0.00319444	0.00350617	0.00366244	0.00326847	0.004001	0.00581513	0.00841221	0.00338564	0.00477383	0.00548989	0.00339427	0.00383859	0.00485447	0.00424762	0.0041797	0.00277201	0.00649487	0.00345797	0.00245681	0.00353095	0.00254824	0.00410351	0.00465287	0.00381164	0.00276737	0.00557513	0.0085884	0.00334039	0.00232622	0.00280884	0.00300419	0.00465233	0.00548868	0.00274636	0.00504054	0.00395454	0.00426913	0.00514234	0.00267903	0.00243895	0.00426842	0.0032861	0.00286683	0.00362635	0.00348995	0.00684393	0.00398381	0.00470569	0.00468315	0.00383259	0.00539074	0.00471927	0.00322182	0.00451605	0.0054092	0.00256636	0.00380388	0.00408154	0.00756122	0.00295771	0.00497645	0.00327463	0.00580546	0.0051748	0.00295712	0.00341737	0.00546572	0.00555664	0.0042177	0.00720483	0.00321976	0.00328907	0.0035718	0.00502487	0.00442523	0.00300134	0.00259991	0.00515658	0.00383159	0.00463013	0.00382762	0.00502719	0.00354276	0.00471406	0.00509125	0.00332565	0.00516169	0.00487055	0.00483222	0.00353242	0.00401867	0.00273105	0.006331	0.00300025	0.00566257	0.00249308	0.00425825	0.0033282	0.00642859	0.00405463	0.0034082	0.00368191	0.00595588	0.00392911	0.00279579	0.00433588	0.00358955	0.0035378	0.00306849	0.00403885	0.00358601	0.00353778	0.00467571	0.00334261	0.00365539	0.00591459	0.00318816	0.00704806	0.0043172	0.00449265	0.00251451	0.00626956	0.00383697	0.00485042	0.00449766	0.00392563	0.00407279	0.00444519	0.00369449	0.00542183	0.00555785	0.00443334	0.0026348	0.00396769	0.00325023	0.00356772	0.00274645	0.00751878	0.00395966	0.00379587	0.00421895
AST-PWY: L-arginine degradation II (AST pathway)	0.0	0.0	0.0	0.0	0.000281081	7.79618e-05	0.0	2.91203e-05	0.000367601	0.0	0.0	0.0	0.0	0.000760762	0.0	0.0	0.000217916	0.000114247	4.88333e-05	0.000463913	0.0	0.0	0.0	0.0	2.00843e-05	7.57997e-05	0.0	0.0	0.000178041	0.0	3.62319e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23402e-05	0.00014155	3.35603e-06	0.0	4.44951e-05	0.0	0.0	2.75795e-05	0.0	0.0	9.67768e-05	4.00871e-05	4.85734e-05	5.03549e-05	0.0018466	0.0	0.0	0.0	0.000666848	0.000124888	0.000102852	7.99653e-05	0.0	0.0	0.000348706	0.0	2.32722e-05	3.88797e-05	1.40998e-05	0.0	5.86223e-05	0.00164895	0.0	8.94687e-05	0.000179702	0.0	0.0	0.0	4.77689e-05	6.48756e-05	0.0	0.0	0.0	0.0	0.0	1.26135e-05	0.0	0.0	0.0	0.000196459	8.90398e-05	1.77768e-05	0.0	3.31994e-05	0.0	0.000229473	0.0	0.0	4.48601e-05	0.0	5.41361e-05	0.00066579	9.30567e-05	0.00037034	9.62573e-05	0.00062587	0.0	5.29521e-05	0.0	3.53113e-05	0.0	0.0	0.0	0.000391365	0.0	0.0	0.0	6.53549e-05	0.0	1.46887e-05	3.17203e-05	0.000352076	0.000426512	0.0	0.0	0.000315075	0.0	6.57238e-05	0.0	0.0	0.0	0.000115324	0.0	3.6947e-05	1.83913e-05	0.000176194	0.0	0.000753967	2.24612e-05	0.0	0.0	0.000430726	9.80234e-05	0.0	3.50433e-05	0.0	1.59755e-05	3.05e-05	0.0	0.0	6.67032e-05	7.06789e-05	2.69161e-05	0.000117437	0.0	0.0	0.000178142	0.0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.00125958	0.000430536	0.000628971	0.00223265	0.00352986	0.00144984	0.000100003	0.00217147	0.00248499	0.00120492	0.00163873	0.00125237	0.000903639	0.003008	0.000938768	0.000845046	0.00279931	0.00162793	0.00156381	0.00182124	0.00191185	0.0	0.00124991	0.00196035	0.00324126	0.00117061	0.00087794	0.00191113	0.00207335	0.00253751	0.0012283	0.000725696	0.0018301	0.00130221	0.0015675	0.000154704	0.00160986	0.00143608	0.00315358	0.00110023	0.0016784	0.00469308	0.00100275	0.0011867099999999	0.000549233	0.000622835	0.00236465	0.000471236	0.00118949	0.000742334	0.00199411	0.00132133	0.00326807	0.000447541	0.00063497	0.00087493	0.00208595	0.00165578	0.00178331	0.00188686	0.00229888	0.000967523	0.00278156	0.00203064	0.00150109	0.000497181	0.00174336	0.000391386	0.00315454	0.00364758	0.000366024	0.00212927	0.00324065	0.00440451	0.00146742	0.00158563	0.00127114	0.00260175	0.0	0.000964732	0.00101301	0.00210594	9.94082e-05	0.00186571	0.00139081	0.00242853	0.000992155	0.0021119	0.00319574	0.00171159	0.00176138	0.0019109	0.00102064	0.00204554	0.00172501	0.000780571	0.00113887	0.000618732	0.0022634	0.0026426	0.00150947	0.0034115	0.00236359	0.00304472	0.000966075	0.00158855	0.000630377	0.0018798	0.00100903	0.00347017	0.000822279	0.00359003	0.000786234	0.000370135	0.000425543	0.00124325	0.0015583	0.000542447	0.00116375	0.00160265	0.00222127	0.00148531	0.00125541	0.00210167	0.000967056	0.00258588	0.000478395	0.00247667	0.000157449	0.00156548	0.004289	0.00251406	0.000867109	0.00286138	0.00115138	0.00293843	0.00317239	0.00254339	0.00181503	0.00377526	0.00171546	0.000805398	0.00324886	0.00105173	0.000758399	0.00244191	0.00145711	0.00056715	0.00158461	0.00227634	0.00110011	0.00119295	0.00117103	0.0015384	0.00271444	0.00119487
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.00975681	0.0140054	0.00968342	0.00903884	0.00750139	0.00936198	0.0115755	0.00869962	0.00847599	0.0102605	0.00925893	0.00845684	0.0105694	0.00704441	0.00961094	0.0105744	0.00775476	0.0107374	0.00849106	0.00766739	0.00713371	0.00462031	0.00998507	0.00923532	0.00819524	0.00681854	0.0104139	0.0112025	0.00918004	0.0090145	0.00963445	0.012906	0.0100963	0.00926797	0.00911226	0.00973361	0.00890974	0.00943405	0.00747376	0.00932351	0.0101332	0.00931498	0.0106982	0.00996136	0.0120991	0.00913336	0.00815632	0.0102098	0.0100529	0.0116704	0.00902034	0.00793528	0.00588863	0.0096793	0.0109997	0.00864712	0.00756925	0.00934648	0.00882432	0.0092991	0.0094892	0.00957423	0.00903482	0.00945431	0.00996412	0.00646893	0.00922252	0.0106787	0.00857927	0.00646178	0.00890761	0.00914728	0.00836184	0.00878868	0.00904462	0.00838787	0.00902827	0.00743108	0.0132868	0.00968601	0.00864996	0.00844356	0.0108866	0.00929551	0.0135465	0.00968842	0.0107252	0.00752074	0.00835131	0.00990742	0.00868425	0.0112089	0.0110324	0.00801116	0.00915526	0.00973832	0.00732974	0.010252	0.00812946	0.00720662	0.00797342	0.00791519	0.00810455	0.00806414	0.00990821	0.00871669	0.00998559	0.00895988	0.00785819	0.00883926	0.00913607	0.00753208	0.00880208	0.0114586	0.00940349	0.00823336	0.00961994	0.0112899	0.00782537	0.00845557	0.00757449	0.00937673	0.00849529	0.0092096	0.00893922	0.0081194	0.00986402	0.0100485	0.0102331	0.00871865	0.00924079	0.00859859	0.0118754	0.00821022	0.00935939	0.00755554	0.00970344	0.00859762	0.00906236	0.00740757	0.00916721	0.0112401	0.0094413	0.00860245	0.0110284	0.00828531	0.00897979	0.00777084	0.00945555	0.00871861	0.00837851	0.0094707	0.0149756	0.007385	0.00845256	0.0100338
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.00987483	0.0113592	0.00956229	0.00845494	0.00790953	0.00998002	0.0109091	0.00898551	0.00865646	0.0104401	0.00890104	0.00934787	0.00951874	0.00765274	0.0114776	0.00976584	0.0080212	0.00837208	0.00973675	0.00792316	0.00800746	0.00634499	0.00991985	0.0100262	0.00743205	0.0110321	0.00910002	0.00753564	0.00838064	0.00889819	0.0097986	0.01174	0.00753883	0.0108548	0.00929069	0.0108819	0.00916268	0.00980791	0.00860699	0.0101407	0.00848	0.00736156	0.00955283	0.00952906	0.00787971	0.0081342	0.00823804	0.00970121	0.00973945	0.00996653	0.00870338	0.00944552	0.00611309	0.0110481	0.0102941	0.00912118	0.00828458	0.00821462	0.0094088	0.00941883	0.00894936	0.0106099	0.00859733	0.00894733	0.00914831	0.00783525	0.00860159	0.0111991	0.00891077	0.00678383	0.0103213	0.0088583	0.00804	0.00802765	0.0093948	0.00720181	0.0103086	0.00778696	0.0110631	0.0101214	0.00889073	0.00758814	0.0123687	0.0102427	0.0101981	0.00913358	0.0104858	0.00821981	0.00809076	0.00884108	0.0097053	0.00923916	0.00891932	0.00854808	0.00967694	0.0106418	0.00994569	0.0103789	0.00866638	0.00726033	0.00924052	0.00805614	0.00834956	0.00746555	0.0100989	0.00853728	0.0100599	0.00901102	0.00855808	0.00708947	0.00976323	0.00696695	0.00978161	0.0100594	0.0101799	0.00870632	0.0101089	0.00926131	0.0081212	0.0088199	0.00853713	0.0101671	0.0100997	0.00800477	0.00976304	0.00899499	0.0123273	0.00937308	0.0113934	0.0088457	0.00688372	0.00699506	0.010005	0.00777791	0.00820025	0.00958614	0.00726938	0.00910463	0.00739106	0.00691458	0.00866118	0.0111276	0.00881156	0.0104527	0.00939352	0.00797935	0.00863	0.00986357	0.0104143	0.00881949	0.00927652	0.0101523	0.0107853	0.00908003	0.00797366	0.0100211
CARNMET-PWY: L-carnitine degradation I	0.0	0.0	0.0	0.0	0.000119645	3.08458e-05	0.0	1.9946e-05	0.000145178	0.0	0.0	0.0	0.0	0.000214086	0.0	0.0	3.25832e-05	3.49092e-05	6.87077e-06	0.000130452	0.0	0.0	0.0	0.0	1.06534e-05	5.47815e-05	0.0	0.0	4.07745e-05	0.0	1.668e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8555e-05	9.48547e-05	9.01653e-07	0.0	0.0	0.0	0.0	5.25726e-06	0.0	0.0	0.0	1.95005e-05	8.78313e-06	1.75369e-05	0.000413572	0.0	0.0	0.0	0.000200275	2.32745e-05	3.37026e-05	2.74421e-05	0.0	0.0	8.76368e-05	0.0	2.72044e-06	0.0	1.98056e-06	0.0	2.42046e-05	0.000273711	0.0	3.07872e-05	7.61729e-05	0.0	3.75449e-06	0.0	1.48471e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112811	2.75287e-05	0.0	0.0	0.0	0.0	5.14795e-05	0.0	0.0	4.84199e-06	0.0	1.28813e-05	0.000270953	3.61902e-05	7.36146e-05	4.22406e-05	0.000238352	0.0	2.0936e-05	0.0	0.0	0.0	0.0	0.0	0.000290122	0.0	0.0	0.0	3.51314e-05	0.0	0.0	1.95544e-05	0.0	0.0001157	0.0	0.0	0.0001082	2.17924e-06	4.34384e-05	0.0	0.0	0.0	4.75645e-05	0.0	1.76184e-05	0.0	3.87184e-05	0.0	0.000143706	0.0	0.0	0.0	0.000118051	3.53432e-05	0.0	3.19505e-06	0.0	0.0	0.0	0.0	0.0	1.35857e-05	3.3999e-05	1.55838e-05	3.46993e-05	0.0	0.0	4.97347e-05	0.0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86485e-05	0.0	0.0	0.0	0.0	0.0	2.46534e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87276e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54377e-05	6.17774e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000151367	0.0	0.0	0.0	0.0	0.0	2.78403e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25981e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85508e-05	1.31551e-05	4.20759e-05	0.0	8.78831e-06	0.0	2.67685e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12663e-05	0.0	0.0	0.0	3.70828e-05	0.0	0.0	1.50044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	0.00106425	0.000567795	0.00100801	0.000574709	0.00083262	0.000687654	0.00110841	0.00104535	0.000963858	0.00136345	0.000792765	0.000661242	0.000929015	0.000673255	0.0002098	0.00143034	0.000524173	0.000872835	0.000909265	0.000489278	0.000321344	0.0	0.00136544	0.000258016	0.000242413	0.00132303	0.00103838	0.000283254	0.000177785	0.00043024	0.000615898	0.000826287	0.00126172	0.00086394	0.00161247	0.00119515	0.000535793	0.000447989	0.000602815	0.00144373	0.000152277	0.00112623	0.000601261	0.000978137	0.000281737	0.000874782	0.000246531	0.00050432	0.000998194	0.000673008	0.00140011	0.00117606	0.000164378	0.000518064	0.00122137	0.000885028	0.000314278	0.000630597	0.00053996	0.00179333	0.000382456	0.00054912	0.00158068	0.000836643	0.000835191	0.0017153	0.000486549	0.000523862	0.000572417	0.000245412	0.000854116	0.000431506	0.00107631	0.000247276	0.000514383	0.000454976	0.000293261	0.000581206	0.00173625	0.0006312	0.00132968	0.00113788	0.000252226	0.000597015	0.00047008	0.00107271	0.00101065	0.00103368	0.000726061	0.00106612	0.00102728	0.00103128	0.000657054	0.00089115	0.000697925	0.000524205	0.000679277	0.00101718	0.000627566	0.000380508	0.000788512	0.00045893	9.37752e-05	0.00140588	0.000881965	0.00110834	0.000642881	0.000924744	0.000848251	0.000319329	0.000864422	0.000182917	0.0013586	0.000484199	0.000836407	0.00118656	0.00107579	0.000941365	0.00137492	0.000928498	0.000483781	0.000390873	0.000550031	0.000418334	0.000981932	0.000735839	0.000412375	0.000519365	0.000815191	0.00132412	0.000315002	0.000759911	0.000700272	0.000390605	0.000703875	0.00209486	0.00028816	0.000760721	0.000551862	0.000393697	0.000972721	0.000989961	0.000798443	0.000894852	0.00107239	0.000530691	0.000551895	0.000710572	0.000862559	0.000927873	0.000968299	0.00167206	0.00101332	0.00077239	0.0013851	0.000893052
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99583e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74071e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.93191e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09916e-05	0.0	0.0	3.02075e-05	0.0	0.0	2.3729e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48121e-05	0.0	0.0	0.0	3.62877e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76579e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.35435e-05	0.0	0.0	0.0	0.0	2.74899e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23408e-05	1.72656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31898e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITRULBIO-PWY: L-citrulline biosynthesis	0.00204933	0.00201025	0.000959778	0.00464023	0.00318646	0.00173066	0.00056467	0.00399039	0.00495729	0.00248576	0.00458572	0.00337816	0.00547116	0.00286843	0.00203438	0.00163297	0.00260888	0.00106302	0.00185225	0.0016964	0.00676203	0.0052887	0.00261433	0.00373415	0.00298121	0.00303365	0.00125966	0.0026004	0.00187524	0.00299576	0.00272365	0.00260441	0.00282389	0.00106528	0.00107682	0.000593199	0.00227094	0.00273251	0.00296206	0.000515845	0.00447532	0.00642815	0.00104336	0.00183172	0.000198422	0.00191967	0.00387655	0.000959184	0.00202284	0.00152143	0.00199	0.00119515	0.0029318	0.00203718	0.00226092	0.00250675	0.00201143	0.00421792	0.00293632	0.00171571	0.00425127	0.00245095	0.00326193	0.00403147	0.00111908	0.00129037	0.00354811	0.000710933	0.0039667	0.00360435	0.00311117	0.00265561	0.00214255	0.00511121	0.00319003	0.00348201	0.00161555	0.00435319	0.0010459	0.00156107	0.00219998	0.00459929	0.0	0.00248996	0.00144488	0.00120613	0.00131841	0.00107198	0.00294144	0.00425714	0.00331591	0.0024886	0.000577515	0.00266739	0.00374916	0.00318059	0.00137298	0.000392858	0.0038829	0.00238813	0.00192006	0.00381074	0.00304807	0.00274387	0.00223418	0.00245312	0.00220067	0.00412648	0.00161356	0.00497997	0.00224346	0.00418444	0.00224526	0.00124618	0.00363709	0.00419993	0.00216728	0.00192996	0.0024171	0.00125016	0.00320392	0.00183367	0.00358971	0.00209005	0.00269202	0.00193118	0.000718775	0.00626076	0.00344206	0.00159914	0.00535676	0.00216512	0.00135428	0.00430771	0.00243052	0.00312662	0.00578185	0.00277025	0.00453285	0.00398605	0.000993878	0.000360771	0.00361552	0.00189084	0.00350719	0.0043731	0.00304439	0.0025829	0.00315628	0.00328835	0.00196794	0.000626052	0.00116489	0.00529062	0.00352143	0.0018138
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.00948203	0.00734691	0.0104203	0.00919046	0.00752622	0.00882926	0.0106424	0.00876656	0.0042221	0.0102472	0.00972636	0.00901412	0.00982546	0.00652	0.00994996	0.00909502	0.00890026	0.00901958	0.00994699	0.00704881	0.0105509	0.0109204	0.00858142	0.00929742	0.00882045	0.00731764	0.00996243	0.00987417	0.00824318	0.00944822	0.00975723	0.0085886	0.00795686	0.0096766	0.00889867	0.0101441	0.01087	0.00947762	0.00956811	0.00847094	0.00909443	0.0097455	0.0115125	0.0098249	0.00906546	0.0120083	0.00931057	0.00818905	0.0106221	0.0103655	0.00823906	0.0087602	0.00377983	0.0103822	0.0113302	0.00900523	0.00650837	0.00716385	0.00965174	0.00885636	0.00790804	0.00902586	0.0064087	0.0100049	0.00919595	0.0106687	0.00851973	0.0104718	0.00769201	0.00472297	0.0133129	0.00918173	0.00738526	0.00823633	0.00869457	0.00931962	0.0089675	0.0107152	0.00824707	0.00964158	0.00973153	0.00902878	0.0100171	0.00891249	0.0084148	0.00969782	0.00981134	0.00793	0.0076774	0.00936117	0.00778576	0.00952958	0.00913829	0.00764503	0.00989915	0.0095176	0.00982535	0.0100308	0.00821011	0.00563229	0.00961832	0.00725598	0.0061009	0.00608325	0.00912406	0.00920019	0.00859194	0.00852106	0.0116141	0.00966142	0.0111149	0.00655912	0.0102981	0.00936608	0.00928414	0.00919696	0.00979073	0.00951402	0.0101014	0.0095701	0.00633474	0.0107241	0.00965286	0.00617593	0.0087155	0.00886642	0.0102629	0.0100258	0.00919248	0.00884105	0.00986052	0.0110726	0.00760175	0.00728259	0.00911804	0.00888803	0.00988167	0.0102481	0.0086983	0.00630226	0.00786744	0.00989975	0.00936551	0.00927478	0.00797107	0.00958617	0.0086189	0.00845815	0.00923732	0.00903765	0.00911696	0.00904189	0.00828837	0.0107817	0.00819693	0.00947821
