# Pathway	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
PWY-822: fructan biosynthesis	8.75196e-06	5.32382e-05	4.63681e-05	0.0	0.000120687	0.000149163	0.0	0.0	0.0	7.35739e-06	0.000258647	0.000281709	0.0	8.98868e-06	5.38446e-05	0.000663791	0.0	0.000118195	4.41023e-05	0.000182026	2.22508e-05	0.0	0.000113908	7.18689e-05	1.91311e-05	7.45366e-05	0.0	1.21055e-05	0.00080168	0.000101758	0.000509498	0.0	0.0	6.05165e-05	0.0	0.00017072	0.0	0.000129131	2.22398e-05	1.2892e-05	0.0	0.0	0.0	4.8291e-05	5.09152e-06	0.0	1.09432e-05	0.000783476	9.72955e-05	0.0	4.37363e-05	0.0	1.67954e-05	9.16572e-05	0.000116114	0.000116682	3.64315e-05	0.0	1.83327e-05	0.0	9.07795e-05	0.000109848	1.20203e-05	0.0	2.93806e-05	3.01527e-05	1.34579e-05	0.000148518	1.6634e-05	0.0	0.0	0.000377034	1.35693e-05	0.0	1.4276e-05	0.0	0.000371494	4.66155e-05	2.45461e-05	0.0	0.00011065	0.0	0.000253397	9.12271e-05	0.0	3.81583e-05	3.3816e-05	4.10218e-05	1.72387e-05	0.0	5.72476e-05	1.18472e-05	0.00119482	0.0	0.0	0.0	6.2617e-05	3.41461e-05	0.000119011	1.13634e-05	0.0	3.23226e-05	0.00132321	5.19924e-06	9.59121e-05	7.88882e-06	0.000382563	0.0	3.48569e-05	0.0	5.82206e-05	0.000137078	0.0	3.31791e-05	3.68223e-05	6.34752e-06	0.0	2.62478e-05	5.4153e-05	1.99071e-05	0.0	7.18838e-05	0.0	0.0	2.11982e-05	0.0	6.4683e-05	4.20007e-05	0.000108096	3.77221e-05	9.96265e-06	0.0	0.0	0.0	0.000157702	0.0	0.0	0.000123456	3.40532e-05	5.31233e-05	0.00105835	0.0	1.88499e-05	0.0	0.0	0.00014013	0.000405302	0.0	6.28778e-05	4.16793e-05	0.000146255	3.78298e-05	1.79397e-05	0.0	6.33985e-05	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.0036838	0.00516498	0.00497731	0.00750562	0.00565458	0.00431021	0.00491664	0.00535829	0.00806735	0.00473487	0.0066195	0.00678368	0.00649924	0.00422408	0.0045779	0.00499728	0.0048728	0.00447564	0.00431964	0.00508908	0.00785149	0.0078908	0.00823257	0.0063577	0.00590355	0.00428686	0.00563954	0.00597129	0.00635663	0.00607785	0.0047231	0.00484498	0.00557604	0.00402822	0.00572509	0.00327793	0.00419526	0.00608904	0.00725013	0.00383734	0.00828925	0.00628775	0.00606966	0.0070544	0.00164177	0.00377629	0.00820721	0.0053082	0.00465767	0.00459395	0.00463212	0.0078428	0.00368847	0.00401728	0.00409887	0.00561389	0.00370317	0.00842035	0.00412956	0.00591987	0.00757387	0.00497228	0.00409615	0.00612099	0.00471197	0.00389281	0.00748711	0.00322949	0.00668447	0.0036034	0.00543161	0.00522325	0.00640486	0.00706672	0.00588227	0.0065856	0.00508002	0.00717432	0.00366047	0.00446866	0.00455557	0.0072433	0.0074253	0.0052232	0.00294413	0.00594393	0.00489015	0.00533701	0.00591306	0.00696612	0.00572607	0.0038036	0.00545398	0.00534514	0.00552226	0.00608757	0.00678322	0.00330975	0.00565774	0.00446903	0.00485814	0.00565822	0.00663619	0.00384089	0.00411604	0.00575468	0.00552744	0.00671817	0.00420821	0.00694527	0.00604707	0.00654227	0.00496681	0.00515086	0.00628741	0.00553705	0.00454099	0.0048041	0.00506371	0.00471081	0.00554717	0.00519558	0.00506238	0.00583974	0.00458314	0.00628541	0.00449987	0.0077445	0.00389978	0.00606316	0.0070987	0.00471965	0.00673936	0.00688599	0.00699187	0.00373919	0.00773699	0.00509123	0.00721064	0.00555939	0.00533164	0.00494317	0.00734611	0.00625934	0.0064295	0.00756494	0.00696851	0.0060165	0.00567654	0.00489971	0.00534211	0.00440494	0.00361532	0.00711981	0.00564041	0.00487363
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0.0	0.0	4.60025e-05	0.0	5.53845e-05	0.000221358	0.0	2.98748e-05	4.05356e-05	0.0	0.000264918	3.10647e-05	0.0	8.08098e-05	0.0	0.000256076	0.0	0.000141718	3.97919e-05	0.000431687	0.0	0.0	0.0	0.0	0.00031956	2.94678e-05	0.0	0.0	0.000342793	0.0	0.00046496	0.0	0.000204174	0.000135051	0.000350931	1.42013e-05	0.0	6.21873e-05	2.35167e-05	0.000644094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203535	0.0	3.18951e-05	0.000158636	5.8091e-05	1.78368e-05	3.03512e-05	5.8785e-05	0.000270013	9.37648e-05	0.0	0.0	3.95805e-05	7.70072e-05	0.0	0.0	0.0	3.87096e-05	0.00278263	0.0	0.0	4.23282e-05	0.0	0.0	0.000217164	0.000179445	0.0	0.0	0.0	4.91016e-05	0.0	0.0	7.94404e-05	3.08229e-05	0.0	0.0	0.000167252	0.0	0.000143219	5.98852e-05	0.000255971	2.24431e-05	0.0	0.0	0.0	0.000848039	0.00023858	0.0	8.54342e-05	0.000223217	0.000269205	0.000581696	2.79296e-05	4.71888e-05	0.000132472	0.000205842	0.0	0.0	4.66263e-05	0.000162611	0.000160393	0.000200754	0.0	3.75207e-05	2.76334e-05	3.20739e-05	5.65857e-05	0.0	7.65982e-05	7.45751e-05	2.16523e-05	0.0	0.0	0.000170985	7.67819e-05	0.0	0.000205245	0.000201684	0.0	6.00653e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87391e-05	0.0	0.0	0.000478883	5.88218e-05	1.65559e-05	0.000426671	0.000210522	0.0	0.0	0.0	0.000101564	0.00102404	0.0	6.45054e-05	0.0	0.000136366	3.34263e-05	3.1519e-05	0.0	0.000132047	0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.00362903	0.00152771	0.0020421	0.00235245	0.00296673	0.00242319	0.00107441	0.0024414	0.00285505	0.00231102	0.00224477	0.00282673	0.000481078	0.00353142	0.00116671	0.00288691	0.00197097	0.00163686	0.0018223	0.00323023	0.000626547	0.0	0.00146391	0.00174353	0.0020367	0.00416588	0.000806349	0.000731346	0.00326658	0.00118933	0.0027378	0.00162772	0.00364427	0.00236788	0.000813527	0.00283059	0.00214159	0.00223262	0.00149681	0.00204195	0.000975026	0.00133349	0.00120263	0.000674064	0.00818787	0.000879237	0.000739702	0.00463823	0.00198704	0.00100734	0.00179998	0.00118419	0.00366228	0.00222799	0.00147036	0.00255755	0.00410339	0.0011228	0.00186305	0.00195682	0.0011625	0.00183916	0.00334469	0.000377291	0.00393581	0.00447767	0.00200457	0.00205516	0.00246879	0.00345047	0.000829984	0.00272189	0.00154795	0.000709236	0.00231595	0.00028086	0.00358975	0.00149695	0.000938144	0.00280613	0.0035693	0.00297122	0.00505884	0.00200142	0.000273626	0.00147526	0.00192621	0.00186054	0.00233725	0.000609149	0.00233889	0.0021753	0.00407774	0.00226957	0.000903666	0.00115969	0.000771875	0.00327751	0.00378922	0.0033604	0.0016061	0.00206442	0.00478372	0.00299224	0.00197965	0.00109755	0.00348307	0.00166769	0.00141556	0.000355067	0.00198603	0.00285124	0.000996928	0.000714904	0.00163278	0.00240658	0.00226929	0.00135674	0.00250715	0.00264797	0.00195656	0.00127357	0.00191979	0.00366577	0.00150997	0.00197257	0.00232021	0.000483732	0.00302039	0.00132275	0.001294	0.00158334	0.000882577	0.00171681	0.00154898	0.00328942	0.000653568	0.00266279	0.0014535	0.00241634	0.00445127	0.00157691	0.000573644	0.0015333	0.000667381	0.000932399	0.00445658	0.00137544	0.00157078	0.00236008	0.00338907	0.00176769	0.00112023	0.000993921	0.00239341	0.00134354
PWY0-1061: superpathway of L-alanine biosynthesis	0.00160346	0.0	0.00208243	0.000976056	0.00209168	0.00166454	0.000245394	0.00141024	0.000990001	0.00301434	0.000828815	1.76812e-05	0.00207342	0.00211346	0.00139867	0.00112305	0.0018783	0.0017233	0.0016648	0.00194575	0.000736122	0.0	0.000415058	0.00270526	0.000591586	0.00087215	0.00146291	0.0017903	0.000847963	0.000458865	0.00096001	0.000468148	0.00387184	0.00170915	0.00135735	0.00118061	0.00162027	0.000972861	0.000217684	0.00194573	0.000328527	0.000985502	0.000371934	0.00163852	0.0020323	0.00106057	0.000189392	0.000911373	0.00152462	0.00187727	0.00159344	0.000332249	0.00198253	0.000129288	0.00196496	0.000262646	0.00196736	0.00151296	0.00211426	0.000410447	0.000276192	0.00189163	0.00193291	0.000888421	0.00239218	0.000467853	0.000199354	0.000917087	0.000173143	0.00137588	0.00057145	0.00107954	0.000522578	0.000798676	0.00104683	0.000411225	0.000226913	0.000622018	0.000873943	0.00149734	0.00144683	6.5241e-05	0.000416646	0.00144977	0.000690415	0.000780283	0.0031125	0.0021979	0.00081923	0.000480606	0.00108603	0.00416394	0.00117042	0.00111632	0.00149287	0.00137959	0.000931433	0.000679714	0.00199502	0.00169746	0.000574747	0.000641197	0.00102571	0.00133103	0.00102608	0.00143542	0.00149422	0.00121712	0.000250178	0.00169501	0.00142044	0.00191127	0.000776917	0.000371375	0.00052482	0.00135852	0.00222427	0.000520836	0.000421094	0.00150917	0.00138658	0.00171546	0.000363232	0.00417742	0.0013837	0.000800386	0.00215868	0.00128707	0.002592	0.000963353	0.000662669	0.000621718	0.00144412	0.000332914	0.000171952	0.000560401	0.000434908	0.00103113	5.13149e-05	0.00213411	0.00158084	0.00175435	0.000383913	0.000475149	7.5836e-05	0.000202068	0.000433053	0.000293117	0.00369038	0.00198567	0.000300264	0.00122022	0.00206553	0.000753001	0.00074542	0.000476713
PWY0-1221: putrescine degradation II	0.0	0.0	0.0	0.0	0.0	1.00157e-05	0.0	3.81667e-06	7.77386e-05	0.0	0.0	0.0	0.0	2.6345e-05	0.0	0.0	5.38643e-05	0.0	7.15637e-06	0.000257969	0.0	0.0	0.0	0.0	0.0	1.08822e-05	0.0	0.0	6.251e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5472e-05	0.0	0.0	1.01412e-05	0.0	0.0	4.22607e-06	0.0	0.0	3.84796e-05	5.199e-06	4.20775e-06	1.89981e-05	0.000942984	0.0	0.0	0.0	7.64881e-06	4.89887e-05	3.68632e-05	4.50926e-06	0.0	0.0	0.000175387	4.68131e-06	3.45518e-06	0.0	5.53656e-06	0.0	4.17511e-06	0.000283231	0.0	0.0	4.40338e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07244e-05	0.0	0.0	0.0	0.0	3.10698e-06	8.54149e-05	0.0	0.0	0.0	0.0	1.95364e-05	0.000278229	7.34294e-06	5.37366e-05	0.0	0.0	0.0	1.88112e-06	0.0	0.0	0.0	0.0	0.0	2.05496e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47266e-06	7.10952e-05	0.0	0.0	0.000203199	9.01454e-06	0.0	0.0	0.0	0.0	3.50153e-05	0.0	1.33086e-05	1.50533e-05	1.07135e-05	0.0	0.0	0.0	0.0	0.0	0.000117739	3.8637e-05	0.0	6.08647e-06	0.0	0.0	0.0	0.0	0.0	7.19988e-06	0.0	6.69654e-06	0.0	0.0	0.0	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.000473119	0.00030067	0.000728319	0.000701616	0.000640317	0.000732931	0.000774124	0.000717057	0.00159363	0.000104927	0.000763564	0.000281659	0.000261275	0.000906677	0.000345087	0.000106747	0.00116379	0.00072945	0.000587061	0.000542574	0.000649722	0.0	0.0023576	0.000320547	0.00112237	0.00235291	0.000222383	0.00153746	0.00278248	0.00058344	0.000613506	0.000483337	0.00028522	0.000454614	0.000635967	0.000255035	0.000225883	0.00100222	0.000701779	0.000373025	0.0027861	0.000687733	0.00173803	0.00214972	0.00035102	0.000719339	0.00116568	0.000119487	0.000459453	0.000461296	0.00059748	0.000755097	0.000953263	0.00021699	0.000264045	0.000596794	0.000570637	0.00123538	0.000538605	0.0007065	0.000927029	0.000428799	0.000884491	0.000503863	0.000325632	0.000300525	0.000224088	0.000248889	0.000336326	0.00167007	0.000557731	0.000378822	0.001545	0.000525599	0.000424403	0.00130634	0.000397741	0.0007598	0.000741497	0.000867154	0.000235312	0.000930752	0.0	0.000491478	0.000726254	0.000284774	0.00103239	0.0007464	0.00103457	0.000230935	0.000930959	0.000370302	0.000205449	0.000638605	0.000735863	0.000871626	0.0010675	0.00024137	0.000573805	0.000778126	0.000597831	0.000668005	0.00013993	0.00112591	0.000487836	0.00115935	0.00229472	0.000384033	0.000324134	0.000775083	0.000440663	0.00187167	0.000166843	0.000603257	0.000468256	0.000515638	0.000441055	0.000921828	0.000421675	0.000743496	0.000701689	0.00070864	0.000386853	0.000825508	0.000600659	0.000507542	0.000221321	0.00041383	0.0	0.000690206	0.00041371	0.000513206	0.000563067	0.00124882	0.000851624	0.00104188	0.00109678	0.000336572	0.000495485	0.000937947	0.000685211	0.00070285	0.0010843	0.000985621	0.000800232	0.000688696	0.000410902	0.000546068	0.00087083	0.000585868	0.000817201	0.000194321	0.000784486	0.000338865	0.000567519	0.000892211
PWY0-1261: anhydromuropeptides recycling I	0.00155707	0.000388143	0.000891168	0.00174626	0.00169095	0.00169231	0.000464228	0.00181965	0.0021007	0.000470713	0.00114197	0.00176613	0.00173908	0.00283666	0.000544771	0.000543495	0.00271341	0.00152467	0.00157906	0.0021649	0.00146799	0.0	0.000932833	0.000844941	0.00366749	0.0012823	0.00147488	0.00197495	0.00287179	0.0019774	0.00131356	0.000420779	0.000832516	0.00114709	0.000282132	0.000829175	0.00109331	0.00067905	0.00074451	0.000619074	0.00164154	0.00154155	0.000626365	0.00156678	0.000224424	0.00268336	0.00295928	0.000182353	0.00109858	0.000483888	0.00150277	0.00167015	0.00274463	0.00102841	0.0013063	0.000921109	0.0019658	0.000858333	0.00135187	0.00105658	0.000596209	0.00164077	0.0021266	0.00200117	0.000402011	0.000641116	0.000341307	3.52867e-05	0.000565218	0.00349965	0.00100728	0.00130933	0.00288082	0.00151122	0.00238228	0.00310411	0.00187631	0.00228333	0.000580258	0.00114795	0.000469791	0.000761293	0.000181529	0.00132213	0.00100028	0.00122449	0.000370795	0.0014469	0.00250686	0.00161121	0.000628987	0.000697205	0.000263752	0.0019796	0.00158098	0.00108643	0.000441446	8.0289e-05	0.000850272	0.00210653	0.00100299	0.00206251	0.000463574	0.00206133	0.00157593	0.00265173	0.000463858	0.000529444	0.00139048	0.0019692999999999	0.000300032	0.00135149	0.000494396	0.000738095	0.000266642	0.000262369	0.000893122	0.000926452	0.000907149	0.00113769	0.00183617	0.00192158	0.00144097	0.00200114	0.000655089	0.00103268	0.000403133	0.000978741	0.00172696	0.00111705	0.00192688	0.00227879	0.000374769	0.00176993	0.00300727	0.00397268	0.00208406	0.00155645	0.00223854	0.00235924	0.00147978	0.000125563	0.00311286	0.00186168	0.00169753	0.0013411	0.00174866	0.00101932	0.00108588	0.00231774	0.000823964	0.000665352	0.000913104	0.000477691	0.0014283	0.00146336
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0	0.0	0.0	0.0	0.0	9.50423e-05	0.0	9.24026e-05	0.000505642	0.0	0.0	0.0	0.0	0.000282042	0.0	0.0	0.000488574	2.38174e-05	8.06551e-05	0.000590477	0.0	0.0	4.35708e-05	1.88002e-05	3.58023e-05	0.000213926	0.0	0.0	0.000277984	0.0	7.36007e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000315077	0.0	0.0	0.000109569	0.0	0.0	4.54352e-05	0.0	0.0	0.000152638	0.000125986	0.000120833	0.000113575	0.00217634	0.0	0.0	0.0	0.000128239	0.000226202	0.000410245	0.00013062	0.0	0.0	0.000695195	0.0	5.00629e-05	0.0	4.12197e-05	0.0	2.55363e-05	0.00203202	0.0	0.0	0.00025569	0.0	2.95613e-05	0.0	0.0	8.51678e-05	0.0	0.0	0.0	0.0	0.0	3.3737e-05	0.0	0.0	0.0	0.000275809	0.0	0.0	0.0	0.0	2.56172e-05	0.000472484	0.0	0.0	0.0	0.0	0.000151986	0.0012285	0.000285279	0.000886416	0.0	0.00101729	0.0	1.26794e-05	0.0	0.0	0.0	0.0	0.0	0.00032785	0.0	1.28759e-05	0.0	0.0	0.0	0.0	4.37051e-05	0.000124835	0.000639724	0.0	0.0	0.000573328	2.24934e-05	3.44776e-05	0.0	0.0	0.0	0.000277821	0.0	8.53277e-05	3.54037e-05	0.000333635	0.0	0.0	0.0	0.0	0.0	0.000714455	0.000145052	0.0	7.7833e-05	0.0	0.0	1.27524e-05	0.0	0.0	0.000179857	0.0	5.04368e-05	0.0	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation	0.0101598	0.00550442	0.0107195	0.00705168	0.006512	0.00914082	0.00895387	0.00817109	0.00614173	0.00820512	0.0101453	0.00859495	0.00685936	0.00700043	0.00924173	0.0101518	0.00884944	0.0106536	0.008441	0.00674666	0.00616126	0.00690323	0.00740631	0.0085672	0.00656364	0.0124008	0.00997731	0.00595197	0.00673908	0.00817572	0.00860587	0.0068475	0.00591328	0.0104854	0.00947925	0.00997555	0.0111621	0.00885292	0.00696843	0.0078111	0.00366331	0.00534763	0.0112927	0.00804239	0.00462168	0.0100405	0.00652063	0.00978145	0.00924009	0.00711484	0.00860301	0.00776203	0.00581273	0.00873571	0.0101682	0.00923886	0.00625394	0.00566552	0.0102447	0.00765219	0.00714397	0.00871876	0.00619524	0.0103	0.00861741	0.00866923	0.00589225	0.0092601	0.00887437	0.00542708	0.00647864	0.00784518	0.00454221	0.00627541	0.00846792	0.00709118	0.00880059	0.00643447	0.0101177	0.00906049	0.00839095	0.00783817	0.00897669	0.00834337	0.00725352	0.00985262	0.0090433	0.00747535	0.0078093	0.00646608	0.0108755	0.00854349	0.0087735	0.00857418	0.00809156	0.00887603	0.00660407	0.00972508	0.0083304	0.00564698	0.00864171	0.00647425	0.00847081	0.00699187	0.00884188	0.00872674	0.00733952	0.00743373	0.0107304	0.0058669	0.00824774	0.00453816	0.011577	0.00974173	0.00873872	0.00833706	0.00950142	0.0084765	0.00729899	0.0116087	0.00782922	0.00984427	0.00936276	0.00440354	0.00812842	0.00915525	0.0108756	0.00877926	0.00826722	0.0071497	0.00652182	0.00936996	0.00745366	0.00445454	0.00759398	0.00704965	0.00407854	0.00913572	0.00634494	0.00483665	0.00856063	0.00908628	0.00728015	0.0104049	0.00710595	0.00774272	0.00987542	0.0123301	0.00830553	0.00743668	0.00802022	0.00851035	0.00677808	0.00753675	0.00828283	0.00907925
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.000251679	0.000568745	0.00156362	0.000891398	0.00138149	0.00149595	0.0021058	0.000635824	0.00177913	0.000372054	0.00100992	0.00156787	0.0	0.00191619	0.000629601	0.00301103	0.00183644	0.00111356	0.000403843	0.00192462	0.000446926	0.0	0.00059777	0.000937885	0.00111482	0.0058407	0.000419358	0.000490419	0.00245947	0.00140707	0.0015917	0.000172516	0.000625559	0.000989604	0.00451561	0.00184717	0.00207087	0.00076506	0.000899902	0.00304149	0.00132533	0.00305603	0.000378781	0.000359233	0.000149023	0.000233825	0.000298509	0.00474031	0.00453046	0.000480728	0.00268242	0.00152924	0.00442349	0.00271595	0.00420466	0.00163915	0.00240517	0.000779015	0.00129302	0.00298886	0.000718716	0.000856567	0.00324096	0.000756109	0.00256917	0.00267826	0.00138461	0.00130193	0.0017373	0.00425725	0.00146592	0.00147009	0.00132721	0.000190236	0.000256842	0.000658716	0.00215567	0.000765942	0.00244128	0.000864534	0.000906746	0.00112254	0.00197315	0.00157065	0.00135445	0.00379941	0.000595304	0.00182749	0.000647358	0.000402666	0.000943187	0.00104937	0.00373759	0.00178823	0.00064956	0.00120979	0.00234493	0.00170611	0.00224069	0.00325494	0.00104821	0.00273015	0.00482762	0.00364921	0.00217559	0.000802089	0.00146694	0.00206364	0.000940559	0.000315567	0.000570081	0.00231677	0.00183701	0.00123176	0.000422621	0.00140076	0.0026283	0.000848822	0.00137204	0.00126006	0.00178995	0.000673892	0.00053199	0.00176201	0.00104376	0.00111733	0.00106215	0.00495929	0.00217525	0.00163158	0.00019424	0.000440425	0.000806716	0.00250829	0.0010322	0.00150973	0.000584883	0.00098114	0.000517827	0.00199231	0.00297708	0.00114488	0.000608591	0.00109613	0.002137	0.000736058	0.00364125	0.000434662	0.000748777	0.00110698	0.0026908	0.00351494	0.00074861	0.000409257	0.00152581	0.000557501
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.000702658	0.000619695	0.000399343	0.000585977	0.0015692	0.000735176	0.000409341	0.00076834	0.00152587	0.000314995	0.000526985	0.00151666	0.0	0.00170608	0.000135547	0.000413891	0.00132165	0.000603207	0.000418734	0.00140042	0.000543527	0.0	0.000937451	0.000447109	0.000902171	0.00417908	0.000931628	0.000130342	0.00126897	0.000572322	0.00069303	0.000139836	0.000647657	0.000622206	0.00135532	0.000277445	0.00010085	0.000668105	0.000473034	0.00157389	0.000578167	0.00103632	0.000458414	0.000127857	0.000207004	0.000389013	0.00039404	0.000436412	0.000992592	0.000548775	0.00152823	0.00120468	0.00375809	0.000229718	0.00033968	0.000584435	0.00296518	0.00104217	0.00094764	0.00139984	0.000214386	0.000286063	0.00193167	0.000524523	0.000794038	0.00183774	0.000888706	0.000271691	0.00039033	0.00348831	0.000128958	0.00110329	0.000954142	0.000129537	0.00111654	0.000678773	0.000842057	0.00056531	0.000407591	0.000726009	0.000555264	0.00154143	0.00029943	0.000770564	0.000523876	0.000371426	0.000249463	0.00167067	0.000796492	0.000475277	0.000599635	0.000513291	0.000440835	0.00128943	8.49825e-05	0.000157003	0.000874495	0.000761016	0.00214011	0.00261976	0.000685544	0.0018613	0.0012615	0.00263967	0.000313322	0.000849205	0.000462939	0.000491319	0.000326438	8.76336e-05	0.000583553	0.0017322	0.000327306	0.000326341	0.000138419	0.0008118	0.000375587	0.000517274	0.000569471	0.00110262	0.00121271	0.000249443	0.00032086	0.00146226	0.000734635	0.000965807	0.00107006	0.000185713	0.0	0.0010708	0.000434124	0.000289039	0.000148524	0.00108815	0.00124291	0.00116717	0.000522133	0.0006663	0.000403905	0.00154231	0.00103906	0.000466325	0.00126517	0.000581468	0.000367018	0.000372706	0.000284021	0.000498199	0.000586175	0.000544468	0.00082252	0.000937879	0.000324821	0.000243552	0.00131807	0.000569967
