# Pathway	VF421	LILT_VF378	VF399	LILT_VF334	VF419	LILT_VF300_T016	LILT_VF73_16	VF417	LILT_VF318	LILT_VF270_T017	LILT_VF360	LILT_VF234_T017	VF403	VF425	LILT_VF106_16	LILT_VF120_16	LILT_VF155_T017	LILT_VF207_T017	LILT_VF379	LILT_VF100_T016	LILT_VF176_T017	LILT_VF394	LILT_VF174_T017	LILT_VF363	LILT_VF71_16	LILT_VF142_T017	LILT_VF145_T017	VF401	VF402	LILT_VF65_16	LILT_VF232_T017	VF412	LILT_VF77_16	LILT_VF95_16	LILT_VF385	LILT_VF392	LILT_VF377	LILT_VF29_16	LILT_VF208_T017	LILT_VF348	LILT_GF15_16	LILT_VF281_T017	LILT_VF114_T017	LILT_VF154_T017	LILT_VF240_T017	VF400	LILT_VF107_16	LILT_VF264_T017	LILT_VF313	LILT_VF222	VF406	LILT_VF328	LILT_VF217_T017	VF423	LILT_VF166_T017	LILT_VF251_T017	LILT_VF315	VF404	LILT_VF167_T017	LILT_VF273_T017	LILT_VF138_T017	LILT_VF109_16	LILT_VF63_16	LILT_GF11_16	LILT_VF311	LILT_VF110_16	LILT_GF04_16	LILT_VF05_16	LILT_VF306	LILT_VF75_16	LILT_VF74_16	LILT_VF303	LILT_VF337	LILT_VF12_16	LILT_VF41_16	LILT_VF76_16	LILT_VF78_16_A	LILT_VF243	LILT_VF01_16	LILT_VF14_16	LILT_VF34_16	LILT_VF298	LILT_VF81_16	LILT_VF39_16	LILT_VF84_16	LILT_VF31_16	LILT_VF10_T016	LILT_VF43_16	LILT_VF339	LILT_VF380	LILT_VF82_T016	LILT_VF279_T016	LILT_VF326	LILT_VF370	LILT_VF28_T016	LILT_VF18_T016	LILT_VF262_T016	LILT_VF265_T016	LILT_VF189_T016	LILT_VF40_16	LILT_VF140_T016	LILT_VF255_T016	LILT_VF261_T016	LILT_VF06_16	LILT_VF170_T016	LILT_VF259_T016	LILT_VF00TL_16	LILT_VF335	LILT_VF171_T016	LILT_GF06_16	LILT_VF293	LILT_VF206_T016	LILT_VF212_T016	LILT_VF263_T016	LILT_VF351	LILT_VF192_T017	LILT_VF314	VF416	LILT_VF02_T016	LILT_VF04_16	LILT_VF07_16	LILT_VF30_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF62_T017	LILT_VF66_T017	LILT_VF67_16	LILT_VF69_16	LILT_VF70_16	LILT_VF90_16	LILT_VF97_16	LILT_VF102_T017	LILT_VF172_T017	LILT_VF197_T017	LILT_VF214_T016	LILT_VF301_T016	VF397	LILT_VF382	LILT_GF12_16	LILT_VF236_T017	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF216_T017	LILT_VF346	LILT_VF362	LILT_VF390	LILT_VF391	VF359	VF388	VF458	VF444	VF446	VF440	VF453	VF445	VF449	VF465	VF459	VF439	VF450	VF452	VF448	VF463	VF461	VF462	VF455	VF464	VF469	VF443	VF347	VF442	VF274	VF322
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.00464068	0.000643388	0.00485828	0.00293505	0.000193875	0.00213886	0.00260162	0.00224671	0.00220145	0.00196543	0.00267826	0.00352901	0.000625114	0.00164416	0.00374232	0.00135168	0.00454517	0.00257268	0.00276783	0.0025699	0.0030137	0.00332889	0.00283598	0.00162531	0.00328829	0.00273451	0.00454159	0.00173698	0.00238303	0.00335351	0.00180013	0.00500076	0.00332795	0.0048694	0.00272716	0.00255644	0.00466631	0.00366518	0.00339924	0.00520783	0.00101599	0.00761447	0.00309662	0.00276872	0.00325129	0.00398603	0.00138466	0.0046461	0.00396586	0.00120027	0.00209828	0.00427264	0.00356583	0.00702292	0.001989	0.00453984	0.00164062	0.000795334	0.00534876	0.00764343	0.00568032	0.00261184	0.0	0.00124941	0.000657847	0.00566798	0.00330113	0.00229423	0.00266678	0.00649969	0.0054115	0.00226107	0.00116805	0.0052632	0.00153194	0.00135226	0.0051933	0.0044191	0.00321445	0.0027683	0.00223977	0.0094060499999999	0.000108683	0.0030799	0.00321237	0.00142449	0.00202819	0.00110539	0.00206511	0.00257408	0.00104165	0.00941959	0.00309336	0.00338691	0.00409575	0.00566537	0.00130654	0.00256639	0.00204543	0.00150469	0.000709192	0.00116471	0.00114517	0.00412348	0.00130899	0.00551579	0.000883304	0.0037617	0.0019108	0.00305923	0.000818049	0.00248929	0.00346434	0.00132347	0.00151162	0.00332344	0.00306371	0.0044435	0.000143369	0.00178199	7.19854e-05	0.00320782	0.00399522	0.00373913	0.00443181	0.00247923	0.00277015	0.00307566	0.00239577	0.00278696	0.00386425	0.00229674	0.00301065	0.0058751	0.000718754	0.000687494	0.00545107	0.00288278	0.00170637	0.000835714	0.00285824	0.00321751	0.00236167	0.0066724	0.000748595	0.00592783	0.00333072	0.00353044	0.00230433	0.000366453	0.00286663	0.00343318	0.00326699	0.00233502	0.00308954	0.00174984	0.000478139	0.003234	0.0058558	0.00576717	0.00297969	0.00381013	0.00119799	0.00119703	0.0018027	0.00468249	0.00256265	0.00312016	0.00332534	0.00404146	0.00364483	0.00379047	0.00434047	0.00322182	0.0032658	0.00171976	0.00385157	0.00124126	0.00209968	0.00394186	0.00591652
REDCITCYC: TCA cycle VI (Helicobacter)	0.000206814	0.000311328	7.73475e-05	0.000195527	0.00019685	0.000360049	0.000273789	0.0	0.000405445	0.000577109	0.000217789	0.000298691	6.06417e-05	0.000720294	0.00024036	0.000267284	0.0	0.000355671	0.00143302	3.90447e-05	4.81726e-05	1.99859e-05	0.0	0.000292284	0.00065334	0.000465839	6.78012e-05	0.00127742	0.000571912	0.000691247	0.000247732	1.55581e-05	7.09331e-05	0.000284108	0.000575523	0.00133214	0.000234717	0.0	1.72719e-05	0.000945133	0.000335627	9.69217e-05	0.000983834	0.00174859	0.0	0.000127816	0.000287264	3.89699e-05	0.000275929	0.0	0.000641745	0.000601639	0.000591871	0.0	0.000301162	2.8365e-05	0.000429632	0.00036328	0.000135757	0.0011313	0.000371081	0.000480323	0.0	0.000464864	0.0	0.000103378	0.0	0.0	0.000682992	0.0	0.000193627	0.000722974	0.0	0.0	0.000950001	0.000394534	0.0	0.0	0.000118635	8.27573e-05	5.1231e-05	8.47753e-05	0.0	0.0	0.000141493	4.46814e-05	0.0	0.000255969	0.0	3.62996e-05	0.0	0.0	0.00128927	0.000101284	3.61003e-05	0.0	2.02975e-05	0.0	0.000172503	0.0	0.000100257	5.21414e-05	3.34311e-05	0.000220398	0.0	0.000566738	0.000158931	0.000297834	0.000147202	0.00120258	1.98377e-05	0.0	0.0	0.0	0.000236739	0.000477645	0.000569864	0.000306737	5.61335e-05	0.000645529	0.0	0.000630461	0.0	0.0	0.000588056	0.0	5.42215e-05	0.000119584	0.0	0.000290673	0.0	0.0	0.0	0.0	0.000150965	0.0	0.000169426	0.000291908	2.0818e-05	0.0	0.000414413	0.000482176	0.000397087	0.000117096	0.000313893	3.0504e-05	0.000591049	1.18983e-05	0.000316845	0.000309173	0.00156051	0.00198426	0.0	0.000104396	0.00224194	0.000411993	0.000135656	0.000521251	0.0	0.000212776	0.000266182	0.000674108	0.000265077	0.000632525	0.0	0.000490716	0.00020423	0.000243825	0.000549851	8.60651e-05	0.00058923	0.000397315	0.000173833	0.000357381	0.00125686	0.000186598	0.000724167	0.000721445	0.000216849	0.0	0.000121047
RHAMCAT-PWY: L-rhamnose degradation I	0.00281534	0.00500173	0.00407544	0.0042836	0.00379614	0.00343753	0.00226286	0.00155912	0.00164417	0.00228554	0.00266694	0.00306092	0.0021832	0.00539566	0.00347516	0.00195004	0.000736788	0.00242661	0.00361104	0.00204051	0.00381199	0.00358626	0.00229044	0.00195533	0.00360441	0.00327106	0.00228472	0.00355599	0.00312616	0.00169816	0.001672	0.00264083	0.00261204	0.00505292	0.00286027	0.00255432	0.00305518	0.00242247	0.00472502	0.00106025	0.000979637	0.00306773	0.00574139	0.0014387	5.25207e-05	0.00557283	0.00247636	0.00233688	0.00337512	0.00300397	0.00346739	0.00143765	0.00288517	0.00589546	0.00218483	0.00241807	0.00249949	0.00437231	0.00469518	0.00106829	0.00555744	0.00200445	0.000321457	0.00391784	0.00554026	0.00249737	0.00409352	0.00426284	0.0034348	0.0102569	0.0062484	0.00316517	0.00369488	0.00418515	0.00249669	0.0026348	0.00475387	0.00323058	0.00102548	0.00375218	0.00256664	0.00734884	0.000931919	0.00236304	0.00350542	0.00149289	0.00144286	0.00346733	0.0017939	0.00264613	0.000413492	0.00279863	0.00258863	0.0035147	0.00219946	0.00390261	0.00314253	0.00384596	0.00260934	0.00202646	0.00108787	0.00318138	0.00194889	0.00340463	0.00273226	0.00306738	0.00277273	0.00447968	0.00309337	0.00272407	0.00215552	0.00371772	0.00389775	0.00265745	0.00125039	0.00278934	0.00390984	0.00247827	0.00173632	0.00164119	0.00274999	0.00319097	0.00265977	0.00259222	0.00173957	0.00383938	0.00397449	0.00240434	0.00413465	0.00396099	0.00383856	0.00361429	0.00140948	0.00643113	0.00328305	0.00150618	0.00184977	0.00253269	0.00274853	0.00119879	0.00262524	0.00333012	0.00321425	0.00619221	0.0015387	0.00211871	0.00199625	0.00331068	0.00290579	0.00214779	0.00301721	0.00173619	0.00259616	0.00255704	0.00357639	0.00287053	0.00311746	0.00295929	0.00609587	0.00404822	0.00383766	0.00314633	0.00231684	0.00162136	0.00253925	0.00217803	0.00306256	0.00349652	0.00303198	0.00577136	0.00308549	0.00323371	0.00381403	0.00409747	0.0019155	0.00183497	0.00221492	0.00553055	0.00187551	0.00442035	0.00279235
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.00714548	0.00625272	0.00828439	0.00675466	0.000783743	0.00413484	0.00682382	0.00192556	0.00428069	0.00664207	0.00307561	0.005458	0.000547703	0.00181434	0.00378148	0.00739035	0.0128513	0.00535696	0.00223442	0.00728699	0.00678283	0.00625173	0.00371537	0.00619604	0.00388513	0.00591308	0.0074349	0.00243661	0.00344949	0.00448739	0.00816107	0.00622305	0.00609263	0.00729172	0.0053825	0.00338963	0.00618247	0.00676486	0.00351589	0.0037836	0.0070867	0.00638053	0.0041893	0.00283499	0.00336874	0.00760059	0.00382684	0.00608892	0.00566178	0.00686649	0.00283489	0.0033418	0.00491694	0.00595638	0.00912609	0.00779955	0.0054541	0.0025604	0.00603028	0.00851405	0.00706826	0.00159176	0.00333192	0.00563642	0.00685899	0.00657211	0.00714444	0.00661219	0.00358424	0.010311	0.00621562	0.00421777	0.00653236	0.00638395	0.00384522	0.00567904	0.00715261	0.00714098	0.00678957	0.00375371	0.00741349	0.0069539	0.00470407	0.00528398	0.00577684	0.00577182	0.00459879	0.00424838	0.0104065	0.00557465	0.00571921	0.00589104	0.00272235	0.00532089	0.00680143	0.00662368	0.0073581	0.00674171	0.00704991	0.00784496	0.00615104	0.00865744	0.00478481	0.00600318	0.0053039	0.00620107	0.00816734	0.00536871	0.0067202	0.00291478	0.00749983	0.0070741	0.00699242	0.00728303	0.00533872	0.00581395	0.0031492	0.00603561	0.00265837	0.00396082	0.00543764	0.00542529	0.00777387	0.00688528	0.00248522	0.00593776	0.00502168	0.00591231	0.00681609	0.00413621	0.00678102	0.00690763	0.00621602	0.00780713	0.00789787	0.00133502	0.00580884	0.00440044	0.00752848	0.00309015	0.00576443	0.00332055	0.00386267	0.0043879	0.00496714	0.00512718	0.00449072	0.00778226	0.00535226	0.00207593	0.00226157	0.00264887	0.00810326	0.00268196	0.00309823	0.00194725	0.000543109	0.00484944	0.00729141	0.00617757	0.00767526	0.00523954	0.00609378	0.00191393	0.00724458	0.00495514	0.00781396	0.00766202	0.00664558	0.00804722	0.00471506	0.00451306	0.00631365	0.00673378	0.0040995	0.00688065	0.00614486	0.00260118	0.00559465	0.00718151	0.00703438
RUMP-PWY: formaldehyde oxidation I	7.6856e-05	0.0	0.0	0.0	0.000517215	0.0	0.0	0.0	0.0	0.0	0.0	3.13561e-05	0.000100171	0.0	0.0	0.000292926	0.0	1.79397e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24208e-05	2.45043e-05	5.37166e-05	3.83924e-05	0.0	1.3903e-05	3.98968e-05	0.0	0.000183465	0.0	0.000157018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19622e-05	8.69324e-05	1.47263e-05	0.0	0.0	5.37394e-05	9.8562e-05	0.0	0.0	0.0	0.0	0.0	0.00148102	3.66202e-05	0.0	0.0	0.0	0.00251055	2.30892e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15565e-05	0.0	2.5678e-05	0.0	0.0	0.0	2.61744e-05	0.0	0.0	0.0	0.0	3.97425e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000110226	2.29551e-05	0.000316885	0.0	0.0	0.0	0.0	0.0	0.0	0.000218549	0.0	0.0	0.0	0.0	0.00070425	0.0	0.0	0.0	0.0	0.0	0.0	7.68863e-05	3.04583e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58537e-05	0.0	0.0	0.000402833	0.0	0.0	0.0	0.0	0.0	0.000418669	0.000637005	0.000227237	0.0	0.000104015	0.0	0.0	0.000247698	0.000641797	9.46491e-05	0.0	0.0	9.38655e-05	0.0	4.00884e-05	0.0	0.0	9.10091e-05	0.0	0.0	0.0	2.35621e-05	0.000563987	0.00020258	8.9368e-05	0.000103616
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.00110478	0.00304215	0.000479802	0.0023558	0.000724767	0.000751246	0.00252481	0.00496414	0.00132702	0.0029622	0.00688881	0.00340673	0.00174119	0.00100065	0.00695811	0.00251239	0.000102619	0.00296718	0.00558457	0.00065849	0.00022844	0.00119111	0.000449884	0.0019103	0.00583261	0.00318909	0.00184011	0.00552277	0.00763973	0.00343104	0.000748372	0.000763535	0.00107047	0.00259761	0.00435814	0.00582651	0.00266468	0.000991626	4.33696e-05	0.00112629	0.00151236	0.000752229	0.00140653	0.00509249	0.00158847	0.0013309	0.00402517	0.000573112	0.00277384	0.00115268	0.00245828	0.00544043	0.00651789	0.000597751	0.000991988	0.000490949	0.000160891	0.00115066	0.00139951	0.00428708	0.00112762	0.00164089	0.000150501	0.00448471	0.000482527	0.000936239	0.00154609	0.000249017	0.00508696	0.00024491	0.00301031	0.000870512	0.00160518	0.00115414	0.00166	0.00357069	0.00203175	0.000308517	0.000865546	0.00622965	0.00116215	0.000831198	0.000838849	0.000807554	0.000689181	0.000764558	0.000323126	0.00247823	0.00371722	0.00161611	0.000327662	0.000674557	0.00421103	0.00318331	0.00115015	0.000106077	0.00122612	0.000847174	0.000815426	0.000899863	0.000478431	0.00245546	0.00104568	0.00175165	0.000679232	0.000918534	0.00117923	0.00178248	0.000701706	0.00437904	0.00106896	0.00177522	0.00139797	0.00105787	0.000747807	0.00101012	0.00702057	0.00107056	0.000871782	0.00439281	0.00114591	0.00211469	0.000420995	0.000403314	0.00315714	0.00174079	0.00425672	0.00124872	0.000342636	0.00621621	0.000208898	0.000748392	0.000153632	0.000205394	0.00146551	0.000135277	0.00293394	0.00540773	0.000325303	0.000412074	0.00151	0.00162866	0.000595816	0.00249267	0.00161058	0.00264228	0.0041454	0.000695821	0.00181423	0.000870069	0.00776287	0.00348621	0.000779643	0.00740079	0.003361	0.00382209	0.00258085	0.00207077	0.000892717	0.00123024	0.00108782	0.00503535	0.00170528	0.00109963	0.0010844	0.00356561	0.00103648	0.0015987	0.00219588	0.00103029	0.00315955	0.00451883	0.00112408	0.000756647	0.00595281	0.00297346	0.00321642	0.00461443	0.00129097	0.0016066	0.00105774
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.0040787	0.00756656	0.00647864	0.00464556	0.00186361	0.00456237	0.00360466	0.00240054	0.0047762	0.00495247	0.00394551	0.00530271	0.00140411	0.00299365	0.00429544	0.00429003	0.010816	0.00527046	0.00333302	0.00546701	0.00827258	0.00477645	0.011328	0.00428483	0.00476852	0.0048413	0.00625415	0.0025703	0.00403619	0.0069346	0.00834633	0.00623654	0.00552138	0.00726989	0.00547451	0.0040379	0.00463508	0.00474756	0.00521359	0.00281228	0.00575093	0.010688	0.00640273	0.00347021	0.00380424	0.00610652	0.00589199	0.00660746	0.00589372	0.00795466	0.00407978	0.00739035	0.00463047	0.00728632	0.00599223	0.00641084	0.0058093	0.00280876	0.00702822	0.00828912	0.00591919	0.00503226	0.00399287	0.00674794	0.00363478	0.00805162	0.00587195	0.0115527	0.00490919	0.0108709	0.00680206	0.00573355	0.00410475	0.0178692	0.00402891	0.00275212	0.00797847	0.00670978	0.00595949	0.00559208	0.00635833	0.00742745	0.00160686	0.00762176	0.00667052	0.00643117	0.00548638	0.0025454	0.00471007	0.00506923	0.00202011	0.0107088	0.00415701	0.0057459	0.00453557	0.00622667	0.00571604	0.00565653	0.00506191	0.00784265	0.00784226	0.00511219	0.00510696	0.00785783	0.00652579	0.00733284	0.00487529	0.00590969	0.00717492	0.00407029	0.00243684	0.0073852	0.0042392	0.00598696	0.00406642	0.00556817	0.00389237	0.00571889	0.00206535	0.00479527	0.00235321	0.00643098	0.0074043	0.0102	0.00400974	0.00724342	0.00528305	0.00920998	0.00743088	0.00384211	0.00703835	0.00383914	0.00797075	0.0130369	0.00306732	0.00171515	0.00658575	0.00449249	0.00491769	0.00247175	0.00504995	0.00510017	0.00438009	0.00668993	0.00348472	0.00821167	0.00649314	0.00543266	0.0070278	0.0100192	0.00377484	0.00455594	0.00596909	0.00410423	0.00447576	0.00440722	0.00770713	0.00487642	0.00663854	0.0073309	0.00423777	0.00454689	0.0042683	0.00251913	0.00447325	0.00478033	0.00470933	0.00452925	0.00522064	0.00606031	0.00431438	0.00429161	0.00529324	0.00538425	0.00377113	0.00537572	0.00487921	0.00191413	0.00607213	0.00662986	0.00605187
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.000258019	0.000276657	0.000197843	0.00116592	0.000581258	0.00193825	0.00115714	0.00149571	0.000383875	0.000914972	0.00418872	0.00191525	0.000470227	0.00374784	0.00417122	0.000640653	0.000298477	0.00135933	0.00490601	9.37837e-05	5.13448e-05	0.0	0.0	0.0013025	0.00393886	0.002292	0.000599399	0.00309122	0.00418971	0.00112215	0.000310108	0.000198568	1.32952e-05	0.00123111	0.00219395	0.00326658	0.000899942	0.0	0.00575142	0.00174299	0.000406832	0.000490209	0.00356134	0.00287547	0.0045677	0.00100156	0.00181269	0.000136893	0.00142973	5.86911e-05	0.00254792	0.00338124	0.00396716	0.000707547	0.000306298	0.0002085	0.00221228	0.000567835	0.000429972	0.00163108	0.0014869	0.00538214	0.0	0.00164114	8.03004e-05	0.000379556	0.0	0.0	0.0030197	2.12737e-05	0.00222569	0.00180901	3.5744e-05	0.0	0.00148796	0.00133607	0.000863743	0.0	0.00025842	0.00267768	0.000116351	0.000201528	5.96178e-05	1.57645e-05	0.000467475	5.75412e-05	0.000445629	0.00155117	0.0	0.00049546	0.0	2.33561e-05	0.00485305	0.00216515	0.0	0.0	1.91899e-05	0.000120128	0.000191629	0.00127074	0.000411579	0.000358496	0.000349529	0.00104236	0.000489734	0.00131475	0.000516264	0.00116677	0.000492265	0.00293993	0.0	0.0	5.6009e-05	1.19968e-05	0.000726155	0.000846479	0.00482953	0.000551636	0.000177737	0.00229427	0.000708231	0.00152793	0.0	5.08446e-05	0.00174981	0.0	0.0026113	0.000218575	0.000188915	0.00440557	0.0	7.30442e-05	0.0	0.000202146	0.000405713	0.000225489	0.000864498	0.00309031	0.000149223	0.0	0.00139061	0.00525306	0.00239263	0.00163839	0.000546367	0.000217023	0.00254374	3.76905e-05	0.00062288	0.000380926	0.0049091	0.00525258	0.0	0.00433949	0.00695046	0.00218515	0.000697426	0.000883409	0.0	0.000789334	0.000869123	0.0026145	0.000687213	0.000546422	0.000825064	0.00318394	0.000552543	0.000707414	0.00139984	0.000256579	0.00363073	0.00364357	0.000541535	0.000267192	0.00287822	0.000460654	0.00233443	0.00114967	0.000287251	0.00200657	0.000461274
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.000540754	0.000591703	0.000415382	0.0020318	0.000958788	0.00288625	0.00188058	0.00187084	0.000767812	0.00168655	0.00370849	0.00293174	0.000737192	0.00285569	0.00318282	0.00122379	0.000612728	0.00223484	0.00408662	0.000206329	0.000113582	0.0	0.0	0.00187162	0.00455282	0.0033605	0.00120233	0.00273645	0.00423335	0.00204898	0.000652306	0.000429594	2.98212e-05	0.00208768	0.0031683	0.00369482	0.00145417	0.0	0.00537504	0.00221702	0.000832957	0.00095791	0.0045212	0.00333032	0.00405564	0.0017932	0.00298158	0.000297886	0.00244877	0.000130381	0.0031354	0.00385229	0.00335911	0.0013875	0.000634759	0.00044898	0.003214	0.00103833	0.000866256	0.00233193	0.0024774	0.00495985	0.0	0.00241223	0.000176228	0.000780933	0.0	0.0	0.00354848	4.72537e-05	0.00285014	0.00272954	7.95901e-05	0.0	0.00227907	0.00186757	0.00166741	0.0	0.000543167	0.0036113	0.000250722	0.000427869	0.000128061	3.53236e-05	0.000933146	0.000127844	0.000901809	0.0019198	0.0	0.00100325	0.0	5.2275e-05	0.00401087	0.0029168	0.0	0.0	4.3011e-05	0.000263047	0.000412794	0.0023129	0.000849965	0.000740626	0.000708677	0.00189287	0.000995848	0.00211555	0.0010248	0.00209673	0.000973621	0.00328009	0.0	0.0	0.000124127	2.6927e-05	0.00133578	0.00158619	0.00412553	0.0011004	0.000362935	0.00328058	0.00120857	0.00253521	0.0	0.000113306	0.00238331	0.0	0.00343085	0.000474571	0.000412157	0.00359874	0.0	0.000160749	0.0	0.00040107	0.000775305	0.000351388	0.00162555	0.00380488	0.000323336	0.0	0.00229219	0.00488018	0.00321947	0.00127351	0.000982036	0.000462007	0.00346851	8.40909e-05	0.00118176	0.000819176	0.0042752	0.0045876	0.0	0.00431399	0.00481328	0.00293996	0.00117997	0.00161449	0.0	0.00147195	0.00159449	0.00349415	0.00130512	0.000947969	0.00151492	0.00387318	0.00107106	0.00131807	0.002315	0.000544255	0.00414575	0.00395906	0.00107709	0.000557803	0.0034885	0.000916559	0.00308341	0.00152959	0.000611703	0.00316271	0.000920865
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	3.82016e-05	0.000221546	0.000108322	0.000898532	0.000420771	0.000982674	0.000763183	0.0	0.000690191	0.000636225	0.00375778	0.00175856	0.000519186	0.002537	0.00327053	0.000493283	0.0	0.000971802	0.00356641	8.18379e-05	0.0	0.0	0.0	0.000619836	0.00265013	0.00182734	0.0002258	0.00252127	0.00276855	0.00103394	0.000280682	0.0	0.000105704	0.000991573	0.00178437	0.00245792	0.000838923	0.0	2.21931e-05	0.00195333	0.000242508	0.000301205	0.00227174	0.00239425	0.0	0.000531006	0.00145713	0.0	0.00109825	0.0	0.00191292	0.00200482	0.00234079	0.0	0.000373076	0.000133192	0.00173565	0.00048548	0.00032623	0.0014091	0.000878725	0.00374943	0.0	0.000809899	0.0	0.000266509	0.0	0.0	0.0022173	0.0	0.00175645	0.00128299	0.0	0.0	0.00198293	0.00128049	0.0	0.0	8.93749e-05	0.00286212	0.000124691	0.000223363	0.0	0.0	0.000411295	0.0	0.0	0.00131109	0.0	0.0	0.0	0.0	0.00343797	0.00179388	2.91651e-05	0.0	0.0	0.0	0.000198141	0.0	0.000112172	0.000334534	0.000175938	0.000810236	0.0	0.000993262	0.000185082	0.00107634	0.000615819	0.00269559	0.0	0.0	0.0	0.0	0.00048923	0.000744502	0.00348525	0.000315725	0.000151157	0.00186	0.0	0.00111631	0.0	0.0	0.00148328	0.0	0.00181971	0.00010515	0.0	0.00209257	0.0	0.0	0.0	0.0	0.000242865	0.0	0.000624356	0.00259098	0.000146402	0.0	0.000844212	0.000607497	0.000996415	0.00112084	0.000515879	0.000221209	0.00180583	0.0	0.000310045	0.000574191	0.00390426	0.0025535	0.0	0.00323737	0.00365938	0.00201607	0.00075297	0.000808253	0.0	0.000527074	0.000239723	0.00169978	0.000403774	0.000644557	0.0	0.000869303	0.000245465	0.000435461	0.000884189	0.000264438	0.00210696	0.00170324	0.000453546	0.000145789	0.00198838	0.000305464	0.00122502	0.00104353	0.000179264	0.0	0.000379933
TCA: TCA cycle I (prokaryotic)	0.000102073	0.000335643	0.00016443	0.00123707	0.000474792	0.00111349	0.00148069	0.0	0.00106021	0.000969568	0.00362715	0.00206869	0.000556158	0.00285361	0.00374864	0.00063287	0.0	0.00145496	0.0033805	0.000255025	0.000243437	4.11471e-05	0.0	0.00099193	0.00271824	0.00229574	0.000375822	0.00253767	0.00264547	0.00139588	0.000509377	3.176e-05	0.000136865	0.00124153	0.00211517	0.0022916	0.00129725	0.0	1.72815e-05	0.00189307	0.000454907	0.000501999	0.00342788	0.00242234	0.0	0.000703923	0.00171667	0.000146164	0.00143714	0.0	0.00211084	0.00184445	0.00233213	0.0	0.000572907	0.000215549	0.00216411	0.000538587	0.00058601	0.00147496	0.00104334	0.00333701	0.0021901	0.000896513	0.0	0.000291432	0.0	0.0	0.00227237	0.0	0.00202197	0.00176327	0.0	0.0	0.00281118	0.00171265	0.0	0.0	0.000412732	0.00325401	0.000270907	0.000405085	0.0	0.0	0.000621822	0.000100487	0.0	0.00152506	0.0	0.0	0.0	0.0	0.0038067	0.00252949	7.69917e-05	0.0	0.0	0.0	0.000368651	0.0	0.000612779	0.000521301	0.000366286	0.00127856	0.0	0.00175614	0.000557637	0.00126287	0.00141612	0.00260178	0.000186704	0.0	0.0	0.0	0.000900233	0.00126204	0.0034891	0.000871682	0.000584936	0.00199245	0.0	0.00198743	0.000100734	0.0	0.00216311	0.0	0.00214974	0.000310691	0.0	0.00195504	0.0	0.0	0.0	0.0	0.000348393	0.0	0.000998345	0.0030941	0.00049191	0.0	0.000967106	0.000493411	0.00102005	0.00138109	0.000884428	0.000333773	0.00203278	4.46688e-05	0.000644222	0.00115725	0.0037964	0.00229743	0.0	0.0031947	0.00360273	0.00219699	0.000744991	0.00124957	0.0	0.00091151	0.000676426	0.00188876	0.000674478	0.00102933	0.0	0.000824047	0.00052885	0.000520141	0.00168604	0.000414096	0.00257587	0.00186319	0.000666714	0.00087911	0.00193852	0.000468504	0.00181049	0.00107219	0.000448439	0.0	0.000580948
