# Pathway	VF421	LILT_VF378	VF399	LILT_VF334	VF419	LILT_VF300_T016	LILT_VF73_16	VF417	LILT_VF318	LILT_VF270_T017	LILT_VF360	LILT_VF234_T017	VF403	VF425	LILT_VF106_16	LILT_VF120_16	LILT_VF155_T017	LILT_VF207_T017	LILT_VF379	LILT_VF100_T016	LILT_VF176_T017	LILT_VF394	LILT_VF174_T017	LILT_VF363	LILT_VF71_16	LILT_VF142_T017	LILT_VF145_T017	VF401	VF402	LILT_VF65_16	LILT_VF232_T017	VF412	LILT_VF77_16	LILT_VF95_16	LILT_VF385	LILT_VF392	LILT_VF377	LILT_VF29_16	LILT_VF208_T017	LILT_VF348	LILT_GF15_16	LILT_VF281_T017	LILT_VF114_T017	LILT_VF154_T017	LILT_VF240_T017	VF400	LILT_VF107_16	LILT_VF264_T017	LILT_VF313	LILT_VF222	VF406	LILT_VF328	LILT_VF217_T017	VF423	LILT_VF166_T017	LILT_VF251_T017	LILT_VF315	VF404	LILT_VF167_T017	LILT_VF273_T017	LILT_VF138_T017	LILT_VF109_16	LILT_VF63_16	LILT_GF11_16	LILT_VF311	LILT_VF110_16	LILT_GF04_16	LILT_VF05_16	LILT_VF306	LILT_VF75_16	LILT_VF74_16	LILT_VF303	LILT_VF337	LILT_VF12_16	LILT_VF41_16	LILT_VF76_16	LILT_VF78_16_A	LILT_VF243	LILT_VF01_16	LILT_VF14_16	LILT_VF34_16	LILT_VF298	LILT_VF81_16	LILT_VF39_16	LILT_VF84_16	LILT_VF31_16	LILT_VF10_T016	LILT_VF43_16	LILT_VF339	LILT_VF380	LILT_VF82_T016	LILT_VF279_T016	LILT_VF326	LILT_VF370	LILT_VF28_T016	LILT_VF18_T016	LILT_VF262_T016	LILT_VF265_T016	LILT_VF189_T016	LILT_VF40_16	LILT_VF140_T016	LILT_VF255_T016	LILT_VF261_T016	LILT_VF06_16	LILT_VF170_T016	LILT_VF259_T016	LILT_VF00TL_16	LILT_VF335	LILT_VF171_T016	LILT_GF06_16	LILT_VF293	LILT_VF206_T016	LILT_VF212_T016	LILT_VF263_T016	LILT_VF351	LILT_VF192_T017	LILT_VF314	VF416	LILT_VF02_T016	LILT_VF04_16	LILT_VF07_16	LILT_VF30_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF62_T017	LILT_VF66_T017	LILT_VF67_16	LILT_VF69_16	LILT_VF70_16	LILT_VF90_16	LILT_VF97_16	LILT_VF102_T017	LILT_VF172_T017	LILT_VF197_T017	LILT_VF214_T016	LILT_VF301_T016	VF397	LILT_VF382	LILT_GF12_16	LILT_VF236_T017	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF216_T017	LILT_VF346	LILT_VF362	LILT_VF390	LILT_VF391	VF359	VF388	VF458	VF444	VF446	VF440	VF453	VF445	VF449	VF465	VF459	VF439	VF450	VF452	VF448	VF463	VF461	VF462	VF455	VF464	VF469	VF443	VF347	VF442	VF274	VF322
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.000495385	0.00221128	0.000258855	0.00100436	0.00181593	0.00121551	0.000939407	0.0	0.000818389	0.00111474	0.00404177	0.00163497	0.00117395	0.00186488	0.00210682	0.00100319	0.0	0.00081212	0.00453027	0.00077638	0.000230023	0.000134297	0.000105433	0.000768241	0.00213054	0.00164122	0.000638978	0.00343943	0.00337871	0.00122514	0.000530056	0.000289581	0.000136199	0.000938854	0.00150814	0.00174518	0.000864722	5.65098e-05	0.00468792	0.00197356	0.000485481	0.000915878	0.00173447	0.00269264	0.0	0.000139632	0.0013683	7.84808e-05	0.000596837	0.000268835	0.00236217	0.00146759	0.00184673	0.00157506	0.000960131	3.26274e-05	0.0025494	0.00195348	0.000589916	0.00259847	0.00030093	0.00463639	0.00290308	0.00271761	0.000248436	0.000345964	0.000220454	0.0	0.00242378	0.000199115	0.000574143	0.000832285	0.000385343	0.000180605	0.00149674	0.00111845	0.000344023	0.000313907	0.000538723	0.00139308	0.000995901	0.00052507	0.0	0.000566065	0.000340839	0.000267768	0.000275113	0.00133754	0.000474383	0.000179237	0.000202063	0.000412157	0.00243203	0.00160979	0.000146471	0.000796151	0.000187808	0.000399748	0.000375021	0.00016025	0.000356563	0.000346115	0.000658759	0.00105888	0.000302949	0.0010836	0.000387325	0.00117985	0.000546281	0.00382756	0.00011267	5.77494e-05	4.51365e-05	0.000162039	0.000175079	0.000373224	0.00364877	0.00118058	0.0	0.00209899	0.000314841	0.00123633	1.22647e-05	0.000232433	0.00161857	0.000504064	0.000839378	0.000318785	0.000128084	0.00338223	0.000256299	0.00015597	0.000653034	0.00012377	0.000261796	0.0	0.000627874	0.000522524	0.000137473	0.000479755	0.00105576	0.00438	0.000733503	0.00104243	0.000531572	0.000967766	0.00198812	0.000149352	0.00108112	0.00121129	0.00463344	0.00369252	0.000386695	0.00364193	0.00290262	0.00336834	0.00109738	0.000726308	0.000157308	0.00112444	0.000879346	0.00156242	0.00065071	0.00143952	0.000254393	0.00158688	0.000242726	0.000573887	0.000776262	0.000348694	0.00176497	0.000368264	0.000509136	0.00020466	0.0016155	0.00100406	0.00206786	0.0016694	0.000353367	0.0	0.000721863
PWY5F9-12: biphenyl degradation	0.0	1.20217e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000181544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72347e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19414e-05	0.0	9.08358e-05	0.0	0.0	0.000165546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-367: ketogenesis	0.0	2.49891e-05	0.0	1.95973e-05	0.0	0.0	0.0	0.000896541	0.0	0.0	0.0	0.0	0.0	1.81145e-05	0.0	0.0	0.0	0.0	0.0	5.69931e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83025e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77554e-05	0.0	0.000158401	0.000154811	0.000679381	0.0	0.0	0.0	0.0	0.0	0.000189984	0.0	0.000124194	0.0	0.0	2.44244e-05	0.0	0.000451096	0.0	0.0	2.9637e-05	0.0	0.0	4.59204e-05	4.41993e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000346768	0.0	3.63258e-05	0.0	0.0	9.21866e-05	1.89928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000369364	3.5321e-05	0.0	3.23827e-05	0.0	0.0	2.95413e-05	0.0	0.0	0.0	2.35516e-05	0.0	0.0	2.99653e-05	3.58609e-05	6.97914e-05	4.44882e-05	3.62365e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000180549	0.0	0.0	0.0	0.000113176	0.0	0.0	6.15666e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.55626e-05	0.0	0.0	0.0	0.0	6.5805e-05	4.1334e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000102344	0.000593825	6.99029e-06	0.0	0.0	0.000112815	0.0	0.0	0.0	7.5575e-05	0.0	0.00084166	0.0	0.0	0.0	5.52299e-05	0.0	0.000133415	0.0	0.0	0.0	0.000181049	1.28435e-05	1.15452e-05	4.14904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37788e-05	0.0	6.2081e-05
PWY66-388: ceramide degradation by &alpha;-oxidation	3.67747e-05	0.0	5.73209e-05	8.98449e-05	0.0	1.45896e-05	0.0	0.00110984	3.44865e-05	7.56218e-05	0.0	1.11435e-05	0.0	1.18043e-05	0.0	2.65948e-05	0.0	0.0	0.0	8.03408e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000347044	4.00254e-05	0.0	0.0	0.0	2.58825e-05	0.0	1.41585e-05	0.0	0.0	0.0	3.629e-05	0.0	0.0	6.49345e-05	0.000313242	0.0	0.0	0.0	9.72028e-06	0.0	1.63951e-06	0.000706647	4.27296e-05	0.0	1.74123e-05	0.0	0.0	0.0	0.000101425	0.000206642	0.0	0.0	0.000208294	0.000157539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86818e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.42507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78775e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000287379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1451e-05	0.0	0.0	0.0	0.0	0.0	1.58225e-05	0.0	0.0	0.000170704	0.0	0.0	0.0	0.0	0.0	0.0	2.91397e-05	0.0	4.36326e-05	0.0	0.000120385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001551	0.0	5.95718e-05	0.0	0.0	0.0	5.34536e-06	7.85789e-05	0.000203129	1.62422e-05	7.1338e-05	2.57539e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	9.1572e-05	0.000359746	5.87217e-05	0.000503696	0.000453372	2.90607e-05	0.000309894	0.00281682	0.000128083	0.00010437	0.00154492	1.17209e-05	0.000274477	0.00187708	0.000946295	0.000155549	0.0	5.57716e-06	0.00291005	8.1087e-07	1.06243e-06	0.0	0.0	0.000850752	6.3574e-05	0.000212613	3.10266e-05	0.00173412	0.00235757	0.000663942	0.000120941	0.0	4.55702e-05	0.000372978	0.000457636	0.00226025	1.58405e-05	0.0	6.49364e-05	0.00014305	0.000277835	2.83704e-06	0.00132466	0.00276161	0.00304597	0.0	0.000706115	3.015e-05	1.43376e-05	3.98135e-05	0.00144381	0.00279705	0.000824426	0.0	0.000523605	5.86033e-05	0.00109748	0.000657263	0.00015167	0.00146399	0.000358655	0.00459716	0.00491215	0.000189228	0.000205813	0.000257739	2.09326e-05	0.0	0.00122764	0.0	1.88092e-05	0.000546248	1.91864e-05	0.0	0.00139851	0.000422826	0.0	0.0	4.15659e-05	3.97575e-05	8.81973e-05	0.0	4.62851e-05	0.0	0.000113737	0.0	0.000219401	0.000694754	0.0	5.758e-05	0.0	1.08259e-05	0.00136362	8.59379e-06	1.78849e-07	0.0	9.38235e-05	0.0	1.18984e-06	0.0	0.000132248	0.000225984	1.17565e-05	0.000228368	0.0	0.00103048	0.00014618	0.000310911	2.88949e-05	5.98294e-05	6.64454e-07	6.34161e-05	0.0	0.0001142659999999	0.0003865	0.000441559	0.00199077	0.000262906	0.000206072	0.00075533	2.99307e-06	0.00040408	3.10754e-06	0.0	8.66778e-06	0.0	2.66666e-05	9.46527e-05	1.15675e-05	0.000161267	0.0	0.0	0.0	3.48271e-05	1.83501e-05	0.0	3.82704e-05	0.000227004	6.31123e-05	0.000149325	0.000792022	0.000406004	2.77311e-05	0.000409949	0.000725178	4.34143e-05	0.000423983	0.0	0.000146634	0.000887648	0.00263003	0.000113659	0.0	0.00247957	0.0013196	0.000532861	0.000763885	0.000679891	5.84274e-05	6.76162e-05	0.000346196	0.0	5.58707e-05	0.00113046	9.77579e-05	0.0010136	2.29402e-05	0.000101568	6.21045e-05	1.8616e-06	0.00104929	0.000259853	0.000112385	0.000667143	0.00306287	0.000343956	0.00139628	0.000932251	2.15513e-05	3.82007e-05	3.27777e-05
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0.0	0.000506782	0.000341197	0.0	0.0	1.77453e-05	0.0	0.00361404	0.000195363	0.000167334	0.0	0.000141112	0.000611856	0.00273123	0.0	0.000421778	0.0	0.0010463	0.000454455	7.2406e-05	0.0	0.0	0.000260857	0.0	0.000194507	0.0	0.000219714	0.00273491	1.02723e-05	0.000854612	0.00021064	9.22067e-05	0.0	0.0	0.000366505	0.0	0.000147651	0.0	2.209e-05	0.0	0.000620855	0.000808687	0.000444274	0.000333721	0.00100953	0.0	0.0	0.000151474	0.000181211	0.00012598	0.00170258	0.00442541	0.00100433	0.0	0.000529024	7.12628e-05	0.0	0.00153047	0.000452498	0.00146093	0.000445438	0.0	0.0	0.00183721	7.88124e-05	0.000281088	0.000299493	3.09564e-05	0.000812393	8.45863e-05	6.50871e-05	0.000983845	6.26918e-05	0.000217137	0.0	0.000307266	0.00023108	0.0	0.00072877	8.91353e-05	0.000937647	0.000383117	0.0	0.000591633	7.14909e-05	2.5931e-05	0.0	0.0	0.000525595	3.99182e-05	0.0	0.0	0.000242477	0.00061646	6.61841e-05	0.000448841	0.00011652	0.00017535	0.000169975	2.14096e-05	9.35848e-05	0.0	0.000883941	0.00121927	7.89438e-05	0.00101951	0.000104234	7.30409e-05	0.00245834	0.00263501	0.0	0.00020451	0.0	0.000128349	0.0	5.43283e-05	0.0	0.000174363	0.0	0.000647538	0.000214988	0.000629214	6.90375e-05	0.000174676	0.000215352	0.0001951	0.000257021	0.000474354	0.000166156	0.000113383	0.000111973	2.83706e-05	0.0	7.52605e-05	0.0	0.0	0.000534751	4.14269e-05	0.0	0.000262057	5.53644e-05	0.0	0.0	0.000416735	4.90228e-05	0.00200498	0.000445601	0.0	0.000798327	0.000536387	0.0	0.0	0.000156947	9.3986e-05	0.0	0.00305601	0.000745602	0.000508738	0.000101549	0.000336366	0.000161387	0.000186097	9.97669e-06	0.00199017	3.1915e-05	0.000200087	2.54763e-05	1.5472e-05	0.000311854	0.000172449	0.0	0.000128542	0.0	0.000147577	0.0	0.0	0.000437947	0.00265796	0.000580743	0.000174998	0.000469466
PWY66-399: gluconeogenesis III	0.00269277	0.00105418	0.000958421	0.000442127	0.0	0.00160892	0.00259445	0.0	0.00360431	0.0030886	0.0	0.00135171	0.000188936	0.0	0.000713553	0.00266983	0.0	0.00234457	0.0	0.0029115	0.00215171	0.00250633	0.00165078	0.00275803	0.00109122	0.0	0.00240445	0.000142795	1.07157e-05	0.00359318	0.00174094	0.00255997	0.0025666	0.000725732	0.0021602	0.0	0.00333944	0.00305495	0.0	0.00271547	0.00296384	0.00216569	0.000979908	0.000389821	0.00133384	0.000238283	0.000799641	0.00219969	0.00153889	0.00167421	0.000883812	0.00148538	0.000817715	0.00103383	0.00101883	0.00105758	0.00073089	0.000102724	0.00289925	0.00330825	0.000292888	0.0001978	0.00518336	0.00196448	0.00216935	0.00173667	0.00288341	0.000763793	0.00277385	0.000897534	0.0	0.00119977	0.000701718	0.00183287	0.00175826	0.00245903	0.000746043	0.00268393	0.00331174	0.00108115	0.00283521	0.00174681	0.00136275	0.00372117	0.00172113	0.00323583	0.00361413	0.000108215	0.00103755	0.00277812	0.00107604	0.00069848	0.00162787	0.00107679	0.00266549	0.000980098	0.00182622	0.00133364	0.00288427	0.00236109	0.00166278	0.00138183	0.00112467	0.00286659	0.00222603	0.00201175	0.00199012	0.00217986	0.00238785	0.0032997	0.000696755	0.000958752	0.00274629	0.0020757	0.00258917	0.00295244	0.000887466	0.00319453	0.00188849	0.000781069	0.00259604	0.00257161	0.00254518	0.0014982	0.00261917	0.00195325	0.000899496	0.00203558	0.00129207	0.000346515	0.00175366	0.00200995	0.00180462	0.000123604	0.00143681	0.00118874	0.000946705	0.00022453	0.00216416	0.000296629	0.00250021	0.000171967	0.0009766829999999	0.00191609	0.00337813	0.00183657	0.00227553	0.00235054	0.0027747	0.00221204	0.0	1.96966e-05	0.00146796	0.0011892	0.0	0.00180688	9.1218e-05	0.00251763	0.000673699	0.00158854	0.0	0.000306781	0.00230595	0.00259144	0.0017703	0.000509225	0.00272684	0.000654849	0.00149807	0.000403364	0.00196693	0.0	0.00351249	0.000400273	0.0	0.00139154	0.00255891	0.000358694	0.0026048	0.000871129	0.0026825
PWY66-409: superpathway of purine nucleotide salvage	0.000864763	0.0020784	0.000259003	0.00366836	0.00928096	0.00286835	0.00112422	0.00342028	0.00207605	0.00249942	0.00348699	0.00256303	0.00660999	0.0050627	0.00358387	0.00118271	0.00270444	0.00176676	0.00307474	0.000445054	0.0	0.00119691	0.0	0.00136236	0.00372111	0.00155642	5.539e-05	0.00446624	0.0036328	0.00182535	0.000415012	0.00228673	0.000792991	0.00237327	0.00289296	0.00326151	0.000873018	0.0	0.00402398	0.0027587	0.000276382	0.000705946	0.0030449	0.00396262	0.00416361	0.000994521	0.00503957	0.000608829	0.00242354	0.000612621	0.00450724	0.00229932	0.00330662	0.00214271	0.000215418	0.000611487	0.00325213	0.00596788	0.000582171	0.00234863	0.00217275	0.00368422	0.00788754	0.00310585	0.000158286	0.000536	0.000130976	0.0	0.00291297	0.000545381	0.00260298	0.00210953	0.000103786	0.000132982	0.00206756	0.00472975	0.00259884	0.0	0.000441018	0.00323177	0.00116977	0.00201132	0.00018469	0.000861036	0.00107648	0.00013631	0.000910521	0.00204132	0.000469764	0.000571069	0.0	7.55939e-05	0.00413857	0.00270986	0.000332727	5.43888e-05	0.00117739	0.00041175	0.000449185	0.0	0.000350365	0.00152248	0.00142644	0.00114636	0.000803465	0.00210352	0.000893977	0.00144212	0.00224027	0.0026552	0.000303497	0.0037135	0.000578742	0.00111228	0.00209172	0.00188509	0.0034879	0.00259887	0.0	0.00303645	0.0	0.00204893	0.00106049	0.000396846	0.00277246	0.000908542	0.00341211	0.000464336	0.00124171	0.0029132	0.000108331	0.000375904	0.000154163	0.000735995	0.000663725	0.0	0.00282681	0.00378516	0.000487533	0.000442576	0.00135833	0.003872	0.0024947	0.00346575	0.00242234	0.00101209	0.00330122	0.000334648	0.00133112	0.00187632	0.00347624	0.0036972	0.0008824	0.00308243	0.00361052	0.00371002	0.00490696	0.00297636	0.0	0.00175993	0.00112999	0.00335324	0.0021783	0.00880427	0.00115529	0.00287791	0.00440686	0.00186023	0.00140772	0.00125222	0.00339656	0.003339	0.00065719	0.0010927	0.00432174	0.0037165	0.00276228	0.0063607	0.000854374	0.00118502	0.00153898
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.00792149	0.0063104499999999	0.0120595	0.0102836	0.00538461	0.00701807	0.00660856	0.00984447	0.00758179	0.00775192	0.00420282	0.00799314	0.00613705	0.00627925	0.00554813	0.00834286	0.0104925	0.00764522	0.00398498	0.00856684	0.012252	0.0111107	0.00806111	0.0073284	0.00576798	0.0101814	0.00737223	0.00502779	0.00697111	0.00670026	0.00892243	0.00942944	0.00863826	0.0100397	0.00806066	0.00539076	0.0126112	0.00910813	0.00656141	0.00479562	0.00799232	0.0132417	0.00732882	0.00409475	0.00489165	0.0108234	0.00759821	0.00901788	0.0106812	0.00842055	0.0063692	0.00782403	0.00569527	0.00982332	0.00815552	0.0119581	0.00658372	0.00663551	0.0098422	0.0062288	0.0116351	0.00330667	0.00269887	0.00887381	0.00446182	0.0117194	0.00915539	0.0155524	0.00907894	0.0155069	0.0110463	0.00792486	0.00640352	0.017051	0.0048904	0.0057051	0.012181	0.0115548	0.00769792	0.00568644	0.00919685	0.0131355	0.00305591	0.0105018	0.00807832	0.00638642	0.0066747	0.00661885	0.00890478	0.00815912	0.00447589	0.0108583	0.0054294	0.00928937	0.00975604	0.0118701	0.0115783	0.0146641	0.00706649	0.00819144	0.00322099	0.00926581	0.00648054	0.00945759	0.00908826	0.00898945	0.00800039	0.00599305	0.00830839	0.00527353	0.00512686	0.0149144	0.00699266	0.0107585	0.00483754	0.00741208	0.00517676	0.00874223	0.00344259	0.00482623	0.0036525	0.00697776	0.0109587	0.0110686	0.00530932	0.0093144	0.00931788	0.00669919	0.0114724	0.00724371	0.0119112	0.00961173	0.0132381	0.0186081	0.00594864	0.00325102	0.0117444	0.00706079	0.0101193	0.00584926	0.00940886	0.00546497	0.00728473	0.00867608	0.0075128	0.00994564	0.00762035	0.00844481	0.00966398	0.00797625	0.00426734	0.00515599	0.00985204	0.00490424	0.00478701	0.00518838	0.00393637	0.00916979	0.0120392	0.0102327	0.0116443	0.0078826	0.00838948	0.00756439	0.00909683	0.00661281	0.00864292	0.0107063	0.0090299	0.0126612	0.0070532	0.00716456	0.00989468	0.0112874	0.00446118	0.00911847	0.00866054	0.00720644	0.00898274	0.0102929	0.0100196
PWY66-430: myristate biosynthesis (mitochondria)	0.0	5.37131e-05	0.0	0.000189295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00154746	0.000201762	0.0	0.0	9.53194e-06	0.000902539	0.0	0.0	0.0	0.0	0.000156825	0.0	0.000288999	0.0	0.000148595	0.000475002	0.0	0.0	0.0	0.0	0.0	2.12064e-05	0.0	0.0	0.0	8.05575e-06	4.71509e-05	0.000174075	0.0	0.000884105	0.000388369	0.0	0.0	0.0	0.0	0.0	0.0	0.000281749	0.0	0.0	0.0	0.0	0.0	0.000987172	1.26631e-05	0.0	0.000120705	2.14065e-05	0.0	0.00269696	1.53742e-05	0.0	0.0	0.0	0.0	0.000415956	0.0	0.0	0.0	0.0	0.0	0.000595055	0.000366548	0.0	0.0	0.0	0.0	2.58346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000343703	0.0	0.0	0.0	0.0	0.0	3.02895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5375e-05	0.0	0.0	0.0	0.000209585	5.37165e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000613199	0.0	4.93929e-05	0.000155546	0.0	0.000269153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70927e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58531e-06	0.0	4.81518e-05	0.0	4.31756e-05	7.96642e-05	0.0	0.000137265	0.000654609	0.000547778	6.74351e-05	0.0	0.000101195	0.000765675	9.02406e-05	0.00048707	4.45216e-05	0.0	9.54657e-06	0.000256628	0.000258573	0.0	0.0	0.0	0.00137413	0.0	0.0	0.0	0.0	0.000412953	0.0	0.0	0.0	0.0	0.000198291	0.000474222	3.67063e-05	3.91565e-05	0.0	4.8667e-05
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.000132301	0.000604758	0.000143171	0.000799609	0.00039725	0.00122095	0.000954302	0.00181451	0.000540673	0.000644172	0.00186232	0.00152113	0.000545829	0.000279869	0.00226437	0.0010327	0.0	0.000716252	0.00141075	0.000813658	0.0	0.000286395	2.41622e-05	0.000509327	0.0019443	0.00173037	0.000117211	0.000888798	0.00200832	0.00159972	0.000268081	0.0	6.6991e-05	0.00122775	0.00142557	0.0	0.000386786	0.000191915	0.0	0.00159271	0.000339675	0.000279816	0.0012835	0.00188157	0.0021322	0.00043839	0.00155079	0.0	0.000773735	0.000187968	0.00129909	0.00310676	0.00192356	0.0	0.000162021	8.11204e-05	6.41671e-05	0.000491759	0.000311005	0.00191749	0.00125754	0.002071	0.00132006	0.00113592	0.000400444	0.000283134	0.00037217	0.0	0.00178597	0.0	0.00115484	0.000963151	0.0	0.0	0.00093313	0.0011361	0.0	0.0	6.16345e-05	0.00207155	0.000836797	0.0	0.0	0.0	0.000536102	0.00167126	0.00019025	0.000820371	0.00044481	0.000164575	0.0	0.0	0.0024688	0.00103615	0.000267591	0.0	0.000530148	0.0	0.00158474	0.0	0.000958592	0.000401518	0.000170857	0.00069626	0.0	0.000402752	0.000367231	0.0011031	0.000940627	0.0015188	0.000149023	0.000613928	0.000212516	0.000765483	0.000921962	0.000645607	0.00215532	0.00167579	0.000681904	0.0014045	0.000220546	0.0012065	0.0	0.0	0.000961784	0.000214646	0.00134642	4.62545e-05	0.000284573	0.00139511	0.0	0.000112456	0.0	0.000180976	0.000359952	0.0	0.000662184	0.00173736	4.96182e-05	0.0	0.00100572	0.000536665	0.000669426	0.000702125	0.000923789	5.79769e-05	0.00147885	0.000197659	0.000546701	0.00120074	0.000693574	0.000572695	0.000194831	0.00212661	0.00035952	0.00144664	0.00113167	0.000822502	0.0	0.000588651	0.000486598	0.00115453	0.000533489	0.000418555	0.000246806	0.00112856	0.000234755	0.000317639	0.000761485	0.000794047	0.00155507	0.00151417	0.000711998	0.000261047	0.00111596	0.000358463	0.0010282	0.000882143	0.00052487	0.000396646	0.000384177
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.00712637	0.00502671	0.00784523	0.00535092	0.0010673	0.00421555	0.00506673	0.00597218	0.00431047	0.00650756	0.00296518	0.00525433	0.00554948	0.00208667	0.00298396	0.0059877	0.0107851	0.00405363	0.00311844	0.00592029	0.00833007	0.0066558	0.00929004	0.00678886	0.00339385	0.00494446	0.00617512	0.00271023	0.00365766	0.00602307	0.010697	0.00787893	0.00719725	0.00725116	0.00445108	0.00193295	0.00547837	0.00623509	0.00338456	0.0051837	0.00730529	0.0075368	0.00553481	0.00287987	0.00296818	0.00788529	0.0044821	0.00587848	0.00572647	0.00650718	0.00310965	0.00364776	0.00431799	0.00879034	0.00494665	0.00777832	0.0048765	0.00252032	0.00703373	0.00757613	0.00637813	0.00231089	0.000994193	0.0043146	0.00609374	0.00736411	0.00593567	0.00875809	0.00515999	0.0101607	0.00648289	0.0036187	0.00593352	0.00958147	0.00570908	0.00469084	0.00700168	0.00704667	0.00682194	0.00321678	0.0050004	0.00811484	0.00653852	0.0073979	0.00709044	0.00570149	0.00865437	0.00607724	0.00304416	0.00560567	0.00924124	0.00892115	0.00331573	0.00440788	0.00614696	0.0096617	0.00540756	0.00618831	0.00571697	0.00738823	0.00696613	0.00409968	0.00498359	0.00668073	0.00636248	0.00629857	0.00422268	0.00555144	0.00405175	0.00358109	0.00805513	0.00565325	0.0046103	0.00530716	0.00427299	0.00556807	0.00326534	0.00647627	0.00681105	0.00413921	0.00502068	0.00483013	0.00697987	0.00748468	0.0072447	0.00580694	0.00455654	0.00746433	0.00821299	0.00372983	0.00800295	0.0050607	0.00669587	0.00883392	0.00382176	0.0130327	0.00503917	0.00282368	0.00588749	0.00770754	0.00615364	0.00347751	0.00398702	0.00589801	0.00346253	0.00634776	0.00570277	0.00793448	0.00592513	0.00700241	0.00316085	0.00293254	0.00647436	0.00302788	0.00302474	0.00336268	0.00636981	0.00551846	0.0070344	0.00745046	0.00816353	0.00587121	0.00694869	0.000944917	0.00762387	0.00475684	0.00643013	0.00631567	0.00648395	0.00798182	0.00496107	0.00492658	0.00788854	0.00729378	0.00241278	0.0070136	0.0058425	0.00132617	0.00555177	0.00663832	0.00721145
